,Spring Bistro,Inner Tea Cup,Spring Axel,Bernie Boom,Barefoot Wah Wah,Black Monaro,Coonamble Kid,Spring Gault
06-01-2023 15:25:11.384953,"(3.1, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.789473684210527)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:12.540085,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:13.668112,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:14.710553,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:15.783138,"(3.2, 4.1, 3.5285714285714285)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:16.800791,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:17.762049,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:18.824682,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:19.891757,"(3.2, 4.1, 3.6199999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:20.931163,"(3.2, 4.1, 3.6809523809523808)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:22.060677,"(3.2, 4.1, 3.6809523809523808)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:23.175503,"(3.2, 4.1, 3.6999999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 29.55)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:24.270262,"(3.2, 4.1, 3.6999999999999997)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.440000000000001)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.332)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:25.265342,"(3.2, 4.1, 3.55)","(10.0, 16.0, 13.180555555555555)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.200000000000001)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:26.300904,"(3.2, 4.1, 3.55)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:27.347588,"(3.2, 4.1, 3.55)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:28.402050,"(3.2, 4.0, 3.586206896551724)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:29.528179,"(3.2, 4.0, 3.586206896551724)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:30.685278,"(3.2, 3.95, 3.8230769230769233)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:31.843275,"(3.2, 3.95, 3.723529411764706)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:32.990383,"(3.2, 3.95, 3.723529411764706)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:34.132306,"(3.2, 3.95, 3.723529411764706)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:35.297514,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 28.058823529411764)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:36.438748,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 29.0)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:37.488086,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.333333333333333)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:38.611722,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.434450867052023)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:39.659282,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:40.740250,"(3.2, 3.95, 3.73125)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:41.773863,"(3.2, 3.95, 3.7531250000000003)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:42.825045,"(3.2, 3.95, 3.7531250000000003)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:43.932791,"(3.2, 3.95, 3.7531250000000003)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:45.098069,"(3.2, 3.95, 3.532142857142857)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.38)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:46.228198,"(3.2, 3.95, 3.532142857142857)","(10.0, 16.0, 13.328947368421053)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.376)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:47.393004,"(3.2, 3.95, 3.661111111111111)","(10.0, 16.0, 13.583333333333334)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.542857142857143)","(20.0, 38.0, 32.24)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.376)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:48.618778,"(3.2, 3.95, 3.7023809523809526)","(10.0, 16.0, 13.825)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.421052631578945)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.3835294117647057)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:49.800539,"(3.2, 3.95, 3.661111111111111)","(10.0, 16.0, 13.825)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.421052631578945)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.344)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:50.914331,"(3.2, 3.95, 3.5785714285714283)","(10.0, 16.0, 13.825)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.4)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.344)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:51.988050,"(3.2, 3.9, 3.6576923076923076)","(10.0, 16.0, 13.825)","(31.0, 80.0, 49.411764705882355)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.05263157894737)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.344)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:53.097111,"(3.2, 3.9, 3.6652173913043478)","(10.0, 16.0, 13.846153846153847)","(31.0, 80.0, 48.888888888888886)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.4)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.337142857142857)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:54.226301,"(3.2, 3.85, 3.8083333333333336)","(10.0, 16.0, 13.846153846153847)","(31.0, 80.0, 48.888888888888886)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.684210526315788)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.344)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:55.224871,"(3.2, 3.85, 3.6892857142857145)","(10.0, 16.0, 13.846153846153847)","(31.0, 80.0, 48.888888888888886)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.684210526315788)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:56.273024,"(3.2, 3.85, 3.6892857142857145)","(10.0, 16.0, 13.846153846153847)","(31.0, 70.0, 64.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.941176470588236)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:57.373895,"(3.2, 3.85, 3.6892857142857145)","(10.0, 16.0, 14.0)","(31.0, 70.0, 52.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.941176470588236)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:58.416831,"(3.2, 3.85, 3.58)","(10.0, 16.0, 14.0)","(31.0, 70.0, 52.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.941176470588236)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.354285714285714)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:25:59.471526,"(3.2, 3.85, 3.6892857142857145)","(10.0, 16.0, 14.0)","(31.0, 70.0, 50.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.333333333333332)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:26:00.640814,"(3.2, 3.8, 3.53)","(10.0, 16.0, 14.0)","(31.0, 70.0, 50.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.846153846153847)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:26:01.872597,"(3.2, 3.8, 3.524)","(10.0, 16.0, 14.0)","(31.0, 70.0, 50.0)","(6.0, 8.8, 8.4)","(20.0, 38.0, 31.846153846153847)","(9.0, 29.0, 26.714285714285715)","(2.05, 2.44, 2.36)","(31.0, 250.0, 233.33333333333334)"
06-01-2023 15:26:02.963340,"(3.2, 3.8, 3.5285714285714285)","(10.0, 16.0, 14.0)","(31.0, 70.0, 43.0)","(6.0, 8.8, 8.600000000000001)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 25.0)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 180.0)"
06-01-2023 15:26:04.103788,"(3.2, 3.75, 3.5934782608695652)","(10.0, 16.0, 13.878048780487806)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 25.5)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:05.262278,"(3.2, 3.75, 3.5999999999999996)","(10.0, 16.0, 13.825)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 23.555555555555557)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:06.410050,"(3.2, 3.75, 3.5999999999999996)","(10.0, 16.0, 13.825)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.600000000000001)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 26.5)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:07.556231,"(3.2, 3.75, 3.5999999999999996)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.4)","(20.0, 38.0, 30.77777777777778)","(9.0, 28.0, 26.2)","(2.05, 2.44, 2.36)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:08.667326,"(3.2, 3.75, 3.5934782608695652)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.65)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:09.750854,"(3.2, 3.75, 3.5999999999999996)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.65)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 27.6)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:10.825188,"(3.2, 3.75, 3.5625)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:11.913626,"(3.2, 3.75, 3.5625)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 27.6)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:12.899885,"(3.2, 3.75, 3.5543478260869565)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:13.966138,"(3.2, 3.75, 3.5543478260869565)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 30.77777777777778)","(9.0, 29.0, 27.6)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:15.082310,"(3.2, 3.7, 3.666666666666667)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 27.6)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:16.229796,"(3.2, 3.7, 3.5526315789473686)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.694117647058825)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:17.319774,"(3.2, 3.7, 3.611111111111111)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.6875)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 27.6)","(2.05, 2.44, 2.3866666666666667)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:18.474149,"(3.2, 3.7, 3.5392857142857146)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.711111111111112)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.2977777777777777)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:19.698136,"(3.2, 3.7, 3.588888888888889)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.711111111111112)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.44, 2.2907692307692304)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:20.911556,"(3.2, 3.7, 3.588888888888889)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.711111111111112)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 27.6)","(2.05, 2.42, 2.2907692307692304)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:22.108212,"(3.2, 3.7, 3.519444444444445)","(10.0, 16.0, 14.1875)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 8.711111111111112)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 26.666666666666668)","(2.05, 2.42, 2.2907692307692304)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:23.238033,"(3.2, 3.7, 3.588888888888889)","(10.0, 16.0, 13.98611111111111)","(31.0, 70.0, 50.714285714285715)","(6.0, 8.8, 9.0)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 27.6)","(2.05, 2.42, 2.2907692307692304)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:24.328211,"(3.2, 3.7, 3.6473684210526316)","(10.0, 16.0, 13.98611111111111)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.6, 8.866666666666667)","(20.0, 38.0, 28.58823529411765)","(9.0, 29.0, 27.6)","(2.05, 2.42, 2.28875)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:25.462002,"(3.2, 3.7, 3.5714285714285716)","(10.0, 16.0, 13.880434782608695)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.6, 9.31304347826087)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.42, 2.2853846153846153)","(31.0, 250.0, 235.0)"
06-01-2023 15:26:26.463496,"(3.2, 3.7, 3.576923076923077)","(10.0, 16.0, 13.880434782608695)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.6, 9.31304347826087)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.42, 2.289230769230769)","(31.0, 250.0, 242.6315789473684)"
06-01-2023 15:26:27.497071,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 13.880434782608695)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.036363636363635)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.289230769230769)","(31.0, 250.0, 242.6315789473684)"
06-01-2023 15:26:28.604953,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 13.880434782608695)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.2, 8.561290322580644)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.293333333333333)","(31.0, 250.0, 243.33333333333334)"
06-01-2023 15:26:29.692353,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.2, 8.561290322580644)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.293333333333333)","(31.0, 250.0, 243.33333333333334)"
06-01-2023 15:26:30.734468,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.340425531914894)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.2, 9.036363636363635)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.293333333333333)","(31.0, 250.0, 217.5)"
06-01-2023 15:26:31.936387,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.066666666666666)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.289230769230769)","(31.0, 250.0, 228.33333333333334)"
06-01-2023 15:26:33.123142,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 51.53846153846153)","(6.0, 9.4, 9.107317073170732)","(20.0, 38.0, 27.6)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.289230769230769)","(31.0, 250.0, 228.33333333333334)"
06-01-2023 15:26:34.257928,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 51.53846153846153)","(6.0, 9.4, 9.027906976744186)","(20.0, 38.0, 27.73913043478261)","(9.0, 29.0, 24.545454545454547)","(2.05, 2.4, 2.2852173913043474)","(31.0, 250.0, 231.42857142857144)"
06-01-2023 15:26:35.339034,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 44.8)","(6.0, 9.4, 9.027906976744186)","(20.0, 36.0, 27.73913043478261)","(9.0, 29.0, 24.058823529411764)","(2.05, 2.4, 2.286315789473684)","(31.0, 250.0, 242.94117647058823)"
06-01-2023 15:26:36.421956,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.027906976744186)","(20.0, 36.0, 32.4)","(9.0, 29.0, 25.18181818181818)","(2.05, 2.4, 2.33)","(31.0, 250.0, 242.94117647058823)"
06-01-2023 15:26:37.487796,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.027906976744186)","(20.0, 34.0, 32.0)","(9.0, 29.0, 25.18181818181818)","(2.05, 2.38, 2.33)","(31.0, 250.0, 242.94117647058823)"
06-01-2023 15:26:38.501871,"(3.2, 3.7, 3.496875)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.027906976744186)","(20.0, 34.0, 32.0)","(9.0, 29.0, 25.18181818181818)","(2.05, 2.38, 2.33)","(31.0, 250.0, 242.94117647058823)"
06-01-2023 15:26:39.622723,"(3.2, 3.7, 3.555555555555556)","(10.0, 16.0, 14.227272727272727)","(31.0, 70.0, 50.714285714285715)","(6.0, 9.4, 9.027906976744186)","(20.0, 34.0, 27.846153846153847)","(9.0, 29.0, 25.18181818181818)","(2.05, 2.38, 2.3633333333333333)","(31.0, 250.0, 242.94117647058823)"
