,Mariahs Shadow,Wemen Bella,Sheza Manipulator Nz,Aces Daughter,Delightful Gnp Nz,Honeybun,Rosiano
07-01-2023 21:39:21.770584,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:22.791711,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:23.820417,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:24.892559,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:26.159527,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:27.264274,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:28.372180,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:29.409899,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:30.466645,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:31.656318,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:32.761761,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:33.877703,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:34.970413,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:36.190663,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:37.329788,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:38.520222,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:39.706667,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:40.813623,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:41.955699,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:43.054613,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:44.095594,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:45.231042,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:46.369427,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:47.574644,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:48.835242,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:50.151732,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:51.443118,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:52.603237,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:53.830999,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:54.978966,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:56.085953,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:57.180025,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:58.168949,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:39:59.184447,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:00.325266,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:01.502868,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:02.602763,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:03.765150,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:04.880896,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:06.041698,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:07.136825,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:08.266668,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:09.355339,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:10.471086,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:11.530584,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:12.605253,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:13.613025,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:14.716789,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:15.808748,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:16.899523,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:18.026554,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:19.151786,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:20.268550,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:21.312131,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:22.402071,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:23.427550,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:24.486637,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:25.574414,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:26.657578,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:27.770784,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:28.811993,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:29.986203,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:31.115907,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:32.219459,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:33.339448,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:34.455986,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:35.731086,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:37.053919,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:38.308279,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:39.550872,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:40.807342,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:41.847761,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:42.865178,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:43.947091,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:45.080672,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:46.301422,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 45.57142857142857)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 17.625)"
07-01-2023 21:40:47.474429,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 27.0, 19.0)"
07-01-2023 21:40:48.605466,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:49.755222,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:50.818227,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:51.885625,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:52.929310,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.0266666666666664)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:54.043890,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 2.9924999999999997)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:55.116095,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.3, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:56.216664,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:57.339802,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:58.531000,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:40:59.675077,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:00.788627,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:01.916792,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:02.946468,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:03.951504,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:05.055196,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:06.180660,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:07.306481,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:08.390684,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:09.466752,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:10.612408,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:11.702023,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:12.743497,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:13.762331,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:14.759774,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:15.806582,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
07-01-2023 21:41:16.902230,"(101.0, 220.0, 207.0)","(81.0, 220.0, 205.0)","(1.65, 99999, 99990)","(26.0, 55.0, 42.2)","(10.0, 99999, 99990)","(2.1, 3.25, 3.1216666666666666)","(14.0, 28.0, 19.0)"
