,Remember Lee,Val Ali,Sambuca Talks,Magic Tale,Bernardo Bowl,Jalapeno Jewel,Shifty And Shady,Gossamer
06-01-2023 11:51:08.703363,"(15.0, 38.0, 20.5)","(2.8, 3.55, 3.216666666666667)","(5.0, 8.4, 7.35)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.4333333333333336)","(11.0, 27.0, 22.03448275862069)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.0125)"
06-01-2023 11:51:09.961472,"(15.0, 38.0, 20.5)","(2.8, 3.55, 3.216666666666667)","(5.0, 8.4, 7.35)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.4333333333333336)","(11.0, 27.0, 18.88235294117647)","(101.0, 630.0, 445.0)","(5.5, 10.5, 10.355555555555556)"
06-01-2023 11:51:11.229381,"(15.0, 38.0, 20.5)","(2.8, 3.55, 3.216666666666667)","(5.0, 8.4, 7.35)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.4333333333333336)","(11.0, 27.0, 17.142857142857142)","(101.0, 730.0, 445.0)","(5.5, 10.5, 10.355555555555556)"
06-01-2023 11:51:12.483181,"(15.0, 38.0, 20.5)","(2.8, 3.55, 3.208333333333333)","(5.0, 8.4, 7.35)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.425)","(11.0, 27.0, 17.142857142857142)","(101.0, 730.0, 445.0)","(5.5, 10.5, 10.322727272727272)"
06-01-2023 11:51:13.765643,"(15.0, 38.0, 20.5)","(2.8, 3.5, 3.208333333333333)","(5.0, 8.4, 7.488888888888888)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.455)","(11.0, 27.0, 24.833333333333336)","(101.0, 730.0, 445.0)","(5.5, 10.5, 10.2)"
06-01-2023 11:51:15.036255,"(15.0, 38.0, 24.875)","(2.8, 3.5, 3.208333333333333)","(5.0, 8.2, 7.171428571428571)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.455)","(11.0, 26.0, 23.142857142857142)","(101.0, 730.0, 445.0)","(5.5, 10.5, 10.2)"
06-01-2023 11:51:16.375970,"(15.0, 38.0, 24.875)","(2.8, 3.5, 3.208333333333333)","(5.0, 8.2, 7.171428571428571)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.455)","(11.0, 26.0, 23.714285714285715)","(101.0, 730.0, 445.0)","(5.5, 10.5, 10.373076923076923)"
06-01-2023 11:51:17.807946,"(15.0, 38.0, 24.875)","(2.8, 3.5, 3.208333333333333)","(5.0, 8.2, 7.171428571428571)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.455)","(11.0, 25.0, 23.714285714285715)","(101.0, 730.0, 395.0)","(5.5, 10.5, 10.373076923076923)"
06-01-2023 11:51:19.074046,"(15.0, 38.0, 24.875)","(2.8, 3.5, 3.208333333333333)","(5.0, 8.2, 6.58)","(19.0, 75.0, 25.5)","(2.6, 3.5, 3.41)","(11.0, 25.0, 21.4)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.373076923076923)"
06-01-2023 11:51:20.368506,"(15.0, 38.0, 24.875)","(2.8, 3.45, 3.2)","(5.0, 8.2, 7.3999999999999995)","(19.0, 75.0, 26.666666666666668)","(2.6, 3.5, 3.4555555555555557)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.1625)"
06-01-2023 11:51:21.636020,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 3.2)","(5.0, 8.2, 7.3999999999999995)","(19.0, 60.0, 23.636363636363637)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.3875)"
06-01-2023 11:51:22.830455,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 3.2)","(5.0, 8.2, 7.776470588235293)","(19.0, 60.0, 27.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.3875)"
06-01-2023 11:51:23.958207,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 3.2)","(5.0, 8.2, 7.776470588235293)","(19.0, 55.0, 27.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.3875)"
06-01-2023 11:51:25.066352,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 3.2)","(5.0, 8.2, 7.776470588235293)","(19.0, 55.0, 24.375)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.3875)"
06-01-2023 11:51:26.202449,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 2.9749999999999996)","(5.0, 8.2, 7.3)","(19.0, 55.0, 30.0)","(2.6, 3.5, 3.4166666666666665)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.357894736842105)"
06-01-2023 11:51:27.375977,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.55, 2.94625)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 30.0)","(2.6, 3.5, 3.455)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 10.290000000000001)"
06-01-2023 11:51:28.571113,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.55, 2.91125)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 30.0)","(2.6, 3.5, 3.455)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 10.5, 11.42962962962963)"
06-01-2023 11:51:29.673013,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.55, 2.91125)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.333333333333332)","(2.6, 3.5, 3.455)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.42962962962963)"
06-01-2023 11:51:30.840895,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.55, 2.91125)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.333333333333332)","(2.6, 3.5, 3.455)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.42962962962963)"
06-01-2023 11:51:32.011733,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.5, 2.877272727272727)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.455)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.42962962962963)"
06-01-2023 11:51:33.109152,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 2.877272727272727)","(5.0, 8.2, 7.966666666666666)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.41)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 445.0)","(5.5, 12.0, 11.330434782608696)"
06-01-2023 11:51:34.190645,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.45, 2.8499999999999996)","(5.0, 8.2, 7.933333333333333)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.41)","(11.0, 25.0, 22.352941176470587)","(101.0, 730.0, 445.0)","(5.5, 12.0, 11.066666666666666)"
06-01-2023 11:51:35.359324,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.8779999999999997)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 730.0, 445.0)","(5.5, 12.0, 11.066666666666666)"
06-01-2023 11:51:36.440707,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.8779999999999997)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 730.0, 445.0)","(5.5, 12.0, 11.461538461538462)"
06-01-2023 11:51:37.524653,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.8727272727272726)","(5.0, 8.2, 7.5777777777777775)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 730.0, 445.0)","(5.5, 12.0, 11.583333333333334)"
06-01-2023 11:51:38.569819,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.8727272727272726)","(5.0, 8.2, 7.3)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 730.0, 395.0)","(5.5, 12.0, 11.583333333333334)"
06-01-2023 11:51:39.706601,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.7636363636363637)","(5.0, 8.2, 7.72)","(19.0, 50.0, 23.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.583333333333334)"
06-01-2023 11:51:40.852604,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.4, 2.816666666666667)","(5.0, 8.2, 7.3)","(19.0, 50.0, 25.2)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.25)"
06-01-2023 11:51:42.069698,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.35, 2.7590909090909093)","(5.0, 8.2, 7.3)","(19.0, 46.0, 22.88888888888889)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.625)"
06-01-2023 11:51:43.283269,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.35, 2.7240740740740743)","(5.0, 8.2, 7.3)","(19.0, 46.0, 28.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 395.0)","(5.5, 12.0, 11.823529411764707)"
06-01-2023 11:51:44.378514,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.3, 2.906829268292683)","(5.0, 8.2, 7.3)","(19.0, 44.0, 28.0)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 362.5)","(5.5, 12.0, 11.823529411764707)"
06-01-2023 11:51:45.473385,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.25, 3.214375)","(5.0, 8.2, 7.3)","(19.0, 44.0, 27.333333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.823529411764707)"
06-01-2023 11:51:46.506533,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.25, 3.214375)","(5.0, 8.2, 7.3)","(19.0, 42.0, 27.333333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.823529411764707)"
06-01-2023 11:51:47.650329,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.25, 3.0050000000000003)","(5.0, 8.2, 7.3)","(19.0, 42.0, 27.333333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.352941176470587)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.714285714285714)"
06-01-2023 11:51:48.706469,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 3.0050000000000003)","(5.0, 8.2, 7.3)","(19.0, 42.0, 22.75)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 21.458333333333336)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.714285714285714)"
06-01-2023 11:51:49.785600,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 2.98)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 21.458333333333336)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.714285714285714)"
06-01-2023 11:51:50.790409,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 2.98)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.866666666666667)"
06-01-2023 11:51:51.859730,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 2.98)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.866666666666667)"
06-01-2023 11:51:52.976138,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 2.98)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.866666666666667)"
06-01-2023 11:51:54.131793,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 2.98)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.41)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 450.0)","(5.5, 12.0, 11.857142857142858)"
06-01-2023 11:51:55.337190,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.2, 3.028235294117647)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:51:56.425872,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.05, 3.028235294117647)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:51:57.619753,"(15.0, 38.0, 25.647058823529413)","(2.8, 3.05, 3.028235294117647)","(5.0, 8.2, 7.3)","(19.0, 42.0, 21.833333333333332)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:51:58.747911,"(15.0, 38.0, 25.941176470588236)","(2.8, 3.05, 3.045)","(5.0, 8.2, 7.3)","(19.0, 42.0, 26.666666666666668)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:51:59.981475,"(15.0, 38.0, 26.61111111111111)","(2.8, 3.05, 2.885)","(5.0, 8.2, 7.3)","(19.0, 40.0, 26.666666666666668)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:01.149824,"(15.0, 38.0, 26.61111111111111)","(2.8, 3.05, 2.9675)","(5.0, 8.2, 7.3)","(19.0, 40.0, 26.666666666666668)","(2.6, 3.5, 3.4333333333333336)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:02.307996,"(15.0, 38.0, 26.235294117647058)","(2.8, 3.05, 2.9675)","(5.0, 8.2, 7.5777777777777775)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 450.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:03.492885,"(15.0, 38.0, 25.0)","(2.8, 3.05, 3.0246153846153847)","(5.0, 8.2, 7.3999999999999995)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 730.0, 400.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:04.626688,"(15.0, 38.0, 25.0)","(2.8, 3.05, 3.032631578947368)","(5.0, 8.2, 7.3999999999999995)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:05.687764,"(15.0, 38.0, 23.384615384615383)","(2.8, 3.05, 2.9782608695652173)","(5.0, 8.2, 7.3999999999999995)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 400.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:06.760138,"(15.0, 38.0, 28.5)","(2.8, 3.05, 2.9782608695652173)","(5.0, 8.2, 7.705882352941176)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 12.0, 11.8)"
06-01-2023 11:52:07.911458,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.001470588235294)","(5.0, 8.2, 7.705882352941176)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 12.0, 10.857142857142858)"
06-01-2023 11:52:08.994940,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.0190625)","(5.0, 8.2, 7.705882352941176)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:10.066066,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8324999999999996)","(5.0, 8.2, 7.533333333333333)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:11.106082,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8324999999999996)","(5.0, 8.2, 7.788235294117647)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:12.159268,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8324999999999996)","(5.0, 8.2, 7.788235294117647)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:13.306321,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8324999999999996)","(5.0, 8.2, 7.788235294117647)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:14.516960,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8324999999999996)","(5.0, 8.2, 7.788235294117647)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:15.797957,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.0402247191011234)","(5.0, 8.2, 7.666666666666667)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.15)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.75)"
06-01-2023 11:52:17.023850,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.0402247191011234)","(5.0, 8.2, 7.666666666666667)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 11.5, 10.25)"
06-01-2023 11:52:18.200066,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8474999999999997)","(5.0, 8.2, 7.666666666666667)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.763157894736842)","(101.0, 630.0, 405.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:19.294713,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8474999999999997)","(5.0, 8.0, 7.863636363636363)","(19.0, 40.0, 21.333333333333332)","(2.6, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 455.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:20.578022,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.8474999999999997)","(5.0, 8.0, 7.863636363636363)","(19.0, 40.0, 21.333333333333332)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:21.726066,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.005)","(5.0, 8.0, 7.863636363636363)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:22.745954,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 3.005)","(5.0, 8.0, 7.863636363636363)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:23.794695,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.0, 7.8)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:24.820944,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.0, 7.8)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:25.837610,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.0, 7.8)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:26.862421,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:27.845962,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:28.835812,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 460.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:29.894880,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 730.0, 410.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:30.958862,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.976363636363636)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 410.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:32.067675,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:33.131345,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:34.451769,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:35.496963,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.205263157894737)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 10.5, 10.25)"
06-01-2023 11:52:36.495377,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.44)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.15)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 10.5, 10.5)"
06-01-2023 11:52:37.685658,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.1)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.2772727272727273)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
06-01-2023 11:52:38.882826,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.6, 8.5)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.2772727272727273)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
06-01-2023 11:52:40.096674,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.8, 8.5)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.2772727272727273)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
06-01-2023 11:52:41.328522,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.8, 8.5)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.2772727272727273)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
06-01-2023 11:52:42.449679,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.8, 8.5)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.2772727272727273)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
06-01-2023 11:52:43.536882,"(15.0, 38.0, 28.952380952380953)","(2.8, 3.05, 2.9825)","(5.0, 8.8, 8.5)","(19.0, 40.0, 28.96153846153846)","(2.7, 3.5, 3.211764705882353)","(11.0, 25.0, 22.875)","(101.0, 630.0, 415.0)","(5.5, 11.0, 10.5)"
