,Straight Shot,Defer Fire,Big Time Express,Big Time Epic,Adobe Don,Just Like Lucy,Livin On Love
04-01-2023 11:20:33.041521,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:33.998046,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:34.966726,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:35.941319,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:36.998678,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:38.039198,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:39.123969,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:40.157319,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:41.164370,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:42.175443,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:43.228842,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:44.192716,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:45.228331,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:46.157741,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:47.184777,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.57)","(3.0, 5.9, 4.772222222222222)","(2.45, 3.7, 2.99125)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.428571428571429)"
04-01-2023 11:20:48.136976,"(12.0, 25.0, 23.31111111111111)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.0, 14.785714285714286)"
04-01-2023 11:20:49.140727,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:50.199033,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:51.328138,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:52.401659,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:53.575785,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:54.585705,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:55.625142,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:56.627446,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:57.626624,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:58.556801,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:20:59.510621,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:00.434318,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:01.381905,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:02.342919,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:03.330059,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:04.285280,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:05.289962,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:06.240825,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:07.225559,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:08.165157,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:09.211454,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:10.251230,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:11.287386,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:12.300295,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:13.262265,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:14.278846,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:15.306408,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:16.357405,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:17.384100,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:18.401981,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:19.395728,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:20.391873,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:21.338738,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:22.314585,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:23.277197,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:24.256259,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:25.218497,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:26.195814,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:27.171384,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:28.136503,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:29.176376,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:30.219893,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:31.212512,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:32.236160,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:33.280907,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:34.317844,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:35.299497,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:36.274908,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:37.187417,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:38.148799,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.45, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:39.090579,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:40.039837,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:41.001104,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:41.950991,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.0309302325581395)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:42.926083,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:43.868122,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.65, 3.287)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:44.822211,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:45.784408,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:46.739142,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:47.696306,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:48.588276,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:49.530278,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:50.484837,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.385)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:51.469876,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:52.402757,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:53.312145,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:54.351687,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:55.398770,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:56.386660,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:57.413625,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:58.414422,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:21:59.459663,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:22:00.388118,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:22:01.397990,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:22:02.325593,"(12.0, 26.0, 24.2)","(3.8, 11.5, 10.795454545454547)","(3.0, 5.9, 5.11923076923077)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
04-01-2023 11:22:03.243228,"(12.0, 26.0, 24.2)","(3.8, 11.0, 10.34090909090909)","(3.0, 4.6, 4.085714285714285)","(2.4, 3.7, 3.196)","(21.0, 150.0, 101.96428571428572)","(21.0, 160.0, 71.28571428571429)","(8.5, 17.5, 14.785714285714286)"
