,Lord Donovan,Trigger Happy,Bocage,Autarchy,Minnie Mouse,Waipapa,Love Nesst,Cocktail Lad,Pay Wave
12-01-2023 13:51:36.680221,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 124.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.0, 7.640000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 43.54545454545455)"
12-01-2023 13:51:37.931126,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 124.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.0, 7.72)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 46.33333333333333)"
12-01-2023 13:51:39.287364,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 124.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.72)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 46.33333333333333)"
12-01-2023 13:51:40.512562,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 124.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 46.33333333333333)"
12-01-2023 13:51:41.704731,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 124.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 46.33333333333333)"
12-01-2023 13:51:43.032339,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 160.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 33.44444444444444)"
12-01-2023 13:51:44.375902,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 160.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 33.44444444444444)"
12-01-2023 13:51:45.586724,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 160.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 55.66666666666667)","(21.0, 85.0, 33.44444444444444)"
12-01-2023 13:51:46.773274,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 160.0)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0375)","(5.0, 8.4, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 80.25)","(21.0, 85.0, 33.44444444444444)"
12-01-2023 13:51:47.939609,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 148.66666666666669)","(4.4, 6.4, 5.828571428571429)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 85.0, 52.5)"
12-01-2023 13:51:49.129246,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:50.429614,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.624528301886793)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:51.802735,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:53.116978,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:54.358519,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:55.527902,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:56.680643,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:57.893362,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:51:59.020222,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:52:00.184384,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(21.0, 80.0, 52.5)"
12-01-2023 13:52:01.419875,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.6230769230769235)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 78.71428571428571)","(21.0, 80.0, 52.5)"
12-01-2023 13:52:02.951689,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.486666666666666)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 5.9)","(4.8, 6.6, 6.0)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 80.0, 31.666666666666668)"
12-01-2023 13:52:04.416489,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.486666666666666)","(41.0, 200.0, 149.33333333333331)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 85.0, 30.77777777777778)"
12-01-2023 13:52:05.781689,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.486666666666666)","(41.0, 200.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 85.0, 38.0)"
12-01-2023 13:52:06.942437,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.486666666666666)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 80.0, 38.0)"
12-01-2023 13:52:08.134887,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.7, 5.486666666666666)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 80.0, 38.0)"
12-01-2023 13:52:09.338221,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.486666666666666)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 80.0, 38.0)"
12-01-2023 13:52:10.632253,"(7.0, 11.5, 10.75)","(4.6, 5.7, 5.486666666666666)","(41.0, 160.0, 104.0)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 7.8999999999999995)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 80.0, 41.0)"
12-01-2023 13:52:11.912234,"(7.0, 11.5, 10.75)","(4.6, 5.6, 5.461538461538462)","(41.0, 160.0, 104.0)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.0375)","(5.0, 8.2, 8.316279069767443)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 75.0, 41.0)"
12-01-2023 13:52:13.644204,"(7.0, 11.5, 10.75)","(4.6, 5.8, 5.591666666666667)","(41.0, 160.0, 104.0)","(4.4, 6.4, 6.0)","(4.8, 6.6, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 75.0, 41.0)"
12-01-2023 13:52:14.918087,"(7.0, 11.5, 10.75)","(4.6, 5.8, 5.591666666666667)","(41.0, 160.0, 104.0)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 75.0, 41.0)"
12-01-2023 13:52:16.223345,"(7.0, 12.0, 10.266666666666667)","(4.6, 5.8, 5.591666666666667)","(41.0, 160.0, 104.0)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 72.2)","(21.0, 75.0, 41.0)"
12-01-2023 13:52:17.571476,"(7.5, 12.0, 10.266666666666667)","(4.6, 5.8, 5.591666666666667)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 66.5)","(19.0, 75.0, 49.5)"
12-01-2023 13:52:18.759264,"(7.5, 12.0, 10.266666666666667)","(4.6, 5.8, 5.591666666666667)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.9714285714285715)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 73.625)","(19.0, 75.0, 41.0)"
12-01-2023 13:52:19.895088,"(7.5, 12.0, 10.266666666666667)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 73.625)","(19.0, 75.0, 60.8)"
12-01-2023 13:52:21.247733,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 122.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 73.625)","(19.0, 70.0, 60.8)"
12-01-2023 13:52:22.602356,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 93.33333333333334)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 73.625)","(19.0, 70.0, 60.8)"
12-01-2023 13:52:23.781242,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.688888888888888)","(41.0, 150.0, 66.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 70.0, 52.0)"
12-01-2023 13:52:24.922206,"(7.5, 11.5, 10.333333333333334)","(4.6, 5.8, 5.688888888888888)","(41.0, 150.0, 66.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 70.0, 57.142857142857146)"
12-01-2023 13:52:26.146952,"(7.5, 11.5, 10.333333333333334)","(4.6, 5.8, 5.688888888888888)","(41.0, 150.0, 66.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 70.0, 57.142857142857146)"
12-01-2023 13:52:27.382856,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 150.0, 66.66666666666667)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 70.0, 53.57142857142857)"
12-01-2023 13:52:28.697233,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 150.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:29.937836,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:31.210627,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 48.333333333333336)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:32.507978,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 90.0, 48.333333333333336)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:33.675486,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 90.0, 48.333333333333336)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:35.197652,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 86.66666666666666)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 90.0, 58.33333333333333)","(19.0, 65.0, 53.57142857142857)"
12-01-2023 13:52:36.443664,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 115.19999999999999)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 49.0)"
12-01-2023 13:52:37.770812,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.688888888888888)","(41.0, 160.0, 115.19999999999999)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.4, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 49.0)"
12-01-2023 13:52:39.135569,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.9, 5.6230769230769235)","(41.0, 160.0, 81.6)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.12)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 49.0)"
12-01-2023 13:52:40.313735,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.9, 5.681818181818182)","(41.0, 160.0, 109.19999999999999)","(4.4, 6.4, 6.0)","(4.8, 6.4, 6.0)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 51.33333333333333)"
12-01-2023 13:52:41.618008,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.618181818181818)","(41.0, 150.0, 106.28571428571428)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 51.33333333333333)"
12-01-2023 13:52:42.983468,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.618181818181818)","(41.0, 150.0, 106.28571428571428)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.2, 7.8)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 51.33333333333333)"
12-01-2023 13:52:44.236565,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.618181818181818)","(41.0, 150.0, 109.33333333333334)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.2, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 37.666666666666664)"
12-01-2023 13:52:45.408440,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.618181818181818)","(41.0, 140.0, 109.33333333333334)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 37.666666666666664)"
12-01-2023 13:52:46.598944,"(7.5, 11.5, 10.428571428571429)","(4.6, 5.8, 5.618181818181818)","(41.0, 140.0, 109.33333333333334)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 76.0)","(19.0, 65.0, 37.666666666666664)"
12-01-2023 13:52:48.203741,"(7.5, 11.5, 10.2)","(4.6, 5.8, 5.618181818181818)","(41.0, 140.0, 86.0)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.666666666666664)"
12-01-2023 13:52:49.610408,"(7.5, 12.0, 10.2)","(4.6, 5.8, 5.618181818181818)","(41.0, 140.0, 80.0)","(4.4, 6.4, 6.0)","(4.8, 6.2, 6.0)","(5.0, 8.4, 7.800000000000001)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 65.0, 34.25)"
12-01-2023 13:52:51.148201,"(7.5, 12.0, 10.2)","(4.6, 5.8, 5.4)","(41.0, 140.0, 80.0)","(4.4, 6.4, 5.50909090909091)","(4.8, 6.2, 5.739130434782608)","(5.0, 8.4, 7.470588235294118)","(5.0, 6.4, 6.386206896551725)","(31.0, 95.0, 53.75)","(19.0, 65.0, 34.25)"
12-01-2023 13:52:52.739754,"(7.5, 11.5, 10.75)","(4.6, 5.7, 5.466666666666667)","(41.0, 140.0, 88.57142857142857)","(4.4, 6.2, 5.478260869565218)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.590909090909091)","(5.0, 6.4, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:52:54.120522,"(7.5, 11.5, 11.071428571428571)","(4.6, 5.7, 5.466666666666667)","(41.0, 140.0, 88.57142857142857)","(4.4, 6.0, 5.45)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.590909090909091)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:52:55.439399,"(7.5, 11.5, 11.071428571428571)","(4.6, 5.7, 5.466666666666667)","(41.0, 140.0, 88.57142857142857)","(4.4, 5.8, 5.45)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.590909090909091)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:52:56.849483,"(7.5, 11.5, 11.071428571428571)","(4.6, 5.7, 5.466666666666667)","(41.0, 120.0, 92.0)","(4.4, 5.8, 5.45)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.666666666666667)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:52:58.173071,"(7.5, 11.5, 10.5)","(4.6, 5.7, 5.466666666666667)","(41.0, 120.0, 92.0)","(4.4, 5.8, 5.4375)","(4.8, 6.0, 6.0)","(5.0, 8.2, 7.590909090909091)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:52:59.512161,"(7.5, 12.0, 10.434782608695652)","(4.6, 5.6, 5.694736842105263)","(41.0, 120.0, 92.0)","(4.4, 5.7, 5.550000000000001)","(4.8, 6.2, 5.739130434782608)","(5.0, 8.0, 8.1)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:53:00.909926,"(7.5, 11.5, 10.5)","(4.6, 5.8, 5.694736842105263)","(41.0, 120.0, 85.0)","(4.4, 5.9, 5.65)","(4.8, 6.0, 6.0)","(5.0, 8.4, 8.1)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:53:02.301875,"(7.5, 12.0, 10.434782608695652)","(4.6, 5.8, 5.694736842105263)","(41.0, 120.0, 90.0)","(4.4, 5.9, 6.15)","(4.8, 6.2, 6.0)","(5.0, 8.4, 8.022222222222222)","(5.0, 6.6, 6.2444444444444445)","(31.0, 95.0, 62.0)","(19.0, 65.0, 40.4)"
12-01-2023 13:53:03.698866,"(7.5, 11.5, 10.625)","(4.6, 5.8, 5.694736842105263)","(41.0, 120.0, 90.0)","(4.4, 6.4, 6.15)","(4.8, 6.2, 6.0)","(5.0, 8.2, 8.022222222222222)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 76.0)","(19.0, 65.0, 37.666666666666664)"
12-01-2023 13:53:05.107264,"(7.5, 11.5, 10.625)","(4.6, 5.8, 5.694736842105263)","(41.0, 120.0, 78.0)","(4.4, 6.4, 6.15)","(4.8, 6.2, 6.0)","(5.0, 8.2, 7.8)","(5.0, 6.6, 6.4799999999999995)","(31.0, 95.0, 78.71428571428571)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:06.458620,"(7.5, 11.5, 10.333333333333334)","(4.6, 5.8, 5.618181818181818)","(41.0, 120.0, 85.0)","(4.4, 6.8, 5.925)","(4.8, 6.2, 6.0)","(5.0, 8.2, 8.022222222222222)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 44.0)"
12-01-2023 13:53:07.741935,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.75)","(41.0, 120.0, 85.0)","(4.4, 6.8, 5.925)","(4.8, 6.2, 5.9625)","(5.0, 8.2, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:09.121172,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.466666666666667)","(41.0, 120.0, 85.0)","(4.4, 6.8, 5.925)","(4.8, 6.4, 5.751219512195122)","(5.0, 8.4, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:10.600708,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.466666666666667)","(41.0, 120.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.4, 5.751219512195122)","(5.0, 8.4, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:12.064135,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.466666666666667)","(41.0, 110.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.4, 5.751219512195122)","(5.0, 8.4, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:13.405105,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.466666666666667)","(41.0, 110.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.4, 6.0)","(5.0, 8.4, 8.022222222222222)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:14.836911,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.7)","(41.0, 110.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.2, 6.0)","(5.0, 8.2, 8.022222222222222)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
