,Lord Donovan,Trigger Happy,Bocage,Autarchy,Minnie Mouse,Waipapa,Love Nesst,Cocktail Lad,Pay Wave
12-01-2023 13:53:16.265795,"(7.5, 11.5, 10.75)","(4.6, 5.8, 5.7)","(41.0, 110.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.2, 6.0)","(5.0, 8.2, 8.022222222222222)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:17.916993,"(7.5, 12.0, 10.434782608695652)","(4.6, 5.8, 5.7)","(41.0, 110.0, 72.5)","(4.4, 6.8, 5.925)","(4.8, 6.2, 6.0)","(5.0, 8.2, 8.022222222222222)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 58.33333333333333)","(19.0, 65.0, 37.0)"
12-01-2023 13:53:19.624318,"(7.5, 12.0, 11.071428571428571)","(4.6, 5.8, 5.6)","(41.0, 110.0, 77.27272727272727)","(4.4, 6.8, 6.3)","(4.8, 6.2, 5.875)","(5.0, 8.2, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 67.5)","(19.0, 65.0, 33.5)"
12-01-2023 13:53:21.163544,"(7.5, 11.5, 11.071428571428571)","(4.6, 5.9, 5.6)","(41.0, 110.0, 77.27272727272727)","(4.4, 6.6, 6.3)","(4.8, 6.4, 5.875)","(5.0, 8.4, 8.1)","(5.0, 6.6, 6.497872340425531)","(31.0, 95.0, 74.375)","(19.0, 65.0, 33.5)"
12-01-2023 13:53:22.680319,"(7.5, 11.5, 11.071428571428571)","(4.6, 5.9, 5.530769230769231)","(41.0, 110.0, 65.0)","(4.4, 6.6, 6.225)","(4.8, 6.4, 5.84)","(5.0, 8.4, 7.65)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 71.42857142857143)","(19.0, 65.0, 41.5)"
12-01-2023 13:53:24.122847,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.530769230769231)","(41.0, 110.0, 65.0)","(4.4, 6.6, 6.171428571428572)","(4.8, 6.4, 5.84)","(5.0, 8.4, 7.65)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 71.42857142857143)","(19.0, 60.0, 41.5)"
12-01-2023 13:53:25.507263,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.530769230769231)","(41.0, 110.0, 65.0)","(4.4, 6.4, 6.171428571428572)","(4.8, 6.4, 5.84)","(5.0, 8.4, 7.65)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 71.42857142857143)","(19.0, 60.0, 41.5)"
12-01-2023 13:53:26.871793,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.530769230769231)","(41.0, 110.0, 90.0)","(4.4, 6.4, 6.171428571428572)","(4.8, 6.4, 5.84)","(5.0, 8.4, 7.65)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 71.42857142857143)","(19.0, 60.0, 41.5)"
12-01-2023 13:53:28.205511,"(7.5, 11.5, 10.75)","(4.6, 5.9, 5.530769230769231)","(41.0, 110.0, 95.0)","(4.4, 6.4, 5.725)","(4.8, 6.4, 5.739130434782608)","(5.0, 8.4, 7.590909090909091)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 55.25)","(19.0, 60.0, 47.66666666666667)"
12-01-2023 13:53:29.646784,"(7.5, 11.5, 10.2)","(4.6, 5.7, 5.466666666666667)","(41.0, 110.0, 90.0)","(4.4, 6.2, 5.66)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.8)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 62.0)","(19.0, 60.0, 41.5)"
12-01-2023 13:53:31.005297,"(7.5, 12.0, 10.5)","(4.6, 5.7, 5.466666666666667)","(41.0, 110.0, 95.0)","(4.4, 5.9, 5.66)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.2, 7.590909090909091)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 55.25)","(19.0, 60.0, 47.66666666666667)"
12-01-2023 13:53:32.360589,"(7.5, 11.5, 10.5)","(4.6, 5.7, 5.466666666666667)","(41.0, 110.0, 95.0)","(4.4, 5.9, 5.66)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.590909090909091)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 55.25)","(19.0, 60.0, 47.66666666666667)"
12-01-2023 13:53:33.823964,"(7.5, 11.5, 10.5)","(4.6, 5.7, 5.466666666666667)","(41.0, 110.0, 80.0)","(4.6, 5.9, 5.66)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 7.590909090909091)","(5.0, 6.6, 6.386666666666667)","(31.0, 95.0, 58.0)","(18.0, 60.0, 47.66666666666667)"
12-01-2023 13:53:35.253154,"(7.5, 11.5, 10.5)","(4.6, 5.7, 5.666666666666667)","(41.0, 110.0, 67.5)","(4.6, 5.9, 5.85)","(4.8, 6.0, 5.739130434782608)","(5.0, 8.0, 8.022222222222222)","(5.0, 6.6, 6.386666666666667)","(31.0, 90.0, 58.0)","(18.0, 60.0, 41.5)"
12-01-2023 13:53:36.753544,"(7.5, 11.5, 10.5)","(4.6, 5.8, 5.672727272727273)","(41.0, 120.0, 67.5)","(4.6, 6.0, 5.85)","(4.8, 6.0, 5.8875)","(5.0, 8.2, 8.1)","(5.0, 6.6, 6.386666666666667)","(31.0, 90.0, 58.0)","(18.0, 60.0, 47.33333333333333)"
12-01-2023 13:53:38.248386,"(7.5, 12.0, 10.434782608695652)","(4.6, 5.9, 5.672727272727273)","(41.0, 120.0, 60.0)","(4.6, 6.0, 5.8)","(4.8, 6.2, 5.8875)","(5.0, 8.4, 8.24)","(5.0, 6.6, 6.447619047619048)","(31.0, 90.0, 65.0)","(18.0, 60.0, 41.5)"
12-01-2023 13:53:39.864692,"(7.5, 12.0, 10.25)","(4.6, 5.8, 5.6)","(41.0, 120.0, 76.8)","(4.6, 6.0, 5.652173913043478)","(4.8, 6.2, 5.7555555555555555)","(5.0, 8.4, 7.775)","(5.0, 6.6, 6.386666666666667)","(31.0, 90.0, 56.66666666666667)","(18.0, 60.0, 41.5)"
12-01-2023 13:53:41.643874,"(7.5, 11.5, 10.958823529411765)","(4.6, 5.9, 5.6)","(41.0, 120.0, 76.8)","(4.6, 6.0, 6.08)","(4.8, 6.2, 5.8875)","(5.0, 8.4, 7.775)","(5.0, 6.6, 6.386666666666667)","(31.0, 90.0, 56.66666666666667)","(18.0, 65.0, 37.0)"
12-01-2023 13:53:43.350974,"(7.5, 11.5, 10.24)","(4.6, 5.9, 5.530769230769231)","(41.0, 120.0, 89.14285714285714)","(4.6, 6.4, 6.08)","(4.8, 6.2, 5.8875)","(5.0, 8.4, 7.625)","(5.0, 6.6, 6.386666666666667)","(31.0, 90.0, 56.66666666666667)","(18.0, 65.0, 37.0)"
12-01-2023 13:53:44.729568,"(7.5, 11.5, 10.24)","(4.6, 5.9, 5.530769230769231)","(41.0, 120.0, 67.5)","(4.6, 6.4, 5.681818181818182)","(4.8, 6.2, 5.739130434782608)","(5.0, 8.6, 7.6909090909090905)","(5.0, 6.6, 6.447619047619048)","(31.0, 90.0, 65.0)","(18.0, 65.0, 37.0)"
12-01-2023 13:53:46.158153,"(7.5, 10.5, 9.9375)","(4.6, 5.7, 5.542857142857143)","(41.0, 120.0, 67.5)","(4.6, 6.2, 5.771428571428571)","(4.8, 6.0, 5.766666666666667)","(5.0, 8.2, 7.8)","(5.0, 6.6, 5.8545454545454545)","(31.0, 90.0, 65.0)","(18.0, 65.0, 37.0)"
12-01-2023 13:53:47.620482,"(7.5, 10.5, 10.133333333333333)","(4.6, 5.6, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.0, 5.7681818181818185)","(4.8, 5.9, 5.866666666666666)","(5.0, 8.0, 7.914285714285714)","(5.0, 6.0, 5.852)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:48.953120,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.2, 5.933333333333334)","(4.8, 6.0, 5.866666666666666)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:50.170360,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.4, 5.933333333333334)","(4.8, 6.0, 5.866666666666666)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:51.581155,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.4, 5.933333333333334)","(4.8, 6.0, 5.866666666666666)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:53.009530,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.4, 5.933333333333334)","(4.8, 6.0, 5.866666666666666)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:54.401761,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 80.0)","(4.6, 6.4, 5.933333333333334)","(4.8, 6.0, 5.836363636363636)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:55.865770,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 120.0, 72.5)","(4.6, 6.4, 5.933333333333334)","(4.8, 6.0, 5.455555555555556)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:57.204458,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 110.0, 72.5)","(4.6, 6.4, 5.933333333333334)","(4.8, 5.9, 5.455555555555556)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 68.57142857142857)","(18.0, 65.0, 33.5)"
12-01-2023 13:53:58.580843,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 110.0, 80.0)","(4.6, 6.4, 6.1230769230769235)","(4.8, 5.9, 5.6)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 54.0)","(18.0, 65.0, 33.5)"
12-01-2023 13:54:00.006372,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 100.0, 83.75)","(4.6, 6.4, 6.1230769230769235)","(4.8, 5.8, 5.6)","(5.0, 8.2, 7.914285714285714)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 54.0)","(18.0, 65.0, 33.5)"
12-01-2023 13:54:01.448768,"(7.5, 10.5, 10.05)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 83.75)","(4.6, 6.4, 6.066666666666667)","(4.8, 5.8, 5.6)","(5.0, 8.2, 8.1)","(5.0, 5.9, 5.855555555555556)","(31.0, 90.0, 54.0)","(18.0, 65.0, 33.5)"
12-01-2023 13:54:02.831578,"(7.5, 10.5, 10.225)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 83.75)","(4.6, 6.4, 6.036363636363637)","(4.8, 5.8, 5.6)","(5.0, 8.6, 8.266666666666667)","(5.0, 5.9, 5.838461538461539)","(31.0, 90.0, 58.0)","(18.0, 65.0, 37.0)"
12-01-2023 13:54:04.277738,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.036363636363637)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.266666666666667)","(5.0, 5.9, 5.838461538461539)","(31.0, 90.0, 58.0)","(18.0, 65.0, 37.0)"
12-01-2023 13:54:05.648767,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.036363636363637)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.266666666666667)","(5.0, 5.9, 5.838461538461539)","(31.0, 90.0, 58.0)","(18.0, 65.0, 26.555555555555557)"
12-01-2023 13:54:06.996095,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.233333333333333)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.266666666666667)","(5.0, 5.9, 5.838461538461539)","(31.0, 90.0, 58.0)","(18.0, 55.0, 32.0)"
12-01-2023 13:54:08.364028,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.846666666666667)","(31.0, 90.0, 58.0)","(18.0, 50.0, 32.0)"
12-01-2023 13:54:09.684227,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.846666666666667)","(31.0, 90.0, 58.0)","(18.0, 50.0, 32.0)"
12-01-2023 13:54:10.950332,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.846666666666667)","(31.0, 90.0, 58.0)","(18.0, 50.0, 32.0)"
12-01-2023 13:54:12.275857,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 65.0)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.8500000000000005)","(31.0, 90.0, 58.0)","(18.0, 50.0, 32.0)"
12-01-2023 13:54:13.633024,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 56.42857142857143)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.8500000000000005)","(31.0, 90.0, 58.0)","(18.0, 50.0, 26.375)"
12-01-2023 13:54:14.974607,"(7.5, 10.5, 10.17)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 56.42857142857143)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.6)","(5.0, 8.4, 8.2)","(5.0, 5.9, 5.8500000000000005)","(31.0, 90.0, 58.0)","(18.0, 50.0, 26.375)"
12-01-2023 13:54:16.276747,"(7.5, 10.0, 9.925)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 56.42857142857143)","(4.6, 6.4, 6.1866666666666665)","(4.8, 5.7, 5.32258064516129)","(5.0, 8.4, 7.705882352941177)","(5.0, 5.9, 5.851020408163266)","(31.0, 90.0, 70.0)","(18.0, 50.0, 34.6)"
12-01-2023 13:54:17.620762,"(7.5, 10.0, 9.925)","(4.6, 5.7, 5.630769230769231)","(41.0, 95.0, 55.714285714285715)","(4.6, 6.4, 6.2)","(4.8, 5.4, 5.466666666666667)","(5.0, 7.8, 7.933333333333334)","(5.0, 5.9, 5.851020408163266)","(31.0, 90.0, 63.333333333333336)","(18.0, 50.0, 41.666666666666664)"
12-01-2023 13:54:19.050442,"(7.5, 10.0, 9.82857142857143)","(4.6, 5.7, 5.630769230769231)","(41.0, 90.0, 55.714285714285715)","(4.6, 6.4, 6.2)","(4.8, 5.7, 5.466666666666667)","(5.0, 8.4, 7.933333333333334)","(5.0, 5.9, 5.851020408163266)","(31.0, 90.0, 61.42857142857143)","(18.0, 48.0, 40.333333333333336)"
12-01-2023 13:54:20.472271,"(7.5, 10.0, 9.82857142857143)","(4.6, 5.7, 5.630769230769231)","(41.0, 90.0, 55.714285714285715)","(4.6, 6.4, 6.2)","(4.8, 5.7, 5.466666666666667)","(5.0, 8.4, 7.933333333333334)","(5.0, 5.9, 5.851020408163266)","(31.0, 90.0, 61.42857142857143)","(18.0, 46.0, 40.333333333333336)"
12-01-2023 13:54:21.876961,"(7.5, 10.0, 9.82857142857143)","(4.6, 5.7, 5.630769230769231)","(41.0, 90.0, 60.0)","(4.6, 6.4, 6.418181818181818)","(4.8, 5.7, 5.466666666666667)","(5.0, 8.4, 7.933333333333334)","(5.0, 5.9, 5.851020408163266)","(31.0, 90.0, 61.42857142857143)","(18.0, 46.0, 41.75)"
12-01-2023 13:54:23.385378,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 60.0)","(4.6, 7.0, 6.363636363636363)","(4.8, 5.7, 5.580952380952381)","(5.0, 8.4, 7.8307692307692305)","(5.0, 5.9, 5.793181818181818)","(31.0, 90.0, 61.42857142857143)","(18.0, 46.0, 41.75)"
12-01-2023 13:54:24.611115,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 57.5)","(4.6, 6.8, 6.44)","(4.8, 5.6, 5.55)","(5.0, 8.2, 7.963636363636364)","(5.0, 5.8, 5.793181818181818)","(31.0, 90.0, 61.42857142857143)","(18.0, 46.0, 41.75)"
12-01-2023 13:54:25.903925,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 57.5)","(4.6, 7.0, 6.44)","(4.8, 5.6, 5.55)","(5.0, 8.4, 7.963636363636364)","(5.0, 5.8, 5.793181818181818)","(31.0, 90.0, 61.42857142857143)","(19.0, 46.0, 41.75)"
12-01-2023 13:54:27.318327,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 57.5)","(4.6, 7.0, 6.44)","(4.8, 5.6, 5.574999999999999)","(5.0, 8.4, 7.963636363636364)","(5.0, 5.8, 5.7749999999999995)","(31.0, 90.0, 61.42857142857143)","(19.0, 46.0, 41.75)"
12-01-2023 13:54:28.708127,"(7.5, 10.5, 9.775)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 57.5)","(4.6, 7.0, 6.32)","(4.8, 5.6, 5.461538461538462)","(5.0, 8.4, 7.85)","(5.0, 5.8, 5.879661016949153)","(31.0, 90.0, 58.75)","(19.0, 46.0, 41.75)"
12-01-2023 13:54:30.028757,"(7.5, 10.0, 9.775)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 57.5)","(4.6, 6.8, 6.32)","(4.8, 5.6, 5.375862068965517)","(5.0, 8.2, 7.85)","(5.0, 5.9, 5.879661016949153)","(31.0, 85.0, 62.0)","(19.0, 46.0, 41.75)"
12-01-2023 13:54:31.401417,"(7.5, 10.0, 9.775)","(4.6, 5.7, 5.630769230769231)","(41.0, 80.0, 62.5)","(4.6, 6.8, 6.32)","(4.8, 5.5, 5.375862068965517)","(5.0, 8.2, 7.85)","(5.0, 5.9, 5.879661016949153)","(31.0, 80.0, 62.0)","(19.0, 46.0, 41.75)"
12-01-2023 13:54:32.792211,"(7.5, 10.0, 9.775)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.457142857142857)","(4.6, 5.5, 5.375862068965517)","(5.5, 8.2, 7.85)","(4.8, 5.9, 5.879661016949153)","(31.0, 80.0, 62.0)","(19.0, 46.0, 37.5)"
12-01-2023 13:54:34.123900,"(7.5, 10.0, 9.775)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.375862068965517)","(5.5, 8.2, 7.85)","(4.8, 5.9, 5.886206896551725)","(31.0, 80.0, 66.66666666666667)","(19.0, 46.0, 32.5)"
12-01-2023 13:54:35.600296,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.375862068965517)","(5.5, 8.2, 7.757894736842105)","(4.8, 5.9, 5.886206896551725)","(31.0, 75.0, 66.66666666666667)","(19.0, 50.0, 32.5)"
12-01-2023 13:54:36.884119,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.337837837837838)","(5.5, 8.2, 7.872727272727272)","(4.8, 5.9, 5.886206896551725)","(31.0, 75.0, 66.66666666666667)","(19.0, 50.0, 32.5)"
12-01-2023 13:54:38.135905,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.2, 7.872727272727272)","(4.8, 5.9, 5.879661016949153)","(31.0, 75.0, 59.5)","(19.0, 50.0, 32.0)"
12-01-2023 13:54:39.506959,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 62.5)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.2, 7.872727272727272)","(4.8, 5.9, 5.8965517241379315)","(31.0, 75.0, 59.5)","(19.0, 48.0, 32.0)"
12-01-2023 13:54:40.831506,"(7.5, 10.5, 9.95)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 68.25)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.2, 7.822222222222222)","(4.8, 5.9, 5.888888888888889)","(31.0, 75.0, 59.5)","(19.0, 48.0, 35.5)"
12-01-2023 13:54:42.124032,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 68.25)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.4, 7.822222222222222)","(4.8, 5.9, 5.888888888888889)","(31.0, 75.0, 59.5)","(19.0, 48.0, 35.5)"
12-01-2023 13:54:43.431143,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 68.25)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.4, 7.822222222222222)","(4.8, 5.9, 5.888888888888889)","(31.0, 75.0, 59.5)","(19.0, 48.0, 35.5)"
12-01-2023 13:54:44.785391,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 68.25)","(4.8, 6.8, 6.5600000000000005)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.4, 7.822222222222222)","(4.8, 5.9, 5.888888888888889)","(31.0, 75.0, 59.5)","(19.0, 48.0, 35.5)"
12-01-2023 13:54:46.207708,"(7.5, 10.5, 9.9)","(4.6, 5.7, 5.630769230769231)","(41.0, 75.0, 68.25)","(4.8, 6.8, 6.68)","(4.6, 5.5, 5.341176470588235)","(5.5, 8.4, 7.822222222222222)","(4.8, 5.9, 5.898214285714286)","(31.0, 75.0, 59.5)","(18.0, 48.0, 31.333333333333336)"
12-01-2023 13:54:47.689178,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.640000000000001)","(41.0, 75.0, 68.25)","(4.8, 7.0, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.4, 7.933333333333333)","(4.8, 5.9, 5.898387096774194)","(31.0, 75.0, 54.333333333333336)","(18.0, 48.0, 37.285714285714285)"
12-01-2023 13:54:49.066414,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.5920000000000005)","(41.0, 75.0, 68.25)","(4.8, 7.0, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.933333333333333)","(4.8, 5.9, 5.898387096774194)","(31.0, 75.0, 54.333333333333336)","(18.0, 48.0, 36.8)"
12-01-2023 13:54:50.346677,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.933333333333333)","(4.8, 5.9, 5.95)","(31.0, 75.0, 58.5)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:51.718082,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.933333333333333)","(4.8, 6.0, 5.95)","(31.0, 75.0, 58.5)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:53.087362,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.7875)","(4.8, 6.0, 5.95)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:54.489278,"(7.5, 10.0, 9.907692307692308)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.7875)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:55.867847,"(7.5, 10.0, 9.788235294117648)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.7875)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:57.258316,"(7.5, 10.0, 9.788235294117648)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.7875)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:54:58.575930,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.857142857142857)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:55:00.092855,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.2, 7.640000000000001)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
12-01-2023 13:55:01.702194,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.640000000000001)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 36.8)"
