,The Englishman,Gago,Were Da Ya Get It,West Cork,Huracanevo,Utopian Spirit,Moscow Night,Esky,Pure Hydrogen,Romeos Choice
11-01-2023 13:14:43.696239,"(3.2, 3.8, 3.792410714285714)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.843548387096774)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.6, 6.253333333333334)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:45.093806,"(3.2, 3.8, 3.7907608695652173)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.843548387096774)","(14.0, 18.0, 18.666666666666668)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.4, 6.303508771929825)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:46.518970,"(3.2, 3.8, 3.785833333333333)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.843548387096774)","(14.0, 19.5, 18.630434782608695)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.4, 6.303508771929825)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:47.975071,"(3.2, 3.8, 3.785833333333333)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.843548387096774)","(14.0, 19.5, 18.071428571428573)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.4, 6.251351351351351)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:49.371394,"(3.2, 3.8, 3.794516129032258)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.813461538461539)","(14.0, 19.5, 17.833333333333332)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.4, 6.097297297297297)","(31.0, 55.0, 56.96296296296296)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:50.692685,"(3.2, 3.85, 3.782983193277311)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.813461538461539)","(14.0, 19.5, 17.833333333333332)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.4, 6.087804878048781)","(31.0, 70.0, 56.96296296296296)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:52.020290,"(3.2, 3.85, 3.782983193277311)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.813461538461539)","(14.0, 19.5, 17.833333333333332)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.033333333333333)","(31.0, 70.0, 56.96296296296296)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:53.407000,"(3.2, 3.85, 3.782983193277311)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.874666666666666)","(14.0, 19.5, 18.08823529411765)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.005194805194805)","(31.0, 70.0, 56.96296296296296)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:54.666233,"(3.2, 3.9, 3.866867469879518)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.874666666666666)","(14.0, 19.5, 18.08823529411765)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.005194805194805)","(31.0, 70.0, 62.38461538461539)","(11.0, 13.5, 13.033333333333333)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:55.884679,"(3.2, 3.9, 3.821428571428571)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.874666666666666)","(14.0, 19.5, 18.08823529411765)","(6.5, 8.0, 7.7064516129032254)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.005194805194805)","(31.0, 65.0, 62.38461538461539)","(11.0, 13.5, 13.033333333333333)","(21.0, 30.0, 31.806451612903224)"
11-01-2023 13:14:57.219877,"(3.2, 3.85, 3.814150943396226)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.878873239436619)","(14.0, 19.5, 18.08823529411765)","(6.5, 8.0, 7.699999999999999)","(14.0, 18.0, 17.410714285714285)","(5.5, 6.2, 6.08031914893617)","(31.0, 65.0, 62.38461538461539)","(11.0, 13.5, 13.033333333333333)","(21.0, 34.0, 32.22784810126582)"
11-01-2023 13:14:58.561123,"(3.2, 3.85, 3.8287735849056603)","(26.0, 34.0, 32.36734693877551)","(5.0, 6.0, 5.878873239436619)","(14.0, 19.5, 17.5)","(6.5, 8.0, 7.699999999999999)","(14.0, 17.5, 17.410714285714285)","(5.5, 6.2, 6.08031914893617)","(31.0, 65.0, 62.38461538461539)","(11.0, 13.5, 13.033333333333333)","(21.0, 34.0, 31.25925925925926)"
11-01-2023 13:14:59.770265,"(3.2, 3.85, 3.8287735849056603)","(26.0, 34.0, 32.36734693877551)","(5.0, 6.0, 5.878873239436619)","(14.0, 19.5, 17.5)","(6.5, 8.0, 7.699999999999999)","(14.0, 17.5, 17.410714285714285)","(5.5, 6.2, 6.08031914893617)","(31.0, 65.0, 62.85714285714286)","(11.0, 13.5, 13.033333333333333)","(21.0, 34.0, 31.25925925925926)"
11-01-2023 13:15:01.033525,"(3.2, 3.85, 3.8315573770491804)","(26.0, 34.0, 32.36734693877551)","(5.0, 6.0, 5.811764705882353)","(14.0, 19.5, 17.5)","(6.5, 8.0, 7.699999999999999)","(14.0, 17.5, 17.410714285714285)","(5.5, 6.2, 6.104255319148937)","(31.0, 65.0, 62.85714285714286)","(11.0, 13.5, 13.033333333333333)","(21.0, 34.0, 31.19298245614035)"
11-01-2023 13:15:02.230413,"(3.2, 3.85, 3.8315573770491804)","(26.0, 34.0, 33.9)","(5.0, 5.9, 5.811764705882353)","(14.0, 19.5, 17.5)","(6.5, 8.0, 7.711888111888111)","(14.0, 17.5, 17.403846153846153)","(5.5, 6.2, 6.01978021978022)","(31.0, 65.0, 62.85714285714286)","(11.0, 13.5, 13.033333333333333)","(21.0, 34.0, 30.73469387755102)"
11-01-2023 13:15:03.493772,"(3.2, 3.9, 3.8630872483221474)","(26.0, 34.0, 33.925925925925924)","(5.0, 5.9, 5.811764705882353)","(14.0, 19.5, 18.5)","(6.5, 8.0, 7.750943396226415)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.2, 6.017821782178218)","(31.0, 65.0, 62.85714285714286)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:04.731686,"(3.2, 3.9, 3.8654088050314463)","(26.0, 40.0, 37.84905660377358)","(5.0, 5.8, 5.746153846153846)","(14.0, 19.0, 16.625)","(6.5, 8.0, 7.912389380530973)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.2, 5.972037914691943)","(31.0, 65.0, 58.0)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:05.979497,"(3.2, 3.85, 3.8460176991150443)","(26.0, 40.0, 37.84905660377358)","(5.0, 5.8, 5.746153846153846)","(14.0, 18.0, 16.526315789473685)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.0, 5.966666666666667)","(31.0, 60.0, 58.0)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:07.217676,"(3.2, 3.85, 3.8460176991150443)","(26.0, 40.0, 37.18518518518518)","(5.0, 5.8, 5.746153846153846)","(14.0, 18.0, 16.79310344827586)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.0, 5.957358490566038)","(31.0, 60.0, 57.0)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:08.523375,"(3.2, 3.85, 3.8460176991150443)","(26.0, 40.0, 37.142857142857146)","(5.0, 5.8, 5.769230769230769)","(14.0, 18.0, 16.25)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.0, 5.940229885057471)","(31.0, 60.0, 53.5)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:09.739334,"(3.2, 3.85, 3.8460176991150443)","(26.0, 40.0, 37.142857142857146)","(5.0, 5.8, 5.769230769230769)","(14.0, 18.0, 16.25)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.0, 5.81991341991342)","(31.0, 55.0, 53.5)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:10.942581,"(3.2, 3.85, 3.8460176991150443)","(26.0, 40.0, 37.10344827586207)","(5.0, 5.8, 5.765217391304348)","(14.0, 18.0, 16.25)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 17.397959183673468)","(5.5, 6.0, 5.817543859649122)","(31.0, 55.0, 53.5)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:12.173222,"(3.2, 3.85, 3.842857142857143)","(26.0, 40.0, 38.5)","(5.0, 5.8, 5.75)","(14.0, 18.0, 16.25)","(6.5, 8.0, 7.91651376146789)","(14.0, 17.5, 16.254716981132077)","(5.5, 6.0, 5.817543859649122)","(31.0, 55.0, 54.375)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:13.393731,"(3.2, 3.85, 3.843661971830986)","(26.0, 48.0, 45.724137931034484)","(5.0, 5.8, 5.75)","(14.0, 18.0, 16.25)","(6.5, 8.0, 7.91651376146789)","(14.0, 16.5, 17.115384615384617)","(5.5, 6.0, 5.816528925619835)","(31.0, 55.0, 54.375)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:14.617828,"(3.2, 3.85, 3.84625)","(26.0, 48.0, 45.63636363636364)","(5.0, 5.8, 5.75)","(14.0, 18.0, 16.764705882352942)","(6.5, 8.0, 8.306849315068494)","(14.0, 17.5, 17.22222222222222)","(5.5, 6.0, 5.816528925619835)","(31.0, 55.0, 54.166666666666664)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:15.906032,"(3.2, 3.85, 3.8343137254901962)","(26.0, 48.0, 45.63636363636364)","(5.0, 5.8, 5.75)","(14.0, 18.0, 16.384615384615383)","(6.5, 8.4, 8.336842105263159)","(14.0, 17.5, 17.115384615384617)","(5.5, 6.0, 5.831531531531532)","(31.0, 55.0, 54.166666666666664)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.595744680851062)"
11-01-2023 13:15:17.144321,"(3.3, 3.85, 3.835276073619632)","(26.0, 48.0, 45.63636363636364)","(5.0, 5.8, 5.730769230769231)","(14.0, 18.0, 16.551724137931036)","(6.5, 8.4, 8.35)","(14.0, 17.5, 17.115384615384617)","(5.5, 6.0, 5.830172413793103)","(31.0, 55.0, 54.166666666666664)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.444444444444443)"
11-01-2023 13:15:18.446214,"(3.3, 3.85, 3.8361271676300577)","(26.0, 48.0, 47.0)","(5.0, 5.8, 5.753333333333333)","(14.0, 18.0, 16.25)","(6.5, 8.4, 8.35)","(14.0, 17.5, 17.115384615384617)","(5.5, 6.0, 5.830172413793103)","(31.0, 55.0, 54.166666666666664)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.8)"
11-01-2023 13:15:19.676285,"(3.2, 3.85, 3.8419871794871794)","(31.0, 48.0, 46.18181818181818)","(5.0, 5.8, 5.753333333333333)","(15.0, 18.0, 16.25)","(6.5, 8.4, 8.56872964169381)","(14.0, 17.5, 17.115384615384617)","(5.5, 6.0, 5.918143459915612)","(31.0, 55.0, 52.5)","(11.0, 13.5, 12.8)","(21.0, 34.0, 30.8)"
11-01-2023 13:15:20.913915,"(3.2, 3.85, 3.8439903846153847)","(31.0, 48.0, 46.18181818181818)","(5.0, 5.8, 5.665555555555556)","(15.0, 18.0, 16.25)","(6.5, 8.6, 8.563987138263665)","(14.0, 17.5, 17.115384615384617)","(5.5, 6.0, 5.918220338983051)","(31.0, 55.0, 53.333333333333336)","(11.0, 13.5, 13.30188679245283)","(21.0, 34.0, 30.8)"
11-01-2023 13:15:22.094699,"(3.2, 3.85, 3.8439903846153847)","(31.0, 48.0, 47.0)","(5.0, 5.7, 5.669411764705882)","(15.0, 18.0, 16.25)","(6.5, 8.6, 8.505882352941176)","(14.0, 17.5, 17.045454545454547)","(5.5, 6.0, 5.918220338983051)","(31.0, 55.0, 52.5)","(11.0, 13.5, 13.3125)","(21.0, 34.0, 30.8)"
11-01-2023 13:15:23.264919,"(3.2, 3.85, 3.8442922374429225)","(31.0, 50.0, 48.375)","(5.0, 5.7, 5.669411764705882)","(15.0, 18.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(14.0, 17.5, 17.045454545454547)","(5.5, 6.0, 5.918220338983051)","(31.0, 55.0, 51.294117647058826)","(11.0, 13.5, 13.171875)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:24.521674,"(3.2, 3.85, 3.8442922374429225)","(31.0, 50.0, 46.608695652173914)","(5.0, 5.7, 5.685507246376812)","(15.0, 18.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(14.0, 17.5, 17.3)","(5.5, 6.0, 5.920873786407768)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.171875)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:25.784793,"(3.2, 3.85, 3.8442922374429225)","(31.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.685507246376812)","(15.0, 18.0, 17.25)","(6.5, 8.6, 8.5)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.926708074534162)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.171875)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:27.047481,"(3.2, 3.85, 3.8442922374429225)","(31.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.685507246376812)","(15.0, 19.5, 17.133333333333333)","(6.5, 8.6, 8.5)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.924157303370786)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.171875)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:28.295328,"(3.2, 3.85, 3.8437185929648243)","(31.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.685507246376812)","(15.0, 19.0, 16.75)","(6.5, 8.6, 8.5)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.951639344262295)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.08)","(21.0, 34.0, 30.27906976744186)"
11-01-2023 13:15:29.570884,"(3.2, 3.85, 3.8437185929648243)","(31.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.685507246376812)","(15.0, 18.5, 16.071428571428573)","(6.5, 8.6, 8.515625)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.941025641025641)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.882352941176471)","(21.0, 34.0, 30.73469387755102)"
11-01-2023 13:15:30.870498,"(3.2, 3.85, 3.844019138755981)","(31.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.6746835443037975)","(15.0, 17.5, 16.630434782608695)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.922549019607843)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.882352941176471)","(21.0, 34.0, 30.73469387755102)"
11-01-2023 13:15:32.047929,"(3.2, 3.85, 3.8442922374429225)","(26.0, 50.0, 45.89473684210526)","(5.0, 5.7, 5.6746835443037975)","(15.0, 17.5, 16.630434782608695)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.922549019607843)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.882352941176471)","(26.0, 34.0, 30.73469387755102)"
11-01-2023 13:15:33.337171,"(3.2, 3.85, 3.8442922374429225)","(26.0, 50.0, 46.75)","(5.0, 5.7, 5.688059701492538)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.922549019607843)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.22)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:34.612594,"(3.2, 3.85, 3.8442922374429225)","(26.0, 50.0, 46.75)","(5.0, 5.7, 5.688059701492538)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.539325842696629)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.940259740259741)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:35.917872,"(3.2, 3.85, 3.8442922374429225)","(26.0, 50.0, 46.75)","(5.0, 5.7, 5.688059701492538)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 5.940259740259741)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:37.177276,"(3.2, 3.85, 3.8442922374429225)","(26.0, 50.0, 46.75)","(5.0, 5.7, 5.676623376623377)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.0, 6.017647058823529)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:38.371876,"(3.2, 3.85, 3.8456521739130434)","(26.0, 50.0, 46.75)","(5.0, 5.7, 5.83918918918919)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.017647058823529)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:39.593903,"(3.2, 3.85, 3.8454887218045113)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.757142857142857)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.017647058823529)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:40.886726,"(3.2, 3.85, 3.8454887218045113)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.757142857142857)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.538636363636364)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.017647058823529)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:42.144810,"(3.2, 3.85, 3.8454887218045113)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.724)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.506896551724138)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.033333333333333)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:43.373302,"(3.2, 3.85, 3.844690265486726)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.7375)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.519402985074628)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.018681318681319)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.555555555555557)"
11-01-2023 13:15:44.607405,"(3.2, 3.85, 3.8451219512195123)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.7625)","(15.0, 17.5, 16.630434782608695)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.74468085106383)"
11-01-2023 13:15:45.833193,"(3.2, 3.85, 3.8454887218045113)","(26.0, 50.0, 46.75)","(5.0, 5.9, 5.783333333333333)","(15.0, 17.5, 16.630434782608695)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.24074074074074)","(26.0, 34.0, 29.74468085106383)"
11-01-2023 13:15:47.068702,"(3.2, 3.8, 3.7828193832599117)","(31.0, 50.0, 46.75)","(5.0, 5.8, 5.783333333333333)","(15.0, 17.5, 16.630434782608695)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 34.0, 29.74468085106383)"
11-01-2023 13:15:48.298415,"(3.2, 3.8, 3.7853070175438597)","(31.0, 50.0, 46.75)","(5.0, 5.8, 5.783333333333333)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 34.0, 29.74468085106383)"
11-01-2023 13:15:49.513488,"(3.2, 3.8, 3.7853070175438597)","(31.0, 50.0, 49.68421052631579)","(5.0, 5.8, 5.783333333333333)","(15.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.205882352941178)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 34.0, 29.74468085106383)"
11-01-2023 13:15:50.754769,"(3.2, 3.8, 3.7852112676056335)","(31.0, 50.0, 49.68421052631579)","(5.0, 5.8, 5.783333333333333)","(14.0, 17.5, 16.071428571428573)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.00188679245283)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 34.0, 30.105263157894736)"
11-01-2023 13:15:51.982372,"(3.2, 3.85, 3.8327272727272725)","(31.0, 50.0, 49.6)","(5.0, 5.8, 5.783333333333333)","(14.0, 17.5, 16.833333333333332)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.010204081632653)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:53.202842,"(3.2, 3.85, 3.8066666666666666)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.783333333333333)","(14.0, 17.5, 16.833333333333332)","(6.5, 8.6, 8.537931034482758)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.010204081632653)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 13.208333333333334)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:54.399500,"(3.2, 3.85, 3.8066666666666666)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.790277777777778)","(14.0, 17.5, 16.833333333333332)","(6.5, 8.6, 8.465)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.038461538461538)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.545454545454545)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:55.618317,"(3.2, 3.85, 3.8063829787234043)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.783720930232558)","(14.0, 17.5, 16.833333333333332)","(6.5, 8.6, 8.573333333333332)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.038461538461538)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.545454545454545)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:56.846095,"(3.2, 3.85, 3.827058823529412)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.833333333333332)","(6.5, 8.6, 8.587878787878788)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.022727272727273)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.8)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:58.089505,"(3.2, 3.85, 3.8254716981132075)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.5)","(6.5, 8.6, 8.590697674418605)","(14.0, 17.5, 17.0)","(5.5, 6.2, 5.969230769230769)","(31.0, 55.0, 49.27272727272727)","(11.0, 13.5, 12.45)","(26.0, 32.0, 30.105263157894736)"
11-01-2023 13:15:59.285220,"(3.2, 3.85, 3.826923076923077)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.5)","(6.5, 8.6, 8.590697674418605)","(14.0, 17.5, 17.0)","(5.5, 6.2, 6.055844155844156)","(31.0, 55.0, 48.94117647058823)","(11.0, 13.5, 12.45)","(26.0, 32.0, 31.555555555555557)"
11-01-2023 13:16:00.454748,"(3.2, 3.85, 3.8321917808219177)","(31.0, 50.0, 47.5)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.5)","(6.5, 8.6, 8.590697674418605)","(14.0, 17.5, 17.0)","(5.5, 6.2, 5.970588235294118)","(31.0, 50.0, 47.9)","(11.0, 13.5, 12.45)","(26.0, 32.0, 31.64179104477612)"
11-01-2023 13:16:01.648380,"(3.2, 3.85, 3.8321917808219177)","(31.0, 50.0, 45.73684210526316)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.5)","(6.5, 8.6, 8.590697674418605)","(14.0, 17.5, 17.0)","(5.5, 6.0, 5.963414634146342)","(31.0, 50.0, 47.9)","(11.0, 13.5, 12.45)","(26.0, 32.0, 31.864406779661017)"
11-01-2023 13:16:02.891660,"(3.2, 3.85, 3.8321917808219177)","(31.0, 50.0, 45.73684210526316)","(5.0, 5.8, 5.7679245283018865)","(14.0, 17.5, 16.545454545454547)","(6.5, 8.6, 8.595238095238095)","(14.0, 17.5, 17.2)","(5.5, 6.0, 5.963414634146342)","(31.0, 50.0, 44.857142857142854)","(11.0, 13.5, 12.45)","(26.0, 32.0, 31.625)"
11-01-2023 13:16:04.161655,"(3.2, 3.85, 3.8323394495412844)","(31.0, 50.0, 46.54545454545455)","(5.0, 5.7, 5.676744186046512)","(14.0, 17.5, 16.545454545454547)","(6.5, 8.6, 8.761538461538462)","(14.0, 17.5, 17.2)","(5.5, 6.0, 5.963414634146342)","(31.0, 50.0, 45.5)","(11.0, 13.5, 12.461538461538462)","(26.0, 32.0, 30.869565217391305)"
