,The Englishman,Gago,Were Da Ya Get It,West Cork,Huracanevo,Utopian Spirit,Moscow Night,Esky,Pure Hydrogen,Romeos Choice
11-01-2023 13:13:16.804374,"(3.2, 3.85, 3.800966850828729)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.790909090909091)","(15.0, 17.0, 16.352941176470587)","(6.5, 8.0, 7.901086956521739)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.266666666666667)","(31.0, 60.0, 54.0)","(11.0, 15.0, 14.525)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:18.003172,"(3.2, 3.85, 3.800966850828729)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.790909090909091)","(15.0, 17.0, 16.352941176470587)","(6.5, 8.0, 7.901086956521739)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.266666666666667)","(31.0, 60.0, 54.0)","(11.0, 15.0, 14.525)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:19.286634,"(3.2, 3.85, 3.800966850828729)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.790909090909091)","(15.0, 17.0, 16.352941176470587)","(6.5, 8.0, 7.901086956521739)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.266666666666667)","(31.0, 60.0, 54.0)","(11.0, 15.0, 14.525)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:20.489742,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.1)","(6.5, 8.0, 7.891017964071856)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.325)","(31.0, 60.0, 56.0)","(11.0, 15.0, 14.525)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:21.633945,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.1)","(6.5, 8.0, 7.888888888888888)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.300000000000001)","(31.0, 60.0, 56.0)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:22.844114,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.1)","(6.5, 8.0, 7.888888888888888)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.300000000000001)","(31.0, 60.0, 56.0)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:24.457675,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.45161290322581)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.142857142857142)","(6.5, 8.0, 7.888888888888888)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.285714285714286)","(31.0, 60.0, 54.0)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:25.744794,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.142857142857142)","(6.5, 8.0, 7.890173410404624)","(14.0, 18.0, 16.875)","(5.5, 6.4, 6.285714285714286)","(31.0, 60.0, 52.36363636363636)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:26.972043,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.805263157894737)","(15.0, 18.0, 17.142857142857142)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.785714285714285)","(5.5, 6.4, 6.288888888888889)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:28.294788,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.836363636363637)","(15.0, 18.0, 16.714285714285715)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.241379310344827)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:29.795330,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.836363636363637)","(15.0, 18.0, 16.714285714285715)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.241379310344827)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:30.953236,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.836363636363637)","(15.0, 18.0, 16.714285714285715)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.235714285714286)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:32.211319,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.9, 5.884745762711865)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.910958904109588)","(5.5, 6.4, 6.232258064516129)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:33.506392,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7898305084745765)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.910958904109588)","(5.5, 6.4, 6.232258064516129)","(31.0, 60.0, 52.8)","(11.0, 15.0, 14.529411764705882)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:35.022255,"(3.2, 3.85, 3.8010736196319015)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.757746478873239)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.900523560209424)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.235714285714286)","(31.0, 60.0, 52.8)","(11.0, 15.0, 13.9)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:36.236721,"(3.2, 3.85, 3.77847533632287)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.757746478873239)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2724637681159425)","(31.0, 60.0, 52.8)","(11.0, 14.5, 13.9)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:37.451271,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.257534246575343)","(31.0, 60.0, 52.8)","(11.0, 14.5, 14.071428571428571)","(26.0, 32.0, 30.88888888888889)"
11-01-2023 13:13:38.597794,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.273170731707317)","(31.0, 60.0, 52.8)","(11.0, 14.5, 14.071428571428571)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:39.780351,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.273170731707317)","(31.0, 60.0, 54.857142857142854)","(11.0, 14.5, 14.071428571428571)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:41.334397,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.273170731707317)","(31.0, 60.0, 54.857142857142854)","(11.0, 14.5, 14.071428571428571)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:42.503964,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.273170731707317)","(31.0, 60.0, 55.76470588235294)","(11.0, 14.5, 13.666666666666666)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:43.837360,"(3.2, 3.85, 3.7791111111111113)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.526315789473685)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.273170731707317)","(31.0, 60.0, 55.76470588235294)","(11.0, 15.0, 14.0)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:45.193326,"(3.2, 3.85, 3.776834862385321)","(26.0, 36.0, 34.666666666666664)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.73913043478261)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.279452054794521)","(31.0, 60.0, 54.857142857142854)","(11.0, 15.0, 14.0)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:46.578653,"(3.2, 3.85, 3.776834862385321)","(26.0, 36.0, 34.666666666666664)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.73913043478261)","(6.5, 8.0, 7.9026737967914436)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.279452054794521)","(31.0, 60.0, 54.857142857142854)","(11.0, 15.0, 14.0)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:48.184770,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.4375)","(6.5, 8.0, 7.9071428571428575)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.287179487179487)","(31.0, 60.0, 55.76470588235294)","(11.0, 15.0, 13.461538461538462)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:49.418487,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.4375)","(6.5, 8.0, 7.9071428571428575)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.287179487179487)","(31.0, 60.0, 55.76470588235294)","(11.0, 15.0, 13.461538461538462)","(26.0, 32.0, 30.6)"
11-01-2023 13:13:50.712407,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.4375)","(6.5, 8.0, 7.9071428571428575)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.76470588235294)","(11.0, 15.0, 13.272727272727273)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:51.923570,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(15.0, 18.0, 17.4375)","(6.5, 8.0, 7.9071428571428575)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 54.54545454545455)","(11.0, 13.5, 13.272727272727273)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:53.537749,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.55555555555556)","(11.0, 13.5, 13.272727272727273)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:55.002826,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804123711340206)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.55555555555556)","(11.0, 13.5, 13.272727272727273)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:56.604400,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804123711340206)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.55555555555556)","(11.0, 13.5, 13.272727272727273)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:58.003858,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 34.81481481481482)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.55555555555556)","(11.0, 13.5, 13.25)","(26.0, 32.0, 31.0)"
11-01-2023 13:13:59.326595,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 35.0)","(5.0, 5.8, 5.774647887323943)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 55.55555555555556)","(11.0, 13.5, 13.25)","(26.0, 32.0, 31.0)"
11-01-2023 13:14:00.644050,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 35.0)","(5.0, 5.8, 5.774647887323943)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 56.666666666666664)","(11.0, 13.5, 13.25)","(26.0, 32.0, 31.0)"
11-01-2023 13:14:02.037969,"(3.2, 3.85, 3.77989010989011)","(26.0, 36.0, 35.0)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 56.666666666666664)","(11.0, 13.5, 13.25)","(26.0, 32.0, 31.0)"
11-01-2023 13:14:03.399123,"(3.2, 3.85, 3.7775)","(26.0, 36.0, 35.0)","(5.0, 5.8, 5.7823529411764705)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.804301075268817)","(14.0, 18.0, 16.922535211267604)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 56.666666666666664)","(11.0, 13.5, 13.25)","(26.0, 32.0, 31.0)"
11-01-2023 13:14:04.755177,"(3.2, 3.85, 3.8061813186813187)","(26.0, 36.0, 35.0)","(5.0, 5.8, 5.774647887323943)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.868115942028985)","(14.0, 18.0, 17.0)","(5.5, 6.4, 6.2964705882352945)","(31.0, 60.0, 51.15384615384615)","(11.0, 13.5, 13.38)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:06.130750,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.2)","(5.0, 5.8, 5.774647887323943)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.8810457516339865)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.4, 6.165909090909091)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.352941176470589)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:07.496762,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.44827586206897)","(5.0, 5.8, 5.774647887323943)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.8810457516339865)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:08.904938,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.578947368421055)","(5.0, 6.0, 5.699199999999999)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:10.268791,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.578947368421055)","(5.0, 6.0, 5.720388349514563)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.132584269662922)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:11.593241,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.713432835820896)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.126829268292683)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:12.972806,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.713432835820896)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.126829268292683)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:14.310615,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:15.576703,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:16.821089,"(3.2, 3.85, 3.8065395095367847)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:18.083661,"(3.2, 3.85, 3.8095052083333334)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.054794520547944)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(26.0, 32.0, 30.6)"
11-01-2023 13:14:19.639340,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.233333333333334)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.25)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:21.085485,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.197674418604652)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.282608695652174)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:22.427648,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.197674418604652)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.083333333333334)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:23.733910,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.197674418604652)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.083333333333334)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:24.992262,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.197674418604652)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.083333333333334)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:26.317677,"(3.2, 3.85, 3.8119804400977992)","(26.0, 36.0, 35.515151515151516)","(5.0, 6.0, 5.717880794701987)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.197674418604652)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.083333333333334)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:27.672838,"(3.2, 3.85, 3.7775)","(26.0, 36.0, 35.529411764705884)","(5.0, 6.0, 5.717307692307693)","(14.0, 18.0, 17.4375)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.140000000000001)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.2)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:29.002687,"(3.2, 3.85, 3.7775)","(26.0, 36.0, 34.0)","(5.0, 6.0, 5.734285714285715)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.285714285714286)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:30.320805,"(3.2, 3.85, 3.7775)","(26.0, 34.0, 32.333333333333336)","(5.0, 6.0, 5.734285714285715)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.285714285714286)","(21.0, 32.0, 30.6)"
11-01-2023 13:14:31.625610,"(3.2, 3.85, 3.7775)","(26.0, 34.0, 32.333333333333336)","(5.0, 6.0, 5.734285714285715)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.208333333333336)","(11.0, 13.5, 13.285714285714286)","(21.0, 32.0, 29.0)"
11-01-2023 13:14:32.961586,"(3.2, 3.85, 3.7775)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 13.26923076923077)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:34.344973,"(3.2, 3.85, 3.7775)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.288659793814432)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 13.088235294117647)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:35.753942,"(3.2, 3.85, 3.773132530120482)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 13.088235294117647)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:37.075644,"(3.2, 3.85, 3.773866348448687)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.178260869565218)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 13.088235294117647)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:38.413000,"(3.2, 3.85, 3.773866348448687)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.2, 6.548387096774193)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:39.655043,"(3.2, 3.85, 3.7733173076923077)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.6, 6.519402985074627)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:40.914536,"(3.2, 3.8, 3.7924778761061946)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.848780487804878)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.6, 6.2)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
11-01-2023 13:14:42.351071,"(3.2, 3.8, 3.7893749999999997)","(26.0, 34.0, 32.24175824175824)","(5.0, 6.0, 5.8511999999999995)","(14.0, 18.0, 17.53846153846154)","(6.5, 8.0, 7.887654320987655)","(14.0, 18.0, 17.142857142857142)","(5.5, 6.6, 6.281818181818182)","(31.0, 55.0, 51.666666666666664)","(11.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.76923076923077)"
