,Malinjang,Studleigh Will,Ashlee Nitro,Our Buscemi Nz,Roclea Ruler,Artistic Saint,Illbewatching,Motu Cullen Nz,Tracer Bullet
14-12-2022 18:52:40.591497,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.453333333333333)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:41.802515,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.453333333333333)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:42.974574,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.453333333333333)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:44.086942,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.453333333333333)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:45.285700,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:46.519171,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.25)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:47.731297,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:48.930133,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:50.183436,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:51.389963,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:52.616141,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:53.761261,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.18)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:54.946062,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 8.6, 8.8)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:56.220955,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 9.0, 8.8)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:57.483120,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 9.0, 9.107692307692307)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:58.839433,"(2.9, 3.65, 3.5346153846153845)","(6.0, 7.4, 7.04)","(7.5, 9.2, 9.107692307692307)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:52:59.968550,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 9.107692307692307)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:01.055438,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:02.151451,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:03.254195,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:04.469047,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:05.691510,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:06.959136,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:08.303385,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:09.492803,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.67142857142857)","(5.0, 7.0, 6.5)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:10.704173,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.4)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:11.933950,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:13.157836,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:14.295134,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 12.333333333333334)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:15.499952,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.444444444444445)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:16.710541,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.444444444444445)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:17.925109,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.444444444444445)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.375)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:19.089311,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.375)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.636363636363637)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:20.226904,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.5)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.636363636363637)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:21.363681,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.5)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:22.508079,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.5)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:23.640288,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.95)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.25)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:24.786097,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.25)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:26.112680,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.25)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:27.305077,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.25)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.7)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:28.661543,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.75)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.818181818181818)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:29.909722,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 7.04)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.75)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.818181818181818)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:31.142792,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 13.75)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.818181818181818)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:32.446852,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 14.0, 20.22222222222222)","(6.5, 11.5, 10.15)","(5.0, 7.0, 6.909090909090909)","(8.5, 99999, 99990)","(18.0, 24.0, 23.076923076923077)"
14-12-2022 18:53:33.636321,"(2.9, 3.65, 3.4625)","(6.0, 7.2, 7.0)","(7.5, 9.2, 8.45)","(51.0, 99999, 99990)","(7.5, 22.0, 19.444444444444443)","(6.5, 11.5, 10.15)","(5.0, 7.0, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 24.0, 22.23076923076923)"
14-12-2022 18:53:34.726478,"(2.9, 3.65, 3.4625)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.444444444444443)","(6.5, 11.5, 11.083333333333334)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 23.0, 22.23076923076923)"
14-12-2022 18:53:35.892096,"(2.9, 3.65, 3.4625)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.444444444444443)","(6.5, 11.5, 11.5)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 23.0, 22.23076923076923)"
14-12-2022 18:53:37.132313,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.444444444444443)","(6.5, 12.0, 11.2)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 23.0, 22.23076923076923)"
14-12-2022 18:53:38.382523,"(2.9, 3.65, 3.4625)","(6.0, 7.4, 6.8)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.444444444444443)","(6.5, 12.0, 11.2)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 23.0, 21.666666666666668)"
14-12-2022 18:53:39.651807,"(2.9, 3.65, 3.4625)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 20.0)","(6.5, 12.0, 11.2)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 25.0, 20.384615384615383)"
14-12-2022 18:53:40.953342,"(2.9, 3.65, 3.4625)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 20.0)","(6.5, 12.0, 11.2)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 25.0, 20.384615384615383)"
14-12-2022 18:53:42.247677,"(2.9, 3.65, 3.4863636363636363)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 20.0)","(6.5, 12.0, 11.2)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 25.0, 20.384615384615383)"
14-12-2022 18:53:43.600584,"(2.9, 3.65, 3.4863636363636363)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 20.0)","(6.5, 12.0, 11.5)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 25.0, 20.384615384615383)"
14-12-2022 18:53:44.913170,"(2.9, 3.65, 3.4863636363636363)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.5)","(6.5, 12.0, 11.5)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 25.0, 21.142857142857142)"
14-12-2022 18:53:46.132397,"(2.9, 3.65, 3.4863636363636363)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.5)","(6.5, 12.0, 11.5)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 24.0, 21.142857142857142)"
14-12-2022 18:53:47.304039,"(2.9, 3.6, 3.475)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 19.5)","(6.5, 12.0, 11.5)","(5.0, 7.2, 7.0181818181818185)","(8.5, 99999, 99990)","(18.0, 24.0, 21.142857142857142)"
14-12-2022 18:53:48.536835,"(2.9, 3.6, 3.475)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.6)","(51.0, 99999, 99990)","(7.5, 21.0, 18.875)","(6.5, 12.0, 11.727272727272727)","(5.0, 7.2, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 21.142857142857142)"
14-12-2022 18:53:49.741516,"(2.9, 3.5, 3.1685714285714286)","(6.0, 7.4, 7.057142857142857)","(7.5, 9.0, 8.733333333333333)","(51.0, 99999, 99990)","(7.5, 20.0, 19.125)","(6.5, 12.0, 11.727272727272727)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 21.142857142857142)"
14-12-2022 18:53:50.881334,"(2.9, 3.5, 3.1888888888888887)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(51.0, 99999, 99990)","(7.5, 20.0, 19.125)","(6.5, 12.0, 10.153846153846153)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 22.4)"
14-12-2022 18:53:52.035418,"(3.0, 3.45, 3.2800000000000002)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(61.0, 99999, 99990)","(7.5, 20.0, 19.125)","(6.5, 12.0, 11.083333333333334)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 22.4)"
14-12-2022 18:53:53.320296,"(3.0, 3.35, 3.2133333333333334)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 10.923076923076923)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 22.4)"
14-12-2022 18:53:54.524314,"(3.0, 3.35, 3.2133333333333334)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 10.923076923076923)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 22.4)"
14-12-2022 18:53:55.667601,"(3.0, 3.35, 3.2133333333333334)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 10.428571428571429)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 22.4)"
14-12-2022 18:53:56.880351,"(3.0, 3.35, 3.258888888888889)","(6.0, 7.2, 7.0)","(7.5, 9.0, 8.733333333333333)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.0, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 20.75)"
14-12-2022 18:53:58.141092,"(3.0, 3.35, 3.194)","(6.0, 7.4, 6.9)","(7.5, 9.0, 8.8)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 20.75)"
14-12-2022 18:53:59.448195,"(3.0, 3.35, 3.194)","(6.0, 7.4, 6.92)","(7.5, 9.0, 8.85)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 20.75)"
14-12-2022 18:54:00.722826,"(3.0, 3.35, 3.194)","(6.0, 7.4, 6.92)","(7.5, 9.0, 8.92)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.428571428571429)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 20.333333333333332)"
14-12-2022 18:54:01.961389,"(3.0, 3.4, 3.042222222222222)","(6.0, 7.4, 7.04)","(7.5, 9.0, 8.92)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.0, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 20.333333333333332)"
14-12-2022 18:54:03.201173,"(3.0, 3.35, 3.1742857142857144)","(6.0, 7.4, 7.04)","(7.5, 9.0, 8.933333333333334)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 20.333333333333332)"
14-12-2022 18:54:04.460206,"(3.0, 3.3, 3.1799999999999997)","(6.0, 7.4, 7.199999999999999)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 24.0, 20.75)"
14-12-2022 18:54:05.736117,"(3.0, 3.3, 3.1799999999999997)","(6.0, 7.6, 7.1)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 11.272727272727273)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.666666666666668)"
14-12-2022 18:54:06.931001,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.1)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 11.272727272727273)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.666666666666668)"
14-12-2022 18:54:08.124877,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.1)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 10.666666666666666)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.666666666666668)"
14-12-2022 18:54:09.396562,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.0, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:10.634302,"(3.0, 3.35, 3.285)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:11.816658,"(3.0, 3.35, 3.285)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:12.950081,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:14.182960,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 10.25)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:15.373191,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 10.5, 11.272727272727273)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:16.620012,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.5, 10.666666666666666)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
14-12-2022 18:54:17.872173,"(3.0, 3.3, 3.202857142857143)","(6.0, 7.6, 7.333333333333333)","(7.5, 9.2, 9.066666666666666)","(61.0, 99999, 99990)","(7.5, 20.0, 19.0)","(6.5, 11.0, 10.666666666666666)","(5.0, 7.4, 7.127272727272727)","(8.5, 99999, 99990)","(18.0, 23.0, 21.25)"
