,Letter To You,Shes So Amazing,Too Much Trifle,Carleton Story,Why Not Gigi,Lifes Good,Dr Carlson
10-01-2023 15:36:58.745414,"(10.0, 28.0, 26.4)","(15.0, 40.0, 38.36363636363636)","(4.0, 4.5, 4.369565217391305)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 47.05882352941177)","(3.3, 4.7, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:00.059439,"(10.0, 28.0, 26.833333333333336)","(15.0, 40.0, 37.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 49.0)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:01.686458,"(10.0, 28.0, 27.0)","(15.0, 40.0, 30.833333333333332)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 49.0)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:03.168583,"(10.0, 28.0, 27.0)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 48.421052631578945)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:04.569162,"(10.0, 28.0, 23.8)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 48.421052631578945)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:05.814550,"(10.0, 28.0, 24.4)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.6347826086956525)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:07.068263,"(10.0, 28.0, 25.0)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.616666666666667)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:08.256931,"(10.0, 28.0, 25.0)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.616666666666667)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:09.414279,"(10.0, 28.0, 25.428571428571427)","(15.0, 40.0, 34.5)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.616666666666667)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:10.547815,"(10.0, 28.0, 25.428571428571427)","(15.0, 40.0, 32.857142857142854)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.616666666666667)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:11.762222,"(10.0, 28.0, 25.0)","(15.0, 40.0, 32.857142857142854)","(4.0, 4.5, 4.404761904761905)","(5.0, 5.7, 5.616666666666667)","(18.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.1, 4.0, 3.909090909090909)"
10-01-2023 15:37:13.024385,"(10.0, 28.0, 25.0)","(15.0, 40.0, 32.857142857142854)","(3.9, 4.5, 4.404761904761905)","(4.8, 5.7, 5.616666666666667)","(19.0, 60.0, 47.42857142857143)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:14.243180,"(10.0, 28.0, 25.857142857142858)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.35)","(4.8, 5.7, 5.616666666666667)","(19.0, 60.0, 41.53846153846154)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:15.479355,"(10.0, 28.0, 25.857142857142858)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.616666666666667)","(19.0, 60.0, 41.53846153846154)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:16.825975,"(10.0, 28.0, 25.857142857142858)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 46.666666666666664)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:18.053663,"(10.0, 28.0, 25.857142857142858)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 48.57142857142857)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:19.318454,"(10.0, 28.0, 25.857142857142858)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:20.632232,"(10.0, 28.0, 26.125)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:21.919330,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:23.182285,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:24.842751,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:26.354621,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.540909090909091)","(19.0, 60.0, 49.09090909090909)","(3.3, 4.6, 4.35)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:27.790611,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.6, 4.217647058823529)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:29.277903,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.6, 4.3)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:30.851411,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.311764705882353)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:32.509877,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.34)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:33.958326,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.34)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:35.329552,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.18)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:36.668801,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.3315789473684205)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:38.077622,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.3315789473684205)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:39.469651,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.3315789473684205)","(4.8, 5.7, 5.433333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.233333333333333)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:40.771912,"(10.0, 28.0, 26.571428571428573)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.3315789473684205)","(4.8, 5.7, 5.6)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.194117647058823)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:42.007793,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.3315789473684205)","(4.8, 5.7, 5.6)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.194117647058823)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:43.453995,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.276)","(4.8, 5.7, 5.6)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.11081081081081)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:44.772166,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.276)","(4.8, 5.7, 5.6)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.1)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:46.082615,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.276)","(4.8, 5.7, 5.6)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.5, 4.156521739130435)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:47.381449,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.7, 5.633333333333334)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.4, 4.107142857142857)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:48.904055,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.7, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:50.236979,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.909090909090909)"
10-01-2023 15:37:51.687603,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:52.997762,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:54.311343,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:55.563052,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:56.910581,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:58.176065,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:37:59.424456,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:00.608636,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:01.734677,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:02.961638,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:04.173334,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:05.271594,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:06.515241,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:07.808454,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:09.118044,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.628571428571429)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:10.291941,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:11.449562,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:12.651336,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:13.859491,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:15.048404,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:16.217021,"(10.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:17.380757,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:18.513991,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:19.728518,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:20.907809,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:22.025672,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:23.190920,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:24.345503,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:25.511481,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:26.726183,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.107142857142857)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:27.816974,"(11.0, 28.0, 26.0)","(15.0, 40.0, 35.45454545454545)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.078947368421052)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:28.904267,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.26)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.1125)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:30.003034,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.054545454545455)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:31.159849,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.020689655172414)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:32.344011,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 51.0)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:33.396358,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.251724137931034)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:34.515663,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:35.673595,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:36.850242,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:37.988803,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:39.093632,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.199999999999999)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:40.195124,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.172727272727273)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:41.331055,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.172727272727273)","(4.8, 5.8, 5.5600000000000005)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:42.636496,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.166666666666667)","(4.8, 5.8, 5.628571428571429)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.973684210526316)"
10-01-2023 15:38:43.804657,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.166666666666667)","(4.8, 5.8, 5.628571428571429)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.973684210526316)"
10-01-2023 15:38:45.025026,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.125)","(4.8, 5.8, 5.707692307692308)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.973684210526316)"
10-01-2023 15:38:46.247434,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.125)","(4.8, 5.9, 5.5538461538461545)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:47.572127,"(11.0, 28.0, 26.0)","(15.0, 40.0, 36.666666666666664)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(19.0, 60.0, 51.0)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:48.940841,"(11.0, 28.0, 26.0)","(15.0, 40.0, 38.333333333333336)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:50.065601,"(11.0, 29.0, 26.6)","(15.0, 40.0, 38.333333333333336)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:51.167752,"(11.0, 29.0, 26.6)","(15.0, 40.0, 38.333333333333336)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:52.353224,"(11.0, 29.0, 26.6)","(15.0, 40.0, 37.5)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(19.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
10-01-2023 15:38:53.567335,"(11.0, 29.0, 26.6)","(16.0, 40.0, 37.5)","(3.9, 4.5, 4.1)","(4.8, 5.9, 5.685714285714286)","(20.0, 60.0, 50.526315789473685)","(3.3, 4.3, 4.010714285714286)","(3.2, 4.0, 3.96875)"
