,Rushmore Red,Notorious Diesel,Melton Boy,Idema Bale,Blackpool Diva,Lenny Coaster,Usain Road,Late For Love
10-01-2023 14:04:31.275927,"(2.9, 4.2, 4.1000000000000005)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 38.82352941176471)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:32.414567,"(2.9, 4.2, 4.1000000000000005)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:33.510730,"(2.9, 4.2, 4.139130434782609)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:34.730084,"(2.9, 4.2, 4.111111111111112)","(1.65, 1.73, 1.7163636363636363)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:35.912513,"(2.9, 4.2, 4.085714285714285)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:37.125981,"(2.9, 4.2, 4.085714285714285)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(10.0, 29.0, 27.666666666666668)","(26.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:38.283252,"(2.9, 4.2, 4.085714285714285)","(1.65, 1.73, 1.7096296296296296)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:39.468875,"(2.9, 4.2, 4.085714285714285)","(1.65, 1.72, 1.6964102564102563)","(26.0, 85.0, 76.9375)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:40.770447,"(2.9, 4.2, 4.066666666666666)","(1.65, 1.72, 1.6897297297297296)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:42.040409,"(2.9, 4.2, 4.155555555555556)","(1.65, 1.72, 1.6897297297297296)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:43.186293,"(2.9, 4.2, 4.142857142857142)","(1.65, 1.72, 1.6897297297297296)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:44.385741,"(2.9, 4.2, 4.142857142857142)","(1.65, 1.72, 1.6852631578947368)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:45.607921,"(2.9, 4.2, 4.133333333333333)","(1.65, 1.72, 1.6925)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:46.845197,"(2.9, 4.2, 4.133333333333333)","(1.65, 1.71, 1.6935)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:48.147127,"(2.9, 4.2, 4.133333333333333)","(1.65, 1.71, 1.6935)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.31578947368421)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:49.429435,"(2.9, 4.2, 4.15)","(1.65, 1.71, 1.6893749999999998)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 19.2)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:50.726003,"(2.9, 4.2, 4.15)","(1.65, 1.71, 1.6893749999999998)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 19.2)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:51.951144,"(2.9, 4.2, 4.142857142857142)","(1.65, 1.71, 1.6893749999999998)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 19.2)","(17.0, 60.0, 42.0)","(11.0, 29.0, 24.5)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:53.212823,"(2.9, 4.2, 4.142857142857142)","(1.65, 1.71, 1.6893749999999998)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 19.2)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:54.503287,"(3.0, 4.2, 4.133333333333333)","(1.65, 1.71, 1.698)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:55.729621,"(3.0, 4.2, 4.144)","(1.65, 1.71, 1.698)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:56.989367,"(3.0, 4.2, 4.15)","(1.65, 1.71, 1.698)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:58.187330,"(3.0, 4.2, 4.15)","(1.65, 1.71, 1.698)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:04:59.395246,"(3.0, 4.2, 4.15)","(1.65, 1.71, 1.692)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:00.607672,"(3.0, 4.2, 4.15)","(1.65, 1.71, 1.692)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:01.858058,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.71, 1.692)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:02.966806,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.71, 1.692)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:04.072258,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.71, 1.692)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:05.299705,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.7, 1.6828571428571428)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:06.527630,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.7, 1.6828571428571428)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:07.702548,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.7, 1.6828571428571428)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:08.832910,"(3.0, 4.2, 4.139130434782609)","(1.65, 1.7, 1.6828571428571428)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 24.5)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:10.094396,"(3.0, 4.2, 4.133333333333334)","(1.65, 1.7, 1.6815384615384614)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.11111111111111)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:11.401218,"(3.0, 4.2, 4.133333333333334)","(1.65, 1.7, 1.6845161290322581)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.11111111111111)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:12.754887,"(3.0, 4.2, 4.133333333333334)","(1.65, 1.7, 1.6845161290322581)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.11111111111111)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:14.001180,"(3.0, 4.2, 4.133333333333334)","(1.65, 1.7, 1.677674418604651)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.11111111111111)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:15.234720,"(3.0, 4.2, 4.133333333333334)","(1.65, 1.68, 1.676153846153846)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.11111111111111)","(31.0, 80.0, 65.33333333333334)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:16.520844,"(3.0, 4.2, 4.1000000000000005)","(1.65, 1.68, 1.676153846153846)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 53.333333333333336)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:17.773495,"(3.0, 4.2, 4.138461538461539)","(1.65, 1.68, 1.676153846153846)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 53.333333333333336)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:19.079202,"(3.0, 4.2, 4.152941176470589)","(1.65, 1.68, 1.676153846153846)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:20.322353,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.68, 1.6786666666666665)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:21.615801,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6767999999999998)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:22.948793,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:24.313912,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(17.0, 60.0, 42.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:25.651451,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(18.0, 60.0, 42.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:26.914827,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(18.0, 60.0, 42.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:28.179379,"(3.0, 4.2, 4.142857142857143)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(18.0, 60.0, 42.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:29.478101,"(3.0, 4.2, 4.155555555555556)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(18.0, 60.0, 42.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:30.841339,"(3.0, 4.2, 4.155555555555556)","(1.65, 1.7, 1.6923684210526315)","(26.0, 85.0, 79.26666666666667)","(9.0, 26.0, 20.94736842105263)","(18.0, 60.0, 42.0)","(11.0, 29.0, 24.5)","(31.0, 80.0, 61.53846153846154)","(21.0, 48.0, 37.583333333333336)"
10-01-2023 14:05:32.570590,"(3.0, 4.2, 4.155555555555556)","(1.65, 1.7, 1.7460377358490566)","(26.0, 85.0, 64.5)","(9.0, 26.0, 19.571428571428573)","(18.0, 60.0, 43.5)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 55.81818181818182)","(21.0, 48.0, 38.666666666666664)"
10-01-2023 14:05:34.099144,"(3.0, 4.4, 4.19375)","(1.65, 1.75, 1.7286206896551723)","(26.0, 85.0, 64.5)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 43.5)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 55.81818181818182)","(21.0, 46.0, 40.5)"
10-01-2023 14:05:35.491005,"(3.0, 4.4, 4.19375)","(1.65, 1.74, 1.7221621621621621)","(26.0, 85.0, 64.5)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 43.5)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 55.81818181818182)","(21.0, 46.0, 40.5)"
10-01-2023 14:05:36.809414,"(3.0, 4.4, 4.19375)","(1.65, 1.74, 1.7221621621621621)","(26.0, 85.0, 76.33333333333333)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 35.833333333333336)","(11.0, 29.0, 27.22222222222222)","(31.0, 80.0, 54.333333333333336)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:38.163066,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.7221621621621621)","(26.0, 85.0, 76.33333333333333)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 35.833333333333336)","(11.0, 29.0, 24.5)","(31.0, 75.0, 54.333333333333336)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:39.553110,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.72875)","(26.0, 85.0, 79.42857142857143)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 35.833333333333336)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:40.969297,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.723076923076923)","(26.0, 85.0, 79.42857142857143)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 35.833333333333336)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:42.356284,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.723076923076923)","(26.0, 85.0, 79.42857142857143)","(9.0, 26.0, 19.571428571428573)","(18.0, 55.0, 35.6)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:43.766856,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.723076923076923)","(26.0, 85.0, 79.42857142857143)","(9.0, 26.0, 19.571428571428573)","(18.0, 50.0, 35.6)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:45.184488,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.723076923076923)","(26.0, 85.0, 79.42857142857143)","(9.0, 26.0, 19.571428571428573)","(18.0, 50.0, 35.6)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 28.714285714285715)"
10-01-2023 14:05:46.584522,"(3.0, 4.4, 4.300000000000001)","(1.65, 1.74, 1.730909090909091)","(26.0, 85.0, 60.333333333333336)","(9.0, 26.0, 22.833333333333332)","(18.0, 50.0, 40.0)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 58.09090909090909)","(21.0, 46.0, 34.5)"
10-01-2023 14:05:48.030151,"(3.0, 4.5, 4.3)","(1.65, 1.71, 1.7054545454545453)","(26.0, 85.0, 66.5)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 59.5)","(21.0, 44.0, 39.875)"
10-01-2023 14:05:49.377471,"(3.0, 4.5, 4.3)","(1.65, 1.71, 1.7054545454545453)","(26.0, 85.0, 66.5)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 59.5)","(21.0, 42.0, 39.875)"
10-01-2023 14:05:50.678869,"(3.0, 4.5, 4.3)","(1.65, 1.71, 1.7054545454545453)","(26.0, 85.0, 77.22222222222223)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:52.028718,"(3.0, 4.5, 4.3)","(1.65, 1.71, 1.7054545454545453)","(26.0, 85.0, 77.22222222222223)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 26.77777777777778)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:53.422406,"(3.0, 4.5, 4.3)","(1.65, 1.71, 1.7422222222222221)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:54.792618,"(3.0, 4.5, 4.336363636363637)","(1.65, 1.76, 1.7123076923076923)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:56.028685,"(3.0, 4.5, 4.336363636363637)","(1.65, 1.72, 1.7123076923076923)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:57.322688,"(3.0, 4.5, 4.336363636363637)","(1.65, 1.72, 1.70625)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:58.629807,"(3.0, 4.5, 4.336363636363637)","(1.65, 1.72, 1.70625)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:05:59.940493,"(3.0, 4.5, 4.336363636363637)","(1.65, 1.72, 1.7123076923076923)","(26.0, 85.0, 80.0)","(9.0, 25.0, 19.366666666666667)","(18.0, 48.0, 35.2)","(11.0, 29.0, 28.555555555555557)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:06:01.273262,"(3.0, 4.5, 4.428571428571429)","(1.65, 1.72, 1.705)","(26.0, 85.0, 80.0)","(9.0, 25.0, 20.333333333333332)","(18.0, 48.0, 36.0)","(11.0, 29.0, 28.555555555555557)","(31.0, 75.0, 59.5)","(21.0, 42.0, 31.61111111111111)"
10-01-2023 14:06:02.528317,"(3.0, 4.5, 4.45)","(1.65, 1.76, 1.705)","(26.0, 85.0, 80.0)","(9.0, 24.0, 20.57142857142857)","(18.0, 48.0, 37.2)","(11.0, 29.0, 28.555555555555557)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:03.835758,"(3.0, 4.5, 4.45)","(1.65, 1.76, 1.705)","(26.0, 85.0, 79.61538461538461)","(9.0, 24.0, 20.57142857142857)","(18.0, 48.0, 37.2)","(11.0, 29.0, 28.555555555555557)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:05.123868,"(3.0, 4.5, 4.45)","(1.65, 1.76, 1.705)","(26.0, 85.0, 79.61538461538461)","(9.0, 24.0, 20.57142857142857)","(18.0, 48.0, 37.2)","(11.0, 29.0, 28.555555555555557)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:06.418372,"(3.0, 4.5, 4.45)","(1.65, 1.76, 1.705)","(26.0, 85.0, 80.0)","(9.0, 24.0, 18.9)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 24.5)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:07.711792,"(3.0, 4.5, 4.45)","(1.65, 1.76, 1.7111764705882353)","(26.0, 85.0, 80.0)","(9.0, 24.0, 18.9)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:09.031257,"(3.0, 4.5, 4.45)","(1.65, 1.72, 1.70125)","(26.0, 85.0, 80.0)","(9.0, 24.0, 19.125)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:10.319194,"(3.0, 4.5, 4.45)","(1.65, 1.72, 1.70125)","(26.0, 85.0, 75.0)","(9.0, 24.0, 19.125)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:11.616810,"(3.0, 4.5, 4.214285714285714)","(1.65, 1.72, 1.70125)","(26.0, 85.0, 75.0)","(9.0, 24.0, 19.125)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:12.943814,"(3.0, 4.5, 4.358823529411764)","(1.65, 1.72, 1.70125)","(26.0, 85.0, 78.75)","(9.0, 24.0, 19.125)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 28.11111111111111)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:14.235085,"(3.0, 4.5, 4.466666666666667)","(1.65, 1.72, 1.738)","(26.0, 85.0, 78.75)","(9.0, 24.0, 19.125)","(18.0, 48.0, 40.285714285714285)","(11.0, 29.0, 27.666666666666668)","(31.0, 75.0, 59.5)","(21.0, 42.0, 30.3125)"
10-01-2023 14:06:15.560833,"(3.0, 4.5, 4.466666666666667)","(1.65, 1.77, 1.726923076923077)","(26.0, 85.0, 78.75)","(9.0, 24.0, 19.125)","(18.0, 48.0, 38.0)","(11.0, 29.0, 27.666666666666668)","(31.0, 75.0, 59.5)","(21.0, 42.0, 36.81818181818182)"
