,Zambora Opal,Blazing Arnie,Mr Deeds,Fabs Udon,Spring Scout,Charizard,High Action,Marriage Over
07-12-2022 20:51:07.420007,"(5.5, 6.6, 6.54)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0300000000000002)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.45)"
07-12-2022 20:51:08.718522,"(5.5, 6.6, 6.54)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.4833333333333334)"
07-12-2022 20:51:09.973781,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.4833333333333334)"
07-12-2022 20:51:11.162358,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.4833333333333334)"
07-12-2022 20:51:12.363651,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0300000000000002)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.45)"
07-12-2022 20:51:13.581485,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.45)"
07-12-2022 20:51:14.791699,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.4833333333333334)"
07-12-2022 20:51:16.049433,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0416666666666665)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.4833333333333334)"
07-12-2022 20:51:17.219297,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 2.99)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.45)"
07-12-2022 20:51:18.354253,"(5.5, 6.6, 6.33)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.1, 3.0075)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.45)"
07-12-2022 20:51:19.456243,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.05, 3.0075)","(14.0, 15.0, 14.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.5, 3.5272727272727273)"
07-12-2022 20:51:20.592008,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.05, 3.033333333333333)","(14.0, 15.0, 14.125)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.6, 3.5166666666666666)"
07-12-2022 20:51:22.004332,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.05, 3.025)","(14.0, 16.0, 13.818181818181818)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.6, 3.4823529411764707)"
07-12-2022 20:51:23.104483,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.9, 3.05, 3.0266666666666664)","(14.0, 16.0, 13.818181818181818)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.6, 3.433333333333333)"
07-12-2022 20:51:24.259115,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 3.038125)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.6, 3.5166666666666666)"
07-12-2022 20:51:25.387182,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9906249999999996)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.6, 3.559090909090909)"
07-12-2022 20:51:26.549238,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9699999999999998)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:27.873237,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9699999999999998)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:29.060706,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9414285714285713)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:30.121867,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.945384615384615)","(14.0, 16.0, 13.45)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:31.321592,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.945384615384615)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:32.574235,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.945384615384615)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:33.678506,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9366666666666665)","(14.0, 16.0, 13.782608695652174)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:34.945164,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9099999999999997)","(14.0, 16.0, 13.782608695652174)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:36.256103,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933076923076923)","(14.0, 16.0, 13.681818181818182)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:37.468594,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933076923076923)","(14.0, 16.0, 13.782608695652174)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:38.884574,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9099999999999997)","(14.0, 16.0, 13.782608695652174)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:40.237643,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9099999999999997)","(14.0, 16.0, 13.782608695652174)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:41.325221,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9099999999999997)","(14.0, 16.0, 13.45)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:42.440569,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9749999999999996)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:51:43.527508,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9749999999999996)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:44.610148,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933333333333333)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:45.921238,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933333333333333)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:47.123122,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933333333333333)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.55)"
07-12-2022 20:51:48.264459,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.428571428571429)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5166666666666666)"
07-12-2022 20:51:49.582633,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.45)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.6166666666666667)"
07-12-2022 20:51:50.640446,"(5.5, 6.6, 6.4875)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.625)"
07-12-2022 20:51:51.673226,"(5.5, 6.6, 6.466666666666667)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.625)"
07-12-2022 20:51:52.710821,"(5.5, 6.6, 6.466666666666667)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.933333333333333)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.526923076923077)"
07-12-2022 20:51:53.772993,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5125)"
07-12-2022 20:51:54.853587,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.8, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5166666666666666)"
07-12-2022 20:51:55.981458,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.7, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5125)"
07-12-2022 20:51:57.095631,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.7, 3.05, 2.933333333333333)","(14.0, 16.0, 13.45)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5124999999999997)"
07-12-2022 20:51:58.176884,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.350000000000001)","(21.0, 75.0, 68.6923076923077)","(2.7, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.375)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.5125)"
07-12-2022 20:51:59.285397,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.7, 3.05, 2.9741666666666666)","(14.0, 16.0, 13.625)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.540909090909091)"
07-12-2022 20:52:00.331794,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 68.6923076923077)","(2.7, 3.05, 2.9741666666666666)","(14.0, 15.5, 13.340909090909092)","(31.0, 160.0, 141.23076923076923)","(81.0, 470.0, 398.0)","(2.05, 3.65, 3.533333333333333)"
07-12-2022 20:52:01.434234,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 75.0, 62.41666666666667)","(2.7, 3.05, 3.0012499999999998)","(14.0, 15.5, 13.625)","(31.0, 160.0, 130.0)","(81.0, 470.0, 300.0)","(2.05, 3.65, 3.533333333333333)"
07-12-2022 20:52:02.530373,"(5.5, 6.6, 6.133333333333333)","(9.0, 12.0, 10.4)","(21.0, 65.0, 62.41666666666667)","(2.7, 3.05, 2.933333333333333)","(14.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.05, 3.65, 3.5666666666666664)"
07-12-2022 20:52:03.647528,"(5.5, 6.6, 6.163636363636363)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 62.41666666666667)","(2.7, 3.05, 2.933333333333333)","(14.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.05, 3.65, 3.5611111111111113)"
07-12-2022 20:52:04.639156,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 48.826086956521735)","(2.7, 3.05, 2.9964705882352938)","(14.0, 15.5, 13.625)","(31.0, 160.0, 130.0)","(81.0, 470.0, 410.0)","(2.05, 3.65, 3.526923076923077)"
07-12-2022 20:52:05.618831,"(5.5, 6.6, 6.133333333333333)","(9.0, 12.0, 10.4)","(21.0, 65.0, 48.826086956521735)","(2.7, 3.05, 2.9749999999999996)","(12.0, 15.5, 13.625)","(31.0, 160.0, 130.0)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5611111111111113)"
07-12-2022 20:52:06.576027,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 45.421052631578945)","(2.7, 3.05, 2.933333333333333)","(12.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5611111111111113)"
07-12-2022 20:52:07.556752,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 45.421052631578945)","(2.7, 3.05, 2.933333333333333)","(12.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5611111111111113)"
07-12-2022 20:52:08.712364,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 45.421052631578945)","(2.7, 3.05, 2.933333333333333)","(12.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5611111111111113)"
07-12-2022 20:52:09.802574,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 45.421052631578945)","(2.7, 3.05, 2.933333333333333)","(12.0, 15.5, 13.277777777777779)","(31.0, 160.0, 112.0)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5611111111111113)"
07-12-2022 20:52:10.897043,"(5.5, 6.6, 6.371428571428571)","(9.0, 12.0, 10.114285714285716)","(21.0, 65.0, 45.421052631578945)","(2.7, 3.05, 2.9636363636363634)","(12.0, 15.5, 13.625)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.594444444444444)"
07-12-2022 20:52:12.387997,"(5.5, 6.6, 6.133333333333333)","(9.0, 12.0, 10.666666666666668)","(21.0, 65.0, 39.29268292682927)","(2.7, 3.0, 2.98)","(12.0, 15.5, 13.442857142857143)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5833333333333335)"
07-12-2022 20:52:13.604817,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(21.0, 65.0, 38.82222222222222)","(2.7, 3.0, 2.98)","(12.0, 15.5, 13.442857142857143)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5833333333333335)"
07-12-2022 20:52:14.767465,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(21.0, 65.0, 52.375)","(2.7, 3.0, 2.9299999999999997)","(12.0, 15.5, 13.442857142857143)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.5833333333333335)"
07-12-2022 20:52:15.928321,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(21.0, 55.0, 41.7)","(2.7, 3.0, 2.9428571428571426)","(12.0, 15.5, 14.333333333333334)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 410.0)","(2.1, 3.65, 3.563636363636364)"
07-12-2022 20:52:17.018661,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(21.0, 55.0, 41.7)","(2.7, 3.0, 2.9591304347826086)","(12.0, 15.0, 14.333333333333334)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.1, 3.7, 3.6210526315789475)"
07-12-2022 20:52:18.045711,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(26.0, 55.0, 41.7)","(2.7, 3.05, 2.9591304347826086)","(11.0, 15.0, 14.333333333333334)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:19.086607,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(26.0, 55.0, 41.7)","(2.7, 3.05, 2.9476923076923076)","(11.0, 15.0, 14.333333333333334)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.5333333333333337)"
07-12-2022 20:52:20.127832,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(26.0, 55.0, 45.14814814814815)","(2.7, 3.05, 2.936)","(11.0, 15.0, 13.76923076923077)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.6100000000000003)"
07-12-2022 20:52:21.107480,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(26.0, 50.0, 46.111111111111114)","(2.7, 3.05, 2.879)","(11.0, 15.5, 13.76923076923077)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:22.067004,"(5.5, 6.6, 6.013333333333333)","(9.0, 12.0, 10.666666666666668)","(26.0, 48.0, 47.14285714285714)","(2.7, 3.0, 2.946153846153846)","(11.0, 15.5, 13.76923076923077)","(31.0, 160.0, 142.85714285714286)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.60625)"
07-12-2022 20:52:23.024482,"(5.5, 6.6, 6.404444444444444)","(9.0, 12.0, 10.253968253968255)","(26.0, 48.0, 45.75)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.392307692307693)","(31.0, 160.0, 136.4)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.6210526315789475)"
07-12-2022 20:52:23.987748,"(5.5, 6.6, 6.404444444444444)","(9.0, 12.0, 10.253968253968255)","(26.0, 48.0, 39.05882352941177)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 136.4)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:24.955453,"(5.5, 6.6, 6.404444444444444)","(9.0, 12.0, 10.253968253968255)","(26.0, 48.0, 39.05882352941177)","(2.7, 3.0, 2.946153846153846)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 136.4)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.621739130434783)"
07-12-2022 20:52:25.924308,"(5.5, 6.6, 6.404444444444444)","(9.0, 12.0, 10.253968253968255)","(26.0, 48.0, 39.05882352941177)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 136.4)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:26.909716,"(5.5, 6.6, 6.404444444444444)","(9.0, 12.0, 10.253968253968255)","(26.0, 48.0, 39.05882352941177)","(2.7, 3.0, 2.946153846153846)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.60625)"
07-12-2022 20:52:27.899465,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 43.22222222222222)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 470.0, 425.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:29.132488,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 37.88405797101449)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 470.0, 460.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:30.154221,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 37.88405797101449)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 560.0, 460.0)","(2.25, 3.7, 3.621739130434783)"
07-12-2022 20:52:31.184493,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.03125)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 560.0, 460.0)","(2.25, 3.7, 3.563636363636364)"
07-12-2022 20:52:32.408003,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9125)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 560.0, 310.0)","(2.25, 3.7, 3.60625)"
07-12-2022 20:52:33.709627,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9571428571428573)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.7, 3.72)"
07-12-2022 20:52:34.795012,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9166666666666665)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.75, 3.6333333333333333)"
07-12-2022 20:52:36.014293,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9166666666666665)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.65, 3.6333333333333333)"
07-12-2022 20:52:37.186316,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9166666666666665)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.75, 3.6375)"
07-12-2022 20:52:38.282923,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.253968253968255)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9166666666666665)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.75, 3.6166666666666667)"
07-12-2022 20:52:39.482627,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.214285714285714)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.953846153846154)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.75, 3.664285714285714)"
07-12-2022 20:52:40.682376,"(5.5, 6.6, 6.433962264150943)","(9.0, 12.0, 10.214285714285714)","(26.0, 46.0, 38.20338983050848)","(2.7, 3.0, 2.9466666666666668)","(11.0, 15.5, 14.584745762711865)","(31.0, 160.0, 145.25)","(81.0, 480.0, 433.75)","(2.25, 3.75, 3.6676470588235293)"
