,Zambora Opal,Blazing Arnie,Mr Deeds,Fabs Udon,Spring Scout,Charizard,High Action,Marriage Over
07-12-2022 20:46:55.206279,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 14.333333333333334)","(31.0, 220.0, 126.0)","(81.0, 580.0, 503.33333333333337)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:46:56.649662,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 14.333333333333334)","(31.0, 220.0, 126.0)","(81.0, 580.0, 503.33333333333337)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:46:57.976166,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 14.333333333333334)","(31.0, 220.0, 126.0)","(81.0, 580.0, 503.33333333333337)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:46:59.211957,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 14.333333333333334)","(31.0, 220.0, 126.0)","(81.0, 580.0, 501.66666666666663)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:47:00.532430,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 14.333333333333334)","(31.0, 220.0, 126.0)","(81.0, 580.0, 503.33333333333337)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:47:01.862643,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 63.07692307692308)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 19.75)","(31.0, 220.0, 126.0)","(81.0, 580.0, 538.1818181818182)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:47:03.211335,"(5.5, 9.2, 8.863636363636363)","(8.5, 21.0, 10.542857142857143)","(20.0, 90.0, 58.18181818181818)","(2.8, 4.7, 4.2095652173913045)","(16.0, 21.0, 19.75)","(31.0, 220.0, 126.0)","(81.0, 580.0, 538.1818181818182)","(2.0, 3.3, 2.9474074074074075)"
07-12-2022 20:47:04.613763,"(5.5, 9.2, 7.8125)","(8.5, 21.0, 11.040000000000001)","(20.0, 90.0, 74.33333333333333)","(2.8, 4.7, 4.50111111111111)","(16.0, 21.0, 19.79032258064516)","(31.0, 220.0, 180.66666666666666)","(81.0, 580.0, 503.33333333333337)","(2.0, 3.3, 3.2036363636363636)"
07-12-2022 20:47:05.895204,"(5.5, 9.2, 7.8125)","(8.5, 20.0, 11.040000000000001)","(20.0, 85.0, 77.47058823529412)","(2.8, 4.6, 4.50111111111111)","(16.0, 20.0, 19.79032258064516)","(31.0, 210.0, 189.29411764705884)","(81.0, 580.0, 501.66666666666663)","(2.0, 3.25, 3.2036363636363636)"
07-12-2022 20:47:07.263627,"(5.5, 9.2, 6.61764705882353)","(8.5, 20.0, 15.142857142857142)","(20.0, 85.0, 63.666666666666664)","(2.8, 4.6, 4.213333333333333)","(16.0, 20.0, 19.375)","(31.0, 210.0, 131.77777777777777)","(81.0, 580.0, 528.8888888888889)","(2.0, 3.25, 3.203)"
07-12-2022 20:47:08.584722,"(5.5, 7.4, 6.61764705882353)","(8.5, 20.0, 15.142857142857142)","(20.0, 85.0, 53.0)","(2.8, 4.6, 3.904)","(16.0, 21.0, 19.0)","(31.0, 210.0, 101.6923076923077)","(81.0, 580.0, 528.8888888888889)","(2.0, 3.25, 3.203)"
07-12-2022 20:47:10.177229,"(5.5, 7.2, 6.86)","(8.5, 20.0, 15.142857142857142)","(20.0, 85.0, 53.0)","(2.8, 4.6, 3.904)","(16.0, 20.0, 18.285714285714285)","(31.0, 210.0, 101.6923076923077)","(81.0, 580.0, 465.0)","(2.0, 3.25, 3.203)"
07-12-2022 20:47:11.490117,"(5.5, 7.2, 6.86)","(8.5, 20.0, 15.142857142857142)","(20.0, 85.0, 62.5)","(2.8, 4.6, 4.23)","(16.0, 20.0, 18.285714285714285)","(31.0, 210.0, 101.6923076923077)","(81.0, 580.0, 465.0)","(2.0, 3.25, 3.1783333333333332)"
07-12-2022 20:47:12.948478,"(5.5, 7.2, 6.86)","(8.5, 20.0, 10.044444444444444)","(20.0, 85.0, 56.8)","(2.8, 4.5, 4.467692307692308)","(16.0, 20.0, 17.714285714285715)","(31.0, 210.0, 126.22222222222221)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.9177272727272725)"
07-12-2022 20:47:14.600726,"(5.5, 7.2, 7.022222222222222)","(8.5, 20.0, 13.485714285714286)","(20.0, 80.0, 64.4)","(2.8, 4.6, 4.263636363636364)","(16.0, 19.0, 16.714285714285715)","(31.0, 200.0, 145.42857142857142)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.8627777777777776)"
07-12-2022 20:47:16.053996,"(5.5, 7.2, 8.690909090909091)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.4, 4.284615384615385)","(16.0, 19.0, 16.714285714285715)","(31.0, 190.0, 162.0)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.89125)"
07-12-2022 20:47:17.335475,"(5.5, 9.0, 8.690909090909091)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.4, 4.015000000000001)","(16.0, 19.0, 18.5)","(31.0, 190.0, 162.0)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0225)"
07-12-2022 20:47:18.738319,"(5.5, 9.0, 8.433333333333334)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.4, 4.015000000000001)","(16.0, 19.0, 30.636363636363637)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0225)"
07-12-2022 20:47:20.046240,"(5.5, 9.0, 8.433333333333334)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.4, 3.865)","(16.0, 34.0, 25.727272727272727)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.925)"
07-12-2022 20:47:21.386481,"(5.5, 9.0, 8.3)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.2, 3.0217391304347823)","(16.0, 28.0, 26.357142857142858)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.925)"
07-12-2022 20:47:22.819900,"(5.5, 9.0, 8.32)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.1, 3.6615384615384614)","(16.0, 27.0, 26.357142857142858)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0575)"
07-12-2022 20:47:24.491004,"(5.5, 9.0, 8.32)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 4.0, 3.8246153846153845)","(16.0, 27.0, 26.357142857142858)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0575)"
07-12-2022 20:47:26.333893,"(5.5, 9.0, 8.3)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 3.9, 3.4376470588235293)","(16.0, 27.0, 26.357142857142858)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 2.99625)"
07-12-2022 20:47:27.917817,"(5.5, 9.0, 8.3)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 3.8, 3.244285714285714)","(16.0, 27.0, 24.452380952380953)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0925)"
07-12-2022 20:47:29.763441,"(5.5, 9.0, 8.3)","(8.5, 20.0, 13.485714285714286)","(20.0, 75.0, 64.4)","(2.8, 3.6, 3.21)","(16.0, 25.0, 23.954545454545453)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.115)"
07-12-2022 20:47:32.002237,"(5.5, 9.0, 6.5)","(8.5, 20.0, 16.825)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.6, 3.0155555555555553)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 138.66666666666669)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0083333333333333)"
07-12-2022 20:47:33.689609,"(5.5, 9.0, 6.5)","(8.5, 19.5, 16.825)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.45, 3.117142857142857)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.15)"
07-12-2022 20:47:35.698722,"(5.5, 9.0, 7.5)","(8.5, 18.5, 13.165000000000001)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.4, 3.243333333333333)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.15)"
07-12-2022 20:47:37.146803,"(5.5, 8.0, 7.5)","(8.5, 18.5, 13.165000000000001)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.3, 3.1733333333333333)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.1607142857142856)"
07-12-2022 20:47:38.599508,"(5.5, 8.0, 6.214285714285714)","(8.5, 18.5, 13.165000000000001)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.3, 3.1615384615384614)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.194444444444444)"
07-12-2022 20:47:40.720163,"(5.5, 8.0, 6.214285714285714)","(8.5, 17.5, 12.715)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.3, 3.15)","(16.0, 25.0, 23.28723404255319)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.194444444444444)"
07-12-2022 20:47:42.239087,"(5.5, 8.0, 6.214285714285714)","(8.5, 17.5, 15.100000000000001)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.3, 3.1199999999999997)","(16.0, 25.0, 22.693548387096776)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.173076923076923)"
07-12-2022 20:47:43.576618,"(5.5, 8.0, 6.214285714285714)","(8.5, 16.5, 15.280000000000001)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.3, 3.1566666666666667)","(16.0, 23.0, 21.88235294117647)","(31.0, 190.0, 146.57142857142858)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.175)"
07-12-2022 20:47:44.815524,"(5.5, 8.0, 6.214285714285714)","(8.5, 16.0, 13.428571428571429)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.1566666666666667)","(16.0, 23.0, 21.88235294117647)","(31.0, 190.0, 79.25)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.175)"
07-12-2022 20:47:46.128870,"(5.5, 8.0, 6.214285714285714)","(8.5, 15.5, 14.83)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.1533333333333333)","(16.0, 23.0, 21.88235294117647)","(31.0, 170.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.173076923076923)"
07-12-2022 20:47:47.407445,"(5.5, 8.0, 6.214285714285714)","(8.5, 15.0, 10.571428571428571)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.06)","(16.0, 23.0, 16.454545454545453)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.173076923076923)"
07-12-2022 20:47:48.714582,"(5.5, 8.0, 6.214285714285714)","(8.5, 15.0, 13.0)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.0700000000000003)","(16.0, 23.0, 16.454545454545453)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.175)"
07-12-2022 20:47:50.105852,"(5.5, 8.0, 6.214285714285714)","(8.5, 14.0, 12.666666666666666)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.0700000000000003)","(16.0, 23.0, 17.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.175)"
07-12-2022 20:47:51.303979,"(5.5, 8.0, 6.214285714285714)","(8.5, 14.0, 13.54)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.0)","(16.0, 23.0, 17.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.173076923076923)"
07-12-2022 20:47:52.524257,"(5.5, 8.0, 6.214285714285714)","(8.5, 14.0, 13.54)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.0)","(16.0, 23.0, 17.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.0708333333333333)"
07-12-2022 20:47:53.759516,"(5.5, 8.0, 6.5)","(8.5, 14.0, 12.85)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.0300000000000002)","(16.0, 23.0, 17.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.25, 3.1500000000000004)"
07-12-2022 20:47:55.057517,"(5.5, 8.0, 6.5)","(8.5, 14.0, 12.357142857142858)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 2.96)","(16.0, 23.0, 17.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.2, 3.14)"
07-12-2022 20:47:56.346438,"(5.5, 8.0, 6.56)","(8.5, 13.5, 13.09)","(20.0, 75.0, 70.66666666666666)","(2.8, 3.2, 3.16)","(16.0, 23.0, 16.545454545454547)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.0, 3.2, 2.939130434782609)"
07-12-2022 20:47:57.677775,"(5.5, 8.0, 7.1375)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.16)","(16.0, 21.0, 18.0)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.05, 3.2, 2.95)"
07-12-2022 20:47:59.003245,"(5.5, 8.0, 7.1375)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.166666666666667)","(16.0, 21.0, 16.8)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 527.7777777777778)","(2.05, 3.2, 3.0444444444444447)"
07-12-2022 20:48:00.282312,"(5.5, 8.0, 6.984615384615385)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1500000000000004)","(16.0, 21.0, 17.18181818181818)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 458.57142857142856)","(2.05, 3.2, 3.0444444444444447)"
07-12-2022 20:48:01.537912,"(5.5, 8.0, 6.984615384615385)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1500000000000004)","(16.0, 21.0, 17.18181818181818)","(31.0, 160.0, 139.66666666666666)","(81.0, 720.0, 458.57142857142856)","(2.05, 3.2, 3.0444444444444447)"
07-12-2022 20:48:02.705990,"(5.5, 8.0, 6.533333333333333)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.12)","(16.0, 21.0, 17.18181818181818)","(31.0, 160.0, 139.66666666666666)","(81.0, 720.0, 458.57142857142856)","(2.05, 3.2, 3.0193548387096776)"
07-12-2022 20:48:03.893791,"(5.5, 8.0, 6.984615384615385)","(8.5, 12.5, 12.19)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1500000000000004)","(16.0, 21.0, 16.058823529411764)","(31.0, 160.0, 139.66666666666666)","(81.0, 720.0, 313.3333333333333)","(2.05, 3.2, 2.92)"
07-12-2022 20:48:04.983711,"(5.5, 8.0, 6.984615384615385)","(8.5, 20.0, 16.73846153846154)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1500000000000004)","(16.0, 21.0, 16.058823529411764)","(31.0, 160.0, 139.66666666666666)","(81.0, 720.0, 462.5)","(2.05, 3.2, 2.92)"
07-12-2022 20:48:05.986217,"(5.5, 8.0, 6.745454545454546)","(8.5, 19.5, 15.54)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1500000000000004)","(16.0, 21.0, 16.058823529411764)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 462.5)","(2.05, 3.2, 2.92)"
07-12-2022 20:48:07.051740,"(5.5, 8.0, 6.466666666666667)","(8.5, 19.0, 18.163636363636364)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.1)","(16.0, 21.0, 16.058823529411764)","(31.0, 160.0, 139.66666666666666)","(81.0, 580.0, 462.5)","(2.05, 3.2, 2.8563636363636364)"
07-12-2022 20:48:08.093588,"(5.5, 8.0, 6.466666666666667)","(8.5, 19.0, 16.352941176470587)","(20.0, 75.0, 62.25)","(2.8, 3.2, 3.0542857142857143)","(16.0, 21.0, 15.5625)","(31.0, 160.0, 141.23076923076923)","(81.0, 580.0, 406.0)","(2.05, 3.2, 2.8563636363636364)"
07-12-2022 20:48:09.161782,"(5.5, 8.0, 6.048484848484849)","(8.5, 19.0, 13.483870967741936)","(20.0, 75.0, 71.6)","(2.8, 3.2, 2.9646153846153847)","(16.0, 21.0, 15.5625)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 2.974193548387097)"
07-12-2022 20:48:10.228644,"(5.5, 8.0, 6.096551724137931)","(8.5, 17.5, 13.5)","(20.0, 75.0, 71.6)","(2.8, 3.2, 3.0254545454545454)","(16.0, 21.0, 14.919354838709678)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.0444444444444447)"
07-12-2022 20:48:11.349665,"(5.5, 8.0, 6.096551724137931)","(8.5, 17.0, 16.1875)","(20.0, 75.0, 71.6)","(2.8, 3.2, 3.0254545454545454)","(16.0, 21.0, 14.919354838709678)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.008)"
07-12-2022 20:48:12.437463,"(5.5, 8.0, 6.048484848484849)","(8.5, 17.0, 15.607142857142858)","(20.0, 75.0, 71.6)","(2.8, 3.2, 3.0254545454545454)","(16.0, 21.0, 14.919354838709678)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.0878048780487806)"
07-12-2022 20:48:13.784242,"(5.5, 8.0, 6.048484848484849)","(8.5, 16.5, 14.625)","(20.0, 75.0, 68.625)","(2.8, 3.2, 3.0254545454545454)","(16.0, 21.0, 14.919354838709678)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 2.9066666666666667)"
07-12-2022 20:48:14.908056,"(5.5, 8.0, 6.048484848484849)","(8.5, 17.0, 16.1875)","(20.0, 75.0, 68.625)","(2.8, 3.2, 3.0254545454545454)","(16.0, 21.0, 14.919354838709678)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.066666666666667)"
07-12-2022 20:48:16.058217,"(5.5, 8.0, 6.048484848484849)","(8.5, 16.5, 15.166666666666666)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.994285714285714)","(16.0, 19.0, 18.5)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.0482758620689654)"
07-12-2022 20:48:17.231802,"(5.5, 7.8, 6.654545454545454)","(8.5, 16.5, 14.318181818181818)","(20.0, 75.0, 68.625)","(2.8, 3.2, 3.086666666666667)","(16.0, 19.0, 17.85483870967742)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 2.966666666666667)"
07-12-2022 20:48:18.481882,"(5.5, 7.6, 7.283333333333333)","(8.5, 16.5, 14.318181818181818)","(20.0, 75.0, 68.625)","(2.8, 3.2, 3.086666666666667)","(16.0, 18.0, 17.59090909090909)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.116)"
07-12-2022 20:48:19.592245,"(5.5, 7.8, 7.449999999999999)","(8.5, 16.5, 14.318181818181818)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.994285714285714)","(16.0, 18.0, 16.68181818181818)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1)"
07-12-2022 20:48:20.601754,"(5.5, 7.6, 6.5636363636363635)","(8.5, 16.5, 14.318181818181818)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.994285714285714)","(16.0, 17.0, 16.68181818181818)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.0860000000000003)"
07-12-2022 20:48:21.726581,"(5.5, 7.4, 7.116666666666667)","(8.5, 16.5, 14.318181818181818)","(20.0, 75.0, 68.625)","(2.8, 3.2, 3.0254545454545454)","(16.0, 16.0, 17.41304347826087)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1185714285714288)"
07-12-2022 20:48:22.909832,"(5.5, 7.8, 7.449999999999999)","(8.5, 16.5, 14.350000000000001)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.984)","(16.0, 18.0, 16.384615384615383)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1185714285714288)"
07-12-2022 20:48:23.979222,"(5.5, 7.6, 6.2)","(8.5, 16.0, 14.350000000000001)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.984)","(16.0, 16.5, 16.384615384615383)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1100000000000003)"
07-12-2022 20:48:25.058492,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.5, 14.944444444444445)","(20.0, 75.0, 68.625)","(2.8, 3.2, 2.9814285714285713)","(16.0, 16.5, 16.384615384615383)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1325000000000003)"
07-12-2022 20:48:26.105103,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.5, 14.944444444444445)","(20.0, 75.0, 67.3076923076923)","(2.8, 3.2, 2.9814285714285713)","(16.0, 16.5, 15.705882352941178)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1325000000000003)"
07-12-2022 20:48:27.184221,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.5, 14.944444444444445)","(20.0, 75.0, 67.3076923076923)","(2.8, 3.2, 2.9814285714285713)","(16.0, 16.5, 15.705882352941178)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1325000000000003)"
07-12-2022 20:48:28.161902,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.5, 14.944444444444445)","(20.0, 75.0, 67.3076923076923)","(2.8, 3.2, 2.9814285714285713)","(16.0, 16.5, 15.705882352941178)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.101818181818182)"
07-12-2022 20:48:29.180609,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.5, 14.944444444444445)","(20.0, 75.0, 67.3076923076923)","(2.8, 3.2, 2.9507692307692306)","(16.0, 16.5, 14.357142857142858)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.115)"
07-12-2022 20:48:30.195391,"(5.5, 7.4, 7.116666666666667)","(8.5, 15.0, 13.772727272727273)","(20.0, 75.0, 70.83333333333334)","(2.8, 3.1, 3.06)","(16.0, 16.5, 14.357142857142858)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1575)"
07-12-2022 20:48:31.251684,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.5, 14.055555555555555)","(20.0, 75.0, 62.75)","(2.8, 3.1, 3.06)","(16.0, 16.5, 15.0)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1575)"
07-12-2022 20:48:32.429798,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.5, 14.0)","(20.0, 75.0, 55.400000000000006)","(2.8, 3.1, 3.048)","(16.0, 16.0, 14.6)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.146315789473684)"
07-12-2022 20:48:33.490226,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.5, 12.833333333333332)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.048)","(16.0, 15.5, 14.6)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.146315789473684)"
07-12-2022 20:48:34.622885,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.5, 12.833333333333332)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.06)","(16.0, 15.5, 14.6)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1771428571428575)"
07-12-2022 20:48:36.101226,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.5, 12.95)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.06)","(16.0, 15.5, 14.6)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.168)"
07-12-2022 20:48:37.225217,"(5.5, 7.4, 7.116666666666667)","(8.5, 14.0, 12.95)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.06)","(16.0, 15.5, 14.23076923076923)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.168)"
07-12-2022 20:48:38.436030,"(5.5, 7.4, 7.116666666666667)","(8.5, 13.5, 12.0)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.071111111111111)","(16.0, 15.5, 14.125)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.178571428571429)"
07-12-2022 20:48:39.704840,"(5.5, 7.4, 7.116666666666667)","(8.5, 13.5, 10.810344827586206)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.06)","(16.0, 15.5, 14.125)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1852631578947372)"
07-12-2022 20:48:40.885833,"(5.5, 7.4, 7.116666666666667)","(8.5, 13.5, 11.4375)","(20.0, 75.0, 68.46666666666667)","(2.8, 3.1, 3.06)","(16.0, 15.5, 14.125)","(31.0, 160.0, 141.23076923076923)","(81.0, 480.0, 406.0)","(2.05, 3.2, 3.1852631578947372)"
