,Not Even Owl,Thrilling Bandit,Big Time Roman,Big Time Raider,Big Time Taniwha
06-01-2023 16:07:07.987966,"(4.4, 8.2, 5.466666666666666)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:08.856999,"(4.4, 8.2, 5.466666666666666)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:09.736658,"(4.4, 8.2, 5.466666666666666)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:10.603873,"(4.4, 8.2, 5.466666666666666)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:11.451968,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:12.368008,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:13.323319,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:14.183523,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:15.015737,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:15.903800,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:16.811769,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.3)"
06-01-2023 16:07:17.709491,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.2)"
06-01-2023 16:07:18.570046,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.2)"
06-01-2023 16:07:19.443282,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.352941176470587)","(4.6, 7.0, 4.55)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.399999999999999)"
06-01-2023 16:07:20.340121,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.4624999999999995)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.399999999999999)"
06-01-2023 16:07:21.193869,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.375)","(2.0, 3.2, 2.25)","(8.0, 19.0, 13.399999999999999)"
06-01-2023 16:07:22.123991,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.375)","(2.0, 3.2, 2.25)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:23.006675,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 6.348275862068966)","(2.0, 3.2, 2.25)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:23.856291,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:24.771056,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.25)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:25.729086,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:26.540296,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:27.439855,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:28.447524,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:29.333572,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.533333333333333)"
06-01-2023 16:07:30.129728,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 17.34285714285714)"
06-01-2023 16:07:31.064125,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.266666666666667)"
06-01-2023 16:07:31.978046,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:32.813958,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:33.665591,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:34.582909,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:35.485916,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:36.371248,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:37.199413,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:38.085452,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:38.997688,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:39.865177,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:40.703438,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:41.568871,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.8833333333333333)","(8.0, 19.0, 17.34285714285714)"
06-01-2023 16:07:42.488979,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:43.383179,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:44.224806,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:45.053728,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:46.072170,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:47.074555,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:47.861426,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.0, 19.0, 11.666666666666666)"
06-01-2023 16:07:48.709933,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:49.666164,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:50.510565,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:51.310498,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:52.241004,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:53.156937,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:53.990594,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:54.811969,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:55.746617,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:56.668367,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:57.537626,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.666666666666666)"
06-01-2023 16:07:58.471722,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 17.34285714285714)"
06-01-2023 16:07:59.349670,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.266666666666667)"
06-01-2023 16:08:00.254488,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 17.34285714285714)"
06-01-2023 16:08:01.193341,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:02.029004,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:02.958636,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:03.843705,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:04.756288,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:05.683967,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:06.616076,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:07.584724,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:08.387581,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:09.211286,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:10.132499,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:11.081110,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:11.923499,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:12.803708,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:13.700959,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:14.514254,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:15.439792,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:16.369294,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:17.183475,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:17.996568,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:18.927066,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:19.880970,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:20.753306,"(4.4, 8.2, 5.739999999999999)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:21.615012,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:22.605321,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:23.530831,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:24.327363,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:25.127902,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:26.032167,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.799999999999999)"
06-01-2023 16:08:26.951093,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 17.34285714285714)"
06-01-2023 16:08:27.750506,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 17.34285714285714)"
06-01-2023 16:08:28.543916,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:29.495768,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:30.388938,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:31.185467,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:32.055447,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:33.002380,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.915)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:33.985084,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:34.800567,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:35.635974,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:36.557102,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:37.443874,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:38.275176,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:39.153111,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:40.092049,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.933333333333334)"
06-01-2023 16:08:41.051092,"(4.4, 8.2, 6.56)","(5.5, 12.0, 10.444444444444445)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.4)"
06-01-2023 16:08:41.852427,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.4)"
06-01-2023 16:08:42.694942,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.4)"
06-01-2023 16:08:43.616591,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.3857142857142857)","(8.5, 19.0, 11.4)"
06-01-2023 16:08:44.469787,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 3.016129032258065)","(8.5, 19.0, 11.4)"
06-01-2023 16:08:45.278392,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:46.108877,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:47.071301,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:47.964866,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:48.859943,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:49.754028,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:50.596976,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:51.468844,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:52.330881,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:53.241856,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
06-01-2023 16:08:54.107707,"(4.4, 8.2, 6.56)","(5.5, 12.0, 11.533333333333333)","(4.6, 7.0, 4.7250000000000005)","(2.0, 3.2, 2.2666666666666666)","(8.0, 19.0, 11.4)"
