,Style Council,Wallys Boy,Good Chat Mort,Sheriff Bart,Hustlers Girl,Chillin Villain,Out Of Turmoil,Rumble Smile
511,"[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 17, 530987), 5.0, 8.6]"
512,"[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 18, 654294), 5.0, 8.6]"
513,"[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 19, 785501), 5.0, 8.6]"
514,"[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 20, 908234), 5.0, 8.6]"
515,"[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 22, 36931), 5.0, 8.6]"
516,"[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 23, 173472), 5.0, 8.6]"
517,"[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 24, 314019), 5.0, 8.6]"
518,"[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 25, 446513), 5.0, 8.6]"
519,"[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 26, 558411), 5.0, 8.6]"
520,"[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 27, 688294), 5.0, 8.6]"
521,"[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 28, 832650), 5.0, 8.6]"
522,"[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 29, 947253), 5.0, 8.6]"
523,"[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 31, 86201), 5.0, 8.6]"
524,"[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 32, 212016), 5.0, 8.6]"
525,"[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 33, 358434), 5.0, 8.6]"
526,"[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 34, 485375), 5.0, 8.6]"
527,"[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 35, 624019), 5.0, 8.6]"
528,"[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 36, 752414), 5.0, 8.6]"
529,"[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 37, 875370), 5.0, 8.6]"
530,"[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 39, 16226), 5.0, 8.6]"
531,"[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 40, 140261), 5.0, 8.6]"
532,"[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 41, 348097), 5.0, 8.6]"
533,"[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 42, 485245), 5.0, 8.6]"
534,"[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 43, 613643), 5.0, 8.6]"
535,"[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 44, 747744), 5.0, 8.6]"
536,"[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 45, 891700), 5.0, 8.6]"
537,"[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 47, 31403), 5.0, 8.6]"
538,"[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 48, 173849), 5.0, 8.6]"
539,"[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 49, 289395), 5.0, 8.6]"
540,"[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 50, 416752), 5.0, 8.6]"
541,"[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 51, 545179), 5.0, 8.6]"
542,"[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 52, 689222), 5.0, 8.6]"
543,"[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 53, 827876), 5.0, 8.6]"
544,"[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 54, 961185), 5.0, 8.6]"
545,"[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 56, 100959), 5.0, 8.6]"
546,"[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 57, 266018), 5.0, 8.6]"
547,"[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 58, 416888), 5.0, 8.6]"
548,"[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 13, 59, 541930), 5.0, 8.6]"
549,"[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 14, 0, 695521), 5.0, 8.6]"
550,"[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 14, 1, 857792), 5.0, 8.6]"
551,"[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 4.6, 7.2]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 2.6, 3.4]","[datetime.datetime(2022, 11, 28, 10, 14, 3, 741), 5.0, 8.6]"
