,My Jewel,Uno Kai,World Gone Mad,Manila Brae,Sister Sticker,Blue Redemption
09-01-2023 17:52:41.979026,"(7.0, 13.5, 10.5)","(21.0, 75.0, 30.2)","(3.6, 4.4, 4.2125)","(19.0, 36.0, 27.75)","(2.7, 3.95, 3.3)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:43.159394,"(7.0, 13.5, 10.5)","(21.0, 65.0, 51.25)","(3.6, 4.4, 4.1499999999999995)","(19.0, 36.0, 23.857142857142858)","(2.7, 3.95, 3.3000000000000003)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:44.197069,"(7.0, 13.5, 10.5)","(21.0, 60.0, 51.25)","(3.6, 4.3, 4.1499999999999995)","(19.0, 36.0, 23.0)","(2.7, 3.95, 3.3000000000000003)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:45.252235,"(7.0, 13.5, 10.5)","(21.0, 60.0, 44.0)","(3.6, 4.3, 4.1499999999999995)","(19.0, 36.0, 24.95)","(2.7, 3.95, 3.3000000000000003)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:46.318891,"(7.0, 13.5, 10.5)","(21.0, 60.0, 44.0)","(3.6, 4.3, 4.2125)","(19.0, 36.0, 20.678571428571427)","(2.7, 3.95, 3.3)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:47.375200,"(7.0, 13.5, 10.5)","(21.0, 55.0, 39.5)","(3.6, 4.4, 4.2125)","(19.0, 36.0, 20.875)","(2.7, 3.95, 3.3)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:48.403514,"(7.0, 13.5, 10.5)","(21.0, 50.0, 39.5)","(3.6, 4.4, 4.2125)","(19.0, 36.0, 20.875)","(2.7, 3.95, 3.3)","(2.6, 3.05, 2.7781249999999997)"
09-01-2023 17:52:49.452082,"(7.0, 13.5, 10.5)","(21.0, 50.0, 39.5)","(3.6, 4.4, 4.2125)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.3000000000000003)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:50.422543,"(7.0, 13.5, 10.5)","(21.0, 50.0, 39.5)","(3.6, 4.3, 4.1499999999999995)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.3000000000000003)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:51.518608,"(7.0, 13.5, 10.5)","(21.0, 50.0, 39.5)","(3.6, 4.3, 4.033333333333333)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.5407407407407407)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:52.527384,"(7.0, 13.5, 10.5)","(21.0, 50.0, 33.2)","(3.6, 4.3, 4.033333333333333)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.231578947368421)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:53.564366,"(7.0, 13.5, 10.5)","(21.0, 46.0, 38.0)","(3.6, 4.9, 4.525)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.356521739130435)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:54.619648,"(7.0, 13.5, 10.5)","(21.0, 46.0, 38.0)","(3.6, 4.9, 4.1875)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.113125)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:55.751949,"(7.0, 13.5, 10.5)","(21.0, 46.0, 38.0)","(3.6, 4.9, 4.1625)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.2061111111111114)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:56.943225,"(7.0, 13.5, 10.4375)","(21.0, 46.0, 38.0)","(3.6, 4.8, 4.071428571428571)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.3920833333333333)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:58.005052,"(7.0, 13.5, 10.4375)","(21.0, 46.0, 38.0)","(3.6, 4.8, 4.071428571428571)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.3920833333333333)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:52:59.029031,"(7.0, 13.5, 10.4375)","(21.0, 46.0, 38.0)","(3.6, 4.8, 4.071428571428571)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.2061111111111114)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:00.066630,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 33.0)","(3.6, 4.8, 4.1625)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.2061111111111114)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:01.080996,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 33.0)","(3.6, 4.8, 4.1625)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 2.919285714285714)","(2.5, 3.05, 2.955)"
09-01-2023 17:53:02.098953,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.8, 4.057142857142857)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 2.9564285714285714)","(2.5, 3.15, 2.955)"
09-01-2023 17:53:03.103015,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.057142857142857)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.370416666666667)","(2.5, 3.15, 2.7769565217391303)"
09-01-2023 17:53:04.056121,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.057142857142857)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.1470588235294117)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:05.044666,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.1375)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.1470588235294117)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:06.024097,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.1375)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.113125)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:07.019069,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.1375)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.113125)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:08.006435,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.7, 4.057142857142857)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.367826086956522)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:09.046705,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.042857142857143)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:10.058335,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.042857142857143)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:11.083753,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.1125)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.1776470588235295)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:11.989466,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.1125)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:12.937391,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.1125)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.2061111111111114)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:13.922520,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 33.0)","(3.6, 4.6, 4.1125)","(19.0, 36.0, 21.5625)","(2.7, 3.95, 3.192941176470588)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:13.016478,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 33.0)","(3.6, 4.5, 4.0875)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.208235294117647)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:13.955003,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.5, 4.0875)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.208235294117647)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:14.872786,"(7.0, 13.5, 10.291666666666666)","(21.0, 48.0, 33.0)","(3.6, 4.5, 4.0875)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.208235294117647)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:15.809696,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 5.0, 4.08125)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:16.676859,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 5.0, 4.08125)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:17.610129,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 5.0, 4.2125)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:18.501886,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 4.8, 4.035)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:19.436975,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:20.368121,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:21.344834,"(7.0, 13.5, 10.38888888888889)","(21.0, 48.0, 34.5)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:22.321055,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 34.5)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:23.255973,"(7.0, 13.5, 10.4375)","(21.0, 48.0, 39.0)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.164761904761905)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:24.208156,"(7.0, 13.5, 10.4375)","(21.0, 55.0, 34.166666666666664)","(3.6, 4.8, 4.010714285714286)","(19.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.208235294117647)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:25.202839,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.1375)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.1623529411764704)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:26.148126,"(7.5, 12.5, 10.833333333333334)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.057142857142857)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.370416666666667)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:27.108027,"(7.5, 13.0, 10.3)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.057142857142857)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:28.031125,"(7.5, 13.0, 10.3)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.1375)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:28.943941,"(7.5, 13.0, 10.3)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.1375)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.145625)","(2.5, 3.15, 2.7744444444444443)"
09-01-2023 17:53:29.876902,"(7.5, 13.0, 10.3)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.7, 4.1375)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.208235294117647)","(2.5, 3.15, 2.7861538461538458)"
09-01-2023 17:53:30.846685,"(7.5, 13.0, 10.3)","(26.0, 55.0, 34.166666666666664)","(3.6, 4.6, 4.1125)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.263888888888889)","(2.5, 3.1, 2.7781249999999997)"
09-01-2023 17:53:31.783064,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.1125)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.263888888888889)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:32.727511,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.1125)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.1483333333333334)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:33.670958,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 5.1, 4.065)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.116470588235294)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:34.585770,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 5.1, 4.114285714285715)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.080625)","(2.5, 3.05, 2.7781249999999997)"
09-01-2023 17:53:35.495456,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 5.0, 4.030769230769231)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.95, 3.2045454545454546)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:36.462577,"(7.5, 13.0, 10.3)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.058333333333334)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.9, 3.566666666666667)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:37.376743,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.058333333333334)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.566666666666667)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:38.372157,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.058333333333334)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.566666666666667)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:39.329592,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.058333333333334)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.3642857142857143)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:40.305890,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.556666666666667)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.3642857142857143)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:41.313942,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.556666666666667)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.4944444444444445)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:42.269620,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.6, 4.556666666666667)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.6722222222222225)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:43.260721,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.338235294117647)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.743333333333333)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:44.285439,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.338235294117647)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.716666666666667)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:45.265786,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.338235294117647)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.6214285714285714)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:46.317438,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.457692307692308)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.6214285714285714)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:47.308567,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.457692307692308)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.6214285714285714)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:48.271312,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.5, 4.457692307692308)","(20.0, 36.0, 21.333333333333332)","(2.7, 3.85, 3.261764705882353)","(2.5, 3.05, 2.7752631578947367)"
09-01-2023 17:53:49.250750,"(7.5, 13.0, 10.333333333333334)","(26.0, 55.0, 31.5625)","(3.6, 4.4, 4.3100000000000005)","(20.0, 36.0, 30.75)","(2.7, 3.95, 3.6)","(2.5, 3.05, 2.79)"
09-01-2023 17:53:50.335359,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.11875)","(20.0, 32.0, 30.5)","(2.7, 3.9, 3.705)","(2.5, 3.0, 2.7691666666666666)"
09-01-2023 17:53:51.439819,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.220000000000001)","(20.0, 32.0, 30.5)","(2.7, 3.9, 3.51)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:52.480418,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.220000000000001)","(20.0, 32.0, 30.5)","(2.7, 3.9, 3.51)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:53.566173,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.08125)","(20.0, 32.0, 30.5)","(2.7, 3.9, 3.7199999999999998)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:54.565476,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.154166666666667)","(20.0, 32.0, 30.909090909090907)","(2.7, 3.9, 3.7199999999999998)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:55.513128,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.133333333333333)","(20.0, 32.0, 30.166666666666664)","(2.7, 3.9, 3.5275)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:56.595354,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.154545454545454)","(20.0, 32.0, 28.333333333333332)","(2.7, 3.95, 3.4805555555555556)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:57.581162,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.154545454545454)","(20.0, 32.0, 28.333333333333332)","(2.7, 3.95, 3.3433333333333333)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:58.615809,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.28888888888889)","(20.0, 32.0, 30.166666666666664)","(2.7, 3.95, 3.3433333333333333)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:53:59.562530,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.4, 4.28888888888889)","(20.0, 32.0, 30.166666666666664)","(2.7, 3.95, 3.3433333333333333)","(2.5, 2.98, 2.7691666666666666)"
09-01-2023 17:54:00.588335,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.133333333333333)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.95, 3.5476190476190474)","(2.5, 2.98, 2.7835714285714284)"
09-01-2023 17:54:01.658496,"(7.5, 12.5, 10.625)","(26.0, 55.0, 37.608695652173914)","(3.6, 4.3, 4.115384615384615)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.95, 3.625)","(2.5, 2.98, 2.9314285714285715)"
09-01-2023 17:54:02.696478,"(7.5, 12.5, 11.5)","(26.0, 50.0, 45.55555555555556)","(3.6, 4.3, 4.211111111111111)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.9, 3.65)","(2.5, 2.96, 2.8971428571428572)"
09-01-2023 17:54:03.660137,"(7.5, 12.5, 12.055555555555555)","(26.0, 50.0, 45.55555555555556)","(3.6, 4.3, 4.211111111111111)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.9, 3.7)","(2.5, 2.92, 2.832)"
09-01-2023 17:54:04.621492,"(7.5, 12.5, 12.233333333333334)","(26.0, 50.0, 45.55555555555556)","(3.6, 4.3, 4.211111111111111)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.9, 3.675)","(2.5, 2.9, 2.8152631578947367)"
09-01-2023 17:54:05.728873,"(7.5, 14.5, 13.928571428571429)","(26.0, 50.0, 47.5)","(3.6, 4.3, 4.183333333333334)","(20.0, 32.0, 30.42857142857143)","(2.7, 3.9, 3.808333333333333)","(2.5, 2.86, 2.8152631578947367)"
09-01-2023 17:54:06.805170,"(7.5, 14.0, 13.666666666666666)","(26.0, 50.0, 47.5)","(3.6, 4.3, 4.183333333333334)","(20.0, 32.0, 28.714285714285715)","(2.7, 3.9, 3.808333333333333)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:07.718496,"(7.5, 14.5, 13.264705882352942)","(26.0, 50.0, 47.5)","(3.6, 4.3, 4.183333333333334)","(20.0, 30.0, 28.714285714285715)","(2.7, 3.9, 3.808333333333333)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:08.713230,"(7.5, 14.5, 13.264705882352942)","(26.0, 50.0, 47.5)","(3.6, 4.3, 4.183333333333334)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.5999999999999996)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:09.691541,"(7.5, 14.5, 13.264705882352942)","(26.0, 50.0, 47.5)","(3.6, 4.5, 4.264285714285714)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.5999999999999996)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:10.783556,"(7.5, 14.5, 13.264705882352942)","(26.0, 50.0, 47.5)","(3.6, 4.5, 4.238095238095238)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.5999999999999996)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:11.828945,"(7.5, 14.5, 13.264705882352942)","(26.0, 50.0, 47.5)","(3.6, 4.5, 4.238095238095238)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.6999999999999997)","(2.5, 2.86, 2.8114285714285714)"
09-01-2023 17:54:12.814154,"(7.5, 14.5, 13.1)","(26.0, 50.0, 47.5)","(3.6, 4.4, 4.222222222222222)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.6999999999999997)","(2.5, 2.86, 2.806875)"
09-01-2023 17:54:13.676830,"(7.5, 14.5, 13.1)","(26.0, 50.0, 47.5)","(3.6, 4.4, 4.188235294117647)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.6999999999999997)","(2.5, 2.86, 2.806875)"
09-01-2023 17:54:14.771172,"(7.5, 14.5, 13.1)","(26.0, 50.0, 47.5)","(3.6, 4.4, 4.220000000000001)","(20.0, 34.0, 32.14285714285714)","(2.7, 3.9, 3.76)","(2.5, 2.86, 2.88)"
09-01-2023 17:54:15.912402,"(7.5, 14.5, 13.1)","(26.0, 50.0, 41.0)","(3.6, 4.4, 4.258823529411765)","(20.0, 34.0, 28.0)","(2.7, 3.9, 3.6666666666666665)","(2.5, 2.92, 2.793333333333333)"
09-01-2023 17:54:16.978217,"(7.5, 14.5, 13.1)","(26.0, 50.0, 41.0)","(3.6, 4.4, 4.258823529411765)","(20.0, 34.0, 30.0)","(2.7, 3.9, 3.62)","(2.5, 2.96, 2.82)"
09-01-2023 17:54:18.106462,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.4, 4.128571428571428)","(20.0, 34.0, 30.0)","(2.7, 3.9, 3.575)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:19.319603,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.3, 4.18)","(20.0, 34.0, 30.857142857142858)","(2.7, 3.9, 3.575)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:20.498651,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.3, 4.18)","(20.0, 34.0, 28.833333333333336)","(2.7, 3.9, 3.575)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:21.516585,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.3, 4.318181818181818)","(20.0, 30.0, 27.666666666666668)","(2.7, 3.9, 3.4625)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:22.644841,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.4, 4.5)","(20.0, 30.0, 26.5)","(2.7, 3.9, 3.316666666666667)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:23.979853,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.6, 4.390909090909091)","(20.0, 30.0, 26.0)","(2.7, 3.9, 3.4)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:25.049616,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.5, 4.390909090909091)","(20.0, 29.0, 26.0)","(2.7, 3.9, 3.4)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:26.037869,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.5, 4.288235294117647)","(20.0, 29.0, 26.0)","(2.7, 3.9, 3.4)","(2.5, 2.94, 2.82)"
09-01-2023 17:54:26.996611,"(7.5, 14.5, 13.1)","(26.0, 50.0, 45.42857142857143)","(3.6, 4.5, 4.307142857142857)","(20.0, 29.0, 26.0)","(2.7, 3.9, 3.4)","(2.5, 2.94, 2.82)"
