,Butterfly Angel,Aston Stella,Patched,Emerley Bruce,Yankee Costanza,Brief
04-01-2023 13:24:18.883139,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.616)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:19.767871,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:20.817617,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:21.848179,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:22.944251,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:24.050236,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.220000000000001)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:25.081933,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:26.043337,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:27.068892,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.6094117647058823)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:28.161872,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:29.187892,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 104.0)"
04-01-2023 13:24:30.296633,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 360.0, 73.33333333333334)"
04-01-2023 13:24:31.461178,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:32.481367,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:33.419566,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:34.463769,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:35.498360,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:36.588414,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:37.698018,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:38.759423,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:39.754574,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:40.752085,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.481818181818182)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:41.732749,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:42.818535,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:43.937507,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:45.036981,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:46.068616,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:47.115063,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:48.067606,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:49.092655,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 70.0)"
04-01-2023 13:24:50.157293,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:51.207859,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:52.282680,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:53.313115,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:54.298828,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:55.315668,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:56.383643,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:57.421837,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:58.520922,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:24:59.661009,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:00.767646,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:01.735989,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:02.694606,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:03.743062,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:04.892493,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:06.147644,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:07.429038,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:08.614439,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:09.852378,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 160.0)"
04-01-2023 13:25:11.080894,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 340.0, 152.0)"
04-01-2023 13:25:12.303655,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:13.464476,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:14.595657,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:15.745837,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 9.421052631578947)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:16.861776,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.5, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:17.918769,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:19.060691,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:20.177385,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:21.287647,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:22.339042,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:23.380896,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:24.443196,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:25.633059,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:26.909539,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:28.148416,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:29.589461,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:31.093158,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:32.259341,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:33.465065,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:34.594133,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:35.780325,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:36.904697,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:37.937285,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:38.967185,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:40.037928,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:41.101567,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:42.226587,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:43.342827,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:44.379020,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:45.449363,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 152.0)"
04-01-2023 13:25:46.524572,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 5.5)","(51.0, 320.0, 69.8)"
04-01-2023 13:25:47.576468,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 11.454545454545453)","(3.2, 5.7, 4.525)","(51.0, 320.0, 69.8)"
04-01-2023 13:25:48.656295,"(3.6, 5.4, 3.735)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 320.0, 69.8)"
04-01-2023 13:25:49.754619,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 13.416666666666666)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 320.0, 69.8)"
04-01-2023 13:25:50.768442,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 320.0, 70.66666666666667)"
04-01-2023 13:25:51.777795,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:52.735435,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:53.678279,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:54.755244,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:55.845389,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:56.903906,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:57.961084,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:58.977116,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 67.8)"
04-01-2023 13:25:59.878075,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 93.6)"
04-01-2023 13:26:00.814835,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 300.0, 70.8)"
04-01-2023 13:26:01.861288,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:02.875022,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:03.903871,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:04.980250,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:05.968697,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:06.860626,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:07.794132,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:08.819413,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:09.882113,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:10.913965,"(3.6, 5.4, 3.8863636363636362)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:11.931025,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:12.904092,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:13.763184,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:14.709254,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:15.724687,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:16.695186,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:17.648123,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
04-01-2023 13:26:18.599150,"(3.6, 5.4, 4.0125)","(11.0, 23.0, 14.785714285714285)","(2.5, 3.4, 2.76)","(6.0, 12.0, 9.1)","(3.2, 5.7, 4.525)","(51.0, 330.0, 70.8)"
