,Butterfly Angel,Aston Stella,Patched,Emerley Bruce,Yankee Costanza,Brief
04-01-2023 13:29:03.905934,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:04.945422,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:06.057076,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:07.156532,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 13.8)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.257142857142857)","(51.0, 290.0, 196.66666666666669)"
04-01-2023 13:29:08.116613,"(3.6, 5.4, 4.575)","(11.0, 21.0, 13.8)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 260.0, 196.66666666666669)"
04-01-2023 13:29:09.014089,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 260.0, 196.66666666666669)"
04-01-2023 13:29:09.964158,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 260.0, 150.0)"
04-01-2023 13:29:11.038859,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 310.0, 190.0)"
04-01-2023 13:29:12.046659,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:13.039556,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:14.027832,"(3.6, 5.4, 5.133333333333334)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:14.903917,"(3.6, 5.4, 4.575)","(11.0, 20.0, 14.0)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:15.862184,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:16.859109,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:17.839102,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:18.872510,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:19.867281,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:20.775483,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:21.618778,"(3.6, 5.4, 5.133333333333334)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:22.484043,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 13.666666666666666)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 250.0, 190.0)"
04-01-2023 13:29:23.510105,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 13.666666666666666)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:24.560614,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:25.563266,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:26.507100,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:27.390497,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:28.277601,"(3.6, 5.4, 5.133333333333334)","(11.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:29.220924,"(3.6, 5.4, 4.575)","(11.0, 22.0, 13.428571428571429)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.257142857142857)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:30.109950,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 13.5)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:31.092165,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 13.5)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:31.964325,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 13.5)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:32.819454,"(3.6, 5.4, 5.133333333333334)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:33.779987,"(3.6, 5.4, 5.2666666666666675)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:34.791871,"(3.6, 5.4, 5.2666666666666675)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:35.808481,"(3.6, 5.4, 5.2666666666666675)","(11.0, 21.0, 12.9)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:36.833977,"(3.6, 5.4, 5.141666666666667)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:37.710648,"(3.6, 5.4, 5.141666666666667)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:38.598246,"(3.6, 5.4, 5.280769230769231)","(11.0, 20.0, 13.333333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:39.496300,"(3.6, 5.4, 5.280769230769231)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:40.395400,"(3.6, 5.4, 5.280769230769231)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:41.410898,"(3.6, 5.4, 5.296666666666667)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:42.343083,"(3.6, 5.4, 5.371818181818182)","(11.0, 20.0, 12.88888888888889)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:43.206001,"(3.6, 5.4, 5.15)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:44.074742,"(3.6, 5.4, 5.15)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:29:45.030225,"(3.6, 5.4, 5.15)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:45.962619,"(3.6, 5.4, 5.275)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:46.978568,"(3.6, 5.4, 5.275)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:47.988484,"(3.6, 5.4, 5.370588235294118)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:48.851664,"(3.6, 5.4, 5.370588235294118)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:49.735292,"(3.6, 5.4, 5.370588235294118)","(11.0, 19.5, 13.25)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:50.679191,"(3.6, 5.4, 5.288461538461538)","(11.0, 22.0, 13.666666666666666)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:51.619820,"(3.6, 5.4, 5.288461538461538)","(12.0, 22.0, 13.666666666666666)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 7.269565217391304)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:52.620245,"(3.6, 5.4, 5.288461538461538)","(12.0, 22.0, 13.666666666666666)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.352941176470589)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:53.495865,"(3.6, 5.4, 5.371568627450981)","(12.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 6.352941176470589)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:54.354712,"(3.6, 5.4, 5.371568627450981)","(12.0, 22.0, 12.833333333333334)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.9714285714285715)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:55.314484,"(3.6, 5.4, 5.371568627450981)","(12.0, 22.0, 19.1125)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.9714285714285715)","(3.2, 5.2, 4.654545454545454)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:56.285763,"(3.6, 5.4, 5.371568627450981)","(12.0, 22.0, 19.1125)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.9714285714285715)","(3.2, 5.2, 4.2727272727272725)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:57.377337,"(3.6, 5.4, 5.368478260869566)","(12.0, 22.0, 20.2)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.9714285714285715)","(3.2, 5.2, 4.375)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:58.370749,"(3.6, 5.4, 5.166666666666667)","(12.0, 21.0, 15.6875)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.541176470588236)","(3.2, 5.2, 4.375)","(51.0, 290.0, 235.0)"
04-01-2023 13:29:59.267419,"(3.6, 5.4, 5.166666666666667)","(12.0, 21.0, 15.0)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.375)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:30:00.133186,"(3.6, 5.4, 5.2250000000000005)","(12.0, 21.0, 14.411764705882353)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.375)","(51.0, 290.0, 216.66666666666666)"
04-01-2023 13:30:01.057937,"(3.6, 5.4, 5.2250000000000005)","(12.0, 21.0, 14.0)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.375)","(51.0, 290.0, 235.0)"
04-01-2023 13:30:02.011024,"(3.6, 5.4, 5.2250000000000005)","(12.0, 21.0, 14.0)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.375)","(51.0, 290.0, 205.0)"
04-01-2023 13:30:02.986750,"(3.6, 5.4, 5.2250000000000005)","(12.0, 21.0, 14.0)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.375)","(51.0, 250.0, 205.0)"
04-01-2023 13:30:04.007022,"(3.6, 5.4, 5.2250000000000005)","(12.0, 21.0, 15.166666666666666)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 250.0, 205.0)"
04-01-2023 13:30:04.911191,"(3.6, 5.4, 5.183333333333334)","(12.0, 20.0, 16.38888888888889)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 250.0, 205.0)"
04-01-2023 13:30:05.773955,"(3.6, 5.4, 5.183333333333334)","(12.0, 20.0, 16.38888888888889)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 250.0, 205.0)"
04-01-2023 13:30:06.664468,"(3.6, 5.4, 5.183333333333334)","(12.0, 20.0, 18.452380952380953)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:07.678400,"(3.6, 5.5, 4.638461538461538)","(12.0, 20.0, 18.452380952380953)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:08.704905,"(3.6, 5.5, 4.638461538461538)","(12.0, 20.0, 18.452380952380953)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:09.698982,"(3.6, 5.5, 4.638461538461538)","(12.0, 20.0, 18.452380952380953)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:10.606439,"(3.6, 5.5, 4.638461538461538)","(12.0, 20.0, 17.833333333333332)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:11.444955,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.07142857142857)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 197.5)"
04-01-2023 13:30:12.371071,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.07142857142857)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 183.33333333333331)"
04-01-2023 13:30:13.337896,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.07142857142857)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 183.33333333333331)"
04-01-2023 13:30:14.321998,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 183.33333333333331)"
04-01-2023 13:30:15.223793,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:16.083327,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 2.568939393939394)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:16.983581,"(3.6, 5.5, 4.638461538461538)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 3.7857142857142856)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:17.913978,"(3.6, 5.5, 4.3)","(12.0, 23.0, 22.47222222222222)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:18.858298,"(3.6, 5.5, 4.638461538461538)","(12.0, 22.0, 20.06818181818182)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:19.869821,"(3.6, 5.5, 4.638461538461538)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:20.791912,"(3.6, 5.5, 4.638461538461538)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:21.721294,"(3.6, 5.5, 4.638461538461538)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.2, 4.327272727272727)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:22.601143,"(3.6, 5.5, 4.672727272727273)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:23.453496,"(3.6, 5.5, 4.672727272727273)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:24.389650,"(3.6, 5.5, 4.647826086956521)","(12.0, 22.0, 18.660714285714285)","(2.5, 3.15, 2.6207142857142856)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:25.341790,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 19.295454545454547)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 240.0, 155.0)"
04-01-2023 13:30:26.286194,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 19.295454545454547)","(2.5, 3.15, 2.624264705882353)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 240.0, 150.0)"
04-01-2023 13:30:27.214974,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 18.403846153846153)","(2.5, 3.15, 2.691666666666667)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:28.090995,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 18.403846153846153)","(2.5, 3.15, 2.691666666666667)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:28.996475,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 18.403846153846153)","(2.5, 3.15, 2.691666666666667)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:29.950614,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 18.403846153846153)","(2.5, 3.15, 2.783333333333333)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:30.810184,"(3.6, 5.5, 4.542105263157895)","(12.0, 21.0, 18.403846153846153)","(2.5, 3.15, 2.783333333333333)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:31.726863,"(3.6, 5.5, 4.468421052631578)","(12.0, 21.0, 19.57142857142857)","(2.5, 3.15, 2.644285714285714)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 3.675)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:32.671732,"(3.6, 5.5, 4.542105263157895)","(12.0, 20.0, 18.522727272727273)","(2.5, 3.15, 2.839090909090909)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:33.516402,"(3.6, 5.5, 4.542105263157895)","(12.0, 20.0, 18.522727272727273)","(2.5, 3.15, 2.783333333333333)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:34.419752,"(3.6, 5.5, 4.542105263157895)","(12.0, 20.0, 18.522727272727273)","(2.5, 3.15, 2.783333333333333)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:35.333310,"(3.6, 5.5, 4.664285714285715)","(12.0, 20.0, 17.92)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:36.230031,"(3.6, 5.5, 4.664285714285715)","(12.0, 20.0, 17.92)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:37.152189,"(3.6, 5.5, 4.664285714285715)","(12.0, 20.0, 17.92)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:38.152523,"(3.6, 5.5, 4.664285714285715)","(12.0, 20.0, 17.92)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:39.021047,"(3.6, 5.5, 4.2727272727272725)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:39.881126,"(3.6, 5.5, 4.6)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 3.0549999999999997)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
04-01-2023 13:30:40.797469,"(3.6, 5.5, 4.6)","(12.0, 19.5, 18.136363636363637)","(2.5, 3.15, 3.0125)","(6.0, 8.8, 6.729411764705882)","(3.2, 5.3, 4.072222222222222)","(51.0, 230.0, 150.0)"
