,Yering Rose,Keekee,Ace Star,Elpine Warrior,Mac A Boy,Social Writer,Keayang Bieber,Lazio Lass
14-12-2022 19:01:54.360717,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 42.85714285714286)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:01:55.669335,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 42.85714285714286)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:01:56.889349,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 42.85714285714286)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:01:58.146199,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 42.85714285714286)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:01:59.403924,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:00.703086,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:01.959809,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:03.204243,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:04.442599,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:05.606162,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:06.723629,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:08.002457,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:09.237307,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:10.654263,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 43.42857142857143)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:12.060831,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 37.333333333333336)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:13.279316,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:14.689609,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:16.040253,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:17.318948,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:18.514040,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.444444444444443)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:19.799518,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:21.085235,"(4.4, 5.5, 5.0600000000000005)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:22.410660,"(4.4, 5.5, 5.2)","(19.0, 32.0, 26.2)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:23.843186,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.333333333333336)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:25.185912,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.333333333333336)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5107142857142857)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:26.496041,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.333333333333336)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:27.866722,"(4.4, 5.5, 5.2)","(19.0, 32.0, 22.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:29.209714,"(4.4, 5.5, 5.2)","(19.0, 32.0, 22.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:30.582748,"(4.4, 5.5, 5.2)","(19.0, 32.0, 22.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:31.953035,"(4.4, 5.5, 5.2)","(19.0, 32.0, 28.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:33.239239,"(4.4, 5.5, 5.2)","(19.0, 32.0, 29.454545454545453)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:34.498672,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:35.902693,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:37.314148,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:38.731658,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:40.412758,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.5)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:42.057702,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.0)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.6, 5.0, 4.84375)"
14-12-2022 19:02:43.450736,"(4.4, 5.5, 5.2)","(19.0, 32.0, 27.0)","(9.0, 15.0, 11.533333333333333)","(2.9, 3.55, 3.5)","(26.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:44.781019,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.636363636363637)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:46.118500,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.636363636363637)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:47.499997,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.0)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:48.874156,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.57142857142857)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.266666666666666)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:50.235193,"(4.4, 5.5, 5.2)","(20.0, 32.0, 26.5)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.266666666666666)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:51.605742,"(4.4, 5.5, 5.2)","(20.0, 32.0, 26.5)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 36.0)","(5.5, 9.6, 9.266666666666666)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:53.038712,"(4.4, 5.5, 5.2)","(20.0, 32.0, 26.5)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5041666666666664)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.285714285714286)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.45)"
14-12-2022 19:02:54.448354,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.142857142857142)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 8.4, 9.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:55.773679,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 9.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:57.157409,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.6)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:02:58.615831,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.6)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.45)"
14-12-2022 19:02:59.830294,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5041666666666664)","(31.0, 48.0, 43.5)","(5.5, 8.4, 8.3)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.45)"
14-12-2022 19:03:01.098866,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 9.05)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:03:02.397486,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.4)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:03:03.710498,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.742857142857142)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.84375)"
14-12-2022 19:03:05.071176,"(4.4, 5.5, 5.2)","(20.0, 32.0, 30.0)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.5)","(5.5, 9.6, 8.314285714285715)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:06.472121,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 8.066666666666666)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:07.808640,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 8.8, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:09.078754,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:10.412200,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:11.724621,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:13.043863,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:14.310968,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:15.609894,"(4.4, 5.5, 5.2)","(20.0, 32.0, 29.42857142857143)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 43.42857142857143)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:16.832961,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:18.102670,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 7.5)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:19.426700,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.65)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:20.716205,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.65)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:22.074383,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:23.382406,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:24.672757,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:25.805188,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.5)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:27.055525,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:28.305139,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:29.590927,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:30.867239,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:32.024613,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:33.228069,"(4.4, 5.5, 5.2)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:34.401867,"(4.4, 5.5, 5.3875)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.5)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.48)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.4)"
14-12-2022 19:03:35.606694,"(4.4, 5.5, 5.3875)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.275)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.566666666666666)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:36.717334,"(4.4, 5.1, 5.011764705882353)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.3)","(31.0, 48.0, 44.57142857142857)","(5.5, 9.0, 8.6)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:37.987098,"(4.4, 5.1, 5.0210526315789465)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.3)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.685714285714287)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:39.175609,"(4.4, 5.1, 5.0210526315789465)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 11.533333333333333)","(2.8, 3.55, 3.3)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.725)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:40.373689,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.725)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:41.600955,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.725)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:42.719906,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.725)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:44.129958,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.0, 8.75)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:45.541341,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.2, 8.75)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:46.929316,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.2, 8.75)","(15.0, 23.0, 19.0)","(3.7, 5.0, 4.5)"
14-12-2022 19:03:48.393539,"(4.4, 5.1, 4.8)","(20.0, 32.0, 28.666666666666668)","(9.0, 15.0, 12.4)","(2.8, 3.55, 3.3833333333333333)","(31.0, 48.0, 38.666666666666664)","(5.5, 9.2, 8.75)","(15.0, 23.0, 22.0625)","(3.7, 5.0, 4.5)"
