,Queen Butterfly,Wheres My Cash,Blazing Dodge,Jolly Johnny,Aussie Bullseye,Head Bin,Riverdale Peggy
14-12-2022 13:23:14.552472,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.15, 3.0827027027027025)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.542857142857143)","(21.0, 110.0, 92.2)"
14-12-2022 13:23:15.677934,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.15, 2.84625)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.542857142857143)","(21.0, 110.0, 92.2)"
14-12-2022 13:23:17.055105,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.15, 2.9604)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.542857142857143)","(21.0, 110.0, 80.25)"
14-12-2022 13:23:18.336375,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.15, 2.6285714285714286)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.511111111111111)","(21.0, 100.0, 39.0)"
14-12-2022 13:23:19.507765,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.25, 2.6285714285714286)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:20.857006,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.1, 2.668)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:21.947737,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.1, 2.668)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:22.923863,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.1, 2.668)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:23.929612,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:25.008072,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.6)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:26.036980,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:27.147092,"(6.0, 11.0, 9.08)","(12.0, 27.0, 25.333333333333336)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:28.287176,"(6.0, 11.0, 9.08)","(12.0, 27.0, 23.6)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:29.379225,"(6.0, 10.5, 8.34)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:30.516265,"(6.0, 10.0, 9.266666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.05, 2.6479999999999997)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:31.629516,"(6.0, 10.0, 9.666666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 2.98, 2.58)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:32.747618,"(6.0, 10.0, 9.666666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 2.98, 2.58)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:33.812220,"(6.0, 10.0, 9.666666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 2.98, 2.58)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:34.878729,"(6.0, 10.0, 8.166666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.05, 2.58)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.65)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:35.851526,"(6.0, 10.0, 8.666666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 2.98, 2.58)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 5.866666666666667)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:36.912147,"(6.0, 9.8, 8.9)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 3.1272727272727274)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.56)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:37.939884,"(6.0, 9.6, 9.333333333333332)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.15, 2.8166666666666664)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.5, 9.912903225806451)","(3.8, 6.8, 6.56)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:39.052096,"(6.0, 9.6, 9.333333333333332)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.15, 2.896086956521739)","(6.0, 9.0, 8.714285714285714)","(7.0, 11.0, 9.606451612903225)","(3.8, 6.8, 6.56)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:40.188707,"(6.0, 9.6, 9.2)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 3.163181818181818)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.3)","(3.8, 6.8, 6.199999999999999)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:41.195581,"(6.0, 9.6, 9.379999999999999)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.35, 2.587142857142857)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.3)","(3.8, 6.8, 6.199999999999999)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:42.231870,"(6.0, 9.6, 8.6)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.35, 2.9939999999999998)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.046875)","(3.8, 6.8, 6.4)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:43.172092,"(6.0, 9.6, 8.6)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 3.0415384615384613)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.046875)","(3.8, 6.8, 6.4)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:44.116800,"(6.0, 9.6, 8.6)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 3.0415384615384613)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.046875)","(3.8, 6.8, 6.4)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:45.104831,"(6.0, 9.6, 8.6)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 2.88)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 9.046875)","(3.8, 6.8, 6.4)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:46.214355,"(6.0, 9.6, 9.4)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.0266666666666664)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 8.386363636363637)","(3.8, 6.8, 6.199999999999999)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:47.344802,"(6.0, 9.6, 9.4)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 10.5, 8.927272727272728)","(3.8, 6.8, 6.0)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:48.517294,"(6.0, 9.8, 9.57777777777778)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 9.8, 8.275)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:49.623729,"(6.0, 9.8, 9.200000000000001)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 9.4, 8.1)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:50.644735,"(6.0, 9.8, 8.68888888888889)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.8008333333333333)","(6.0, 9.0, 8.714285714285714)","(7.0, 9.0, 8.072727272727274)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:51.646026,"(6.0, 9.8, 8.9)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.776153846153846)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.654545454545454)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:52.655668,"(6.0, 9.8, 8.9)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.865)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.654545454545454)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:53.611472,"(6.0, 9.8, 8.9)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.865)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.654545454545454)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:54.644473,"(6.0, 9.8, 8.49090909090909)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.8008333333333333)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:55.646738,"(6.0, 9.8, 8.49090909090909)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.8008333333333333)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:56.926397,"(6.0, 9.6, 8.549999999999999)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.903529411764706)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.861538461538462)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:58.233662,"(6.0, 9.4, 9.233333333333334)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.993333333333333)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.654545454545454)","(21.0, 90.0, 39.0)"
14-12-2022 13:23:59.410885,"(6.0, 9.4, 9.233333333333334)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.993333333333333)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.654545454545454)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:00.815871,"(6.0, 9.4, 8.8)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.991764705882353)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.6, 5.784615384615385)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:01.928728,"(6.0, 9.4, 8.8)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.35, 2.991764705882353)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.784615384615385)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:03.068899,"(6.0, 9.4, 9.133333333333333)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.976470588235294)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:04.051665,"(6.0, 9.4, 9.133333333333333)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.976470588235294)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:05.055421,"(6.0, 9.4, 9.133333333333333)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.976470588235294)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:06.116247,"(6.0, 9.4, 8.95)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.063157894736842)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:07.262191,"(6.0, 9.4, 8.95)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.7930434782608695)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.095238095238095)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:08.441247,"(6.0, 9.4, 9.166666666666668)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.7930434782608695)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.095238095238095)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:09.617399,"(6.0, 9.4, 9.166666666666668)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:10.765200,"(6.0, 9.4, 9.166666666666668)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:11.924222,"(6.0, 9.4, 8.95)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:13.027171,"(6.0, 9.4, 8.95)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:14.046802,"(6.0, 9.4, 9.166666666666668)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:15.047678,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:16.136637,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:17.309670,"(6.0, 9.8, 8.92)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:18.598028,"(6.0, 9.8, 8.92)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.942857142857143)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:19.834876,"(6.0, 9.8, 8.92)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.025)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:20.925784,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.025)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:21.952415,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.025)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:23.040325,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.025)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:24.168422,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.021176470588235)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.04)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:25.138898,"(6.0, 9.8, 8.92)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.4, 3.021176470588235)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 5.9875)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:26.283549,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 2.9623529411764706)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:27.494884,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.3, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:28.578902,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.9329411764705884)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:29.786147,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.1216666666666666)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:30.961435,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.1216666666666666)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:32.046623,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.1216666666666666)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:33.116691,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 3.1216666666666666)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.1000000000000005)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:34.178907,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.8589473684210525)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.0625)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:35.219756,"(6.0, 9.8, 9.342857142857143)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.8589473684210525)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.0625)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:36.563932,"(6.0, 9.8, 9.342857142857143)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.7930434782608695)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.23125)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:37.536707,"(6.0, 9.8, 9.342857142857143)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.2, 2.7930434782608695)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.24)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:38.572563,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.865)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.166666666666667)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:39.579366,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.785714285714285)","(2.25, 3.25, 2.865)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.166666666666667)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:40.703651,"(6.0, 9.8, 9.22857142857143)","(12.0, 27.0, 25.0)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.0, 8.8, 8.072727272727274)","(3.8, 6.4, 6.166666666666667)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:41.796995,"(6.0, 9.8, 9.22857142857143)","(12.0, 27.0, 25.0)","(2.25, 3.2, 2.822857142857143)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.166666666666667)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:43.018630,"(6.0, 9.8, 9.22857142857143)","(12.0, 27.0, 25.0)","(2.25, 3.2, 2.9266666666666667)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:44.114268,"(6.0, 9.8, 9.066666666666666)","(12.0, 27.0, 25.0)","(2.25, 3.15, 2.9266666666666667)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:45.214081,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.0)","(2.25, 3.1, 2.7752380952380955)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:46.298742,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.0)","(2.25, 3.1, 2.7752380952380955)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.0)"
14-12-2022 13:24:47.394629,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.0)","(2.25, 3.1, 2.7752380952380955)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:48.567734,"(6.0, 9.8, 9.285714285714286)","(12.0, 27.0, 25.0)","(2.25, 3.1, 3.0)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:49.724708,"(6.0, 9.8, 9.171428571428573)","(12.0, 27.0, 25.0)","(2.25, 3.1, 3.0)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:50.795741,"(6.0, 9.8, 9.342857142857143)","(12.0, 26.0, 24.25)","(2.25, 3.05, 2.882608695652174)","(6.0, 9.0, 8.714285714285714)","(7.5, 8.8, 8.072727272727274)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:51.944761,"(6.0, 9.8, 9.342857142857143)","(12.0, 26.0, 24.25)","(2.25, 3.05, 2.8666666666666667)","(6.5, 9.0, 8.714285714285714)","(7.5, 8.8, 7.55)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:53.094058,"(6.0, 9.8, 9.342857142857143)","(12.0, 26.0, 24.25)","(2.25, 3.15, 2.8555555555555556)","(6.5, 9.0, 8.714285714285714)","(7.5, 8.8, 8.326315789473684)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:54.221343,"(6.0, 9.8, 9.342857142857143)","(12.0, 26.0, 24.25)","(2.25, 3.1, 2.8555555555555556)","(6.5, 9.0, 8.714285714285714)","(7.5, 8.8, 8.326315789473684)","(3.9, 6.4, 6.2)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:55.336153,"(6.0, 9.8, 9.171428571428573)","(12.0, 26.0, 24.25)","(2.25, 3.1, 3.0647058823529414)","(6.5, 9.0, 8.714285714285714)","(7.5, 8.8, 8.326315789473684)","(3.9, 6.4, 5.95)","(21.0, 90.0, 39.75)"
14-12-2022 13:24:56.412250,"(6.0, 9.8, 9.4)","(12.0, 26.0, 24.25)","(2.25, 3.25, 3.0)","(6.5, 9.0, 8.714285714285714)","(7.5, 8.8, 8.326315789473684)","(3.9, 6.4, 5.95)","(21.0, 90.0, 39.75)"
