,Rons Brother,Spring Aggie,Chance,Spring Rock,Reggies Brother,Spring Maple
16-12-2022 15:30:47.995002,"(4.8, 5.2, 5.050000000000001)","(7.0, 12.0, 11.2)","(4.0, 4.9, 4.771428571428571)","(5.0, 7.4, 7.288)","(6.5, 8.8, 8.72)","(3.6, 4.3, 4.1482758620689655)"
16-12-2022 15:30:49.804136,"(4.8, 5.2, 5.090909090909091)","(7.0, 12.0, 11.571428571428571)","(4.0, 4.9, 4.737837837837838)","(5.0, 7.6, 7.514285714285714)","(6.5, 8.8, 8.684615384615384)","(3.6, 4.1, 4.04)"
16-12-2022 15:30:50.887178,"(4.2, 5.2, 5.090909090909091)","(7.0, 12.0, 11.571428571428571)","(4.0, 4.9, 4.733333333333333)","(5.0, 7.6, 7.542857142857143)","(6.5, 8.8, 8.684615384615384)","(3.6, 4.1, 4.01)"
16-12-2022 15:30:52.080866,"(4.2, 5.2, 4.970588235294118)","(7.0, 12.0, 11.521739130434783)","(4.0, 4.9, 4.733333333333333)","(5.0, 7.8, 7.542857142857143)","(6.5, 8.8, 8.684615384615384)","(3.6, 4.1, 4.04)"
16-12-2022 15:30:53.281011,"(4.2, 5.2, 4.957142857142857)","(7.0, 12.0, 11.521739130434783)","(4.0, 4.9, 4.733333333333333)","(5.0, 7.8, 7.527272727272727)","(6.5, 8.8, 8.229268292682926)","(3.6, 4.1, 4.01)"
16-12-2022 15:30:55.216831,"(4.2, 5.2, 4.970588235294118)","(7.0, 12.0, 11.521739130434783)","(4.0, 4.9, 4.737837837837838)","(5.0, 7.8, 7.527272727272727)","(6.5, 8.4, 8.177777777777777)","(3.6, 4.1, 4.035714285714286)"
16-12-2022 15:30:56.404041,"(4.2, 5.2, 4.970588235294118)","(7.0, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.0, 7.8, 7.555555555555555)","(6.5, 8.4, 8.145454545454546)","(3.6, 4.1, 4.01)"
16-12-2022 15:30:57.469474,"(4.2, 5.2, 4.966666666666667)","(7.0, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.0, 7.8, 7.555555555555555)","(6.5, 8.4, 8.145454545454546)","(3.6, 4.1, 4.055)"
16-12-2022 15:30:58.447641,"(4.2, 5.1, 5.06)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.5, 7.8, 7.555555555555555)","(6.5, 8.4, 8.145454545454546)","(3.5, 4.1, 4.01)"
16-12-2022 15:30:59.621131,"(4.2, 5.1, 4.98)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.5, 7.8, 7.6)","(6.5, 8.4, 8.145454545454546)","(3.5, 4.1, 4.046774193548387)"
16-12-2022 15:31:00.688936,"(4.2, 5.1, 5.06)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.5, 7.8, 7.613333333333333)","(6.5, 8.4, 8.145454545454546)","(3.5, 4.2, 4.0472222222222225)"
16-12-2022 15:31:01.782273,"(4.2, 5.1, 5.06)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.5, 7.8, 7.613333333333333)","(6.5, 8.4, 8.145454545454546)","(3.5, 4.2, 4.0472222222222225)"
16-12-2022 15:31:03.032050,"(4.2, 5.1, 4.98)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.737837837837838)","(5.5, 7.8, 7.613333333333333)","(6.5, 8.4, 8.142857142857142)","(3.5, 4.2, 4.05)"
16-12-2022 15:31:04.215951,"(4.2, 5.1, 5.074999999999999)","(6.5, 12.0, 11.818181818181818)","(4.0, 4.9, 4.723529411764706)","(5.5, 7.8, 7.72)","(6.5, 8.2, 8.06)","(3.5, 4.2, 4.119230769230769)"
16-12-2022 15:31:05.446600,"(4.2, 5.1, 4.977272727272727)","(6.5, 12.0, 11.5)","(4.0, 4.9, 4.733333333333333)","(5.5, 7.8, 7.72)","(6.5, 8.6, 8.12)","(3.5, 4.2, 4.015384615384615)"
16-12-2022 15:31:06.510466,"(4.2, 5.1, 4.944444444444444)","(6.5, 12.0, 11.0)","(4.0, 4.9, 4.733333333333333)","(5.5, 7.8, 7.72)","(6.5, 8.6, 8.085714285714285)","(3.5, 4.2, 4.017391304347826)"
16-12-2022 15:31:07.508347,"(4.2, 5.1, 4.944444444444444)","(6.5, 12.0, 10.666666666666666)","(4.0, 4.9, 4.733333333333333)","(5.5, 7.8, 7.72)","(6.5, 8.6, 8.085714285714285)","(3.5, 4.2, 4.017391304347826)"
16-12-2022 15:31:08.606492,"(4.2, 5.1, 4.944444444444444)","(6.5, 12.0, 10.666666666666666)","(4.0, 4.9, 4.7064516129032254)","(5.5, 7.8, 7.72)","(6.5, 8.6, 8.18)","(3.5, 4.2, 4.0181818181818185)"
16-12-2022 15:31:09.728428,"(4.2, 5.1, 4.89)","(6.5, 12.0, 11.047619047619047)","(4.0, 4.9, 4.726315789473684)","(5.5, 7.8, 7.957142857142857)","(6.5, 8.6, 8.2)","(3.5, 4.2, 4.02)"
16-12-2022 15:31:10.768635,"(4.2, 5.0, 4.8)","(7.5, 12.0, 11.310344827586206)","(4.0, 4.9, 4.726315789473684)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.02)"
16-12-2022 15:31:11.916062,"(4.2, 5.0, 4.778947368421052)","(7.5, 12.0, 11.266666666666666)","(4.0, 4.9, 4.726315789473684)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.02)"
16-12-2022 15:31:12.946892,"(4.2, 5.0, 4.778947368421052)","(7.5, 12.0, 11.266666666666666)","(4.0, 4.9, 4.726315789473684)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.02)"
16-12-2022 15:31:14.148138,"(4.2, 5.0, 4.8)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.026666666666666)"
16-12-2022 15:31:15.170100,"(4.2, 5.0, 4.8)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.017391304347826)"
16-12-2022 15:31:16.245919,"(4.2, 5.0, 4.8090909090909095)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.017391304347826)"
16-12-2022 15:31:17.351555,"(4.2, 5.0, 4.8090909090909095)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.0, 7.942857142857143)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.019047619047619)"
16-12-2022 15:31:18.632974,"(4.2, 5.0, 4.8090909090909095)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.0, 7.85)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.019047619047619)"
16-12-2022 15:31:19.788419,"(4.2, 5.0, 4.8090909090909095)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.7)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.272727272727273)","(3.4, 4.2, 4.025)"
16-12-2022 15:31:20.745920,"(4.2, 4.9, 4.7444444444444445)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.69375)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.025)"
16-12-2022 15:31:21.784411,"(4.2, 4.9, 4.716666666666667)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.69375)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.022222222222222)"
16-12-2022 15:31:22.848727,"(4.2, 4.9, 4.716666666666667)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.800000000000001)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.022222222222222)"
16-12-2022 15:31:23.757083,"(4.2, 4.9, 4.716666666666667)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.800000000000001)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.022222222222222)"
16-12-2022 15:31:24.762842,"(4.2, 4.9, 4.716666666666667)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.800000000000001)","(5.5, 8.2, 7.85)","(6.5, 8.6, 8.272727272727273)","(3.4, 4.2, 4.036363636363636)"
16-12-2022 15:31:25.818749,"(4.2, 4.9, 4.76)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.797674418604651)","(5.5, 8.2, 7.85)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.036363636363636)"
16-12-2022 15:31:26.830229,"(4.2, 4.9, 4.741176470588235)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.797674418604651)","(5.5, 8.2, 7.85)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.057142857142857)"
16-12-2022 15:31:27.758554,"(4.2, 4.8, 4.723076923076923)","(7.5, 12.0, 11.083333333333334)","(4.0, 4.9, 4.797674418604651)","(5.5, 8.2, 7.85)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.1375)"
16-12-2022 15:31:28.776271,"(4.2, 4.8, 4.7555555555555555)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.797674418604651)","(5.5, 8.2, 7.85)","(6.5, 8.6, 8.2)","(3.4, 4.2, 4.1375)"
16-12-2022 15:31:29.743907,"(4.2, 4.8, 4.77)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.9, 4.797674418604651)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.6, 8.295238095238094)","(3.4, 4.2, 4.225)"
16-12-2022 15:31:30.792263,"(4.2, 4.6, 4.545454545454545)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.7, 4.546153846153846)","(5.5, 8.2, 7.971428571428571)","(6.5, 8.6, 8.413333333333332)","(3.4, 4.3, 4.21875)"
16-12-2022 15:31:31.811610,"(4.2, 4.7, 4.604347826086957)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.7, 4.546153846153846)","(5.5, 8.2, 7.925)","(6.5, 8.6, 8.381818181818183)","(3.4, 4.3, 4.23)"
16-12-2022 15:31:32.845146,"(4.2, 4.7, 4.604347826086957)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.7, 4.546153846153846)","(5.5, 8.2, 7.917647058823529)","(6.5, 8.4, 8.381818181818183)","(3.4, 4.3, 4.23)"
16-12-2022 15:31:33.939803,"(4.2, 4.7, 4.604347826086957)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.7, 4.533333333333333)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.4, 8.381818181818183)","(3.4, 4.3, 4.2727272727272725)"
16-12-2022 15:31:34.994210,"(4.2, 4.7, 4.675)","(7.5, 12.0, 11.38888888888889)","(4.0, 4.7, 4.525)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.4, 8.381818181818183)","(3.4, 4.3, 4.295238095238095)"
16-12-2022 15:31:36.054017,"(4.2, 4.7, 4.67)","(7.5, 12.0, 11.38888888888889)","(4.0, 4.9, 4.71)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.4, 8.375)","(3.4, 4.4, 4.292307692307692)"
16-12-2022 15:31:36.905851,"(4.2, 4.7, 4.533333333333333)","(7.5, 12.0, 11.38888888888889)","(4.0, 4.8, 4.71)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.4, 8.375)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:31:37.823283,"(4.2, 4.7, 4.5636363636363635)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.8, 4.54)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.4, 8.375)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:31:38.779194,"(4.2, 4.7, 4.5636363636363635)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.8, 4.591304347826087)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.4, 8.4)","(3.4, 4.4, 4.303030303030304)"
16-12-2022 15:31:39.713856,"(4.2, 4.6, 4.566666666666666)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.8, 4.533333333333333)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.8, 8.4)","(3.4, 4.4, 4.330769230769231)"
16-12-2022 15:31:40.572225,"(4.2, 4.6, 4.5)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.8, 4.5285714285714285)","(5.5, 8.2, 7.8999999999999995)","(6.5, 8.8, 8.4)","(3.5, 4.4, 4.330769230769231)"
16-12-2022 15:31:41.501797,"(4.2, 4.6, 4.511111111111111)","(7.5, 12.0, 11.153846153846153)","(4.0, 4.8, 4.5285714285714285)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.8, 8.4)","(3.5, 4.4, 4.337931034482759)"
16-12-2022 15:31:42.428598,"(4.2, 4.6, 4.581818181818181)","(7.5, 12.0, 11.5)","(4.0, 4.8, 4.552173913043478)","(5.5, 8.2, 7.942857142857142)","(6.5, 8.8, 8.4)","(3.5, 4.4, 4.337931034482759)"
16-12-2022 15:31:43.358439,"(4.0, 4.6, 4.581818181818181)","(7.5, 12.5, 11.681818181818182)","(4.0, 4.8, 4.5285714285714285)","(6.0, 8.2, 8.049999999999999)","(7.0, 8.8, 8.4)","(3.5, 4.4, 4.337931034482759)"
16-12-2022 15:31:44.301306,"(4.0, 4.6, 4.581818181818181)","(7.5, 12.5, 11.833333333333334)","(4.0, 4.8, 4.5285714285714285)","(6.0, 8.0, 7.8769230769230765)","(7.0, 8.8, 8.4)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:45.235521,"(4.0, 4.6, 4.581818181818181)","(7.5, 12.0, 11.863636363636363)","(4.0, 4.8, 4.61)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.555555555555555)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:46.163833,"(4.0, 4.6, 4.5)","(7.5, 12.0, 11.25)","(4.0, 4.8, 4.6034482758620685)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.555555555555555)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:47.078441,"(4.0, 4.6, 4.455555555555556)","(7.5, 12.0, 11.25)","(4.0, 4.8, 4.6034482758620685)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.566666666666666)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:48.011679,"(4.0, 4.7, 4.5285714285714285)","(7.5, 12.0, 11.214285714285714)","(4.0, 4.8, 4.6034482758620685)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.566666666666666)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:48.971269,"(4.0, 4.7, 4.525)","(7.5, 12.0, 11.214285714285714)","(4.0, 4.8, 4.6034482758620685)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.566666666666666)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:49.886221,"(4.0, 4.7, 4.525)","(7.5, 12.0, 11.214285714285714)","(4.0, 4.8, 4.6034482758620685)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:50.772525,"(4.0, 4.7, 4.5344827586206895)","(7.5, 11.5, 11.076923076923077)","(4.0, 4.7, 4.6066666666666665)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:51.720857,"(4.0, 4.7, 4.569230769230769)","(7.5, 11.5, 11.092592592592592)","(4.0, 4.7, 4.588888888888889)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:52.666899,"(4.0, 4.7, 4.569230769230769)","(7.5, 11.5, 11.133333333333333)","(4.0, 4.7, 4.588888888888889)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:53.551239,"(4.0, 4.7, 4.569230769230769)","(7.5, 11.5, 11.133333333333333)","(4.0, 4.7, 4.588888888888889)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:54.407116,"(4.0, 4.7, 4.569230769230769)","(7.5, 11.5, 11.185714285714285)","(4.0, 4.7, 4.588888888888889)","(6.0, 8.0, 7.84)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:55.286400,"(4.0, 4.7, 4.530769230769231)","(7.5, 11.5, 11.391891891891891)","(4.0, 4.7, 4.535294117647059)","(6.0, 8.0, 7.957894736842105)","(7.0, 8.6, 8.573333333333332)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:56.144891,"(4.0, 4.6, 4.523809523809524)","(7.5, 11.5, 11.391891891891891)","(4.0, 4.7, 4.517391304347826)","(6.0, 8.2, 8.0)","(7.0, 8.8, 8.48)","(3.5, 4.4, 4.36)"
16-12-2022 15:31:57.040493,"(4.0, 4.6, 4.569999999999999)","(7.5, 11.5, 11.294117647058824)","(4.0, 4.7, 4.594736842105263)","(6.0, 7.6, 6.845714285714285)","(7.0, 9.2, 8.88)","(3.5, 4.4, 4.38)"
16-12-2022 15:31:57.920934,"(4.0, 4.6, 4.558064516129032)","(7.5, 11.5, 11.416666666666666)","(4.0, 4.7, 4.591428571428572)","(6.0, 7.4, 7.325)","(7.0, 9.6, 9.666666666666668)","(3.5, 4.5, 4.448148148148148)"
16-12-2022 15:31:58.798875,"(4.0, 4.6, 4.558064516129032)","(7.5, 11.5, 11.347826086956522)","(4.0, 4.7, 4.584848484848485)","(6.0, 7.0, 6.98)","(7.0, 9.8, 9.266666666666667)","(3.5, 4.5, 4.473913043478261)"
16-12-2022 15:31:59.667210,"(4.0, 4.6, 4.530232558139534)","(7.5, 12.0, 11.75)","(4.0, 4.7, 4.591428571428572)","(6.0, 7.2, 7.076923076923077)","(7.0, 9.8, 9.266666666666667)","(3.5, 4.5, 4.445454545454545)"
16-12-2022 15:32:00.583149,"(4.0, 4.6, 4.510204081632653)","(7.5, 12.5, 12.26923076923077)","(4.0, 4.7, 4.58125)","(6.0, 7.2, 6.953846153846154)","(7.0, 9.4, 9.32)","(3.5, 4.5, 4.445454545454545)"
16-12-2022 15:32:01.499233,"(4.0, 4.6, 4.510204081632653)","(7.5, 12.5, 12.142857142857142)","(4.0, 4.7, 4.568965517241379)","(6.0, 7.2, 7.0)","(7.0, 9.4, 9.188235294117646)","(3.5, 4.5, 4.445454545454545)"
16-12-2022 15:32:02.371062,"(4.0, 4.6, 4.510204081632653)","(7.5, 12.5, 12.282608695652174)","(4.0, 4.7, 4.568965517241379)","(6.0, 7.2, 6.937931034482759)","(7.0, 9.8, 9.366666666666667)","(3.5, 4.5, 4.42972972972973)"
16-12-2022 15:32:03.313876,"(4.0, 4.6, 4.510204081632653)","(7.5, 12.5, 12.25)","(4.0, 4.7, 4.568965517241379)","(6.0, 7.2, 6.937931034482759)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:04.272732,"(4.0, 4.6, 4.503703703703704)","(7.5, 12.5, 12.0625)","(4.0, 4.7, 4.568965517241379)","(6.0, 7.2, 6.993548387096774)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:05.166645,"(3.9, 4.6, 4.503703703703704)","(7.5, 12.5, 12.125)","(4.0, 4.7, 4.568965517241379)","(6.0, 7.2, 6.993548387096774)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:06.068241,"(3.9, 4.6, 4.483636363636363)","(7.5, 12.5, 12.0625)","(4.0, 4.7, 4.541666666666667)","(6.0, 7.2, 6.9714285714285715)","(7.0, 9.4, 9.36923076923077)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:07.024703,"(3.9, 4.6, 4.483636363636363)","(7.5, 12.5, 12.25)","(4.0, 4.7, 4.541666666666667)","(6.0, 7.2, 6.9714285714285715)","(7.0, 9.8, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:07.944307,"(3.9, 4.6, 4.483636363636363)","(7.5, 12.5, 12.25)","(4.0, 4.7, 4.541666666666667)","(6.0, 7.2, 6.9714285714285715)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:08.802133,"(3.9, 4.6, 4.475409836065574)","(7.5, 12.5, 12.261904761904763)","(4.0, 4.7, 4.564285714285714)","(6.0, 7.2, 6.9714285714285715)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:09.692409,"(3.9, 4.6, 4.475409836065574)","(7.5, 12.5, 12.03125)","(4.0, 4.7, 4.564285714285714)","(6.0, 7.2, 7.0)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.435)"
16-12-2022 15:32:10.637975,"(3.9, 4.6, 4.475409836065574)","(7.5, 12.5, 12.016129032258064)","(4.0, 4.7, 4.526470588235294)","(6.0, 7.2, 7.060869565217391)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.411111111111111)"
16-12-2022 15:32:11.549097,"(3.9, 4.6, 4.464285714285714)","(7.5, 12.5, 12.03125)","(4.0, 4.6, 4.563265306122449)","(6.0, 7.2, 7.060869565217391)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.421951219512195)"
16-12-2022 15:32:12.407693,"(3.9, 4.6, 4.464285714285714)","(7.5, 12.5, 12.03125)","(4.0, 4.6, 4.548148148148148)","(6.0, 7.4, 7.2)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.411111111111111)"
16-12-2022 15:32:13.335702,"(3.9, 4.6, 4.464285714285714)","(7.5, 12.5, 12.03125)","(4.0, 4.6, 4.535593220338983)","(6.0, 7.4, 7.188235294117647)","(7.0, 9.4, 9.363636363636363)","(3.5, 4.5, 4.411111111111111)"
16-12-2022 15:32:14.276494,"(3.9, 4.6, 4.464285714285714)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.545454545454545)","(6.0, 7.2, 7.237037037037037)","(7.0, 9.4, 9.294736842105264)","(3.5, 4.5, 4.404)"
16-12-2022 15:32:15.161502,"(3.9, 4.6, 4.464285714285714)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.548275862068965)","(6.0, 7.4, 7.253333333333334)","(7.0, 9.4, 9.294736842105264)","(3.5, 4.5, 4.415555555555556)"
16-12-2022 15:32:16.053171,"(3.9, 4.5, 4.430769230769231)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.531818181818181)","(6.0, 7.4, 7.312)","(7.0, 9.4, 9.294736842105264)","(3.5, 4.5, 4.397872340425532)"
16-12-2022 15:32:16.983308,"(3.9, 4.4, 4.380769230769231)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.53)","(6.0, 7.6, 7.418644067796611)","(7.0, 9.4, 9.304761904761905)","(3.5, 4.5, 4.416666666666667)"
16-12-2022 15:32:17.899163,"(3.9, 4.5, 4.382926829268293)","(7.5, 12.5, 11.970588235294118)","(4.0, 4.6, 4.53)","(6.0, 7.6, 7.419130434782609)","(7.0, 9.4, 9.193103448275862)","(3.5, 4.5, 4.416666666666667)"
16-12-2022 15:32:18.770601,"(3.9, 4.5, 4.385714285714285)","(7.5, 12.5, 11.970588235294118)","(4.0, 4.6, 4.53)","(6.0, 7.6, 7.419130434782609)","(7.0, 9.4, 9.193103448275862)","(3.5, 4.5, 4.416666666666667)"
16-12-2022 15:32:19.689915,"(3.9, 4.5, 4.404347826086957)","(7.5, 12.5, 11.970588235294118)","(4.0, 4.6, 4.536842105263157)","(6.0, 7.6, 7.46530612244898)","(7.0, 9.4, 9.186666666666667)","(3.5, 4.3, 4.227624309392265)"
16-12-2022 15:32:20.643580,"(3.9, 4.5, 4.415384615384616)","(7.5, 12.5, 11.970588235294118)","(4.0, 4.6, 4.5874999999999995)","(6.0, 8.0, 7.815384615384615)","(7.0, 9.4, 9.186666666666667)","(3.5, 4.3, 4.227624309392265)"
16-12-2022 15:32:21.521600,"(3.9, 4.5, 4.412)","(7.5, 12.5, 11.970588235294118)","(4.0, 4.6, 4.538461538461538)","(6.0, 8.0, 7.857142857142857)","(7.0, 9.4, 9.186666666666667)","(3.5, 4.3, 4.1257142857142854)"
16-12-2022 15:32:22.380163,"(3.9, 4.5, 4.412)","(7.5, 12.5, 11.985714285714286)","(4.0, 4.6, 4.5636363636363635)","(6.0, 8.0, 7.845454545454546)","(7.0, 9.4, 9.2)","(3.5, 4.2, 4.169047619047619)"
16-12-2022 15:32:23.334172,"(3.9, 4.5, 4.412)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.583333333333333)","(6.0, 8.0, 7.841860465116279)","(7.0, 9.4, 9.2)","(3.5, 4.2, 4.1380952380952385)"
16-12-2022 15:32:24.245256,"(3.9, 4.6, 4.520833333333333)","(7.5, 12.5, 12.015151515151516)","(4.0, 4.6, 4.595652173913043)","(6.0, 8.0, 7.841860465116279)","(7.0, 9.4, 9.2)","(3.5, 4.2, 4.134177215189873)"
16-12-2022 15:32:25.125682,"(3.9, 4.6, 4.529411764705882)","(7.5, 12.5, 12.015151515151516)","(4.0, 4.6, 4.595652173913043)","(6.0, 8.0, 7.963636363636364)","(7.0, 9.4, 9.2)","(3.5, 4.2, 4.138823529411765)"
16-12-2022 15:32:26.010385,"(3.9, 4.5, 4.473684210526316)","(7.5, 12.5, 12.015151515151516)","(4.0, 4.6, 4.569811320754717)","(6.0, 8.0, 7.9)","(7.0, 9.4, 9.206451612903226)","(3.5, 4.2, 4.138144329896908)"
16-12-2022 15:32:26.976236,"(3.9, 4.5, 4.458620689655173)","(7.5, 12.5, 12.015151515151516)","(4.0, 4.6, 4.525)","(6.0, 8.0, 7.96)","(7.0, 9.4, 9.206451612903226)","(3.5, 4.2, 4.255775577557756)"
16-12-2022 15:32:27.867372,"(3.9, 4.5, 4.463636363636364)","(7.5, 12.5, 12.066666666666666)","(4.0, 4.6, 4.525)","(6.0, 8.0, 7.96)","(7.0, 9.4, 9.206451612903226)","(3.5, 4.3, 4.255775577557756)"
16-12-2022 15:32:28.758729,"(3.9, 4.5, 4.415)","(7.5, 12.5, 12.117647058823529)","(4.0, 4.6, 4.511111111111111)","(6.0, 8.0, 7.9411764705882355)","(7.0, 9.4, 9.2)","(3.5, 4.3, 4.261146496815287)"
16-12-2022 15:32:29.674473,"(3.9, 4.5, 4.434782608695652)","(8.5, 12.5, 12.125)","(4.0, 4.6, 4.511111111111111)","(6.0, 8.0, 7.95)","(7.5, 9.4, 9.2)","(3.6, 4.3, 4.269366197183099)"
16-12-2022 15:32:30.596719,"(3.9, 4.5, 4.434782608695652)","(8.5, 12.5, 12.125)","(4.0, 4.6, 4.511111111111111)","(6.0, 8.0, 7.92)","(7.5, 9.4, 9.2)","(3.6, 4.3, 4.35)"
16-12-2022 15:32:31.461846,"(3.9, 4.5, 4.396296296296296)","(8.5, 12.5, 12.107142857142858)","(4.0, 4.6, 4.520879120879121)","(6.0, 8.0, 7.9)","(7.5, 9.4, 9.2)","(3.6, 4.4, 4.390243902439025)"
16-12-2022 15:32:32.349007,"(3.9, 4.5, 4.398360655737704)","(8.5, 12.5, 12.107142857142858)","(4.0, 4.6, 4.520879120879121)","(6.0, 7.8, 7.6952380952380945)","(7.5, 9.4, 9.186666666666667)","(3.6, 4.4, 4.390243902439025)"
