,Mr Kennedy,Super Freds,Blue Canasta,Headstart,Separatist,Maudeville,All I Care About,First Class Molley,Light Press
07-01-2023 13:17:53.102739,"(6.0, 8.4, 8.0)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.666666666666668)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.123529411764706)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:17:54.253031,"(6.0, 8.4, 8.0)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.666666666666668)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.123529411764706)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:17:55.659643,"(6.0, 8.4, 8.0)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.666666666666668)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.123529411764706)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:17:56.890818,"(6.0, 8.4, 8.0)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.666666666666668)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.123529411764706)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:17:58.108875,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.666666666666668)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.123529411764706)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:17:59.442934,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.3, 3.138888888888889)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.534782608695652)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:00.780119,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.25, 3.1900000000000004)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:02.238580,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:03.600332,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:04.837766,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:06.057623,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:07.282718,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:08.530789,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:09.817248,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:11.138132,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:12.425171,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:13.721845,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:15.033440,"(6.0, 8.4, 8.181818181818182)","(5.0, 7.2, 7.04)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:16.291856,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.384615384615385)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:17.535913,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.384615384615385)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:18.842382,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.384615384615385)","(17.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 8.733333333333333)"
07-01-2023 13:18:20.156548,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.384615384615385)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.4)"
07-01-2023 13:18:21.448502,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.4)"
07-01-2023 13:18:22.681615,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.2)"
07-01-2023 13:18:24.063289,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 142.5)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.2)"
07-01-2023 13:18:25.690633,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.2)"
07-01-2023 13:18:27.007521,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.2)"
07-01-2023 13:18:28.422430,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(18.0, 26.0, 25.375)","(2.7, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.2)"
07-01-2023 13:18:29.709585,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 26.0, 25.375)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.8, 9.1)"
07-01-2023 13:18:30.980189,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.6, 9.1)"
07-01-2023 13:18:32.236326,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.6, 9.1)"
07-01-2023 13:18:33.570099,"(6.0, 8.4, 8.181818181818182)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 123.33333333333334)","(26.0, 55.0, 44.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.6, 9.1)"
07-01-2023 13:18:34.935458,"(6.0, 8.4, 8.366292134831461)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 154.0)","(26.0, 55.0, 46.8)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.6, 9.0)"
07-01-2023 13:18:36.258160,"(6.0, 8.4, 8.366292134831461)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 154.0)","(26.0, 50.0, 46.8)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.4, 9.0)"
07-01-2023 13:18:37.518398,"(6.0, 8.4, 8.366292134831461)","(5.0, 6.8, 6.53)","(19.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 154.0)","(26.0, 50.0, 46.8)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.4, 9.0)"
07-01-2023 13:18:38.863174,"(6.0, 8.4, 8.366292134831461)","(5.0, 6.8, 6.53)","(18.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1941176470588237)","(81.0, 200.0, 148.0)","(26.0, 50.0, 46.8)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.4, 9.0)"
07-01-2023 13:18:40.147041,"(6.0, 8.4, 8.366292134831461)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 24.5)","(2.6, 3.2, 3.1953488372093024)","(81.0, 190.0, 148.0)","(26.0, 50.0, 45.333333333333336)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.4, 8.666666666666666)"
07-01-2023 13:18:41.437217,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.8)","(2.6, 3.2, 3.1966666666666668)","(81.0, 190.0, 155.0)","(26.0, 50.0, 46.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.0, 8.657142857142857)"
07-01-2023 13:18:42.637414,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.8)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 155.0)","(26.0, 50.0, 46.5)","(4.6, 5.6, 5.544444444444444)","(7.0, 9.0, 8.657142857142857)"
07-01-2023 13:18:43.794303,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.0)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 148.33333333333334)","(26.0, 50.0, 46.5)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.657142857142857)"
07-01-2023 13:18:45.028134,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.0)","(2.6, 3.2, 3.1964912280701756)","(81.0, 180.0, 148.33333333333334)","(26.0, 50.0, 46.5)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.657142857142857)"
07-01-2023 13:18:46.264090,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.0)","(2.6, 3.2, 3.1964912280701756)","(81.0, 180.0, 143.33333333333334)","(26.0, 50.0, 47.66666666666667)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.653333333333332)"
07-01-2023 13:18:47.548641,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 25.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 170.0, 140.0)","(26.0, 50.0, 47.66666666666667)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.9)"
07-01-2023 13:18:48.831208,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 50.0, 47.66666666666667)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.9)"
07-01-2023 13:18:50.134162,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 50.0, 44.57142857142857)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:51.425912,"(6.0, 8.2, 8.028571428571428)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 48.0, 43.2)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:52.677041,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 48.0, 41.14285714285714)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:53.872324,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 48.0, 41.14285714285714)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:54.977877,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(19.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 48.0, 45.0)","(4.6, 5.6, 5.542307692307692)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:56.176946,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(18.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 140.0)","(26.0, 48.0, 45.0)","(4.6, 5.6, 5.387499999999999)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:57.403852,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(18.0, 27.0, 23.25)","(2.6, 3.2, 3.1964912280701756)","(81.0, 190.0, 162.5)","(26.0, 48.0, 45.0)","(4.6, 5.6, 5.387499999999999)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:18:58.692963,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(18.0, 27.0, 23.25)","(2.6, 3.2, 3.1962962962962966)","(81.0, 190.0, 122.85714285714286)","(26.0, 48.0, 45.0)","(4.6, 5.6, 5.387499999999999)","(7.0, 9.0, 8.306666666666667)"
07-01-2023 13:19:00.021156,"(6.0, 8.4, 7.8352941176470585)","(5.0, 6.8, 6.384615384615385)","(18.0, 30.0, 29.0)","(18.0, 27.0, 24.0)","(2.6, 3.2, 3.19375)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 45.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:01.476742,"(6.0, 8.4, 7.885714285714285)","(5.0, 6.8, 6.3)","(18.0, 30.0, 29.0)","(18.0, 27.0, 24.0)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:02.920622,"(6.0, 8.4, 7.885714285714285)","(5.0, 6.6, 6.3)","(18.0, 30.0, 28.235294117647058)","(18.0, 27.0, 24.0)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:04.381589,"(6.0, 8.4, 7.885714285714285)","(5.0, 6.6, 6.461538461538462)","(18.0, 32.0, 28.235294117647058)","(18.0, 27.0, 24.0)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:05.779795,"(6.0, 8.4, 7.885714285714285)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 28.235294117647058)","(18.0, 27.0, 24.0)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:07.271107,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:08.548361,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 120.0)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:09.777684,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 120.0)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:11.003371,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 120.0)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:12.309571,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 120.0)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:13.568917,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:14.824145,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 122.85714285714286)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:16.082426,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:17.394294,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.196825396825397)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:18.830527,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:20.298443,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:21.686873,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.4)","(7.0, 9.0, 8.346666666666668)"
07-01-2023 13:19:23.027696,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 8.4, 8.909090909090908)"
07-01-2023 13:19:24.302901,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 26.57142857142857)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:25.578500,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 27.0, 25.5)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.48)"
07-01-2023 13:19:26.801300,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 26.0, 25.5)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.54782608695652)"
07-01-2023 13:19:28.018201,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 26.0, 25.5)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.54782608695652)"
07-01-2023 13:19:29.173192,"(6.0, 8.4, 8.225)","(5.0, 6.6, 6.3999999999999995)","(18.0, 32.0, 30.153846153846153)","(18.0, 26.0, 25.5)","(2.6, 3.2, 3.1963636363636363)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.54782608695652)"
07-01-2023 13:19:30.362523,"(6.0, 8.4, 8.225)","(5.0, 6.4, 6.133333333333334)","(18.0, 32.0, 30.153846153846153)","(18.0, 26.0, 25.5)","(2.6, 3.2, 3.19672131147541)","(81.0, 130.0, 107.5)","(26.0, 48.0, 42.0)","(4.6, 5.6, 5.26)","(7.0, 9.0, 8.54782608695652)"
