,Water Into Wine,Fire Glo Too,Young Hostess,Thats Incranibull,Max Mercury,Hard Squeeze,Maid Of Iron,Dodgy One,Peppino
11-01-2023 16:15:20.024548,"(21.0, 32.0, 29.647058823529413)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.6426877470355725)","(3.3, 3.8, 3.7647686832740215)","(7.0, 8.2, 8.084545454545454)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:21.304537,"(21.0, 32.0, 29.647058823529413)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:22.550507,"(21.0, 32.0, 29.647058823529413)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:23.762068,"(21.0, 32.0, 29.647058823529413)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:24.978867,"(21.0, 32.0, 30.095238095238095)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:26.196217,"(21.0, 32.0, 30.095238095238095)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:27.363705,"(21.0, 32.0, 29.647058823529413)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.945848375451263)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:28.538784,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.635199999999999)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.027450980392157)","(14.0, 16.0, 15.85)","(51.0, 120.0, 96.66666666666667)"
11-01-2023 16:15:29.728354,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.635199999999999)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.02625)","(14.0, 16.0, 15.85)","(51.0, 120.0, 93.33333333333333)"
11-01-2023 16:15:30.913261,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.635199999999999)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 8.012162162162163)","(14.0, 16.0, 15.829545454545455)","(51.0, 110.0, 102.5)"
11-01-2023 16:15:32.048551,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.777777777777779)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.2, 7.997442455242966)","(14.0, 16.0, 15.842857142857143)","(51.0, 120.0, 108.33333333333333)"
11-01-2023 16:15:33.209987,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.923076923076923)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.636213991769547)","(3.3, 3.8, 3.7682692307692305)","(7.0, 8.0, 7.997442455242966)","(14.0, 16.0, 15.842857142857143)","(51.0, 120.0, 103.0)"
11-01-2023 16:15:34.413674,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.923076923076923)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.7685667752442997)","(7.0, 8.0, 7.993)","(14.0, 16.0, 15.485185185185186)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:35.655046,"(21.0, 32.0, 29.0)","(4.6, 5.3, 5.264705882352941)","(10.0, 15.0, 14.828358208955224)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.7716730038022814)","(7.0, 8.0, 7.987378640776699)","(14.0, 15.5, 15.810344827586206)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:36.900141,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.144186046511628)","(10.0, 15.5, 15.14)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.7716730038022814)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.810344827586206)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:38.214523,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.144186046511628)","(10.0, 15.5, 15.14)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.767400881057269)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.810344827586206)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:39.385060,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.14)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.767400881057269)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.810344827586206)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:40.545699,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.11111111111111)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.6451361867704275)","(3.3, 3.8, 3.767400881057269)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.939068100358423)","(51.0, 130.0, 103.0)"
11-01-2023 16:15:41.687803,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.22)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.766237113402062)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.939068100358423)","(51.0, 130.0, 87.5)"
11-01-2023 16:15:42.884154,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.261904761904763)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.766237113402062)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.939068100358423)","(51.0, 95.0, 84.28571428571429)"
11-01-2023 16:15:44.042962,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.261904761904763)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.766237113402062)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.65625)","(51.0, 95.0, 83.0)"
11-01-2023 16:15:45.161814,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7639097744360903)","(7.0, 8.0, 7.987378640776699)","(14.0, 16.0, 15.65625)","(51.0, 95.0, 87.5)"
11-01-2023 16:15:46.342392,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.13333333333333)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7639097744360903)","(7.0, 8.0, 7.994949494949495)","(14.0, 16.0, 15.65625)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:47.509040,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7626535626535627)","(7.0, 8.0, 8.098646034816246)","(14.0, 16.0, 15.65625)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:48.760947,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7626535626535627)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.65625)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:50.056031,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7526859504132233)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.956204379562044)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:51.368829,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7526859504132233)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.956204379562044)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:52.629586,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7548387096774194)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.956204379562044)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:53.877670,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7548387096774194)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.939068100358423)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:55.059049,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7336856010568034)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.939068100358423)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:56.235205,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.151818181818181)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7336856010568034)","(7.0, 8.2, 8.098069498069497)","(14.0, 16.0, 15.939068100358423)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:57.424314,"(21.0, 30.0, 28.0)","(4.6, 5.2, 5.199130434782608)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7336856010568034)","(7.0, 8.2, 8.113184584178498)","(14.0, 16.0, 15.842592592592592)","(51.0, 95.0, 86.11111111111111)"
11-01-2023 16:15:58.578381,"(21.0, 30.0, 28.666666666666668)","(4.6, 5.3, 5.217142857142857)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.7336856010568034)","(7.0, 8.2, 8.113184584178498)","(14.0, 16.0, 15.842592592592592)","(51.0, 95.0, 87.0)"
11-01-2023 16:15:59.740642,"(21.0, 30.0, 28.666666666666668)","(4.6, 5.3, 5.201639344262295)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.552631578947368)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:00.851160,"(21.0, 30.0, 28.666666666666668)","(4.6, 5.3, 5.201639344262295)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.552631578947368)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:01.945574,"(21.0, 30.0, 28.666666666666668)","(4.6, 5.3, 5.201639344262295)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.552631578947368)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:03.186192,"(21.0, 30.0, 28.829268292682926)","(4.6, 5.3, 5.201639344262295)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.576923076923077)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:04.394124,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.576923076923077)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:05.559810,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.576923076923077)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:06.715856,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.93840579710145)","(51.0, 95.0, 87.0)"
11-01-2023 16:16:07.827670,"(21.0, 30.0, 29.272727272727273)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.93840579710145)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:09.021709,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.46551724137931)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.93840579710145)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:10.231433,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.93840579710145)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:11.400780,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.93840579710145)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:12.615702,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.659363957597173)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 8.112830957230141)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:13.936764,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.668852459016393)","(3.3, 3.8, 3.732797858099063)","(7.0, 8.2, 7.989162561576355)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:15.251373,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.668852459016393)","(3.3, 3.8, 3.7344101123595506)","(7.0, 8.0, 7.984615384615385)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:16.566400,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.668852459016393)","(3.3, 3.8, 3.7344101123595506)","(7.0, 8.0, 7.984615384615385)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:17.863212,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.668852459016393)","(3.3, 3.8, 3.7344101123595506)","(7.0, 8.0, 7.984615384615385)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 85.9090909090909)"
11-01-2023 16:16:19.157171,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.1977142857142855)","(10.0, 15.5, 15.367647058823529)","(31.0, 42.0, 40.6)","(4.0, 4.8, 4.668852459016393)","(3.3, 3.8, 3.741843088418431)","(7.0, 8.0, 7.984615384615385)","(14.0, 16.0, 15.863636363636363)","(51.0, 95.0, 87.85714285714286)"
11-01-2023 16:16:20.522482,"(21.0, 30.0, 29.586206896551722)","(4.6, 5.2, 5.254098360655737)","(11.0, 15.5, 15.441558441558442)","(31.0, 42.0, 42.11764705882353)","(4.0, 4.8, 4.712790697674419)","(3.3, 3.8, 3.7532064128256515)","(7.0, 8.0, 7.9810623556581985)","(14.0, 16.0, 15.856589147286822)","(51.0, 90.0, 88.0)"
11-01-2023 16:16:21.745542,"(21.0, 30.0, 29.666666666666668)","(4.6, 5.3, 5.1917968750000005)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 42.11764705882353)","(4.0, 4.8, 4.712790697674419)","(3.3, 3.8, 3.7532064128256515)","(7.0, 8.0, 7.992156862745098)","(14.0, 16.0, 15.856589147286822)","(51.0, 90.0, 88.0)"
11-01-2023 16:16:22.853463,"(21.0, 30.0, 29.666666666666668)","(4.6, 5.2, 5.1917968750000005)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 42.11764705882353)","(4.0, 4.8, 4.712790697674419)","(3.3, 3.8, 3.7532064128256515)","(7.0, 8.0, 7.992156862745098)","(14.0, 16.0, 15.856589147286822)","(51.0, 90.0, 88.0)"
11-01-2023 16:16:23.976998,"(21.0, 30.0, 29.666666666666668)","(4.6, 5.2, 5.1917968750000005)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.70625)","(3.3, 3.8, 3.741843088418431)","(7.0, 8.0, 7.996428571428572)","(14.0, 16.0, 15.721311475409836)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:25.212991,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.70625)","(3.3, 3.8, 3.741843088418431)","(7.0, 8.0, 7.996428571428572)","(14.0, 16.0, 15.721311475409836)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:26.523612,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.70625)","(3.3, 3.8, 3.7452830188679247)","(7.0, 8.0, 8.11687242798354)","(14.0, 16.0, 15.653061224489797)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:27.698610,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.70625)","(3.3, 3.75, 3.743298969072165)","(7.0, 8.2, 8.116221765913757)","(14.0, 16.0, 15.866666666666667)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:28.936956,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.441558441558442)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.70625)","(3.3, 3.75, 3.743298969072165)","(7.0, 8.2, 8.116221765913757)","(14.0, 16.0, 15.866666666666667)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:30.153102,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.47887323943662)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.719354838709678)","(3.3, 3.75, 3.743298969072165)","(7.0, 8.2, 8.074193548387097)","(14.0, 16.0, 14.28125)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:31.306720,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.1890625)","(11.0, 15.5, 15.47887323943662)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.740897755610973)","(7.0, 8.2, 8.070512820512821)","(14.0, 14.5, 14.31578947368421)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:32.507557,"(21.0, 30.0, 29.529411764705884)","(4.6, 5.2, 5.190789473684211)","(11.0, 15.5, 15.483333333333333)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496969696969695)","(7.0, 8.2, 8.070588235294117)","(14.0, 14.5, 14.235294117647058)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:33.784100,"(21.0, 30.0, 29.11111111111111)","(4.6, 5.2, 5.190789473684211)","(11.0, 15.5, 15.483333333333333)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496969696969695)","(7.0, 8.2, 8.070588235294117)","(14.0, 14.5, 14.25)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:35.056889,"(21.0, 30.0, 29.11111111111111)","(4.6, 5.2, 5.190789473684211)","(11.0, 15.5, 15.483333333333333)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496969696969695)","(7.0, 8.2, 8.060759493670886)","(14.0, 14.5, 14.25)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:36.314021,"(21.0, 30.0, 29.11111111111111)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.49390243902439)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496969696969695)","(7.0, 8.2, 8.088888888888889)","(14.0, 14.5, 14.431372549019608)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:37.554989,"(21.0, 30.0, 28.76923076923077)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496875)","(7.0, 8.2, 8.134351145038167)","(14.0, 15.0, 14.744897959183673)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:38.672420,"(21.0, 30.0, 28.76923076923077)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7496875)","(7.0, 8.2, 8.134351145038167)","(14.0, 15.0, 14.744897959183673)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:39.778038,"(21.0, 30.0, 28.76923076923077)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.10414201183432)","(14.0, 15.0, 14.715909090909092)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:40.966107,"(21.0, 30.0, 28.76923076923077)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.10414201183432)","(14.0, 15.0, 14.715909090909092)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:42.124105,"(21.0, 30.0, 28.76923076923077)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.136434108527132)","(14.0, 15.0, 14.333333333333334)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:43.299787,"(21.0, 30.0, 28.625)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.136434108527132)","(14.0, 14.5, 14.60377358490566)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:44.443304,"(21.0, 30.0, 28.625)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.136434108527132)","(14.0, 15.0, 14.60377358490566)","(51.0, 90.0, 86.66666666666667)"
11-01-2023 16:16:45.635155,"(21.0, 30.0, 28.625)","(4.6, 5.2, 5.18771186440678)","(11.0, 15.5, 15.494444444444444)","(31.0, 44.0, 41.714285714285715)","(4.0, 4.8, 4.715254237288136)","(3.3, 3.75, 3.7472222222222222)","(7.0, 8.2, 8.136434108527132)","(14.0, 15.0, 14.60377358490566)","(51.0, 90.0, 86.66666666666667)"
