,Rock Around,Tabra,Lady Pebbles,Cash Em In Shannon,Marni White,Shannons Shadow,Our Roys Dream,My Kinda Justus,Sir Macador Nz,Montana Nights
10-01-2023 17:04:31.072120,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.727272727272727)","(51.0, 70.0, 64.5)","(1.8, 2.32, 2.190434782608696)","(11.0, 22.0, 17.25)","(15.0, 19.0, 18.047619047619047)","(16.0, 21.0, 19.571428571428573)","(4.8, 5.6, 5.325)","(9.0, 99999, 99990)","(81.0, 200.0, 150.0)"
10-01-2023 17:04:32.719007,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.4)","(51.0, 70.0, 64.5)","(1.8, 2.26, 2.205714285714286)","(11.0, 20.0, 18.77777777777778)","(15.0, 19.0, 18.166666666666668)","(16.0, 21.0, 20.03846153846154)","(4.8, 5.6, 5.325)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:34.123022,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.4)","(51.0, 70.0, 64.5)","(1.8, 2.24, 2.205714285714286)","(11.0, 20.0, 17.0)","(15.0, 19.0, 18.166666666666668)","(16.0, 21.0, 19.571428571428573)","(4.8, 5.6, 5.325)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:35.542989,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.4)","(51.0, 70.0, 64.5)","(1.8, 2.24, 2.205714285714286)","(11.0, 19.5, 17.0)","(15.0, 19.0, 17.75)","(16.0, 21.0, 19.571428571428573)","(4.8, 5.6, 5.325)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:36.980277,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.4)","(51.0, 70.0, 64.5)","(1.8, 2.24, 2.1980000000000004)","(11.0, 19.5, 17.0)","(15.0, 19.0, 17.75)","(16.0, 21.0, 24.75)","(4.8, 5.6, 5.319999999999999)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:38.353296,"(21.0, 60.0, 45.23076923076923)","(10.0, 17.0, 13.4)","(51.0, 70.0, 64.5)","(1.8, 2.24, 2.1980000000000004)","(11.0, 19.5, 17.0)","(15.0, 19.0, 17.75)","(16.0, 44.0, 24.285714285714285)","(4.8, 5.6, 5.319999999999999)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:39.707226,"(21.0, 60.0, 45.81818181818182)","(10.0, 17.0, 13.4)","(51.0, 70.0, 67.55555555555556)","(1.8, 2.24, 2.1980000000000004)","(11.0, 19.5, 16.666666666666668)","(15.0, 19.0, 17.75)","(16.0, 38.0, 22.923076923076923)","(4.8, 5.6, 5.319999999999999)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:41.095528,"(21.0, 60.0, 45.81818181818182)","(10.0, 17.0, 13.333333333333334)","(51.0, 70.0, 67.55555555555556)","(1.8, 2.24, 2.1980000000000004)","(11.0, 21.0, 18.166666666666668)","(15.0, 19.0, 18.0)","(16.0, 34.0, 23.4)","(4.8, 5.6, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:42.519278,"(21.0, 60.0, 45.81818181818182)","(10.0, 17.0, 13.333333333333334)","(51.0, 70.0, 67.55555555555556)","(1.8, 2.24, 2.1980000000000004)","(11.0, 20.0, 18.166666666666668)","(15.0, 19.0, 17.75)","(16.0, 29.0, 22.75)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:43.898788,"(21.0, 60.0, 45.81818181818182)","(10.0, 17.0, 13.333333333333334)","(51.0, 70.0, 67.55555555555556)","(1.8, 2.24, 2.1980000000000004)","(11.0, 20.0, 17.0)","(15.0, 19.0, 17.75)","(16.0, 28.0, 24.0)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:45.262684,"(21.0, 60.0, 48.92307692307692)","(10.0, 17.0, 14.68421052631579)","(51.0, 70.0, 61.6)","(1.8, 2.24, 2.1980000000000004)","(11.0, 19.5, 20.75)","(15.0, 19.0, 17.823529411764707)","(16.0, 28.0, 29.42857142857143)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:46.577754,"(21.0, 60.0, 48.92307692307692)","(10.0, 17.0, 12.555555555555555)","(51.0, 65.0, 61.6)","(1.8, 2.24, 2.1980000000000004)","(11.0, 27.0, 17.65)","(15.0, 19.0, 17.823529411764707)","(16.0, 32.0, 27.555555555555557)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:47.917954,"(21.0, 60.0, 44.0)","(10.0, 17.0, 12.555555555555555)","(51.0, 65.0, 61.6)","(1.8, 2.24, 2.1980000000000004)","(11.0, 25.0, 17.0)","(15.0, 19.0, 17.823529411764707)","(16.0, 32.0, 27.555555555555557)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:49.289357,"(21.0, 60.0, 44.0)","(10.0, 17.0, 12.555555555555555)","(51.0, 65.0, 58.2)","(1.8, 2.24, 2.1980000000000004)","(11.0, 22.0, 15.428571428571429)","(15.0, 19.0, 17.823529411764707)","(16.0, 32.0, 26.285714285714285)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:50.981574,"(21.0, 55.0, 46.5)","(10.0, 17.0, 12.555555555555555)","(51.0, 65.0, 58.2)","(1.8, 2.24, 2.1933333333333334)","(11.0, 21.0, 16.333333333333332)","(15.0, 18.0, 17.41176470588235)","(16.0, 32.0, 29.77777777777778)","(4.8, 5.5, 5.333333333333333)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:52.460996,"(21.0, 50.0, 46.5)","(10.0, 17.0, 12.75)","(51.0, 65.0, 58.2)","(1.8, 2.24, 2.1914285714285717)","(11.0, 20.0, 16.166666666666668)","(15.0, 18.0, 17.41176470588235)","(16.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:53.915027,"(21.0, 50.0, 41.25)","(10.0, 16.5, 13.5)","(51.0, 65.0, 54.375)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 18.0, 17.41176470588235)","(16.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:55.402318,"(21.0, 50.0, 41.25)","(10.0, 15.0, 12.5)","(51.0, 65.0, 57.08333333333333)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 18.0, 21.545454545454547)","(17.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:56.913607,"(21.0, 50.0, 41.25)","(10.0, 15.0, 12.5)","(51.0, 65.0, 60.77777777777778)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 22.0, 19.307692307692307)","(17.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:58.175162,"(21.0, 50.0, 41.25)","(10.0, 15.0, 12.5)","(51.0, 65.0, 57.4)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 20.0, 19.210526315789473)","(17.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:04:59.462212,"(21.0, 50.0, 41.25)","(10.0, 15.0, 12.5)","(51.0, 65.0, 53.125)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 20.0, 19.0)","(17.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.35)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:00.912177,"(21.0, 50.0, 41.25)","(10.0, 15.0, 13.970588235294118)","(51.0, 65.0, 54.4)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 16.166666666666668)","(15.0, 20.0, 19.333333333333332)","(18.0, 32.0, 26.166666666666668)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:02.342270,"(21.0, 50.0, 41.25)","(10.0, 15.0, 14.26923076923077)","(51.0, 60.0, 53.0)","(1.8, 2.22, 2.1914285714285717)","(11.0, 19.5, 18.857142857142858)","(15.0, 20.0, 19.333333333333332)","(18.0, 32.0, 28.5)","(4.4, 5.5, 5.35)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:03.549965,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.26923076923077)","(51.0, 60.0, 54.4)","(1.8, 2.22, 2.1914285714285717)","(11.0, 26.0, 16.22222222222222)","(15.0, 20.0, 19.0)","(18.0, 32.0, 27.714285714285715)","(4.4, 5.5, 5.226666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:04.747936,"(21.0, 50.0, 41.25)","(10.0, 14.5, 13.666666666666666)","(51.0, 60.0, 54.4)","(1.8, 2.22, 2.1914285714285717)","(11.0, 24.0, 18.5)","(15.0, 20.0, 19.0)","(18.0, 32.0, 28.4)","(4.4, 5.6, 5.226666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:05.956835,"(21.0, 50.0, 41.25)","(10.0, 14.5, 13.666666666666666)","(51.0, 60.0, 54.4)","(1.8, 2.22, 2.22)","(11.0, 23.0, 18.666666666666668)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.6, 5.226666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:07.273997,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.395833333333334)","(51.0, 60.0, 51.0)","(1.8, 2.24, 2.190909090909091)","(11.0, 21.0, 17.0)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.6, 5.35)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:08.574004,"(21.0, 50.0, 41.25)","(10.0, 14.5, 13.833333333333334)","(51.0, 60.0, 52.0)","(1.8, 2.24, 2.1872727272727275)","(11.0, 20.0, 17.4)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:09.867965,"(21.0, 50.0, 41.25)","(10.0, 14.5, 13.833333333333334)","(51.0, 60.0, 69.83333333333334)","(1.8, 2.26, 2.1872727272727275)","(11.0, 20.0, 15.75)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:11.123579,"(21.0, 50.0, 41.25)","(10.0, 14.5, 13.833333333333334)","(51.0, 75.0, 62.57142857142857)","(1.8, 2.26, 2.1872727272727275)","(11.0, 19.5, 21.666666666666668)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:12.378212,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.214285714285714)","(51.0, 70.0, 65.27272727272728)","(1.8, 2.26, 2.1864000000000003)","(11.0, 24.0, 20.18181818181818)","(15.0, 20.0, 19.0)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:13.629774,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.125)","(51.0, 70.0, 66.0)","(1.8, 2.26, 2.1864000000000003)","(11.0, 24.0, 17.194444444444443)","(15.0, 20.0, 18.125)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:14.886826,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.125)","(51.0, 70.0, 66.0)","(1.8, 2.26, 2.1864000000000003)","(11.0, 23.0, 20.11111111111111)","(15.0, 20.0, 18.8)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.275)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:16.208930,"(21.0, 50.0, 41.25)","(10.0, 14.5, 14.125)","(51.0, 70.0, 64.0)","(1.8, 2.26, 2.1864000000000003)","(11.0, 22.0, 17.6)","(15.0, 19.5, 17.357142857142858)","(18.0, 32.0, 26.75)","(4.4, 5.5, 5.2)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:17.579374,"(21.0, 50.0, 38.5)","(10.0, 14.5, 14.125)","(51.0, 70.0, 70.85714285714286)","(1.8, 2.26, 2.196)","(11.0, 20.0, 17.25)","(15.0, 19.5, 18.0)","(18.0, 32.0, 26.75)","(4.4, 5.4, 5.114285714285715)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:18.859015,"(21.0, 50.0, 33.5)","(10.0, 14.5, 14.125)","(51.0, 80.0, 68.75)","(1.8, 2.26, 2.1894736842105265)","(11.0, 20.0, 17.0)","(15.0, 19.5, 18.708333333333332)","(18.0, 32.0, 29.0)","(4.4, 5.4, 5.114285714285715)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:20.145504,"(21.0, 50.0, 38.54545454545455)","(10.0, 14.5, 14.125)","(51.0, 80.0, 68.75)","(1.8, 2.24, 2.218823529411765)","(11.0, 19.5, 16.75)","(15.0, 19.0, 17.214285714285715)","(18.0, 32.0, 29.0)","(4.4, 5.4, 5.114285714285715)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:21.348738,"(21.0, 50.0, 38.54545454545455)","(10.0, 14.5, 14.125)","(51.0, 80.0, 65.0)","(1.8, 2.24, 2.218823529411765)","(11.0, 19.0, 16.75)","(15.0, 19.0, 17.071428571428573)","(18.0, 30.0, 27.0)","(4.4, 5.4, 4.952173913043478)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:22.563363,"(21.0, 50.0, 36.666666666666664)","(10.0, 14.5, 14.125)","(51.0, 80.0, 70.625)","(1.8, 2.24, 2.22)","(11.0, 19.0, 18.25)","(13.0, 18.5, 17.3)","(18.0, 30.0, 27.75)","(4.4, 5.1, 4.966666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:23.793396,"(21.0, 50.0, 40.769230769230774)","(10.0, 14.5, 17.8)","(51.0, 80.0, 72.85714285714286)","(1.8, 2.24, 2.012)","(11.0, 22.0, 16.7)","(13.0, 18.5, 18.09090909090909)","(18.0, 30.0, 45.53846153846153)","(4.4, 5.1, 5.147058823529412)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:24.967489,"(21.0, 50.0, 40.769230769230774)","(10.0, 21.0, 17.0)","(51.0, 80.0, 72.85714285714286)","(1.8, 2.1, 2.056)","(11.0, 20.0, 17.833333333333332)","(13.0, 23.0, 20.88888888888889)","(18.0, 80.0, 40.0)","(4.4, 5.6, 5.466666666666667)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:26.163266,"(21.0, 50.0, 34.25)","(10.0, 20.0, 15.125)","(51.0, 80.0, 75.83333333333334)","(1.8, 2.08, 2.0533333333333332)","(11.0, 19.5, 17.833333333333332)","(13.0, 22.0, 18.75)","(18.0, 70.0, 58.333333333333336)","(4.4, 5.5, 5.114285714285715)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:27.372577,"(21.0, 50.0, 36.666666666666664)","(10.0, 19.5, 16.5)","(51.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.0533333333333332)","(11.0, 19.5, 16.75)","(13.0, 20.0, 18.333333333333332)","(18.0, 65.0, 43.18181818181818)","(4.4, 5.4, 5.16)","(10.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:28.852642,"(21.0, 50.0, 40.769230769230774)","(10.0, 19.0, 16.545454545454547)","(51.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.0533333333333332)","(11.0, 19.0, 16.75)","(13.0, 20.0, 17.529411764705884)","(18.0, 65.0, 50.0)","(4.4, 5.4, 5.25)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:30.327378,"(21.0, 50.0, 40.769230769230774)","(10.0, 19.0, 16.545454545454547)","(51.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.0533333333333332)","(11.0, 19.0, 16.875)","(13.0, 20.0, 18.041666666666668)","(18.0, 60.0, 28.5)","(4.4, 5.4, 5.141666666666667)","(9.0, 99999, 99990)","(81.0, 190.0, 145.0)"
10-01-2023 17:05:31.698293,"(21.0, 50.0, 40.769230769230774)","(10.0, 19.0, 16.545454545454547)","(51.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.02)","(11.0, 24.0, 17.0)","(13.0, 19.5, 17.666666666666668)","(18.0, 32.0, 28.5)","(4.4, 5.6, 5.175)","(10.0, 99999, 99990)","(81.0, 190.0, 165.0)"
10-01-2023 17:05:32.944491,"(21.0, 50.0, 41.66666666666667)","(11.0, 19.0, 16.545454545454547)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.0292307692307694)","(11.0, 22.0, 16.125)","(13.0, 19.0, 17.5)","(19.0, 32.0, 28.5)","(4.6, 5.4, 4.884905660377359)","(10.0, 99999, 99990)","(71.0, 230.0, 165.0)"
10-01-2023 17:05:34.213497,"(21.0, 50.0, 46.5)","(11.0, 19.0, 17.2)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.06, 2.0341666666666667)","(11.0, 21.0, 15.857142857142858)","(13.0, 19.0, 17.666666666666668)","(19.0, 32.0, 28.5)","(4.6, 4.9, 5.2)","(10.0, 99999, 99990)","(71.0, 230.0, 165.0)"
10-01-2023 17:05:35.569397,"(21.0, 60.0, 45.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.04, 2.0410526315789475)","(11.0, 21.0, 16.666666666666668)","(13.0, 18.5, 17.666666666666668)","(19.0, 32.0, 28.5)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 230.0, 160.0)"
10-01-2023 17:05:36.917071,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.06, 2.0410526315789475)","(11.0, 20.0, 16.666666666666668)","(13.0, 18.5, 18.0)","(19.0, 32.0, 28.5)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:38.332772,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.06, 2.0454545454545454)","(11.0, 20.0, 16.666666666666668)","(13.0, 19.5, 18.0)","(19.0, 32.0, 28.5)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:39.658430,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.06, 2.0454545454545454)","(11.0, 20.0, 16.666666666666668)","(13.0, 19.5, 18.0)","(19.0, 32.0, 28.11111111111111)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:41.006074,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.06, 2.0917241379310347)","(11.0, 20.0, 16.666666666666668)","(13.0, 19.0, 18.0)","(19.0, 32.0, 28.11111111111111)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:42.240071,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.1, 2.0917241379310347)","(11.0, 20.0, 16.666666666666668)","(13.0, 19.0, 17.75)","(19.0, 32.0, 28.11111111111111)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:43.439705,"(21.0, 50.0, 45.8)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.1, 2.0917241379310347)","(11.0, 20.0, 16.666666666666668)","(13.0, 19.0, 17.61111111111111)","(19.0, 32.0, 28.11111111111111)","(4.6, 5.3, 5.269230769230769)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:44.678337,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.1, 2.0917241379310347)","(11.0, 20.0, 16.666666666666668)","(13.0, 18.5, 17.666666666666668)","(19.0, 32.0, 28.11111111111111)","(4.6, 5.3, 5.166666666666667)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:45.935008,"(21.0, 50.0, 40.0)","(11.0, 19.0, 15.571428571428571)","(41.0, 80.0, 77.14285714285714)","(1.8, 2.1, 2.0085714285714285)","(11.0, 20.0, 17.5)","(13.0, 18.5, 17.7)","(19.0, 32.0, 27.153846153846153)","(4.6, 5.2, 5.22)","(9.0, 99999, 99990)","(71.0, 220.0, 160.0)"
10-01-2023 17:05:47.346897,"(21.0, 50.0, 40.0)","(11.0, 19.0, 16.333333333333332)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.1, 2.067)","(11.0, 20.0, 17.333333333333332)","(13.0, 18.5, 17.7)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.25)","(9.0, 99999, 99990)","(71.0, 220.0, 173.33333333333331)"
10-01-2023 17:05:48.829496,"(21.0, 55.0, 47.75)","(11.0, 19.0, 18.75)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.08, 2.048)","(11.0, 22.0, 19.5)","(13.0, 18.5, 17.77777777777778)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 190.0, 160.0)"
10-01-2023 17:05:50.192576,"(21.0, 50.0, 47.75)","(11.0, 22.0, 18.875)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.1, 2.0321739130434784)","(11.0, 21.0, 24.987951807228917)","(13.0, 20.0, 17.833333333333332)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.1499999999999995)","(9.0, 99999, 99990)","(71.0, 190.0, 113.33333333333333)"
10-01-2023 17:05:51.522024,"(21.0, 50.0, 48.2)","(11.0, 20.0, 18.875)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.1, 1.97875)","(11.0, 25.0, 22.15)","(13.0, 19.5, 17.833333333333332)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 180.0, 113.33333333333333)"
10-01-2023 17:05:52.840936,"(21.0, 50.0, 48.0)","(11.0, 20.0, 18.875)","(41.0, 80.0, 76.66666666666667)","(1.8, 1.99, 1.97875)","(11.0, 25.0, 22.9375)","(13.0, 19.5, 17.714285714285715)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.199999999999999)","(9.0, 99999, 99990)","(71.0, 180.0, 120.0)"
10-01-2023 17:05:54.138716,"(21.0, 50.0, 48.0)","(11.0, 22.0, 19.625)","(41.0, 80.0, 76.66666666666667)","(1.8, 1.99, 1.963720930232558)","(11.0, 24.0, 23.346153846153847)","(13.0, 19.0, 17.714285714285715)","(19.0, 32.0, 26.545454545454547)","(4.6, 5.3, 5.233333333333333)","(9.0, 99999, 99990)","(71.0, 170.0, 117.14285714285714)"
10-01-2023 17:05:55.403852,"(21.0, 50.0, 48.0)","(11.0, 21.0, 19.625)","(41.0, 80.0, 76.66666666666667)","(1.8, 1.98, 1.9665384615384616)","(11.0, 24.0, 22.9375)","(13.0, 19.0, 16.9)","(19.0, 32.0, 27.0)","(4.6, 5.3, 5.233333333333333)","(9.0, 99999, 99990)","(71.0, 160.0, 117.14285714285714)"
10-01-2023 17:05:56.671661,"(21.0, 50.0, 48.5)","(11.0, 21.0, 18.5)","(41.0, 80.0, 76.66666666666667)","(1.8, 1.98, 1.9647826086956521)","(11.0, 24.0, 22.208333333333336)","(13.0, 19.0, 17.5)","(19.0, 32.0, 27.0)","(4.6, 5.3, 5.382051282051282)","(9.0, 99999, 99990)","(71.0, 160.0, 117.14285714285714)"
10-01-2023 17:05:57.922280,"(21.0, 50.0, 48.5)","(11.0, 21.0, 17.5625)","(41.0, 80.0, 76.66666666666667)","(1.8, 1.98, 1.9663492063492063)","(11.0, 27.0, 23.8125)","(13.0, 18.5, 17.5)","(19.0, 32.0, 27.0)","(4.6, 5.5, 5.382051282051282)","(9.0, 99999, 99990)","(71.0, 160.0, 117.14285714285714)"
10-01-2023 17:05:59.230148,"(21.0, 50.0, 47.33333333333333)","(11.0, 21.0, 17.5625)","(41.0, 80.0, 76.66666666666667)","(1.8, 2.06, 1.9663492063492063)","(11.0, 25.0, 23.8125)","(13.0, 18.5, 17.5)","(19.0, 32.0, 27.0)","(4.6, 5.5, 5.378947368421053)","(9.0, 99999, 99990)","(71.0, 160.0, 117.14285714285714)"
10-01-2023 17:06:00.447858,"(21.0, 50.0, 47.33333333333333)","(11.0, 21.0, 17.5625)","(41.0, 80.0, 77.5)","(1.8, 2.04, 2.036153846153846)","(11.0, 25.0, 23.8125)","(13.0, 18.5, 17.5)","(19.0, 32.0, 26.166666666666668)","(4.6, 5.5, 5.393750000000001)","(9.0, 99999, 99990)","(71.0, 160.0, 125.0)"
10-01-2023 17:06:01.727027,"(21.0, 50.0, 47.33333333333333)","(11.0, 20.0, 17.0)","(41.0, 80.0, 77.5)","(1.8, 2.04, 2.028095238095238)","(11.0, 25.0, 23.944444444444443)","(13.0, 18.5, 17.833333333333332)","(19.0, 32.0, 26.11111111111111)","(4.6, 5.4, 5.394117647058824)","(9.0, 99999, 99990)","(71.0, 150.0, 107.5)"
10-01-2023 17:06:03.038530,"(21.0, 50.0, 45.42857142857143)","(12.0, 19.5, 18.75)","(51.0, 80.0, 76.25)","(1.75, 2.04, 1.9738461538461538)","(12.0, 25.0, 24.833333333333336)","(12.0, 18.5, 17.5)","(20.0, 30.0, 26.428571428571427)","(4.8, 5.4, 5.394117647058824)","(10.0, 99999, 99990)","(71.0, 130.0, 91.42857142857143)"
10-01-2023 17:06:04.385517,"(21.0, 50.0, 41.27272727272727)","(12.0, 19.5, 17.25)","(51.0, 80.0, 77.27272727272727)","(1.75, 2.02, 1.972)","(12.0, 26.0, 24.8125)","(12.0, 18.0, 17.7)","(20.0, 30.0, 26.428571428571427)","(4.8, 5.4, 5.394117647058824)","(10.0, 99999, 99990)","(71.0, 130.0, 91.42857142857143)"
