,Sozins Queen,Sir Clive,Champagne,Rowdys Monster,Daves Deal,Taieri Taylee,Homebush Cricket,Free For All
05-01-2023 14:49:44.106926,"(7.5, 13.5, 12.227272727272727)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.628571428571428)","(3.4, 5.7, 4.536206896551724)","(6.0, 7.8, 7.1)","(4.6, 8.4, 6.42)","(5.5, 14.0, 10.76)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:45.265858,"(7.5, 13.5, 12.227272727272727)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.628571428571428)","(3.4, 5.7, 3.7588235294117647)","(6.0, 7.8, 7.1)","(4.6, 8.4, 7.41)","(5.5, 14.0, 10.76)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:46.464173,"(7.5, 13.5, 12.227272727272727)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.7, 4.55)","(6.0, 7.8, 7.35)","(4.6, 8.4, 7.41)","(5.5, 14.0, 10.76)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:47.752952,"(7.5, 13.5, 12.227272727272727)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 4.55)","(6.0, 7.8, 6.4)","(4.6, 8.4, 7.41)","(5.5, 14.0, 12.05)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:49.035063,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 58.666666666666664)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 4.55)","(6.0, 7.8, 6.4)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 12.05)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:50.302068,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 58.666666666666664)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 4.55)","(6.0, 7.8, 6.4)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 12.333333333333334)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:51.491825,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 4.55)","(6.0, 7.8, 6.273684210526316)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 13.233333333333334)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:52.596835,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 4.55)","(6.0, 7.6, 6.6000000000000005)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 13.233333333333334)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:53.788145,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 5.33125)","(6.0, 7.4, 6.6000000000000005)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 13.233333333333334)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:55.021925,"(7.5, 13.5, 12.777777777777779)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 5.33125)","(6.0, 7.4, 6.6000000000000005)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 12.275)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:56.241745,"(7.5, 13.5, 12.567567567567568)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.042105263157895)","(3.4, 5.6, 5.33125)","(6.0, 7.4, 6.6000000000000005)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 13.233333333333334)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:57.533112,"(7.5, 13.5, 12.567567567567568)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 6.303448275862069)","(3.4, 5.6, 5.33125)","(6.0, 7.2, 6.676923076923077)","(4.6, 8.4, 6.266666666666667)","(5.5, 14.0, 12.5625)","(26.0, 130.0, 68.75)"
05-01-2023 14:49:58.943516,"(7.5, 13.0, 12.823529411764707)","(31.0, 120.0, 41.14285714285714)","(4.2, 6.8, 4.828571428571428)","(3.4, 5.6, 4.393478260869565)","(6.0, 7.2, 6.670588235294118)","(4.6, 8.4, 6.800000000000001)","(5.5, 14.0, 12.5625)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:00.287348,"(7.5, 13.0, 12.823529411764707)","(31.0, 120.0, 41.666666666666664)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.0, 4.71875)","(6.0, 7.0, 6.644444444444445)","(4.6, 8.4, 7.800000000000001)","(5.5, 14.0, 12.5625)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:01.639295,"(7.5, 13.0, 12.823529411764707)","(31.0, 110.0, 41.666666666666664)","(4.2, 6.8, 5.1499999999999995)","(3.4, 4.9, 4.891666666666667)","(6.0, 7.0, 6.644444444444445)","(4.6, 8.4, 7.925925925925926)","(5.5, 14.0, 10.9)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:03.044636,"(7.5, 13.0, 12.823529411764707)","(31.0, 110.0, 41.666666666666664)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.1, 4.891666666666667)","(6.0, 7.0, 6.644444444444445)","(4.6, 8.4, 7.925925925925926)","(5.5, 11.5, 11.093548387096774)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:04.857998,"(7.5, 13.0, 12.823529411764707)","(31.0, 110.0, 52.0)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.1, 4.989999999999999)","(6.0, 7.0, 6.644444444444445)","(4.6, 8.4, 7.925925925925926)","(5.5, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:06.429431,"(7.5, 13.0, 12.823529411764707)","(31.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.1, 4.989999999999999)","(6.0, 7.0, 6.644444444444445)","(4.6, 8.4, 7.925925925925926)","(5.5, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:07.769378,"(8.0, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.1, 4.989999999999999)","(5.5, 7.0, 6.644444444444445)","(4.8, 8.4, 7.925925925925926)","(6.0, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:09.072436,"(8.0, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.1499999999999995)","(3.4, 5.1, 4.989999999999999)","(5.5, 7.0, 6.661538461538462)","(4.8, 8.4, 7.925925925925926)","(6.0, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:10.402142,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.975)","(3.3, 5.1, 4.989999999999999)","(5.5, 6.8, 6.661538461538462)","(4.8, 8.4, 7.925925925925926)","(6.5, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:11.781018,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.225)","(3.3, 5.1, 4.374)","(5.5, 6.8, 6.661538461538462)","(4.8, 8.4, 7.925925925925926)","(6.5, 11.5, 10.075)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:13.065264,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.550000000000001)","(3.3, 5.1, 4.372727272727273)","(5.5, 6.8, 6.927272727272728)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.866666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:14.431442,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.4, 5.65)","(3.3, 4.9, 4.372727272727273)","(5.5, 7.0, 6.771428571428571)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.866666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:15.686115,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.6, 5.65)","(3.3, 4.9, 4.372727272727273)","(5.5, 7.0, 6.771428571428571)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 11.092857142857143)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:17.002403,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.6, 5.225)","(3.3, 4.9, 4.276666666666666)","(5.5, 7.0, 6.771428571428571)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.366666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:18.312885,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.62)","(3.3, 5.0, 4.276666666666666)","(5.5, 7.0, 6.771428571428571)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.366666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:19.684521,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 7.0, 6.0125)","(3.3, 5.0, 4.276666666666666)","(5.5, 7.0, 6.927272727272728)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.366666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:21.027384,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.3)","(3.3, 5.0, 4.276666666666666)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 6.685714285714286)","(6.5, 11.5, 10.366666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:22.337652,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 5.3)","(3.3, 5.0, 4.738888888888889)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 7.694117647058825)","(6.5, 11.5, 10.366666666666667)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:23.692216,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 34.54545454545455)","(4.2, 6.8, 6.133333333333333)","(3.3, 4.9, 4.738888888888889)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 7.3500000000000005)","(6.5, 11.5, 10.963157894736842)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:25.060612,"(8.5, 13.0, 12.823529411764707)","(26.0, 100.0, 39.166666666666664)","(4.2, 6.8, 6.168421052631579)","(3.3, 4.9, 4.529999999999999)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 7.3500000000000005)","(6.5, 11.5, 10.963157894736842)","(26.0, 130.0, 68.75)"
05-01-2023 14:50:26.480008,"(8.5, 13.0, 12.863636363636363)","(26.0, 95.0, 47.0)","(4.2, 6.8, 5.883333333333333)","(3.3, 4.8, 4.292105263157895)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 7.6702702702702705)","(6.5, 11.5, 10.963157894736842)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:27.952580,"(8.5, 13.0, 12.863636363636363)","(26.0, 85.0, 42.25)","(4.2, 6.8, 5.883333333333333)","(3.3, 4.9, 4.25)","(5.5, 7.0, 6.828571428571428)","(4.8, 8.4, 7.6702702702702705)","(6.5, 11.5, 11.148275862068965)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:29.387375,"(8.5, 13.0, 12.863636363636363)","(26.0, 85.0, 42.25)","(4.2, 6.8, 5.883333333333333)","(3.3, 4.8, 4.325)","(5.5, 7.0, 6.828571428571428)","(4.8, 8.4, 7.6702702702702705)","(6.5, 11.5, 11.148275862068965)","(26.0, 130.0, 89.16666666666666)"
05-01-2023 14:50:31.076975,"(8.5, 13.0, 12.863636363636363)","(26.0, 85.0, 42.25)","(4.2, 6.8, 5.883333333333333)","(3.3, 4.8, 4.540909090909091)","(5.5, 7.0, 6.876923076923077)","(4.8, 8.4, 7.6702702702702705)","(6.5, 11.5, 11.148275862068965)","(26.0, 130.0, 89.16666666666666)"
05-01-2023 14:50:32.494606,"(8.5, 13.0, 12.863636363636363)","(26.0, 85.0, 42.25)","(4.2, 6.8, 5.4)","(3.3, 4.8, 4.540909090909091)","(5.5, 7.0, 6.76)","(4.8, 8.4, 7.610526315789474)","(6.5, 11.5, 11.148275862068965)","(26.0, 130.0, 89.16666666666666)"
05-01-2023 14:50:33.860750,"(8.5, 13.5, 13.235294117647058)","(26.0, 85.0, 33.15384615384615)","(4.2, 6.4, 5.4)","(3.3, 4.8, 4.605555555555556)","(5.5, 7.0, 6.666666666666667)","(4.8, 8.4, 7.610526315789474)","(6.5, 11.5, 11.148275862068965)","(26.0, 130.0, 89.16666666666666)"
05-01-2023 14:50:35.644610,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.4, 6.258823529411765)","(3.3, 4.7, 4.605555555555556)","(5.5, 7.0, 6.666666666666667)","(4.8, 8.4, 7.929032258064515)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 89.16666666666666)"
05-01-2023 14:50:37.257970,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 7.0, 5.536842105263158)","(3.3, 4.7, 4.133333333333334)","(5.5, 7.0, 6.666666666666667)","(4.8, 8.2, 7.8999999999999995)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:38.604110,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.536842105263158)","(3.3, 4.7, 4.133333333333334)","(5.5, 7.0, 6.666666666666667)","(4.8, 8.2, 7.8999999999999995)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:39.867953,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.8625)","(3.3, 4.7, 4.133333333333334)","(5.5, 7.0, 6.666666666666667)","(4.8, 8.2, 7.8999999999999995)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:41.122774,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.725)","(3.3, 4.7, 4.133333333333334)","(5.5, 7.0, 6.542857142857143)","(4.8, 8.2, 7.8999999999999995)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:42.439795,"(8.5, 13.5, 13.235294117647058)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.34)","(3.3, 4.7, 4.05)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.834782608695651)","(6.5, 11.5, 10.333333333333334)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:43.790083,"(8.5, 13.5, 12.875)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.34)","(3.3, 4.7, 4.2785714285714285)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.7333333333333325)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:45.101516,"(8.5, 13.5, 12.875)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.34)","(3.3, 4.6, 4.16578947368421)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.474074074074073)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:46.364862,"(8.5, 13.5, 12.166666666666666)","(26.0, 95.0, 33.15384615384615)","(4.2, 6.0, 5.175000000000001)","(3.3, 4.6, 4.01)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 6.770588235294118)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:47.638526,"(8.5, 13.5, 12.944444444444445)","(26.0, 95.0, 50.333333333333336)","(4.2, 6.0, 5.175000000000001)","(3.3, 4.5, 4.29)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 6.3307692307692305)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:48.896123,"(8.5, 13.5, 13.0)","(26.0, 95.0, 33.15384615384615)","(4.2, 5.9, 5.5)","(3.3, 4.5, 3.975)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 6.3307692307692305)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:50.207626,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.9, 5.5)","(3.3, 4.5, 3.826923076923077)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 6.778947368421052)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:51.547020,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.9, 5.5)","(3.3, 4.5, 3.5)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 6.271428571428571)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:52.935880,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.9, 5.4)","(3.3, 4.5, 3.9411764705882355)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 7.568965517241379)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:54.250706,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.9, 5.315384615384615)","(3.3, 4.4, 3.933333333333333)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.0, 7.463636363636363)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:55.530409,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.8, 5.390909090909091)","(3.3, 4.3, 3.933333333333333)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 7.405882352941176)","(6.5, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:56.782302,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.7, 5.336363636363637)","(3.3, 4.3, 3.933333333333333)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:58.009271,"(8.5, 13.5, 13.0)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.7, 5.336363636363637)","(3.3, 4.3, 3.933333333333333)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:50:59.272675,"(8.5, 13.5, 13.0)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.7, 5.336363636363637)","(3.3, 4.3, 3.933333333333333)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:00.602735,"(8.5, 13.5, 13.0)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.11)","(3.3, 4.3, 3.8285714285714287)","(5.5, 7.0, 6.5600000000000005)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:01.922469,"(8.5, 13.5, 13.0)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.3, 3.86)","(5.5, 7.0, 6.68)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:03.195720,"(8.5, 13.5, 13.285714285714285)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.3, 3.9375)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.251351351351351)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:04.430721,"(8.5, 13.5, 12.9375)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.2, 3.890625)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:05.679103,"(8.5, 13.5, 12.886363636363637)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.2, 3.8365384615384617)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:07.161333,"(8.5, 13.5, 12.847826086956522)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.2, 3.8203125)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:08.475112,"(8.5, 13.5, 12.875)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.2, 3.8472222222222223)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:09.751197,"(8.5, 13.5, 12.875)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.1, 3.8472222222222223)","(5.5, 7.0, 6.578947368421053)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:11.024694,"(8.5, 13.5, 12.875)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.1, 3.8125)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 7.405882352941176)","(7.0, 11.5, 11.137931034482758)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:12.267069,"(8.5, 14.0, 12.90909090909091)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.1, 3.8125)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.2, 7.318181818181818)","(7.0, 11.5, 12.875)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:13.489433,"(8.5, 14.0, 12.2)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.1, 3.7960526315789473)","(5.5, 7.0, 6.623529411764706)","(4.8, 8.0, 7.403448275862068)","(7.0, 13.5, 13.666666666666666)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:14.734786,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.1, 3.8030303030303028)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.403448275862068)","(7.0, 14.0, 13.666666666666666)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:15.965752,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.1, 3.8636363636363638)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.403448275862068)","(7.0, 14.0, 13.681818181818182)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:17.195745,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.0, 3.8)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.623076923076923)","(7.0, 14.0, 13.681818181818182)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:18.406466,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.2)","(3.3, 4.0, 3.8)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.403448275862068)","(7.0, 14.0, 13.8)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:19.566595,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.366666666666666)","(3.3, 4.0, 3.7954545454545454)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.280645161290322)","(7.0, 14.0, 13.879999999999999)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:20.695410,"(8.5, 14.0, 13.25)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.46)","(3.3, 3.95, 3.59375)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.123529411764705)","(7.0, 14.0, 13.642857142857142)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:21.885917,"(8.5, 14.0, 13.4)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 5.32)","(3.3, 3.9, 3.54)","(5.5, 7.0, 6.529411764705882)","(4.8, 7.8, 7.403448275862068)","(7.0, 14.0, 12.75)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:23.048810,"(8.5, 14.0, 13.420454545454545)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 4.7)","(3.3, 3.9, 3.495)","(5.5, 7.0, 6.573333333333333)","(4.8, 7.8, 7.403448275862068)","(7.0, 14.0, 13.642857142857142)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:24.257744,"(8.5, 14.0, 13.44186046511628)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.6, 4.473333333333334)","(3.3, 3.9, 3.495)","(5.5, 7.0, 6.573333333333333)","(4.8, 7.8, 8.284)","(7.0, 14.0, 13.136363636363637)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:25.439112,"(8.5, 14.0, 13.11111111111111)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.5, 4.510000000000001)","(3.3, 3.9, 3.4725)","(5.5, 7.0, 6.573333333333333)","(4.8, 8.4, 8.284)","(7.0, 14.5, 13.5625)","(26.0, 130.0, 75.55555555555556)"
05-01-2023 14:51:26.609639,"(8.5, 14.0, 13.11111111111111)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.3, 4.49)","(3.3, 3.9, 3.4846153846153847)","(5.5, 7.0, 6.573333333333333)","(4.8, 8.4, 8.284)","(7.0, 14.5, 12.9375)","(26.0, 130.0, 68.75)"
05-01-2023 14:51:27.718097,"(8.5, 14.0, 13.181818181818182)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.3, 4.49)","(3.3, 3.9, 3.4704545454545457)","(5.5, 7.0, 6.573333333333333)","(4.8, 8.4, 8.284)","(7.0, 14.5, 13.805555555555555)","(26.0, 130.0, 68.75)"
05-01-2023 14:51:29.047680,"(8.5, 14.0, 13.181818181818182)","(26.0, 95.0, 34.07692307692308)","(4.2, 5.3, 4.49)","(3.3, 3.9, 3.4704545454545457)","(5.5, 7.0, 6.573333333333333)","(4.8, 8.4, 8.284)","(7.0, 14.5, 13.805555555555555)","(26.0, 130.0, 68.75)"
