,Doolittle Days,As She Says,Shesherz,Major Paint,Hurricane Dream,Bokhari,Downtown Manhattan,Village Smirker
07-12-2022 20:24:53.292594,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.214285714285714)","(61.0, 85.0, 76.875)","(12.0, 22.0, 20.125)","(2.25, 2.98, 2.9228571428571426)","(6.0, 10.5, 9.15)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:24:54.574694,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 19.5)","(2.25, 2.98, 2.8833333333333333)","(6.0, 10.5, 9.15)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:24:55.824197,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 67.5)","(12.0, 22.0, 19.5)","(2.25, 3.05, 2.978571428571428)","(6.0, 10.5, 9.15)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:24:57.087112,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 67.5)","(12.0, 22.0, 19.5)","(2.25, 3.05, 3.0115384615384615)","(6.0, 10.5, 9.15)","(81.0, 220.0, 187.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:24:58.369048,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 67.5)","(12.0, 22.0, 19.5)","(2.25, 3.05, 3.0083333333333333)","(6.0, 10.5, 9.15)","(81.0, 220.0, 187.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:24:59.713101,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 19.5)","(2.25, 3.05, 3.0083333333333333)","(6.0, 10.5, 9.15)","(81.0, 220.0, 187.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:01.014120,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 19.5)","(2.25, 3.05, 3.048372093023256)","(6.0, 10.5, 9.15)","(81.0, 220.0, 187.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:02.326194,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 20.25)","(2.25, 3.05, 3.048372093023256)","(6.0, 10.5, 9.15)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:03.715559,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 20.25)","(2.25, 3.05, 2.9349999999999996)","(6.0, 10.5, 9.15)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:05.043974,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 20.25)","(2.25, 3.05, 3.022222222222222)","(6.0, 10.5, 8.7)","(81.0, 220.0, 197.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:06.403085,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 20.25)","(2.25, 3.05, 2.9944444444444445)","(6.0, 10.5, 8.7)","(81.0, 220.0, 197.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:07.734921,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 76.875)","(12.0, 22.0, 20.25)","(2.25, 3.05, 2.9944444444444445)","(6.0, 10.5, 9.825)","(81.0, 220.0, 202.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:09.049277,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 90.0, 75.83333333333334)","(12.0, 22.0, 20.25)","(2.25, 3.05, 3.1961538461538463)","(6.0, 10.5, 9.825)","(81.0, 220.0, 82.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:10.446052,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 80.0, 70.625)","(12.0, 22.0, 20.25)","(2.25, 3.2, 3.2353658536585366)","(6.0, 10.5, 9.825)","(81.0, 85.0, 82.5)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:11.733286,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 80.0, 70.625)","(12.0, 22.0, 20.25)","(2.25, 3.25, 3.2353658536585366)","(6.0, 10.5, 9.825)","(81.0, 85.0, 97.85714285714286)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:13.075980,"(8.0, 12.5, 10.433333333333334)","(2.7, 3.3, 3.2166666666666663)","(61.0, 80.0, 78.47619047619048)","(12.0, 22.0, 20.25)","(2.25, 3.25, 3.13)","(6.0, 10.5, 9.825)","(81.0, 100.0, 108.07692307692308)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:14.394185,"(8.0, 12.5, 10.766666666666667)","(2.7, 3.3, 3.2166666666666663)","(61.0, 80.0, 78.47619047619048)","(12.0, 22.0, 18.0)","(2.25, 3.2, 2.984)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 17.1)"
07-12-2022 20:25:15.702280,"(8.0, 13.5, 10.766666666666667)","(2.7, 3.3, 3.1866666666666665)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.2, 2.984)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 17.928571428571427)"
07-12-2022 20:25:17.042710,"(8.0, 13.5, 12.133333333333333)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.2, 2.984)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 18.714285714285715)"
07-12-2022 20:25:18.463528,"(8.0, 13.5, 12.385714285714286)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.2, 3.05)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 18.714285714285715)"
07-12-2022 20:25:19.790024,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.2, 3.05)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 18.714285714285715)"
07-12-2022 20:25:21.416699,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.2, 3.541309523809524)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 18.714285714285715)"
07-12-2022 20:25:23.037897,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 78.54545454545455)","(12.0, 22.0, 18.0)","(2.25, 3.55, 3.2270588235294118)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 15.75)"
07-12-2022 20:25:24.493552,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 78.54545454545455)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.2270588235294118)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.0)","(11.0, 19.5, 15.75)"
07-12-2022 20:25:25.969136,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.18)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.0)","(11.0, 19.5, 17.833333333333332)"
07-12-2022 20:25:27.378289,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.1625)","(6.0, 10.5, 8.7)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 17.833333333333332)"
07-12-2022 20:25:28.675497,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.1625)","(6.0, 10.5, 9.6)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 18.38888888888889)"
07-12-2022 20:25:30.098699,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 78.54545454545455)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.1625)","(6.0, 10.5, 9.6)","(81.0, 110.0, 103.0)","(11.0, 19.5, 16.9)"
07-12-2022 20:25:31.505443,"(8.0, 13.5, 12.266666666666667)","(2.7, 3.3, 3.1542857142857144)","(61.0, 80.0, 78.54545454545455)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.184)","(6.0, 10.5, 9.6)","(81.0, 110.0, 103.0)","(11.0, 19.5, 16.9)"
07-12-2022 20:25:32.886539,"(8.0, 13.5, 12.076923076923077)","(2.7, 3.3, 3.0836363636363635)","(61.0, 80.0, 75.0)","(12.0, 22.0, 18.0)","(2.25, 3.25, 3.123076923076923)","(6.0, 10.5, 9.0)","(81.0, 110.0, 103.33333333333334)","(11.0, 19.5, 16.25)"
07-12-2022 20:25:34.351065,"(8.0, 13.5, 11.76923076923077)","(2.7, 3.3, 3.0836363636363635)","(61.0, 80.0, 65.0)","(12.0, 22.0, 18.53846153846154)","(2.25, 3.25, 3.0666666666666664)","(6.0, 10.5, 8.166666666666666)","(81.0, 110.0, 105.55555555555556)","(11.0, 19.5, 15.7)"
07-12-2022 20:25:35.880182,"(8.0, 13.0, 11.76923076923077)","(2.7, 3.3, 3.0836363636363635)","(61.0, 80.0, 65.0)","(12.0, 22.0, 17.5)","(2.25, 3.25, 3.188)","(6.0, 10.0, 8.166666666666666)","(81.0, 110.0, 105.55555555555556)","(11.0, 19.0, 17.0)"
07-12-2022 20:25:37.399693,"(8.5, 9.6, 8.899999999999999)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 63.333333333333336)","(13.0, 22.0, 17.5)","(2.25, 3.25, 3.2155555555555555)","(6.0, 10.0, 8.166666666666666)","(91.0, 110.0, 102.5)","(11.0, 18.0, 15.214285714285714)"
07-12-2022 20:25:38.818663,"(8.5, 9.6, 8.963636363636363)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 68.46153846153845)","(13.0, 22.0, 18.833333333333332)","(2.25, 3.25, 3.2155555555555555)","(6.0, 10.0, 8.466666666666667)","(91.0, 110.0, 102.5)","(11.0, 17.5, 14.59090909090909)"
07-12-2022 20:25:40.189055,"(8.5, 9.6, 8.963636363636363)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 59.166666666666664)","(13.0, 21.0, 16.944444444444443)","(2.25, 3.25, 3.105)","(6.0, 9.8, 8.7)","(91.0, 110.0, 103.0)","(11.0, 17.5, 15.166666666666666)"
07-12-2022 20:25:41.576128,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 69.58333333333333)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.2016666666666667)","(6.0, 9.6, 8.1)","(91.0, 110.0, 103.0)","(11.0, 17.5, 15.166666666666666)"
07-12-2022 20:25:42.929444,"(8.5, 9.6, 8.822222222222221)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 67.5)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.192)","(6.0, 9.6, 8.1)","(91.0, 110.0, 103.0)","(11.0, 17.5, 14.59090909090909)"
07-12-2022 20:25:44.243513,"(8.5, 9.6, 8.822222222222221)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 67.5)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.1775)","(6.0, 9.6, 8.1)","(91.0, 110.0, 103.33333333333334)","(11.0, 17.5, 16.0)"
07-12-2022 20:25:45.640808,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.1775)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 17.0, 14.714285714285715)"
07-12-2022 20:25:46.947995,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.1775)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 16.5, 15.181818181818182)"
07-12-2022 20:25:48.314417,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.1775)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 16.0, 13.555555555555555)"
07-12-2022 20:25:49.670018,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 20.0, 16.192307692307693)","(2.25, 3.25, 3.115)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:51.018940,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 20.0, 18.5)","(2.25, 3.25, 3.205)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:52.417230,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.205)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:53.970743,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.1825)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:55.464499,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 64.375)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.1825)","(6.0, 9.6, 8.1)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:56.918496,"(8.5, 9.6, 9.32)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 63.333333333333336)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.125)","(6.0, 9.6, 8.6)","(91.0, 110.0, 105.55555555555556)","(11.0, 15.5, 14.153846153846153)"
07-12-2022 20:25:58.388244,"(8.5, 9.6, 9.36)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 68.46153846153845)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.125)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.33333333333334)","(11.0, 15.5, 16.88888888888889)"
07-12-2022 20:25:59.844288,"(8.5, 9.6, 9.36)","(2.7, 3.3, 3.2127272727272724)","(61.0, 80.0, 70.0)","(13.0, 19.5, 18.5)","(2.25, 3.25, 3.125)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 17.5, 17.0)"
07-12-2022 20:26:01.313108,"(8.5, 9.6, 9.085714285714285)","(2.7, 3.3, 3.1763636363636363)","(61.0, 80.0, 72.22222222222223)","(13.0, 19.5, 16.75)","(2.25, 3.25, 3.2466666666666666)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 19.0, 17.0)"
07-12-2022 20:26:02.742409,"(8.5, 9.6, 9.085714285714285)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 65.0)","(13.0, 19.0, 16.0)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 17.5, 16.428571428571427)"
07-12-2022 20:26:04.162856,"(8.5, 9.6, 8.375)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 65.0)","(13.0, 19.0, 16.0)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 17.0, 16.23076923076923)"
07-12-2022 20:26:05.551366,"(8.5, 9.4, 9.266666666666667)","(2.7, 3.25, 3.1923076923076925)","(61.0, 75.0, 70.0)","(13.0, 19.0, 16.0)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 16.5, 16.11111111111111)"
07-12-2022 20:26:06.916868,"(8.5, 9.6, 9.155555555555555)","(2.7, 3.25, 3.1923076923076925)","(61.0, 75.0, 70.0)","(13.0, 19.0, 16.75)","(2.25, 3.25, 3.15)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 16.5, 16.5)"
07-12-2022 20:26:08.336855,"(8.5, 9.6, 8.32)","(2.7, 3.25, 3.14875)","(61.0, 75.0, 70.0)","(13.0, 19.0, 16.75)","(2.25, 3.25, 3.15)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:09.730738,"(8.5, 9.4, 8.7)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(13.0, 19.0, 17.5)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 108.0952380952381)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:11.154879,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(13.0, 19.0, 17.5)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 95.0)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:12.530687,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(13.0, 19.0, 17.5)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.6)","(91.0, 110.0, 87.72727272727272)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:13.953009,"(8.5, 9.4, 8.4)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 72.22222222222223)","(13.0, 19.0, 17.7)","(2.25, 3.25, 3.225)","(6.0, 9.6, 8.866666666666667)","(91.0, 110.0, 92.5)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:15.319449,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(13.0, 18.5, 17.40909090909091)","(2.25, 3.25, 3.225)","(6.0, 9.4, 8.866666666666667)","(91.0, 110.0, 92.5)","(11.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:16.723255,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(14.0, 18.5, 17.61111111111111)","(2.25, 3.25, 3.225)","(6.0, 9.4, 8.866666666666667)","(91.0, 110.0, 92.5)","(12.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:18.086896,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.1923076923076925)","(61.0, 75.0, 70.0)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.4, 8.866666666666667)","(91.0, 110.0, 98.57142857142857)","(12.0, 17.5, 16.041666666666668)"
07-12-2022 20:26:19.501186,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.4, 8.866666666666667)","(91.0, 100.0, 92.72727272727273)","(12.0, 17.5, 15.0)"
07-12-2022 20:26:20.913243,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.1763636363636363)","(61.0, 75.0, 70.0)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 8.866666666666667)","(91.0, 95.0, 92.72727272727273)","(12.0, 17.5, 12.823529411764707)"
07-12-2022 20:26:22.360992,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.2058823529411766)","(61.0, 75.0, 70.0)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 9.08)","(91.0, 95.0, 108.0952380952381)","(12.0, 16.0, 13.5)"
07-12-2022 20:26:23.778212,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.2058823529411766)","(61.0, 75.0, 63.333333333333336)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 9.08)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:25.203380,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.142857142857143)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 9.08)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:26.601469,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.142857142857143)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 9.08)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:27.982215,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.142857142857143)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.4, 8.866666666666667)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:29.319469,"(8.5, 9.4, 8.542857142857143)","(2.7, 3.25, 3.142857142857143)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.4, 8.76)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:30.676585,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.15625)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.4, 9.0)","(91.0, 110.0, 108.0952380952381)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:32.053790,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.15625)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 98.33333333333333)","(12.0, 15.5, 13.90909090909091)"
07-12-2022 20:26:33.386401,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.15625)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2416666666666667)","(6.0, 9.2, 8.472727272727273)","(91.0, 110.0, 98.33333333333333)","(12.0, 15.5, 13.3)"
07-12-2022 20:26:34.738963,"(8.5, 9.4, 8.233333333333334)","(2.7, 3.25, 3.15625)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.472727272727273)","(91.0, 110.0, 98.33333333333333)","(12.0, 16.0, 13.3)"
07-12-2022 20:26:36.131627,"(8.5, 9.4, 8.35)","(2.7, 3.25, 3.1)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.25, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 98.33333333333333)","(12.0, 16.0, 13.3)"
07-12-2022 20:26:37.572764,"(8.5, 9.4, 9.385542168674698)","(2.7, 3.25, 3.1)","(61.0, 70.0, 55.714285714285715)","(14.0, 18.0, 17.61111111111111)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 98.33333333333333)","(12.0, 16.0, 13.3)"
07-12-2022 20:26:39.000810,"(8.5, 9.4, 9.571428571428571)","(2.7, 3.25, 3.169)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.61111111111111)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 106.25)","(12.0, 16.0, 14.071428571428571)"
07-12-2022 20:26:40.391017,"(8.5, 9.6, 9.571428571428571)","(2.7, 3.25, 3.169)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.61111111111111)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 106.25)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:41.790687,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.1923076923076925)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.61111111111111)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 110.0, 116.66666666666667)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:43.189984,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.1923076923076925)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.61111111111111)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 120.0, 116.66666666666667)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:44.577167,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.1923076923076925)","(61.0, 70.0, 58.0)","(14.0, 18.0, 16.5)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 120.0, 112.5)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:46.054245,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.2)","(61.0, 70.0, 58.0)","(14.0, 18.0, 16.5)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 120.0, 112.5)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:47.560398,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.1818181818181817)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.5)","(2.3, 3.25, 3.2404761904761905)","(6.0, 9.2, 8.057142857142857)","(91.0, 120.0, 112.5)","(12.0, 16.0, 14.75)"
07-12-2022 20:26:49.373656,"(8.5, 9.6, 9.551724137931034)","(2.7, 3.25, 3.1818181818181817)","(61.0, 70.0, 58.0)","(14.0, 18.0, 17.5)","(2.3, 3.25, 3.216666666666667)","(6.0, 9.2, 8.057142857142857)","(91.0, 120.0, 112.5)","(12.0, 18.0, 16.03125)"
