,Tommy Throttle,Elegant Rosie,Val Ali,Liquor License,South Aussie Boy,Sebastyan Prince
0,"[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 583193), 5.0, 9.2]"
1,"[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 695724), 5.0, 9.2]"
2,"[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 4, 808380), 5.0, 9.2]"
3,"[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 5, 937900), 5.0, 9.2]"
4,"[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 7, 99849), 5.0, 9.2]"
5,"[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 8, 203883), 5.0, 9.2]"
6,"[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 9, 334649), 5.0, 9.2]"
7,"[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 10, 471256), 5.0, 9.2]"
8,"[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 11, 580652), 5.0, 9.2]"
9,"[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 12, 706459), 5.0, 9.2]"
10,"[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 13, 810226), 5.0, 9.2]"
11,"[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 14, 925965), 5.0, 9.2]"
12,"[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 16, 33109), 5.0, 9.2]"
13,"[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 17, 137152), 5.0, 9.2]"
14,"[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 18, 265157), 5.0, 9.2]"
15,"[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 19, 366302), 5.0, 9.2]"
16,"[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 20, 470841), 5.0, 9.2]"
17,"[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 21, 581143), 5.0, 9.2]"
18,"[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 22, 678044), 5.0, 9.2]"
19,"[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 23, 813709), 5.0, 9.2]"
20,"[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 24, 920272), 5.0, 9.2]"
21,"[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 26, 30288), 5.0, 9.2]"
22,"[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 27, 135504), 5.0, 9.2]"
23,"[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 28, 232594), 5.0, 9.2]"
24,"[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 29, 340253), 5.0, 9.2]"
25,"[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 30, 441087), 5.0, 9.2]"
26,"[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 31, 551710), 5.0, 9.2]"
27,"[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 32, 651443), 5.0, 9.2]"
28,"[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 33, 766512), 5.0, 9.2]"
29,"[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 34, 878873), 5.0, 9.2]"
30,"[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 36, 1704), 5.0, 9.2]"
31,"[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 37, 126288), 5.0, 9.2]"
32,"[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 38, 239016), 5.0, 9.2]"
33,"[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 39, 352960), 5.0, 9.2]"
34,"[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 40, 484005), 5.0, 9.2]"
35,"[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 41, 600600), 5.0, 9.2]"
36,"[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 42, 712435), 5.0, 9.2]"
37,"[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 43, 822476), 5.0, 9.2]"
38,"[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 44, 937297), 5.0, 9.2]"
39,"[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 46, 40257), 5.0, 9.2]"
40,"[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 47, 143247), 5.0, 9.2]"
41,"[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 48, 278487), 5.0, 9.2]"
