,Tommy Throttle,Elegant Rosie,Val Ali,Liquor License,South Aussie Boy,Sebastyan Prince
125,"[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 23, 432093), 5.0, 9.2]"
126,"[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 24, 535959), 5.0, 9.2]"
127,"[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 25, 644365), 5.0, 9.2]"
128,"[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 26, 756331), 5.0, 9.2]"
129,"[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 27, 909728), 5.0, 9.2]"
130,"[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 29, 46269), 5.0, 9.2]"
131,"[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 30, 181192), 5.0, 9.2]"
132,"[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 31, 317106), 5.0, 9.2]"
133,"[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 32, 464762), 5.0, 9.2]"
134,"[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 33, 605132), 5.0, 9.2]"
135,"[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 34, 737460), 5.0, 9.2]"
136,"[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 35, 891125), 5.0, 9.2]"
137,"[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 37, 70623), 5.0, 9.2]"
138,"[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 38, 224504), 5.0, 9.2]"
139,"[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 39, 349754), 5.0, 9.2]"
140,"[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 40, 470355), 5.0, 9.2]"
141,"[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 41, 610972), 5.0, 9.2]"
142,"[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 42, 726093), 5.0, 9.2]"
143,"[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 43, 840790), 5.0, 9.2]"
144,"[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 44, 989499), 5.0, 9.2]"
145,"[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 46, 150295), 5.0, 9.2]"
146,"[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 47, 315161), 5.0, 9.2]"
147,"[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 48, 428406), 5.0, 9.2]"
148,"[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 49, 563904), 5.0, 9.2]"
149,"[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 50, 690636), 5.0, 9.2]"
150,"[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 51, 796752), 5.0, 9.2]"
151,"[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 52, 907351), 5.0, 9.2]"
152,"[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 54, 31657), 5.0, 9.2]"
153,"[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 55, 159151), 5.0, 9.2]"
154,"[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 56, 290636), 5.0, 9.2]"
155,"[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 57, 402085), 5.0, 9.2]"
156,"[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 58, 518154), 5.0, 9.2]"
157,"[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 27, 59, 631657), 5.0, 9.2]"
158,"[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 0, 755745), 5.0, 9.2]"
159,"[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 1, 872720), 5.0, 9.2]"
160,"[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 2, 995221), 5.0, 9.2]"
161,"[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 4, 137083), 5.0, 9.2]"
162,"[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 5, 257730), 5.0, 9.2]"
163,"[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 6, 382405), 5.0, 9.2]"
164,"[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 7, 495392), 5.0, 9.2]"
165,"[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 8, 630878), 5.0, 9.2]"
166,"[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 9, 771764), 5.0, 9.2]"
167,"[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 10, 952100), 5.0, 9.2]"
168,"[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 12, 165008), 5.0, 9.2]"
169,"[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 13, 341098), 5.0, 9.2]"
170,"[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 14, 516123), 5.0, 9.2]"
171,"[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 15, 661052), 5.0, 9.2]"
172,"[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 16, 818550), 5.0, 9.2]"
173,"[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 17, 968651), 5.0, 9.2]"
174,"[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 19, 125105), 5.0, 9.2]"
175,"[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 20, 309776), 5.0, 9.2]"
176,"[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 21, 486422), 5.0, 9.2]"
177,"[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 22, 610688), 5.0, 9.2]"
178,"[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 2.5, 2.98]","[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 4.0, 7.4]","[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 18, 28, 23, 740762), 5.0, 9.2]"
