,Miss Corey,Codas Honor,Practically There,Shes All Courage,Castle Of Caylee,Divine Fashion,Unexpectedly,Christines Cosmo
08-01-2023 09:57:38.313467,"(4.8, 5.0, 4.811764705882353)",,"(5.0, 5.5, 5.233333333333333)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 3.0144776119402987)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:39.213389,"(4.8, 5.0, 4.811764705882353)",,"(5.0, 5.5, 5.199999999999999)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 3.0144776119402987)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:40.093519,"(4.8, 5.0, 4.811764705882353)",,"(5.0, 5.5, 5.157142857142857)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:41.012669,"(4.8, 4.8, 4.789189189189189)",,"(5.0, 5.5, 5.157142857142857)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:41.992209,"(4.8, 4.8, 4.789189189189189)",,"(4.8, 5.5, 5.136363636363636)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:42.872440,"(4.8, 4.8, 4.787878787878788)",,"(4.8, 5.5, 5.136363636363636)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.857142857142858)"
08-01-2023 09:57:43.782224,"(4.8, 4.8, 4.787878787878788)",,"(4.8, 5.5, 5.136363636363636)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.72)"
08-01-2023 09:57:44.702529,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 6.160377358490567)","(26.0, 46.0, 42.0)","(2.25, 3.1, 2.96061135371179)","(26.0, 200.0, 170.0)","(9.0, 14.0, 12.76923076923077)"
08-01-2023 09:57:45.602359,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 6.094117647058824)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.05, 2.964090909090909)","(26.0, 200.0, 137.69230769230768)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:46.498787,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 6.017857142857143)","(26.0, 46.0, 45.473684210526315)","(2.25, 3.05, 2.964090909090909)","(26.0, 200.0, 150.0)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:47.382287,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 42.0)","(2.25, 3.05, 2.964090909090909)","(26.0, 190.0, 150.0)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:48.282236,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:49.202173,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:50.096195,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.166666666666666)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9875675675675675)","(26.0, 190.0, 132.5)","(9.0, 14.0, 13.294117647058824)"
08-01-2023 09:57:51.006932,"(5.0, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.135294117647058)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9875675675675675)","(26.0, 190.0, 132.5)","(9.0, 14.0, 13.7)"
08-01-2023 09:57:51.879827,"(5.0, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.025)","(6.0, 6.2, 6.0)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 13.7)"
08-01-2023 09:57:52.773513,"(5.0, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.08421052631579)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 13.40909090909091)"
08-01-2023 09:57:53.669709,"(5.0, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.08421052631579)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 44.0)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 13.681818181818182)"
08-01-2023 09:57:54.582029,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.185714285714286)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 45.25)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:55.465739,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.184615384615385)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 45.625)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:56.365755,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.184615384615385)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 45.625)","(2.25, 3.05, 2.9858333333333333)","(26.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:57.262853,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.184615384615385)","(6.0, 6.2, 5.904347826086957)","(26.0, 46.0, 45.45454545454545)","(2.3, 3.05, 2.9858333333333333)","(21.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:58.160949,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.121212121212121)","(6.0, 6.2, 5.948148148148148)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 2.9892105263157895)","(21.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:59.053831,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.144444444444445)","(6.0, 6.2, 5.948148148148148)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 2.9892105263157895)","(21.0, 190.0, 132.5)","(9.0, 14.5, 14.166666666666666)"
08-01-2023 09:57:59.945602,"(4.8, 4.9, 4.845000000000001)",,"(4.8, 5.4, 5.144444444444445)","(6.0, 6.2, 5.948148148148148)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 2.9892105263157895)","(21.0, 190.0, 88.57142857142857)","(9.0, 14.5, 14.3)"
08-01-2023 09:58:00.852718,"(4.8, 4.7, 4.5312056737588655)",,"(4.8, 5.3, 5.171428571428572)","(6.0, 6.2, 5.957142857142857)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 2.9975)","(21.0, 200.0, 88.57142857142857)","(9.0, 14.5, 14.3)"
08-01-2023 09:58:01.758626,"(4.8, 4.7, 4.540366972477064)",,"(4.8, 5.3, 5.171428571428572)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 3.016590909090909)","(21.0, 200.0, 91.66666666666667)","(9.0, 14.5, 14.3)"
08-01-2023 09:58:02.642959,"(4.8, 4.7, 4.601136363636363)",,"(4.8, 5.3, 5.171428571428572)","(6.0, 6.2, 5.987500000000001)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 3.018723404255319)","(21.0, 200.0, 71.66666666666667)","(9.0, 14.5, 14.3)"
08-01-2023 09:58:03.527353,"(4.8, 4.7, 4.601136363636363)",,"(4.8, 5.3, 5.171428571428572)","(6.0, 6.2, 5.931578947368421)","(26.0, 46.0, 45.333333333333336)","(2.3, 3.05, 3.018723404255319)","(21.0, 200.0, 71.66666666666667)","(9.0, 14.5, 14.3)"
08-01-2023 09:58:04.425521,"(4.8, 4.7, 4.601136363636363)",,"(4.8, 5.3, 5.171428571428572)","(6.0, 6.2, 5.931578947368421)","(26.0, 46.0, 42.0)","(2.3, 3.05, 3.018723404255319)","(21.0, 200.0, 98.66666666666666)","(9.0, 14.5, 14.433333333333334)"
08-01-2023 09:58:05.322055,"(4.8, 4.7, 4.602127659574467)",,"(4.8, 5.3, 5.023076923076923)","(6.0, 6.2, 5.931578947368421)","(26.0, 46.0, 45.714285714285715)","(2.3, 3.05, 2.9921333333333333)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.433333333333334)"
08-01-2023 09:58:06.217650,"(4.8, 4.8, 4.622222222222222)",,"(4.8, 5.3, 5.156)","(6.0, 6.2, 5.931578947368421)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.98, 2.962158273381295)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.333333333333334)"
08-01-2023 09:58:07.107785,"(4.8, 4.9, 4.7615384615384615)",,"(4.8, 5.2, 5.042553191489362)","(6.0, 6.2, 6.139130434782609)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.98, 2.94431654676259)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.4375)"
08-01-2023 09:58:08.002593,"(4.8, 4.9, 4.78)",,"(4.8, 5.2, 5.042553191489362)","(6.0, 6.4, 6.195348837209303)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.98, 2.94431654676259)","(21.0, 200.0, 94.66666666666666)","(9.0, 14.5, 14.3125)"
08-01-2023 09:58:08.910564,"(4.8, 4.9, 4.78)",,"(4.8, 5.2, 5.042553191489362)","(6.0, 6.4, 6.195348837209303)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.94, 2.920952380952381)","(21.0, 200.0, 94.66666666666666)","(9.0, 14.5, 14.3125)"
08-01-2023 09:58:09.807024,"(4.8, 4.9, 4.78)",,"(4.8, 5.2, 5.019512195121951)","(6.0, 6.4, 6.247058823529412)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.98, 2.95)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.3125)"
08-01-2023 09:58:10.701428,"(4.8, 4.9, 4.8100000000000005)",,"(4.8, 5.2, 5.017391304347826)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.96, 2.94)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.3125)"
08-01-2023 09:58:11.594189,"(4.8, 4.9, 4.8100000000000005)",,"(4.8, 5.2, 5.017391304347826)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.666666666666664)","(2.3, 2.96, 2.94)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.3125)"
08-01-2023 09:58:12.516960,"(4.8, 5.1, 5.094756554307116)",,"(4.8, 5.1, 5.033333333333333)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.666666666666664)","(2.3, 2.96, 2.94)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.227272727272727)"
08-01-2023 09:58:13.450558,"(4.8, 5.2, 5.196577946768061)",,"(4.8, 5.1, 4.94)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.0)"
08-01-2023 09:58:14.358211,"(4.8, 5.2, 5.18125)",,"(4.8, 5.1, 4.990909090909091)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.333333333333336)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:15.230940,"(4.8, 5.2, 5.18125)",,"(4.8, 5.1, 4.918181818181819)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.833333333333336)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:16.136138,"(4.8, 5.2, 5.192857142857143)",,"(4.8, 5.1, 4.918181818181819)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.833333333333336)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:17.066889,"(4.8, 5.2, 5.192857142857143)",,"(4.8, 5.1, 4.911764705882353)","(6.0, 6.4, 6.2555555555555555)","(26.0, 46.0, 45.84615384615385)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 136.8)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:17.991916,"(4.8, 5.2, 5.192857142857143)",,"(4.8, 5.1, 4.911764705882353)","(6.0, 6.2, 6.083018867924529)","(26.0, 46.0, 45.84615384615385)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 136.8)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:18.899056,"(4.8, 5.2, 5.192857142857143)",,"(4.8, 5.1, 4.911764705882353)","(6.0, 6.2, 6.068085106382979)","(26.0, 46.0, 45.84615384615385)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 137.6)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:19.779490,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.913333333333334)","(6.0, 6.2, 6.00625)","(26.0, 46.0, 45.84615384615385)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:20.675299,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.913333333333334)","(6.0, 6.2, 6.005714285714285)","(26.0, 46.0, 45.80952380952381)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.26923076923077)"
08-01-2023 09:58:21.574039,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.913333333333334)","(6.0, 6.2, 6.005714285714285)","(26.0, 46.0, 45.80952380952381)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.333333333333334)"
08-01-2023 09:58:22.465397,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.913333333333334)","(6.0, 6.2, 6.005714285714285)","(26.0, 46.0, 45.80952380952381)","(2.3, 2.96, 2.9410526315789474)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.333333333333334)"
08-01-2023 09:58:23.349905,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.847368421052631)","(6.0, 6.2, 6.006060606060606)","(26.0, 46.0, 45.80952380952381)","(2.3, 2.96, 2.94)","(21.0, 200.0, 97.33333333333334)","(9.0, 14.5, 14.379999999999999)"
08-01-2023 09:58:24.241219,"(4.8, 5.2, 5.1967741935483875)",,"(4.8, 5.1, 4.847368421052631)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 60.8)","(2.3, 2.96, 2.94)","(21.0, 200.0, 122.0)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:25.169074,"(4.8, 5.5, 5.38641975308642)",,"(4.8, 5.1, 4.847368421052631)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 62.900000000000006)","(2.3, 2.96, 2.9405714285714284)","(21.0, 200.0, 121.0)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:26.089835,"(4.8, 5.5, 5.4135135135135135)",,"(4.8, 5.1, 4.847368421052631)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 62.900000000000006)","(2.3, 2.96, 2.9405714285714284)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:27.001556,"(4.8, 5.5, 5.468253968253968)",,"(4.8, 5.1, 4.976923076923077)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 62.900000000000006)","(2.3, 2.92, 2.84695652173913)","(21.0, 200.0, 96.0)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:27.901391,"(4.8, 5.5, 5.468253968253968)",,"(4.8, 5.1, 4.989655172413793)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.846779661016949)","(21.0, 55.0, 45.5)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:28.833185,"(4.8, 5.5, 5.468253968253968)",,"(4.8, 5.1, 4.989655172413793)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.869767441860465)","(21.0, 55.0, 44.5)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:29.773191,"(4.8, 5.5, 5.468253968253968)",,"(4.8, 5.1, 4.989655172413793)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.8491954022988506)","(21.0, 55.0, 45.5)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:30.664373,"(4.8, 5.5, 5.468253968253968)",,"(4.8, 5.1, 4.989655172413793)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.8491954022988506)","(21.0, 55.0, 45.5)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:31.563071,"(4.8, 5.5, 5.473333333333334)",,"(4.8, 5.1, 4.931578947368421)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.8728571428571428)","(21.0, 55.0, 45.5)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:32.481269,"(4.8, 5.5, 5.478021978021978)",,"(4.8, 5.1, 4.946153846153846)","(6.0, 6.2, 6.006060606060606)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.857142857142857)","(21.0, 55.0, 50.8)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:33.388046,"(4.8, 5.5, 5.425)",,"(4.8, 5.1, 4.946153846153846)","(6.0, 6.0, 5.844444444444444)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.8728571428571428)","(21.0, 55.0, 48.666666666666664)","(9.0, 14.5, 14.369565217391305)"
08-01-2023 09:58:34.337316,"(4.8, 5.5, 5.425)",,"(4.8, 5.1, 4.946153846153846)","(6.0, 6.0, 5.844444444444444)","(26.0, 65.0, 61.5)","(2.3, 2.92, 2.8491954022988506)","(21.0, 55.0, 106.47058823529412)","(9.0, 14.5, 13.583333333333334)"
08-01-2023 09:58:35.228451,"(4.8, 5.5, 5.375)",,"(4.8, 5.0, 4.7875000000000005)","(6.0, 6.2, 6.178260869565218)","(26.0, 65.0, 63.89473684210526)","(2.3, 2.92, 2.8491954022988506)","(21.0, 110.0, 80.0)","(9.0, 14.5, 13.583333333333334)"
08-01-2023 09:58:36.162544,"(4.8, 5.5, 5.375)",,"(4.8, 5.0, 4.7875000000000005)","(6.0, 6.4, 6.371929824561404)","(26.0, 65.0, 63.89473684210526)","(2.3, 2.92, 2.8448780487804877)","(21.0, 110.0, 106.25)","(9.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:37.063272,"(4.8, 5.5, 5.375)",,"(4.8, 5.0, 4.745)","(6.0, 6.4, 6.371929824561404)","(26.0, 65.0, 63.89473684210526)","(2.3, 2.92, 2.8448780487804877)","(21.0, 110.0, 106.25)","(9.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:37.980175,"(4.8, 5.5, 5.375)",,"(4.8, 5.0, 4.745)","(6.0, 6.6, 6.4719999999999995)","(31.0, 65.0, 58.666666666666664)","(2.3, 2.92, 2.8448780487804877)","(21.0, 110.0, 96.25)","(9.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:38.876909,"(4.8, 5.5, 5.375)",,"(4.8, 4.9, 4.82)","(6.0, 6.6, 6.523809523809524)","(31.0, 65.0, 58.666666666666664)","(2.3, 2.92, 2.8448780487804877)","(21.0, 110.0, 91.66666666666666)","(9.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:39.770781,"(4.8, 5.5, 5.375)",,"(4.8, 4.9, 4.746153846153846)","(6.0, 6.6, 6.523809523809524)","(31.0, 65.0, 58.666666666666664)","(2.3, 2.92, 2.8448780487804877)","(21.0, 110.0, 91.66666666666666)","(9.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:40.693978,"(4.8, 5.5, 5.4375)",,"(4.6, 4.9, 4.8375)","(5.5, 6.8, 6.723809523809524)","(31.0, 65.0, 58.666666666666664)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 91.66666666666666)","(10.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:41.592585,"(4.8, 5.5, 5.499239543726236)",,"(4.6, 4.9, 4.669230769230769)","(5.5, 7.0, 6.825)","(31.0, 65.0, 58.666666666666664)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 91.66666666666666)","(10.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:42.490257,"(4.8, 5.5, 5.499239543726236)",,"(4.6, 4.9, 4.669230769230769)","(5.5, 7.0, 6.825)","(31.0, 65.0, 58.666666666666664)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 106.5625)","(10.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:43.395893,"(4.8, 5.5, 5.499239543726236)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.876470588235295)","(31.0, 65.0, 63.89473684210526)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 106.25)","(10.0, 14.5, 13.59433962264151)"
08-01-2023 09:58:44.329915,"(4.8, 5.5, 5.499239543726236)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.876470588235295)","(31.0, 65.0, 63.89473684210526)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 106.25)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:45.218230,"(4.8, 5.5, 5.499239543726236)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.876470588235295)","(31.0, 65.0, 63.25)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 107.3913043478261)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:46.129844,"(4.8, 5.5, 5.499239543726236)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.876470588235295)","(31.0, 65.0, 63.25)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:47.014778,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.876470588235295)","(31.0, 65.0, 63.25)","(2.25, 2.92, 2.836610169491525)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:47.910135,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:48.832569,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:49.952523,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:51.089049,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:51.974288,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 13.85135135135135)"
08-01-2023 09:58:52.893626,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.8)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.8666666666666667)","(26.0, 110.0, 99.0)","(10.0, 14.5, 14.3125)"
08-01-2023 09:58:53.840769,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.669230769230769)","(5.5, 7.0, 6.6625000000000005)","(31.0, 65.0, 63.25)","(2.25, 2.9, 2.86)","(26.0, 110.0, 99.0)","(10.0, 14.5, 14.076923076923077)"
08-01-2023 09:58:54.777326,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.647368421052631)","(5.5, 7.0, 6.784)","(31.0, 65.0, 59.6)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 104.5)","(10.0, 15.0, 14.076923076923077)"
08-01-2023 09:58:55.649976,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.9, 4.647368421052631)","(5.5, 7.0, 6.788235294117647)","(31.0, 65.0, 63.95)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 104.5)","(10.0, 15.0, 14.076923076923077)"
08-01-2023 09:58:56.540293,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.8, 4.666666666666666)","(5.5, 7.0, 6.788235294117647)","(31.0, 65.0, 63.95)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 104.5)","(10.0, 15.0, 14.076923076923077)"
08-01-2023 09:58:57.430312,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.8, 4.654545454545454)","(5.5, 7.0, 6.788235294117647)","(31.0, 65.0, 63.95)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 100.83333333333333)","(10.0, 15.0, 14.076923076923077)"
08-01-2023 09:58:58.343608,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.8, 4.654545454545454)","(5.5, 7.0, 6.788235294117647)","(31.0, 65.0, 63.95)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 100.83333333333333)","(10.0, 15.0, 14.076923076923077)"
08-01-2023 09:58:59.221934,"(4.8, 5.5, 5.4714285714285715)",,"(4.4, 4.8, 4.654545454545454)","(5.5, 7.0, 6.788235294117647)","(31.0, 65.0, 63.95)","(2.25, 2.9, 2.811111111111111)","(26.0, 110.0, 100.83333333333333)","(10.0, 15.0, 14.076923076923077)"
