,Furious Angel,Wheres Walter,Rogan Bale,Ramstein Bale,What A Spirit,Nigerian Kaboom,Slingshot Sudoku,My Names Karen
11-01-2023 18:46:06.103660,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.0)","(15.0, 44.0, 36.875)","(6.5, 10.5, 9.8)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:07.199436,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.0)","(15.0, 44.0, 36.875)","(6.5, 10.5, 9.8)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:08.218548,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.0)","(15.0, 44.0, 36.875)","(6.5, 10.5, 9.54)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:09.319884,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.0)","(15.0, 44.0, 36.875)","(6.5, 10.5, 9.325)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:10.531242,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.0)","(15.0, 44.0, 36.875)","(6.5, 10.5, 9.325)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:11.732394,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.0)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.8)","(7.0, 13.0, 10.3)"
11-01-2023 18:46:12.890294,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.0)","(15.0, 44.0, 38.3)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:14.035283,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.0)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.54)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:15.178247,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.325)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:16.370207,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:17.534779,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:18.613752,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:19.811194,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.925)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:20.850366,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.375)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:21.888541,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.066666666666666)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:22.922601,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.066666666666666)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:24.064131,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.066666666666666)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:25.200532,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.066666666666666)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:26.381703,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 33.4375)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 38.3)","(6.5, 10.5, 9.066666666666666)","(7.0, 13.0, 8.84)"
11-01-2023 18:46:27.494498,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 44.0, 35.1)","(6.5, 10.5, 9.825)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:28.609750,"(4.4, 5.9, 4.9625)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 40.0, 35.1)","(6.5, 10.5, 9.825)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:29.758156,"(4.4, 5.9, 5.127272727272728)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 40.0, 35.1)","(6.5, 10.5, 9.825)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:30.993255,"(4.4, 5.9, 5.127272727272728)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 40.0, 35.1)","(6.5, 10.5, 9.825)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:32.207672,"(4.4, 5.9, 5.127272727272728)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.242857142857143)","(15.0, 40.0, 33.5)","(6.5, 10.5, 9.275)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:33.427491,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.6, 5.242857142857143)","(15.0, 38.0, 37.0)","(6.5, 10.5, 8.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:34.590992,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 6.6, 5.656000000000001)","(15.0, 44.0, 37.0)","(6.5, 10.5, 8.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:35.751675,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 29.090909090909093)","(11.0, 22.0, 17.0)","(3.8, 7.0, 6.04)","(15.0, 44.0, 37.0)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:36.944524,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 60.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 6.04)","(15.0, 44.0, 27.25)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:38.184968,"(4.4, 6.4, 5.8500000000000005)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 6.04)","(15.0, 46.0, 27.25)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:39.406515,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 6.04)","(15.0, 46.0, 34.65384615384615)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:40.622171,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 6.04)","(15.0, 46.0, 34.65384615384615)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:41.825625,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 46.0, 34.65384615384615)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:43.021656,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.225)","(15.0, 46.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:44.189447,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:45.368610,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:46.607920,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:47.827699,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:49.011626,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:50.235950,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:51.348606,"(4.4, 6.4, 5.9)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:52.496396,"(4.4, 6.4, 5.8500000000000005)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.0)","(3.8, 6.8, 5.45)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.9)","(7.0, 13.0, 10.4)"
11-01-2023 18:46:53.729209,"(4.4, 6.4, 6.085714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.64)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.133333333333333)","(7.0, 13.0, 10.6)"
11-01-2023 18:46:54.948415,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 19.375)","(3.8, 6.8, 4.6625)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 9.56)","(7.0, 13.0, 10.6)"
11-01-2023 18:46:56.098563,"(4.4, 6.4, 5.98)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.6625)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.56)","(7.0, 13.0, 10.6)"
11-01-2023 18:46:57.230845,"(4.4, 5.8, 4.885714285714286)","(3.2, 3.5, 3.405263157894737)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 5.375)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.56)","(7.0, 13.0, 10.444444444444445)"
11-01-2023 18:46:58.345736,"(4.4, 5.8, 5.4)","(3.2, 4.8, 4.685714285714285)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 5.811764705882353)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 9.56)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:46:59.546360,"(4.4, 5.8, 5.4)","(3.2, 4.8, 4.685714285714285)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:00.754303,"(4.4, 5.8, 5.4)","(3.2, 4.8, 4.685714285714285)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:01.966840,"(4.4, 5.8, 5.4)","(3.2, 4.8, 4.066666666666666)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.7)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:03.147173,"(4.4, 5.8, 5.4)","(3.2, 4.8, 4.066666666666666)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.5, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:04.288048,"(4.4, 5.8, 5.4)","(3.2, 4.7, 4.592857142857143)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:05.459900,"(4.4, 5.8, 5.4)","(3.2, 4.5, 4.4071428571428575)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:06.642304,"(4.4, 5.8, 5.4)","(3.2, 4.5, 3.85)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:07.796059,"(4.4, 5.8, 5.4)","(3.2, 4.5, 3.85)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:08.948851,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.7720000000000002)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 4.7749999999999995)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:09.993391,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.25)","(3.8, 6.8, 5.794117647058823)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:11.104958,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 19.375)","(3.8, 6.8, 4.7)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.45)","(7.0, 13.0, 11.23076923076923)"
11-01-2023 18:47:12.361406,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 19.375)","(3.8, 6.8, 5.882352941176471)","(15.0, 44.0, 40.94444444444444)","(6.5, 11.0, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:13.570346,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 4.925)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:14.788277,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:16.003462,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:17.263522,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:18.505595,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8217391304347825)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 44.0, 40.94444444444444)","(6.5, 10.5, 8.966666666666667)","(7.0, 13.0, 9.333333333333332)"
11-01-2023 18:47:19.711659,"(4.4, 5.8, 5.4)","(3.2, 4.3, 3.8842105263157896)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 44.0, 34.65384615384615)","(6.5, 10.5, 10.379999999999999)","(7.0, 13.0, 10.55)"
11-01-2023 18:47:20.935368,"(4.4, 5.8, 5.4)","(3.2, 4.2, 3.8842105263157896)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.5, 8.38888888888889)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:22.081997,"(4.4, 5.8, 5.4)","(3.2, 4.1, 4.035714285714286)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.5, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:23.266072,"(4.4, 5.8, 5.4)","(3.2, 4.1, 4.035714285714286)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:24.509773,"(4.4, 5.8, 5.4)","(3.2, 4.1, 4.035714285714286)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:25.689543,"(4.4, 5.8, 5.4)","(3.2, 4.1, 4.035714285714286)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:26.861928,"(4.4, 5.8, 5.4)","(3.2, 4.1, 4.035714285714286)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:28.038776,"(4.4, 5.8, 5.4)","(3.2, 4.1, 3.8157894736842106)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.55)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:29.317951,"(4.4, 5.8, 5.4)","(3.2, 4.2, 3.8842105263157896)","(18.0, 55.0, 45.625)","(11.0, 22.0, 17.5)","(3.8, 6.8, 5.554545454545455)","(15.0, 46.0, 34.65384615384615)","(6.5, 11.0, 9.3)","(7.0, 12.5, 10.55)"
11-01-2023 18:47:30.588261,"(4.4, 5.8, 5.4)","(3.2, 4.2, 3.8842105263157896)","(18.0, 55.0, 47.5)","(11.0, 22.0, 17.5)","(3.8, 6.6, 5.9)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:31.854402,"(4.4, 5.8, 4.76)","(3.2, 4.2, 3.3857142857142857)","(18.0, 55.0, 47.5)","(11.0, 22.0, 17.5)","(3.8, 6.6, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:33.071056,"(4.4, 5.8, 4.76)","(3.2, 4.2, 3.3857142857142857)","(18.0, 55.0, 47.5)","(11.0, 22.0, 17.5)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:34.281010,"(4.4, 5.8, 4.76)","(3.2, 4.2, 3.915)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:35.633766,"(4.4, 5.8, 4.76)","(3.2, 4.2, 3.915)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:36.899383,"(4.4, 5.8, 4.76)","(3.2, 4.2, 3.67)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:38.153952,"(4.4, 5.8, 4.76)","(3.2, 4.0, 3.67)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:39.433116,"(4.4, 5.8, 4.76)","(3.2, 4.0, 3.67)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 5.0)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:40.633912,"(4.4, 5.8, 4.76)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 22.0, 14.8)","(3.8, 7.2, 4.908333333333333)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 9.542857142857143)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:41.870012,"(4.4, 5.8, 4.76)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 22.0, 16.75)","(3.8, 7.2, 4.908333333333333)","(15.0, 46.0, 21.833333333333332)","(6.5, 11.0, 10.057142857142857)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:43.097496,"(4.4, 6.4, 5.45)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 22.0, 15.666666666666666)","(3.8, 7.2, 4.908333333333333)","(15.0, 46.0, 21.833333333333332)","(6.5, 10.5, 10.19)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:44.332982,"(4.4, 6.4, 6.083333333333334)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 22.0, 13.857142857142858)","(3.8, 7.2, 4.908333333333333)","(15.0, 46.0, 21.833333333333332)","(6.5, 10.5, 10.19)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:45.727675,"(4.4, 6.6, 5.117647058823529)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 22.0, 15.333333333333334)","(3.8, 7.2, 4.908333333333333)","(15.0, 46.0, 30.5)","(6.5, 10.5, 10.64)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:47.081571,"(4.4, 6.6, 5.117647058823529)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 21.0, 15.333333333333334)","(3.8, 7.2, 4.908333333333333)","(15.0, 44.0, 30.5)","(6.5, 11.0, 10.64)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:48.527674,"(4.4, 6.6, 5.117647058823529)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 21.0, 15.333333333333334)","(3.8, 7.2, 5.48125)","(15.0, 44.0, 30.5)","(6.5, 11.0, 10.672727272727272)","(7.0, 12.5, 11.2)"
11-01-2023 18:47:49.840573,"(4.4, 6.6, 5.117647058823529)","(3.2, 3.95, 3.677777777777778)","(18.0, 55.0, 47.5)","(11.0, 21.0, 15.333333333333334)","(3.8, 7.2, 5.253846153846154)","(15.0, 44.0, 30.5)","(6.5, 11.0, 10.672727272727272)","(7.0, 12.5, 11.2)"
