,Eliminate,Ask An Angel,Dark City,Delago Dehero,Lucy Da Grey,Aurman Zou,The Crown Prince
07-01-2023 16:34:45.497631,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.327272727272727)","(8.5, 14.0, 13.4)","(13.0, 17.0, 15.875)","(8.0, 10.5, 9.95)","(26.0, 50.0, 48.0)","(31.0, 65.0, 60.75)"
07-01-2023 16:34:46.744164,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.327272727272727)","(8.5, 14.0, 13.4)","(13.0, 17.0, 15.875)","(8.0, 10.5, 9.95)","(26.0, 50.0, 48.0)","(31.0, 65.0, 62.875)"
07-01-2023 16:34:47.949524,"(1.8, 2.04, 2.0220000000000002)","(3.7, 4.6, 4.266666666666667)","(8.5, 14.0, 13.4)","(14.0, 17.0, 15.695652173913043)","(8.0, 10.5, 9.95)","(31.0, 50.0, 48.0)","(31.0, 65.0, 60.75)"
07-01-2023 16:34:49.175291,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.266666666666667)","(8.5, 14.0, 13.4)","(14.0, 17.0, 15.695652173913043)","(8.0, 10.5, 9.95)","(31.0, 50.0, 48.0)","(31.0, 65.0, 61.6)"
07-01-2023 16:34:50.371262,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.385714285714285)","(8.5, 13.5, 12.625)","(14.0, 17.0, 15.714285714285714)","(8.0, 10.5, 10.133333333333333)","(31.0, 50.0, 48.0)","(31.0, 65.0, 61.6)"
07-01-2023 16:34:51.727398,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.3999999999999995)","(8.5, 13.5, 12.041666666666668)","(14.0, 17.0, 15.714285714285714)","(8.0, 10.5, 10.533333333333333)","(31.0, 50.0, 48.0)","(31.0, 65.0, 62.875)"
07-01-2023 16:34:52.944252,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.327272727272727)","(8.5, 13.0, 11.846153846153847)","(14.0, 17.0, 15.714285714285714)","(8.0, 11.0, 10.533333333333333)","(31.0, 50.0, 48.0)","(31.0, 65.0, 61.6)"
07-01-2023 16:34:54.240244,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.327272727272727)","(8.5, 13.0, 11.846153846153847)","(14.0, 17.0, 15.714285714285714)","(8.0, 11.0, 10.533333333333333)","(31.0, 50.0, 48.0)","(31.0, 65.0, 61.6)"
07-01-2023 16:34:55.555064,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.3)","(8.5, 13.0, 11.846153846153847)","(14.0, 17.0, 15.676470588235293)","(8.0, 11.0, 10.533333333333333)","(31.0, 50.0, 54.333333333333336)","(31.0, 65.0, 53.666666666666664)"
07-01-2023 16:34:56.799623,"(1.8, 2.04, 1.995)","(3.7, 4.6, 4.3)","(8.5, 13.0, 11.846153846153847)","(14.0, 17.0, 15.714285714285714)","(8.0, 11.0, 10.533333333333333)","(31.0, 75.0, 54.333333333333336)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:34:58.080161,"(1.8, 2.04, 1.995)","(3.7, 4.6, 4.3)","(8.5, 13.0, 11.846153846153847)","(14.0, 17.0, 15.105263157894736)","(8.0, 11.0, 10.533333333333333)","(31.0, 75.0, 61.33333333333333)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:34:59.367222,"(1.8, 2.04, 1.995)","(3.7, 4.6, 4.266666666666667)","(8.5, 13.0, 10.5)","(14.0, 17.0, 16.307692307692307)","(8.0, 11.0, 10.533333333333333)","(31.0, 70.0, 61.33333333333333)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:35:00.868348,"(1.8, 2.04, 2.0220000000000002)","(3.7, 4.6, 4.3)","(8.5, 13.0, 10.833333333333334)","(14.0, 17.0, 16.307692307692307)","(8.0, 11.0, 10.533333333333333)","(31.0, 70.0, 54.333333333333336)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:35:02.548106,"(1.8, 2.04, 2.0220000000000002)","(3.7, 4.6, 4.3)","(8.5, 12.5, 10.625)","(14.0, 17.0, 16.307692307692307)","(8.0, 11.0, 10.533333333333333)","(31.0, 75.0, 54.333333333333336)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:35:03.995455,"(1.8, 2.04, 2.0220000000000002)","(3.7, 4.6, 4.3)","(8.5, 12.5, 10.625)","(14.0, 17.0, 16.307692307692307)","(8.0, 11.0, 10.533333333333333)","(31.0, 75.0, 54.333333333333336)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:35:05.553879,"(1.8, 2.04, 2.0300000000000002)","(3.7, 4.6, 4.3)","(8.5, 12.5, 10.625)","(14.0, 17.0, 16.307692307692307)","(8.0, 11.0, 10.533333333333333)","(31.0, 75.0, 54.333333333333336)","(31.0, 65.0, 57.44444444444444)"
07-01-2023 16:35:07.092428,"(1.8, 2.04, 2.0330769230769232)","(3.7, 4.6, 4.141176470588235)","(8.5, 12.5, 11.25)","(14.0, 17.0, 16.25)","(8.0, 11.0, 10.463636363636363)","(31.0, 75.0, 54.333333333333336)","(31.0, 65.0, 56.5)"
07-01-2023 16:35:08.371383,"(1.8, 2.04, 2.0330769230769232)","(3.7, 4.6, 4.141176470588235)","(8.5, 12.5, 11.25)","(14.0, 17.0, 16.25)","(8.0, 11.5, 10.14)","(31.0, 75.0, 61.33333333333333)","(31.0, 65.0, 52.0)"
07-01-2023 16:35:09.577050,"(1.8, 2.04, 2.0239285714285713)","(3.7, 4.6, 4.321428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:10.753260,"(1.8, 2.04, 2.0239285714285713)","(3.7, 4.6, 4.321428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:12.011873,"(1.8, 2.04, 2.0239285714285713)","(3.7, 4.6, 4.333333333333333)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:13.306884,"(1.8, 2.04, 2.013529411764706)","(3.7, 4.7, 4.5)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 50.2)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:14.581800,"(1.8, 2.04, 2.025)","(3.7, 4.7, 4.357142857142857)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 50.2)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:15.774259,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 50.2)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:17.002846,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 75.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:18.286041,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:19.586828,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:20.776181,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:21.941432,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:23.092420,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:24.216474,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:25.300897,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:26.381135,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:27.415032,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 10.14)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:28.501992,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.5, 9.82)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:29.619713,"(1.8, 2.04, 2.025)","(3.7, 4.8, 4.425)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.571428571428571)","(31.0, 70.0, 57.0)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:31.012940,"(1.8, 2.04, 2.0154545454545456)","(3.7, 4.8, 4.425)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.625)","(31.0, 70.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:32.403658,"(1.8, 2.04, 2.0154545454545456)","(3.7, 4.8, 4.425)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:33.634137,"(1.8, 2.02, 2.0122222222222224)","(3.7, 4.8, 4.5)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:34.899953,"(1.75, 2.02, 2.0122222222222224)","(3.6, 4.8, 4.5)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 50.0)"
07-01-2023 16:35:35.959308,"(1.75, 2.02, 2.0146153846153845)","(3.6, 4.8, 4.425)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:37.055308,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:38.203078,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 16.25)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:39.707093,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.2)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:41.433828,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.2)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:43.059507,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 9.85)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:44.449473,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 9.733333333333333)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:45.587576,"(1.75, 2.04, 2.013333333333333)","(3.6, 4.8, 4.371428571428571)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.0, 9.52)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:46.603008,"(1.75, 2.04, 1.998)","(3.6, 4.8, 4.425)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.0, 10.21111111111111)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:47.667098,"(1.75, 2.04, 1.998)","(3.6, 4.8, 4.4111111111111105)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 10.21111111111111)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:48.776475,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.675)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:49.819235,"(1.75, 2.04, 1.998)","(3.6, 4.8, 4.5)","(8.5, 12.0, 10.6)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.675)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:50.855446,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.675)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:51.996048,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:53.552598,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.55)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:54.669760,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.55)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:55.778352,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.55)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:57.097320,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:58.371774,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:35:59.714957,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 75.0, 51.75)","(31.0, 60.0, 51.0)"
07-01-2023 16:36:00.844706,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 10.11)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:36:02.048385,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 10.11)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:36:03.199507,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 10.6)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 10.2)","(31.0, 75.0, 54.333333333333336)","(31.0, 60.0, 51.0)"
07-01-2023 16:36:04.337495,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.25)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 10.2)","(31.0, 75.0, 52.0)","(31.0, 60.0, 56.666666666666664)"
07-01-2023 16:36:05.576516,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.575)","(8.0, 12.0, 11.25)","(14.0, 17.0, 15.526315789473685)","(8.0, 10.5, 9.84)","(31.0, 60.0, 52.0)","(31.0, 60.0, 60.0)"
07-01-2023 16:36:06.870592,"(1.75, 2.04, 1.998)","(3.6, 4.7, 4.575)","(8.0, 12.0, 11.25)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.84)","(31.0, 60.0, 52.0)","(31.0, 70.0, 60.0)"
07-01-2023 16:36:08.076915,"(1.75, 2.04, 2.01)","(3.6, 4.7, 4.575)","(8.0, 12.0, 11.25)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.84)","(31.0, 60.0, 52.0)","(31.0, 70.0, 60.0)"
07-01-2023 16:36:09.204314,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.84)","(31.0, 60.0, 52.0)","(31.0, 70.0, 60.90909090909091)"
07-01-2023 16:36:10.356350,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:11.474887,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:12.847400,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.833333333333334)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:13.992054,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:15.292346,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:16.763935,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:18.046096,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 10.0875)","(31.0, 60.0, 52.0)","(31.0, 70.0, 62.0)"
07-01-2023 16:36:19.430985,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 10.0875)","(31.0, 60.0, 52.0)","(31.0, 70.0, 62.0)"
07-01-2023 16:36:20.786853,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.7, 4.5636363636363635)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 10.0875)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:22.165924,"(1.75, 2.04, 2.0044444444444443)","(3.6, 4.8, 4.542857142857143)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 10.0875)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:23.637901,"(1.75, 2.04, 2.0072727272727273)","(3.6, 4.8, 4.566666666666666)","(8.0, 12.0, 11.55)","(14.0, 17.0, 15.6875)","(8.0, 10.5, 9.959999999999999)","(31.0, 60.0, 52.0)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:24.961018,"(1.75, 2.02, 2.0193103448275864)","(3.6, 4.8, 4.566666666666666)","(8.0, 12.0, 11.678571428571429)","(14.0, 17.0, 15.894736842105264)","(8.0, 10.5, 10.55)","(31.0, 60.0, 53.54545454545455)","(31.0, 70.0, 65.0)"
07-01-2023 16:36:26.330748,"(1.75, 2.04, 2.0345454545454547)","(3.6, 4.7, 4.442857142857143)","(8.0, 12.0, 12.791666666666668)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.5, 10.278571428571428)","(31.0, 65.0, 53.54545454545455)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:28.119403,"(1.75, 2.06, 2.04)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.5, 10.657142857142857)","(31.0, 65.0, 53.54545454545455)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:29.810659,"(1.75, 2.06, 2.04)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.657142857142857)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:31.773110,"(1.75, 2.06, 2.0244444444444443)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.657142857142857)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:33.783616,"(1.75, 2.06, 2.0244444444444443)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.55)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:34.963539,"(1.75, 2.06, 2.0244444444444443)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.7)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:36.164563,"(1.75, 2.1, 2.04)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.16)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:37.523593,"(1.75, 2.1, 2.065714285714286)","(3.6, 4.7, 4.4)","(8.0, 13.0, 12.807692307692308)","(14.0, 17.0, 15.6875)","(8.0, 11.0, 10.3375)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:38.693559,"(1.75, 2.1, 2.065714285714286)","(3.6, 4.7, 4.4)","(8.0, 13.0, 11.75)","(14.0, 17.0, 15.894736842105264)","(8.0, 10.5, 10.3375)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:39.853248,"(1.75, 2.1, 2.065714285714286)","(3.6, 4.7, 4.4)","(8.0, 13.0, 11.0)","(14.0, 17.0, 15.894736842105264)","(8.0, 10.5, 10.133333333333333)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:41.087652,"(1.75, 2.1, 2.08)","(3.6, 4.7, 4.4)","(8.0, 13.0, 10.785714285714286)","(14.0, 17.0, 15.894736842105264)","(8.0, 10.5, 10.066666666666666)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:42.220335,"(1.75, 2.1, 2.0961290322580646)","(3.6, 4.7, 4.4)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.894736842105264)","(8.0, 11.0, 10.066666666666666)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:43.747830,"(1.75, 2.12, 2.110909090909091)","(3.6, 4.7, 4.228571428571429)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.764705882352942)","(8.0, 10.5, 10.185714285714285)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:45.214118,"(1.75, 2.12, 2.110909090909091)","(3.6, 4.7, 4.228571428571429)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.764705882352942)","(8.0, 10.5, 10.185714285714285)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:46.508956,"(1.75, 2.12, 2.096923076923077)","(3.6, 4.7, 4.4)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.764705882352942)","(8.0, 10.5, 10.185714285714285)","(31.0, 65.0, 48.714285714285715)","(31.0, 70.0, 63.84615384615385)"
07-01-2023 16:36:47.756087,"(1.75, 2.2, 2.166666666666667)","(3.6, 4.7, 4.4)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.727272727272727)","(8.0, 10.5, 10.185714285714285)","(31.0, 65.0, 63.0)","(31.0, 70.0, 58.57142857142857)"
07-01-2023 16:36:48.964236,"(1.75, 2.18, 2.166666666666667)","(3.6, 4.7, 4.4)","(8.0, 12.5, 10.785714285714286)","(14.0, 17.0, 15.727272727272727)","(8.0, 10.5, 10.06)","(31.0, 80.0, 68.55555555555556)","(31.0, 70.0, 58.57142857142857)"
