,Goldstar Linda,Tiggerlong Demon,Free For All,Sapporo Bale,Goldstar Glenys,Homebush Glitch,Taieri Taylee,Homebush Bentley
15-12-2022 13:02:40.708867,"(1.8, 2.32, 2.262857142857143)","(12.0, 27.0, 17.3125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.35)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:41.876035,"(1.8, 2.32, 2.262857142857143)","(12.0, 27.0, 17.3125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:42.950333,"(1.8, 2.32, 2.262857142857143)","(12.0, 27.0, 17.3125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:43.932254,"(1.8, 2.32, 2.237241379310345)","(12.0, 27.0, 15.846153846153847)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:44.948321,"(1.8, 2.32, 2.237241379310345)","(12.0, 27.0, 16.454545454545453)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 5.771428571428571)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:45.952729,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 16.454545454545453)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.2, 7.5636363636363635)","(4.8, 6.4, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:47.159603,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 16.125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.2, 7.314285714285714)","(4.8, 8.0, 6.44)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:48.265232,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 16.96153846153846)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.0, 6.928571428571429)","(4.8, 8.0, 6.9363636363636365)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:49.382996,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.0, 7.3)","(4.8, 8.0, 6.9363636363636365)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:50.501832,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.3)","(4.8, 8.0, 6.9363636363636365)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:51.665079,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.666666666666666)","(4.8, 8.0, 7.133333333333334)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:52.801062,"(1.8, 2.3, 2.242857142857143)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.666666666666666)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:53.897322,"(1.8, 2.3, 2.2642857142857142)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.666666666666666)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:54.997848,"(1.8, 2.3, 2.2642857142857142)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.666666666666666)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:56.051122,"(1.8, 2.3, 2.2642857142857142)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.344186046511628)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:57.119274,"(1.8, 2.34, 2.326)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.0, 7.344186046511628)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:58.302277,"(1.8, 2.34, 2.326)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.0, 7.344186046511628)","(4.8, 8.0, 6.885714285714286)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:59.706144,"(1.8, 2.34, 2.32)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 8.0, 7.647826086956521)","(4.8, 8.0, 6.5)","(31.0, 290.0, 183.5625)"
15-12-2022 13:03:00.896005,"(1.8, 2.34, 2.32)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.564705882352941)","(4.8, 8.0, 6.5)","(31.0, 290.0, 128.42857142857144)"
15-12-2022 13:03:02.088022,"(1.8, 2.34, 2.32)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.636363636363637)","(5.5, 7.8, 7.564705882352941)","(4.8, 8.0, 6.875)","(31.0, 290.0, 159.5)"
15-12-2022 13:03:03.217960,"(1.8, 2.34, 2.32)","(12.0, 27.0, 14.727272727272727)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.2)","(5.5, 7.8, 7.5777777777777775)","(4.8, 8.0, 6.888888888888889)","(31.0, 290.0, 48.57142857142857)"
15-12-2022 13:03:04.411975,"(1.8, 2.34, 2.19)","(12.0, 26.0, 19.0)","(16.0, 99999, 99990)","(31.0, 280.0, 99.63636363636364)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.5777777777777775)","(4.8, 8.0, 6.28125)","(31.0, 290.0, 48.57142857142857)"
15-12-2022 13:03:05.552954,"(1.8, 2.32, 2.2150000000000003)","(12.0, 25.0, 13.444444444444445)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.5777777777777775)","(4.8, 8.0, 6.28125)","(31.0, 290.0, 50.42857142857143)"
15-12-2022 13:03:06.693889,"(1.8, 2.32, 2.29)","(12.0, 23.0, 20.125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.5777777777777775)","(4.8, 8.0, 6.28125)","(31.0, 290.0, 50.42857142857143)"
15-12-2022 13:03:07.818030,"(1.8, 2.32, 2.29)","(12.0, 21.0, 18.142857142857142)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.5777777777777775)","(4.8, 8.0, 6.28125)","(31.0, 290.0, 50.42857142857143)"
15-12-2022 13:03:09.047327,"(1.8, 2.32, 2.274285714285714)","(12.0, 21.0, 18.272727272727273)","(16.0, 99999, 99990)","(31.0, 280.0, 99.63636363636364)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.555102040816326)","(4.8, 8.0, 6.804347826086957)","(31.0, 290.0, 50.42857142857143)"
15-12-2022 13:03:10.111563,"(1.8, 2.32, 2.2830769230769232)","(12.0, 20.0, 18.2)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 9.8, 8.2)","(5.5, 7.8, 7.555102040816326)","(4.8, 8.0, 6.28125)","(31.0, 290.0, 46.333333333333336)"
15-12-2022 13:03:11.147186,"(1.8, 2.32, 2.272)","(12.0, 20.0, 14.666666666666666)","(16.0, 99999, 99990)","(31.0, 280.0, 87.11111111111111)","(6.5, 9.6, 8.733333333333333)","(5.5, 7.6, 7.3428571428571425)","(4.8, 8.0, 5.823529411764706)","(31.0, 290.0, 94.0)"
15-12-2022 13:03:12.154919,"(1.8, 2.32, 2.272)","(12.0, 19.0, 16.2)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 8.3)","(5.5, 7.6, 7.4941176470588236)","(4.8, 6.6, 5.823529411764706)","(31.0, 280.0, 108.0)"
15-12-2022 13:03:13.100913,"(1.8, 2.32, 2.272)","(12.0, 18.5, 15.9)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.3)","(5.5, 7.6, 7.381818181818182)","(4.8, 6.6, 5.823529411764706)","(31.0, 260.0, 101.33333333333333)"
15-12-2022 13:03:14.157609,"(1.8, 2.32, 2.2545454545454544)","(12.0, 18.5, 15.9)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.114285714285714)","(5.5, 7.6, 7.333333333333333)","(4.8, 6.6, 5.964705882352941)","(31.0, 240.0, 47.230769230769226)"
15-12-2022 13:03:15.120181,"(1.8, 2.32, 2.2666666666666666)","(12.0, 18.5, 13.625)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.333333333333333)","(4.8, 6.6, 5.964705882352941)","(31.0, 230.0, 47.230769230769226)"
15-12-2022 13:03:16.173498,"(1.8, 2.32, 2.2666666666666666)","(12.0, 18.5, 14.785714285714285)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.3)","(4.8, 6.6, 5.964705882352941)","(31.0, 230.0, 74.8)"
15-12-2022 13:03:17.272223,"(1.8, 2.32, 2.2666666666666666)","(12.0, 18.5, 14.529411764705882)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 74.8)"
15-12-2022 13:03:18.295729,"(1.8, 2.32, 2.235294117647059)","(12.0, 18.5, 16.0)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 63.714285714285715)"
15-12-2022 13:03:19.487731,"(1.8, 2.32, 2.2545454545454544)","(12.0, 18.5, 14.529411764705882)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 74.8)"
15-12-2022 13:03:20.624717,"(1.8, 2.32, 2.235294117647059)","(12.0, 18.5, 14.785714285714285)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.063636363636363)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 74.8)"
15-12-2022 13:03:21.628837,"(1.8, 2.32, 2.235294117647059)","(12.0, 18.5, 14.785714285714285)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.063636363636363)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 74.8)"
15-12-2022 13:03:22.680694,"(1.8, 2.32, 2.2545454545454544)","(12.0, 18.5, 13.625)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 8.063636363636363)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 63.714285714285715)"
15-12-2022 13:03:23.725522,"(1.8, 2.32, 2.235294117647059)","(12.0, 18.5, 14.785714285714285)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.063636363636363)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 63.714285714285715)"
15-12-2022 13:03:24.763347,"(1.8, 2.32, 2.2545454545454544)","(12.0, 18.5, 13.147058823529411)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 7.821052631578947)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.109090909090909)","(31.0, 230.0, 63.714285714285715)"
15-12-2022 13:03:25.790856,"(1.8, 2.32, 2.235294117647059)","(12.0, 18.5, 12.886363636363637)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.4, 9.011764705882353)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.035294117647059)","(31.0, 230.0, 84.5)"
15-12-2022 13:03:26.860203,"(1.8, 2.32, 2.235294117647059)","(12.0, 17.5, 15.3)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.4, 8.692857142857143)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.035294117647059)","(31.0, 230.0, 71.27272727272728)"
15-12-2022 13:03:28.012102,"(1.8, 2.32, 2.2545454545454544)","(12.0, 17.5, 14.357142857142858)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.4, 9.185714285714287)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 84.5)"
15-12-2022 13:03:29.164883,"(1.8, 2.32, 2.235294117647059)","(12.0, 17.5, 14.357142857142858)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.4, 8.971428571428572)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 120.875)"
15-12-2022 13:03:30.321444,"(1.8, 2.32, 2.235294117647059)","(12.0, 17.5, 14.357142857142858)","(16.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 8.847368421052632)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 150.63636363636363)"
15-12-2022 13:03:31.487091,"(1.8, 2.32, 2.2545454545454544)","(12.0, 17.5, 13.375)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.847368421052632)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 150.63636363636363)"
15-12-2022 13:03:32.559555,"(1.8, 2.32, 2.235294117647059)","(12.0, 17.5, 14.357142857142858)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.847368421052632)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 97.07692307692308)"
15-12-2022 13:03:33.596233,"(1.8, 2.3, 2.2454545454545456)","(12.0, 17.5, 14.357142857142858)","(16.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.847368421052632)","(5.5, 7.6, 7.3)","(4.8, 6.6, 6.163636363636363)","(26.0, 230.0, 97.07692307692308)"
15-12-2022 13:03:34.608861,"(1.85, 2.3, 2.2625)","(12.0, 17.5, 13.375)","(17.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 8.457142857142857)","(5.5, 7.6, 7.266666666666667)","(4.8, 6.6, 6.085714285714285)","(31.0, 230.0, 116.0)"
15-12-2022 13:03:35.616705,"(1.85, 2.3, 2.2333333333333334)","(12.0, 17.5, 13.03125)","(17.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.08421052631579)","(5.5, 7.6, 7.2749999999999995)","(4.8, 6.6, 6.085714285714285)","(31.0, 220.0, 74.85714285714286)"
15-12-2022 13:03:36.667200,"(1.85, 2.3, 2.25)","(12.0, 17.0, 14.75)","(17.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.536363636363635)","(5.5, 7.6, 7.2749999999999995)","(4.8, 6.6, 6.085714285714285)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:37.745116,"(1.85, 2.3, 2.2333333333333334)","(12.0, 17.0, 14.0)","(17.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.536363636363635)","(5.5, 7.6, 7.258823529411765)","(4.8, 6.6, 6.333333333333333)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:38.839397,"(1.85, 2.28, 2.2285714285714286)","(12.0, 16.5, 14.625)","(17.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.6, 8.536363636363635)","(5.5, 7.4, 7.327272727272727)","(4.8, 6.6, 6.364102564102564)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:39.917433,"(1.85, 2.28, 2.1871428571428573)","(12.0, 16.5, 13.65)","(17.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.6, 8.228571428571428)","(5.5, 7.6, 7.327272727272727)","(4.8, 8.0, 7.3)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:40.975508,"(1.85, 2.26, 2.2294117647058824)","(12.0, 16.0, 13.678571428571429)","(17.0, 99999, 99990)","(31.0, 260.0, 82.66666666666666)","(6.5, 9.4, 8.672727272727272)","(5.5, 7.6, 7.28125)","(4.8, 7.6, 6.52)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:42.095575,"(1.85, 2.26, 2.2333333333333334)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 100.4)","(6.5, 9.4, 8.76)","(5.5, 7.4, 7.28)","(4.8, 7.6, 6.58)","(31.0, 210.0, 74.85714285714286)"
15-12-2022 13:03:43.185271,"(1.85, 2.26, 2.2333333333333334)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.6)","(5.5, 7.4, 7.2)","(4.8, 7.6, 6.9)","(31.0, 210.0, 76.42857142857143)"
15-12-2022 13:03:44.213330,"(1.85, 2.24, 2.2194871794871798)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.6)","(5.5, 7.4, 7.2)","(4.8, 7.4, 6.9)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:45.229304,"(1.85, 2.24, 2.216842105263158)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.2)","(4.8, 7.2, 6.766666666666667)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:46.251701,"(1.85, 2.24, 2.216842105263158)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.218181818181819)","(4.8, 7.2, 6.550000000000001)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:47.267590,"(1.85, 2.24, 2.2204444444444444)","(12.0, 16.0, 13.65625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.218181818181819)","(4.8, 7.2, 6.550000000000001)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:48.381650,"(1.85, 2.24, 2.2204444444444444)","(12.0, 15.5, 13.625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.114285714285715)","(4.8, 7.2, 6.766666666666667)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:49.458448,"(1.85, 2.24, 2.2133333333333334)","(12.0, 15.5, 13.625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.114285714285715)","(4.8, 8.0, 6.65)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:50.535608,"(1.85, 2.24, 2.2075675675675677)","(12.0, 15.5, 13.625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.714285714285715)","(5.5, 7.4, 7.218181818181819)","(4.8, 7.8, 7.483333333333333)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:51.628918,"(1.85, 2.24, 2.199090909090909)","(12.0, 15.5, 13.625)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.411764705882353)","(5.5, 7.4, 7.114285714285715)","(4.8, 7.8, 7.166666666666666)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:52.744319,"(1.85, 2.24, 2.226666666666667)","(12.0, 15.5, 13.576923076923077)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.636363636363637)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.66)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:53.815363,"(1.85, 2.24, 2.2193103448275866)","(12.0, 15.5, 13.576923076923077)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.4, 8.521739130434781)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.45)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:54.801876,"(1.85, 2.24, 2.2193103448275866)","(12.0, 15.5, 13.576923076923077)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.2, 8.521739130434781)","(5.5, 7.4, 7.15)","(4.8, 7.8, 6.72)","(31.0, 210.0, 66.15384615384616)"
15-12-2022 13:03:55.819606,"(1.85, 2.24, 2.215625)","(12.0, 15.0, 13.75)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.2, 8.521739130434781)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.72)","(31.0, 210.0, 106.11111111111111)"
15-12-2022 13:03:56.859862,"(1.85, 2.24, 2.2152380952380955)","(12.0, 15.0, 13.615384615384615)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.2, 8.521739130434781)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.72)","(31.0, 210.0, 128.69565217391306)"
15-12-2022 13:03:57.938327,"(1.85, 2.24, 2.229387755102041)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 260.0, 146.0)","(6.5, 9.2, 8.521739130434781)","(5.5, 7.4, 7.15)","(4.8, 7.8, 6.72)","(31.0, 210.0, 128.69565217391306)"
15-12-2022 13:03:59.095463,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 260.0, 95.2)","(6.5, 9.2, 8.7)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.72)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:00.229472,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.627586206896552)","(5.5, 7.4, 7.15)","(4.8, 7.8, 6.72)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:01.367455,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.627586206896552)","(5.5, 7.4, 7.15)","(4.8, 7.8, 6.72)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:02.488552,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.627586206896552)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.8, 6.727272727272727)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:03.622230,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.59375)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.627586206896552)","(5.5, 7.4, 7.15)","(4.8, 7.6, 6.551724137931035)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:04.693542,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.557692307692308)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.466666666666667)","(5.5, 7.4, 7.053333333333334)","(4.8, 7.6, 6.672727272727273)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:05.765528,"(1.85, 2.24, 2.2262068965517243)","(12.0, 15.0, 13.565217391304348)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.4, 8.457142857142857)","(5.5, 7.4, 7.126315789473685)","(4.8, 7.6, 6.844444444444445)","(31.0, 210.0, 78.0)"
15-12-2022 13:04:06.821413,"(1.85, 2.24, 2.2276190476190476)","(12.0, 15.0, 13.565217391304348)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.2, 8.342857142857143)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 79.57142857142857)"
15-12-2022 13:04:07.849350,"(1.85, 2.24, 2.2300000000000004)","(12.0, 15.0, 13.565217391304348)","(17.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.2, 8.342857142857143)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 79.57142857142857)"
15-12-2022 13:04:08.857189,"(1.85, 2.24, 2.2256)","(12.0, 15.0, 13.565217391304348)","(19.0, 99999, 99990)","(31.0, 190.0, 95.2)","(6.5, 9.2, 8.24)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 69.53846153846155)"
15-12-2022 13:04:09.952840,"(1.85, 2.24, 2.2213333333333334)","(12.0, 15.0, 12.8)","(19.0, 99999, 99990)","(31.0, 190.0, 63.6)","(6.5, 9.2, 8.342857142857143)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 69.53846153846155)"
15-12-2022 13:04:11.033542,"(1.85, 2.24, 2.2213333333333334)","(12.0, 15.0, 12.8)","(19.0, 99999, 99990)","(31.0, 190.0, 54.57142857142857)","(6.5, 9.2, 8.4)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 69.53846153846155)"
15-12-2022 13:04:12.186882,"(1.85, 2.24, 2.2213333333333334)","(12.0, 15.0, 12.8)","(19.0, 99999, 99990)","(31.0, 190.0, 63.6)","(6.5, 9.2, 8.533333333333333)","(5.5, 7.4, 7.066666666666666)","(4.8, 7.6, 6.921739130434783)","(31.0, 210.0, 69.53846153846155)"
