,Storm Rose,Drink Jacks,Mad Monday,Dream Dancer,My Gal Cookie,Wind And Fire,Louie Luxe,Bundy Bounce
09-01-2023 12:55:39.601232,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:40.700115,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:41.777035,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:42.841453,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:43.890425,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:44.868774,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:45.928326,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:46.938647,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:47.996435,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:49.028282,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:50.063424,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:51.110683,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:52.152617,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:53.226143,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:54.314102,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:55.439659,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:56.586027,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:57.726283,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:55:58.894656,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:00.043090,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:01.217061,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:02.247170,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:03.243417,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:04.326102,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:05.404967,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:06.494139,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:07.605323,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:08.769470,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:09.878786,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:11.030761,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:12.140039,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:13.250620,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:14.365315,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:15.488360,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:16.535204,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:17.626568,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:18.674772,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:19.772738,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:20.869315,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:22.004144,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:23.185200,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:24.305104,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:25.460939,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:26.607338,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:27.695307,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:28.859301,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:29.953096,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:31.081610,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:32.129865,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:33.186586,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:34.283718,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:35.423469,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:36.509237,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:37.655576,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:38.797935,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:39.914456,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:41.082944,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:42.230952,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:43.379645,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:44.538347,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:45.647563,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:46.742519,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:47.770074,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:48.852880,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:49.868982,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:51.007359,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:52.069826,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:53.147359,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:54.203705,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:55.255705,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:56.315357,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:57.461367,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:58.614156,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:56:59.822707,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:01.048545,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:02.191840,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:03.385162,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.1752631578947366)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:04.519416,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 148.0)","(11.0, 36.0, 28.0)","(8.5, 15.5, 10.766666666666667)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:05.669929,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 141.41176470588235)","(11.0, 36.0, 22.944444444444443)","(8.5, 15.5, 13.133333333333333)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:06.806837,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 3.419090909090909)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 141.41176470588235)","(11.0, 36.0, 22.944444444444443)","(8.5, 15.5, 13.133333333333333)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:08.009893,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9099999999999997)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 141.41176470588235)","(11.0, 36.0, 22.944444444444443)","(8.5, 15.5, 13.133333333333333)","(5.0, 11.5, 5.5600000000000005)"
09-01-2023 12:57:09.268902,"(5.5, 11.0, 5.866666666666667)","(2.9, 3.75, 2.9653846153846155)","(5.5, 10.5, 5.825)","(5.0, 9.6, 7.807407407407407)","(31.0, 260.0, 141.41176470588235)","(11.0, 36.0, 22.944444444444443)","(8.5, 15.5, 13.133333333333333)","(5.0, 11.5, 5.5600000000000005)"
