,Sheezasinga,I Am Fearless,Remember Mary,Expect A Hero,Klinsmann,Jacked Up,Mishani Mistress,Lively Lass,Taormina Rhythm
05-01-2023 14:22:57.225498,"(5.5, 7.2, 7.184615384615385)","(4.4, 4.9, 4.77244094488189)","(12.0, 15.5, 15.0625)","(8.0, 9.4, 9.350877192982455)","(12.0, 15.5, 15.26086956521739)","(3.0, 3.55, 3.526944444444444)","(7.0, 8.6, 8.526984126984127)","(71.0, 120.0, 115.0)","(81.0, 160.0, 148.0)"
05-01-2023 14:22:58.319742,"(5.5, 7.4, 7.197260273972603)","(4.2, 4.9, 4.773929961089494)","(12.0, 15.5, 15.0625)","(8.0, 9.4, 9.350877192982455)","(12.0, 15.5, 15.26086956521739)","(3.0, 3.55, 3.526944444444444)","(7.0, 8.6, 8.526984126984127)","(71.0, 120.0, 115.0)","(81.0, 160.0, 148.0)"
05-01-2023 14:22:59.387473,"(5.5, 7.4, 7.197260273972603)","(4.2, 4.9, 4.773929961089494)","(12.0, 15.5, 15.2875)","(8.0, 9.4, 9.350877192982455)","(12.0, 15.5, 15.231707317073171)","(3.0, 3.55, 3.527445652173913)","(7.0, 8.6, 8.526984126984127)","(71.0, 120.0, 115.0)","(81.0, 160.0, 148.0)"
05-01-2023 14:23:00.474876,"(5.5, 7.4, 7.197260273972603)","(4.2, 4.9, 4.773929961089494)","(12.0, 15.5, 15.2875)","(8.0, 9.4, 9.350877192982455)","(12.0, 15.5, 15.231707317073171)","(3.0, 3.55, 3.5296568627450977)","(7.0, 8.6, 8.523333333333333)","(71.0, 120.0, 115.0)","(81.0, 160.0, 137.5)"
05-01-2023 14:23:01.591625,"(5.5, 7.4, 7.20235294117647)","(4.2, 4.9, 4.8025157232704405)","(12.0, 15.5, 15.259036144578314)","(8.0, 9.4, 9.360869565217392)","(12.0, 15.5, 15.1375)","(3.0, 3.55, 3.537577639751553)","(7.0, 8.6, 8.485)","(71.0, 120.0, 115.0)","(81.0, 140.0, 137.5)"
05-01-2023 14:23:02.987092,"(5.5, 7.4, 7.193865030674846)","(4.2, 4.8, 4.740465116279069)","(12.0, 15.5, 15.208333333333334)","(8.0, 9.4, 9.329113924050633)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.55, 3.702352941176471)","(7.0, 8.6, 8.518181818181818)","(71.0, 120.0, 118.33333333333333)","(81.0, 140.0, 138.57142857142858)"
05-01-2023 14:23:04.112753,"(5.5, 7.4, 7.249056603773585)","(4.2, 4.5, 4.491555555555555)","(12.0, 15.5, 15.208333333333334)","(8.0, 9.6, 9.329113924050633)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.75, 3.702352941176471)","(7.0, 8.6, 8.518181818181818)","(71.0, 120.0, 118.33333333333333)","(81.0, 140.0, 138.57142857142858)"
05-01-2023 14:23:05.216037,"(5.5, 7.4, 7.258823529411765)","(4.2, 4.5, 4.487974683544304)","(12.0, 15.5, 15.219626168224298)","(8.0, 9.4, 9.323076923076924)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.75, 3.713636363636364)","(7.0, 8.6, 8.480519480519481)","(71.0, 120.0, 118.62068965517241)","(81.0, 140.0, 138.57142857142858)"
05-01-2023 14:23:06.357625,"(5.5, 7.4, 7.2682926829268295)","(4.2, 4.5, 4.482876712328768)","(12.0, 15.5, 15.219626168224298)","(8.0, 9.4, 9.323076923076924)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.75, 3.731730769230769)","(7.0, 8.6, 8.480519480519481)","(71.0, 120.0, 118.62068965517241)","(81.0, 140.0, 138.57142857142858)"
05-01-2023 14:23:07.539897,"(5.5, 7.4, 7.252054794520548)","(4.2, 4.5, 4.482876712328768)","(12.0, 15.5, 15.219626168224298)","(8.0, 9.4, 9.323076923076924)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.75, 3.713888888888889)","(7.0, 8.6, 8.480519480519481)","(71.0, 120.0, 118.33333333333333)","(81.0, 140.0, 137.77777777777777)"
05-01-2023 14:23:08.784312,"(5.5, 7.2, 7.179844961240311)","(4.2, 4.5, 4.434274193548387)","(12.0, 15.5, 15.240384615384615)","(8.0, 9.4, 9.316666666666666)","(12.0, 15.5, 15.26923076923077)","(3.0, 3.8, 3.77)","(7.0, 8.6, 8.480519480519481)","(71.0, 120.0, 118.33333333333333)","(81.0, 140.0, 138.57142857142858)"
05-01-2023 14:23:10.005772,"(5.5, 7.4, 7.24)","(4.2, 4.5, 4.421491228070176)","(12.0, 15.5, 15.224770642201834)","(8.0, 9.4, 9.316666666666666)","(12.0, 15.5, 15.297872340425531)","(3.0, 3.8, 3.812676056338028)","(7.0, 8.6, 8.480519480519481)","(71.0, 120.0, 118.33333333333333)","(81.0, 140.0, 137.5)"
05-01-2023 14:23:11.168879,"(5.5, 7.4, 7.376119402985075)","(4.2, 4.4, 4.385972850678733)","(12.0, 15.5, 15.224770642201834)","(8.0, 9.4, 9.316666666666666)","(12.0, 15.5, 15.297872340425531)","(3.1, 3.85, 3.825)","(7.0, 8.6, 8.470422535211268)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 137.5)"
05-01-2023 14:23:12.515540,"(5.5, 7.4, 7.378461538461539)","(4.2, 4.4, 4.31864406779661)","(12.0, 15.5, 15.224770642201834)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.293478260869565)","(3.1, 3.85, 3.822566371681416)","(7.0, 8.6, 8.470422535211268)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 136.66666666666666)"
05-01-2023 14:23:13.799706,"(5.5, 7.4, 7.391780821917808)","(4.2, 4.4, 4.334597156398104)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.264705882352942)","(3.0, 3.85, 3.821818181818182)","(7.0, 8.6, 8.470422535211268)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:14.950276,"(5.5, 7.4, 7.3274509803921575)","(4.2, 4.4, 4.337272727272727)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.264705882352942)","(3.0, 3.85, 3.841566265060241)","(7.0, 8.6, 8.489156626506023)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:16.087824,"(5.5, 7.4, 7.341176470588236)","(4.2, 4.4, 4.337962962962963)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.264705882352942)","(3.0, 3.85, 3.841566265060241)","(7.0, 8.6, 8.489156626506023)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:17.192603,"(6.0, 7.4, 7.341176470588236)","(4.2, 4.4, 4.337962962962963)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.264705882352942)","(3.1, 3.85, 3.8442307692307693)","(7.0, 8.6, 8.489156626506023)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:18.289603,"(6.0, 7.4, 7.323076923076924)","(4.2, 4.4, 4.337962962962963)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.264705882352942)","(3.1, 3.85, 3.8478813559322034)","(7.0, 8.6, 8.489156626506023)","(81.0, 120.0, 117.89473684210526)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:19.384380,"(6.0, 7.4, 7.2375)","(4.2, 4.4, 4.3364928909952605)","(12.0, 15.5, 15.03225806451613)","(8.0, 9.4, 9.311111111111112)","(12.0, 15.5, 15.525)","(3.1, 3.85, 3.868150684931507)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 129.0909090909091)"
05-01-2023 14:23:20.554598,"(6.0, 7.4, 7.25578231292517)","(4.2, 4.3, 4.265909090909091)","(12.0, 16.0, 15.3125)","(8.0, 9.4, 9.187301587301587)","(12.0, 16.0, 15.73611111111111)","(3.1, 3.9, 3.866517857142857)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 129.0909090909091)"
05-01-2023 14:23:21.688259,"(6.0, 7.4, 7.252054794520548)","(4.2, 4.4, 4.312536443148688)","(12.0, 16.0, 15.3125)","(8.0, 9.2, 9.293023255813953)","(12.0, 16.0, 15.781818181818181)","(3.1, 3.9, 3.8150224215246635)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:22.885365,"(6.0, 7.4, 7.256363636363637)","(4.2, 4.4, 4.312536443148688)","(12.0, 16.0, 15.3125)","(8.0, 9.4, 9.254901960784313)","(12.0, 16.0, 15.781818181818181)","(3.1, 3.85, 3.796020761245675)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 118.33333333333333)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:23.953308,"(6.0, 7.4, 7.274380165289257)","(4.2, 4.4, 4.309638554216868)","(12.0, 16.0, 15.3125)","(8.0, 9.4, 9.254901960784313)","(12.0, 16.0, 15.781818181818181)","(3.1, 3.85, 3.79)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 116.25)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:25.078821,"(6.0, 7.6, 7.411904761904762)","(4.2, 4.4, 4.312536443148688)","(12.0, 16.0, 15.3125)","(8.0, 9.4, 9.223809523809523)","(12.0, 16.0, 15.781818181818181)","(3.1, 3.85, 3.787956204379562)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 113.6842105263158)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:26.484824,"(6.0, 7.6, 7.4443113772455085)","(4.2, 4.4, 4.333628318584071)","(12.0, 16.0, 15.2)","(8.0, 9.2, 9.058563535911603)","(12.0, 16.0, 15.822916666666666)","(3.1, 3.85, 3.788181818181818)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 106.66666666666667)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:27.589681,"(6.0, 7.6, 7.4443113772455085)","(4.2, 4.4, 4.333628318584071)","(12.0, 16.0, 15.2)","(8.0, 9.2, 9.058563535911603)","(12.0, 16.0, 15.822916666666666)","(3.1, 3.85, 3.825187969924812)","(7.0, 8.6, 8.442028985507246)","(81.0, 120.0, 106.66666666666667)","(81.0, 140.0, 130.0)"
05-01-2023 14:23:28.801121,"(6.0, 7.6, 7.485294117647059)","(4.2, 4.4, 4.335622317596567)","(12.0, 16.0, 15.10344827586207)","(8.0, 9.2, 8.971084337349398)","(12.0, 16.0, 15.822916666666666)","(3.1, 3.85, 3.8576923076923078)","(7.0, 8.6, 8.4431654676259)","(81.0, 120.0, 106.66666666666667)","(81.0, 140.0, 129.0909090909091)"
05-01-2023 14:23:30.154638,"(6.0, 7.6, 7.444025157232704)","(4.0, 4.4, 4.347843137254902)","(12.0, 15.5, 15.232142857142858)","(8.0, 9.0, 8.961904761904762)","(12.0, 16.0, 15.822916666666666)","(3.1, 3.9, 3.833548387096774)","(7.0, 8.6, 8.404484304932735)","(81.0, 120.0, 106.66666666666667)","(81.0, 140.0, 125.0)"
05-01-2023 14:23:31.485556,"(6.0, 7.4, 7.380869565217392)","(4.0, 4.4, 4.3292553191489365)","(12.0, 15.5, 15.232142857142858)","(8.0, 9.0, 8.961904761904762)","(12.0, 16.0, 15.822916666666666)","(3.1, 3.9, 3.858050847457627)","(7.0, 8.6, 8.39626168224299)","(81.0, 120.0, 106.66666666666667)","(81.0, 140.0, 132.0)"
05-01-2023 14:23:32.728291,"(6.0, 7.4, 7.380869565217392)","(4.0, 4.4, 4.333333333333333)","(12.0, 15.5, 15.083333333333334)","(8.0, 9.0, 8.996153846153845)","(12.0, 16.0, 15.842592592592592)","(3.1, 3.9, 3.8667910447761193)","(7.0, 8.6, 8.339682539682538)","(81.0, 120.0, 112.0)","(81.0, 140.0, 122.0)"
05-01-2023 14:23:33.930967,"(6.0, 7.6, 7.445783132530121)","(4.0, 4.4, 4.3328395061728395)","(12.0, 15.5, 15.083333333333334)","(8.0, 9.0, 9.032558139534883)","(12.0, 16.0, 15.842592592592592)","(3.1, 3.9, 3.8667910447761193)","(7.0, 8.6, 8.353488372093024)","(81.0, 120.0, 111.42857142857143)","(81.0, 140.0, 125.0)"
05-01-2023 14:23:35.091947,"(6.0, 7.6, 7.4974358974358974)","(4.0, 4.4, 4.3328395061728395)","(12.0, 15.5, 15.083333333333334)","(8.0, 9.2, 9.023312883435583)","(12.0, 16.0, 15.842592592592592)","(3.1, 3.9, 3.8606837606837607)","(7.0, 8.4, 8.322222222222223)","(71.0, 120.0, 111.42857142857143)","(81.0, 140.0, 123.33333333333333)"
05-01-2023 14:23:36.171242,"(6.0, 7.6, 7.516814159292036)","(4.0, 4.4, 4.3328395061728395)","(12.0, 15.5, 15.083333333333334)","(8.0, 9.2, 9.046808510638298)","(12.0, 16.0, 16.4625)","(3.2, 3.9, 3.865725806451613)","(7.0, 8.4, 7.624734982332155)","(71.0, 120.0, 111.42857142857143)","(81.0, 130.0, 120.0)"
05-01-2023 14:23:37.271425,"(6.0, 7.8, 7.619047619047619)","(4.0, 4.4, 4.334912718204489)","(12.0, 15.5, 15.227272727272727)","(8.0, 9.2, 9.046808510638298)","(12.0, 16.5, 16.4625)","(3.2, 3.9, 3.865725806451613)","(7.0, 7.8, 7.624305555555555)","(71.0, 120.0, 112.5)","(81.0, 130.0, 122.0)"
05-01-2023 14:23:38.456632,"(6.0, 7.8, 7.677124183006535)","(4.0, 4.4, 4.334256926952141)","(12.0, 15.5, 15.023809523809524)","(8.0, 9.2, 9.070588235294117)","(12.0, 17.0, 16.517241379310345)","(3.2, 3.9, 3.870469798657718)","(7.0, 7.8, 7.5477477477477475)","(71.0, 120.0, 114.0)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:39.568170,"(6.0, 7.8, 7.727272727272727)","(4.0, 4.4, 4.338004750593824)","(12.0, 15.5, 15.222222222222221)","(8.0, 9.2, 9.070588235294117)","(12.0, 17.0, 16.517241379310345)","(3.2, 3.9, 3.872327044025157)","(7.0, 7.6, 7.475)","(71.0, 120.0, 114.0)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:40.708381,"(6.0, 8.0, 7.8201680672268905)","(4.0, 4.4, 4.338004750593824)","(12.0, 15.5, 15.17741935483871)","(8.0, 9.2, 9.069642857142856)","(12.0, 17.0, 16.517241379310345)","(3.2, 3.9, 3.878)","(7.0, 7.6, 7.469767441860466)","(71.0, 120.0, 114.0)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:41.931778,"(6.0, 8.0, 7.8191999999999995)","(4.0, 4.4, 4.338004750593824)","(12.0, 15.5, 15.15625)","(8.0, 9.2, 9.3)","(12.0, 17.0, 16.640449438202246)","(3.2, 3.9, 3.904564315352697)","(7.0, 7.6, 7.338636363636364)","(71.0, 120.0, 114.0)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:43.118093,"(6.0, 8.0, 7.843697478991596)","(4.0, 4.4, 4.336036036036036)","(12.0, 15.5, 15.15625)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.640449438202246)","(3.2, 3.95, 3.903504672897196)","(7.0, 7.4, 7.3660000000000005)","(71.0, 120.0, 117.85714285714286)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:44.288908,"(6.0, 8.0, 7.822857142857143)","(4.0, 4.4, 4.3322115384615385)","(12.0, 15.5, 15.301801801801801)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.640449438202246)","(3.2, 3.95, 3.903504672897196)","(7.0, 7.4, 7.354666666666667)","(71.0, 120.0, 118.0)","(81.0, 130.0, 122.72727272727272)"
05-01-2023 14:23:45.521480,"(6.0, 8.0, 7.822857142857143)","(4.2, 4.4, 4.3322115384615385)","(12.0, 15.5, 15.288135593220339)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.640449438202246)","(3.2, 3.95, 3.9098790322580643)","(7.0, 7.4, 7.35364238410596)","(71.0, 120.0, 118.0)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:46.660341,"(6.0, 8.0, 7.805128205128205)","(4.2, 4.4, 4.3322115384615385)","(12.0, 15.5, 15.280701754385966)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.77777777777778)","(3.2, 3.95, 3.880434782608696)","(7.0, 7.6, 7.323076923076924)","(71.0, 120.0, 118.0)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:47.791210,"(6.0, 8.0, 7.836893203883495)","(4.2, 4.4, 4.3322115384615385)","(12.0, 15.5, 15.280701754385966)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.6875)","(3.2, 3.9, 3.880434782608696)","(7.0, 7.4, 7.323076923076924)","(71.0, 120.0, 118.0)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:48.865724,"(6.0, 8.0, 7.85)","(4.2, 4.4, 4.3394849785407725)","(12.0, 15.5, 15.301801801801801)","(8.0, 9.4, 9.287179487179486)","(12.0, 17.0, 16.6875)","(3.2, 3.9, 3.880434782608696)","(7.0, 7.4, 7.323076923076924)","(71.0, 120.0, 118.0)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:49.981983,"(6.0, 8.0, 7.8820895522388055)","(4.2, 4.4, 4.341949152542373)","(12.0, 14.0, 13.954081632653061)","(8.0, 9.4, 9.328358208955224)","(12.0, 17.0, 16.729166666666668)","(3.2, 4.0, 4.01858407079646)","(7.0, 7.4, 7.27710843373494)","(71.0, 120.0, 124.44444444444444)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:51.098349,"(6.0, 8.0, 7.8765624999999995)","(4.2, 4.4, 4.341949152542373)","(12.0, 14.0, 13.955882352941176)","(8.0, 9.4, 9.3)","(12.0, 17.0, 16.729166666666668)","(3.2, 4.1, 4.01858407079646)","(7.0, 7.4, 7.278111587982833)","(71.0, 130.0, 125.29411764705883)","(71.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:52.212817,"(6.0, 8.0, 7.846341463414634)","(3.9, 4.4, 4.341163310961969)","(12.0, 14.0, 13.901869158878505)","(8.0, 9.4, 9.295652173913044)","(13.0, 17.0, 16.74)","(3.2, 4.1, 4.019571865443425)","(7.0, 7.4, 7.262348178137652)","(81.0, 130.0, 125.29411764705883)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:53.333490,"(6.0, 8.0, 7.88)","(3.9, 4.4, 4.3402625820568925)","(12.0, 14.0, 13.897058823529411)","(8.0, 9.4, 9.275)","(13.0, 17.0, 16.74)","(3.2, 4.1, 4.020597014925373)","(7.0, 7.4, 7.264)","(81.0, 130.0, 126.42857142857143)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:54.493270,"(6.0, 8.0, 7.823030303030303)","(3.9, 4.4, 4.352139037433155)","(12.0, 14.0, 13.947058823529412)","(8.0, 9.4, 9.275)","(13.0, 17.0, 16.74)","(3.2, 4.1, 4.033333333333333)","(7.0, 7.4, 7.2875000000000005)","(81.0, 130.0, 126.42857142857143)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:55.590488,"(6.0, 8.0, 7.874576271186441)","(3.9, 4.4, 4.359322033898305)","(12.0, 14.0, 13.945054945054945)","(8.0, 9.4, 9.281818181818181)","(13.0, 17.0, 16.74)","(3.2, 4.0, 3.9762068965517243)","(7.0, 7.4, 7.2875000000000005)","(81.0, 130.0, 126.42857142857143)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:56.754363,"(6.0, 8.0, 7.874576271186441)","(3.9, 4.4, 4.343710021321962)","(12.0, 14.0, 13.932432432432432)","(8.0, 9.4, 9.281818181818181)","(13.0, 17.0, 16.74)","(3.2, 4.0, 3.9747368421052633)","(7.0, 7.4, 7.294029850746269)","(81.0, 130.0, 126.42857142857143)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:57.981436,"(6.0, 8.0, 7.833333333333333)","(3.9, 4.4, 4.343710021321962)","(12.0, 14.0, 13.944444444444445)","(8.0, 9.4, 9.283720930232558)","(13.0, 17.0, 16.79591836734694)","(3.2, 4.0, 3.964267676767677)","(7.0, 7.4, 7.294029850746269)","(81.0, 130.0, 126.42857142857143)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:23:59.233724,"(6.0, 8.0, 7.854794520547945)","(3.9, 4.4, 4.343589743589743)","(12.0, 14.0, 13.952941176470588)","(8.0, 9.4, 9.29)","(13.0, 17.0, 16.647058823529413)","(3.2, 4.0, 3.9435483870967745)","(7.0, 7.4, 7.294029850746269)","(81.0, 130.0, 128.38709677419354)","(81.0, 130.0, 118.23529411764706)"
05-01-2023 14:24:00.392268,"(6.0, 8.0, 7.8979591836734695)","(3.9, 4.4, 4.341333333333333)","(12.0, 14.0, 13.994047619047619)","(8.0, 9.4, 9.29)","(13.0, 17.0, 16.647058823529413)","(3.2, 3.95, 3.941467576791809)","(7.0, 7.4, 7.266666666666667)","(81.0, 130.0, 128.61111111111111)","(81.0, 130.0, 113.33333333333333)"
05-01-2023 14:24:01.504057,"(6.0, 8.0, 7.902912621359223)","(3.9, 4.4, 4.340271493212669)","(12.0, 14.0, 13.995)","(8.0, 9.4, 9.32)","(13.0, 17.0, 16.647058823529413)","(3.2, 3.95, 3.941467576791809)","(7.0, 7.4, 7.265714285714286)","(81.0, 130.0, 128.88888888888889)","(81.0, 130.0, 110.0)"
05-01-2023 14:24:02.727745,"(6.0, 8.0, 7.892173913043478)","(3.9, 4.4, 4.352173913043479)","(12.0, 14.5, 14.141618497109826)","(8.0, 9.6, 9.43304347826087)","(13.0, 17.0, 16.7972972972973)","(3.2, 3.8, 3.791212121212121)","(7.0, 7.6, 7.456716417910448)","(81.0, 130.0, 129.44444444444446)","(81.0, 120.0, 108.61111111111111)"
05-01-2023 14:24:03.897977,"(6.0, 8.0, 7.95483870967742)","(3.9, 4.5, 4.432363636363637)","(12.0, 14.5, 14.157608695652174)","(8.0, 9.6, 9.505555555555556)","(13.0, 17.0, 16.98)","(3.2, 3.8, 3.7986880466472304)","(7.0, 7.6, 7.511578947368421)","(81.0, 130.0, 128.57142857142858)","(81.0, 130.0, 101.11111111111111)"
05-01-2023 14:24:05.057890,"(6.5, 8.0, 7.945273631840796)","(3.9, 4.4, 4.394780793319415)","(12.0, 14.5, 14.208333333333334)","(8.0, 9.6, 9.535849056603773)","(13.0, 17.5, 16.955696202531644)","(3.2, 3.8, 3.8125)","(6.5, 7.6, 7.684722222222222)","(81.0, 130.0, 128.57142857142858)","(81.0, 110.0, 105.0)"
05-01-2023 14:24:06.240944,"(6.5, 8.2, 8.008571428571429)","(3.9, 4.3, 4.276595744680851)","(12.0, 14.5, 14.23936170212766)","(8.0, 9.6, 9.557894736842105)","(13.0, 17.5, 16.944444444444443)","(3.2, 3.85, 3.806)","(6.5, 7.8, 7.691891891891892)","(81.0, 130.0, 128.57142857142858)","(81.0, 110.0, 97.5)"
05-01-2023 14:24:07.445612,"(6.5, 8.2, 8.00909090909091)","(3.9, 4.3, 4.283720930232558)","(12.0, 14.5, 14.247252747252748)","(8.0, 9.6, 9.523287671232877)","(13.0, 17.5, 16.944444444444443)","(3.2, 3.85, 3.9057471264367813)","(6.5, 7.8, 7.674698795180722)","(81.0, 130.0, 128.57142857142858)","(71.0, 100.0, 117.0)"
05-01-2023 14:24:08.779043,"(6.5, 8.0, 7.972941176470588)","(3.9, 4.3, 4.278680203045685)","(12.0, 14.5, 14.317073170731707)","(8.0, 9.6, 9.557894736842105)","(13.0, 17.5, 16.944444444444443)","(3.2, 3.95, 3.8753424657534246)","(6.5, 7.8, 7.659459459459459)","(81.0, 130.0, 128.57142857142858)","(71.0, 120.0, 110.76923076923077)"
05-01-2023 14:24:10.038503,"(6.5, 8.0, 7.993421052631579)","(3.9, 4.3, 4.274460431654676)","(12.0, 14.5, 14.75)","(8.0, 9.6, 9.566153846153846)","(13.0, 17.5, 17.115384615384617)","(3.2, 3.9, 3.775531914893617)","(6.5, 7.8, 7.372185430463576)","(81.0, 130.0, 150.47619047619048)","(71.0, 120.0, 101.11111111111111)"
05-01-2023 14:24:11.216810,"(6.5, 8.2, 8.033333333333333)","(3.9, 4.3, 4.257988165680473)","(12.0, 15.0, 14.92)","(8.0, 9.6, 9.606451612903225)","(13.0, 17.5, 17.15934065934066)","(3.2, 3.9, 3.8098484848484846)","(6.5, 7.6, 7.344117647058824)","(81.0, 160.0, 147.69230769230768)","(71.0, 110.0, 102.38095238095238)"
05-01-2023 14:24:12.435869,"(6.5, 8.2, 8.145588235294117)","(3.9, 4.3, 4.2624685138539045)","(12.0, 15.0, 14.741509433962264)","(8.0, 9.8, 9.653658536585366)","(13.0, 17.5, 17.232758620689655)","(3.2, 3.85, 3.835195530726257)","(6.5, 7.4, 7.298689956331878)","(81.0, 160.0, 148.63636363636363)","(71.0, 110.0, 98.42105263157895)"
05-01-2023 14:24:13.692483,"(6.5, 8.2, 8.155670103092783)","(3.9, 4.3, 4.260309278350515)","(12.0, 15.5, 14.992063492063492)","(8.0, 9.8, 9.64102564102564)","(13.0, 17.5, 17.232758620689655)","(3.2, 3.85, 3.834943181818182)","(6.5, 7.4, 7.298245614035088)","(81.0, 150.0, 145.2)","(71.0, 100.0, 101.66666666666667)"
05-01-2023 14:24:14.977201,"(6.5, 8.2, 8.159047619047618)","(3.9, 4.3, 4.26046511627907)","(12.0, 15.0, 14.992063492063492)","(8.0, 9.8, 9.64102564102564)","(13.0, 17.5, 17.232758620689655)","(3.2, 3.85, 3.834857142857143)","(6.5, 7.4, 7.229411764705882)","(81.0, 150.0, 141.25)","(71.0, 110.0, 102.0)"
05-01-2023 14:24:16.223197,"(6.5, 8.2, 8.159047619047618)","(3.9, 4.3, 4.26046511627907)","(12.0, 15.0, 14.992063492063492)","(8.0, 9.8, 9.64102564102564)","(13.0, 17.5, 17.232758620689655)","(3.2, 3.85, 3.8)","(6.5, 7.4, 7.220462046204621)","(81.0, 150.0, 144.28571428571428)","(71.0, 110.0, 98.33333333333333)"
05-01-2023 14:24:17.378518,"(6.5, 8.4, 8.26092715231788)","(3.9, 4.3, 4.2397849462365595)","(12.0, 15.5, 15.047872340425531)","(8.0, 9.8, 9.72)","(13.0, 17.5, 17.45)","(3.2, 3.8, 3.7814671814671814)","(7.0, 7.4, 7.22508038585209)","(81.0, 150.0, 133.68421052631578)","(71.0, 100.0, 96.92307692307692)"
05-01-2023 14:24:18.544851,"(6.5, 8.4, 8.311764705882354)","(3.9, 4.3, 4.21762114537445)","(12.0, 15.5, 15.083333333333334)","(8.0, 9.8, 9.792592592592593)","(13.0, 17.5, 17.539823008849556)","(3.2, 3.8, 3.783522727272727)","(7.0, 7.4, 7.269662921348315)","(81.0, 140.0, 130.0)","(71.0, 100.0, 87.5)"
05-01-2023 14:24:19.747953,"(6.5, 8.6, 8.433333333333334)","(3.9, 4.2, 4.1)","(12.0, 15.5, 15.078740157480315)","(8.0, 9.8, 9.83975903614458)","(13.0, 18.0, 17.311258278145694)","(3.2, 3.8, 3.827810650887574)","(7.0, 7.4, 7.253947368421053)","(81.0, 140.0, 133.33333333333334)","(71.0, 95.0, 91.66666666666667)"
05-01-2023 14:24:20.951748,"(6.5, 8.8, 8.5725)","(3.9, 4.1, 4.097342995169082)","(12.0, 15.5, 15.078740157480315)","(8.0, 10.0, 9.83975903614458)","(13.0, 18.0, 17.364779874213838)","(3.2, 3.85, 3.8299093655589123)","(6.5, 7.4, 7.013899613899614)","(81.0, 140.0, 133.33333333333334)","(71.0, 95.0, 91.42857142857143)"
