,Ricky Bobby Riot,Jaggers Lady,Inga Luna,Mcivor Roxy,Cab Fare Home,Ratified,Plumb
14-12-2022 12:10:01.055454,"(1.24, 1.43, 1.3709375000000001)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:02.187270,"(1.24, 1.43, 1.3709375000000001)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:03.244268,"(1.24, 1.43, 1.3653846153846154)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:04.246042,"(1.24, 1.43, 1.3653846153846154)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:05.275968,"(1.24, 1.43, 1.3653846153846154)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:06.258258,"(1.24, 1.43, 1.3709375000000001)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:07.402036,"(1.24, 1.43, 1.3709375000000001)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:08.405638,"(1.24, 1.43, 1.3709375000000001)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.42857142857143)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:09.476449,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 19.75)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.16666666666667)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:10.638652,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 18.666666666666668)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 37.16666666666667)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:11.716207,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.25)","(10.0, 17.0, 15.181818181818182)","(15.0, 40.0, 28.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:12.829249,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.25)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 28.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:14.031961,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:15.122090,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:16.270204,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:17.455185,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:18.685128,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:19.858386,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:20.844578,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:22.081487,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:23.464396,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:24.588102,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:25.945739,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:27.321991,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:28.497827,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:29.908025,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:31.107439,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:32.126695,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:33.185408,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:34.239207,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:35.260836,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:36.269883,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:37.350818,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:38.625755,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:39.844219,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:41.130750,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:42.361442,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:43.712258,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:44.908919,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:46.137630,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:47.295449,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.866666666666667)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:48.466984,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:49.645778,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.33333333333333)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:50.706888,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.33333333333333)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 27.714285714285715)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:51.723809,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:52.750292,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:53.862526,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:54.993988,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:56.131519,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 27.0)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:57.278236,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:58.398230,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:10:59.530211,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:00.805480,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:01.952235,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:03.168644,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:04.313248,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:05.415069,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:06.458683,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:07.526267,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:08.673323,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:09.873193,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:11.081159,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:12.239067,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:13.380824,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:14.563414,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:15.678920,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:16.763590,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:17.962896,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:19.150013,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:20.301166,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:21.610728,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:22.854673,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:24.012198,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:25.215704,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:26.383564,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:27.533773,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:28.689908,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:29.835478,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:31.017803,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:32.198656,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:33.394690,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:34.740412,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:35.997069,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:37.098133,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:38.300825,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:39.575915,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:40.678271,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:41.852847,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:43.148368,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:44.423374,"(1.24, 1.43, 1.4004225352112676)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.5)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:45.646058,"(1.24, 1.43, 1.3573076923076923)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.90909090909091)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:46.775167,"(1.24, 1.43, 1.3636842105263158)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.90909090909091)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
14-12-2022 12:11:47.939099,"(1.24, 1.43, 1.3636842105263158)","(21.0, 60.0, 56.7)","(9.0, 25.0, 20.90909090909091)","(10.0, 17.0, 15.181818181818182)","(15.0, 29.0, 24.714285714285715)","(10.0, 30.0, 19.666666666666668)","(17.0, 28.0, 24.11111111111111)"
