,Jilliby Tina,Spike The Punch,Tackleberry,Showtime Bobby,Flash Fever,Secret Shades,Memory Lane,Juliette Keats
16-12-2022 12:40:07.504040,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 21.323529411764707)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:08.519811,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:09.470590,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:10.450469,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:11.494103,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:12.546871,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:13.531513,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:14.741276,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.36)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:15.811670,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 12.666666666666668)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:16.869151,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 12.666666666666668)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:17.917682,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 12.317647058823528)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:18.882276,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 12.317647058823528)","(3.3, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:19.980342,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 12.317647058823528)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:21.085679,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 21.323529411764707)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:22.101503,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:23.082214,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:24.055531,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:25.057447,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:26.012386,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:26.971269,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 22.916666666666668)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:27.949693,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 27.840909090909093)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:28.933378,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 27.840909090909093)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:29.958856,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 27.840909090909093)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:30.984664,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 27.840909090909093)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:32.083096,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:33.101469,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:34.123596,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:35.272908,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:36.252202,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:37.302509,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.166666666666667)","(41.0, 150.0, 134.57142857142856)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:38.328441,"(2.9, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 150.0, 121.45945945945947)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:39.342651,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 121.45945945945947)","(19.0, 50.0, 23.75)","(7.0, 9.8, 7.933333333333334)"
16-12-2022 12:40:40.369590,"(2.9, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.8, 8.95)"
16-12-2022 12:40:41.343632,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.6, 8.95)"
16-12-2022 12:40:42.503842,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.6, 8.95)"
16-12-2022 12:40:43.625788,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.6, 8.694117647058825)"
16-12-2022 12:40:44.569735,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 8.694117647058825)"
16-12-2022 12:40:45.636928,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 8.694117647058825)"
16-12-2022 12:40:46.704745,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:47.729936,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:48.753552,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:49.737072,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:50.789297,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.0)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:51.772152,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 31.346153846153847)","(7.5, 14.5, 13.340625)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 23.75)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:52.734690,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 11.254545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:53.713002,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.35625)","(3.3, 4.5, 4.166666666666667)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:54.800429,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.35625)","(3.3, 4.5, 4.166666666666667)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:55.839365,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.35625)","(3.3, 4.5, 4.166666666666667)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:56.792303,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:57.796235,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:58.787819,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:40:59.821414,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 74.66666666666666)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:00.930302,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 74.66666666666666)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:01.935509,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 74.66666666666666)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:02.979555,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.317241379310344)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 74.66666666666666)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:04.085682,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 11.21)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:05.164910,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.15)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:06.126773,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.15)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:07.159148,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.15)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:08.169499,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 12.15)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:09.139706,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:10.137670,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:11.125349,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:12.137561,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:13.139562,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:14.105116,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:15.120097,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 26.375)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:16.197977,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:17.191802,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.234615384615385)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:18.314241,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:19.422463,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:20.419585,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:21.539102,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:22.665387,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:23.739013,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.166666666666667)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:24.791761,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:25.913425,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:26.937793,"(2.9, 4.6, 3.8607142857142858)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:27.981836,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:28.981195,"(2.9, 4.6, 3.7596153846153846)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:30.009137,"(2.9, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:31.030435,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:32.105543,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 20.0)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:33.165746,"(2.8, 4.5, 4.1)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.233333333333333)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:34.245501,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:35.303171,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:36.272825,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
16-12-2022 12:41:37.331359,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 40.0, 19.375)","(7.5, 14.5, 13.004545454545454)","(3.3, 4.5, 4.115384615384615)","(41.0, 140.0, 115.5)","(19.0, 50.0, 29.0)","(7.0, 9.4, 7.8)"
