,Jilliby Tina,Spike The Punch,Tackleberry,Showtime Bobby,Flash Fever,Secret Shades,Memory Lane,Juliette Keats
16-12-2022 12:36:59.317920,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.7739130434782613)","(41.0, 270.0, 140.0)","(18.0, 50.0, 43.61111111111111)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:00.566541,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.7739130434782613)","(41.0, 270.0, 140.0)","(18.0, 50.0, 43.61111111111111)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:01.768108,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.7739130434782613)","(41.0, 270.0, 140.0)","(18.0, 50.0, 43.61111111111111)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:03.048448,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.7739130434782613)","(41.0, 270.0, 140.0)","(18.0, 50.0, 43.61111111111111)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:04.318622,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.7739130434782613)","(41.0, 270.0, 140.0)","(18.0, 50.0, 43.61111111111111)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:05.666390,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.8320000000000003)","(41.0, 270.0, 232.0)","(18.0, 50.0, 45.14285714285714)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:07.016462,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.233333333333334)","(3.2, 4.4, 3.161904761904762)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:08.341769,"(2.8, 4.6, 3.0545454545454542)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 9.736363636363636)","(3.2, 4.4, 3.909433962264151)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:09.771473,"(2.8, 4.6, 3.71578947368421)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 10.027272727272727)","(3.2, 4.4, 3.474074074074074)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:11.157208,"(2.8, 4.6, 3.6235294117647054)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.474074074074074)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:12.416104,"(2.8, 4.6, 3.6235294117647054)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.474074074074074)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:13.588163,"(2.8, 4.6, 3.6235294117647054)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.48)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:14.822986,"(2.8, 4.6, 3.6470588235294117)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.48)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:16.123956,"(2.8, 4.6, 3.6470588235294117)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.48)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:17.320764,"(2.8, 4.6, 3.6470588235294117)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.48)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:18.540067,"(2.8, 4.6, 3.6470588235294117)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.48)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:19.779835,"(2.8, 4.6, 3.6470588235294117)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.535294117647059)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 10.5)"
16-12-2022 12:37:20.993251,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.766666666666666)"
16-12-2022 12:37:22.272421,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:23.427914,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:24.667468,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:25.957484,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:27.131546,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:28.275086,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.7437500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 34.77272727272727)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:29.477887,"(2.8, 4.6, 3.688235294117647)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.873684210526316)","(41.0, 270.0, 232.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:30.675280,"(2.8, 4.6, 3.7470588235294118)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.8062500000000004)","(41.0, 270.0, 232.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:31.804395,"(2.8, 4.6, 3.7470588235294118)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.581818181818182)","(41.0, 270.0, 232.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:32.924487,"(2.8, 4.6, 3.3272727272727276)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.581818181818182)","(41.0, 270.0, 232.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:34.066165,"(2.8, 4.6, 3.3272727272727276)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.581818181818182)","(41.0, 270.0, 232.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:35.233708,"(2.8, 4.6, 3.3272727272727276)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.927777777777778)","(41.0, 270.0, 182.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:36.425357,"(2.8, 4.6, 3.889473684210526)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.9000000000000004)","(41.0, 210.0, 182.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:37.606925,"(2.8, 4.6, 3.7874999999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.9000000000000004)","(41.0, 210.0, 182.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:38.865545,"(2.8, 4.6, 3.7874999999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.9000000000000004)","(41.0, 210.0, 182.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:40.075749,"(2.8, 4.6, 3.7874999999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 34.75)","(7.5, 16.5, 8.944444444444445)","(3.2, 4.4, 3.9000000000000004)","(41.0, 210.0, 182.0)","(18.0, 50.0, 26.785714285714285)","(7.0, 14.0, 12.2)"
16-12-2022 12:37:41.247748,"(2.8, 4.6, 3.7874999999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.5, 13.714285714285714)","(3.2, 4.4, 3.9833333333333334)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:42.389590,"(2.8, 4.6, 3.942105263157895)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.9833333333333334)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:43.555077,"(2.8, 4.6, 3.8499999999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.8615384615384616)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:44.717382,"(2.8, 4.6, 3.5545454545454547)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.8615384615384616)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:45.843416,"(2.8, 4.6, 3.5545454545454547)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.9)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:46.928680,"(2.8, 4.6, 3.8666666666666667)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.8615384615384616)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:48.047557,"(2.8, 4.6, 3.9437499999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 31.176470588235293)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.8615384615384616)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:49.217892,"(2.8, 4.6, 3.9437499999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 13.714285714285714)","(3.2, 4.4, 3.8615384615384616)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:50.502057,"(2.8, 4.6, 3.9437499999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.4, 4.044444444444444)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:51.742159,"(2.8, 4.6, 3.9437499999999996)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 3.9666666666666663)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:52.985817,"(2.8, 4.6, 4.073684210526316)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 3.9076923076923076)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:54.204625,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 3.9076923076923076)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:55.445832,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 3.8857142857142857)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:56.644118,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 4.033333333333333)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:57.955747,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 4.127777777777777)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:37:59.414011,"(2.8, 4.6, 3.946153846153846)","(4.4, 99999, 99990)","(15.0, 46.0, 30.5)","(7.5, 16.0, 12.444444444444445)","(3.2, 4.6, 4.127777777777777)","(41.0, 210.0, 171.23076923076923)","(18.0, 50.0, 23.40909090909091)","(7.0, 14.0, 9.885714285714286)"
16-12-2022 12:38:00.685703,"(2.9, 4.6, 3.946153846153846)","(4.6, 99999, 99990)","(17.0, 46.0, 30.5)","(8.0, 16.0, 12.444444444444445)","(3.4, 4.6, 3.8692307692307693)","(51.0, 210.0, 171.23076923076923)","(20.0, 50.0, 23.40909090909091)","(7.5, 14.0, 9.885714285714286)"
16-12-2022 12:38:01.921870,"(2.9, 4.6, 3.8692307692307693)","(4.6, 99999, 99990)","(17.0, 46.0, 30.5)","(8.0, 16.0, 12.444444444444445)","(3.4, 4.6, 4.033333333333333)","(51.0, 210.0, 171.23076923076923)","(20.0, 50.0, 23.40909090909091)","(7.5, 14.0, 9.885714285714286)"
16-12-2022 12:38:03.212953,"(2.9, 4.6, 3.933333333333333)","(4.6, 99999, 99990)","(17.0, 46.0, 30.5)","(8.0, 16.0, 12.444444444444445)","(3.4, 4.6, 3.9846153846153842)","(51.0, 210.0, 171.23076923076923)","(20.0, 50.0, 23.40909090909091)","(7.5, 14.0, 9.885714285714286)"
16-12-2022 12:38:04.511404,"(2.9, 4.6, 3.8692307692307693)","(4.6, 99999, 99990)","(17.0, 46.0, 30.5)","(8.0, 16.0, 12.444444444444445)","(3.4, 4.6, 4.023076923076923)","(51.0, 210.0, 171.23076923076923)","(20.0, 50.0, 23.40909090909091)","(7.5, 14.0, 9.885714285714286)"
16-12-2022 12:38:05.991107,"(2.9, 4.6, 4.00625)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 16.0, 14.796875)","(3.4, 4.6, 3.952272727272727)","(51.0, 210.0, 132.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 14.0, 10.15)"
16-12-2022 12:38:07.458991,"(2.9, 4.6, 4.00625)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.5, 14.796875)","(3.4, 4.6, 3.952272727272727)","(51.0, 150.0, 132.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.5, 10.15)"
16-12-2022 12:38:08.687861,"(2.9, 4.6, 4.00625)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.5, 14.34375)","(3.4, 4.6, 4.107407407407408)","(51.0, 150.0, 132.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.5, 9.9)"
16-12-2022 12:38:09.853422,"(2.9, 4.6, 3.946153846153846)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 14.34375)","(3.4, 4.6, 4.038636363636364)","(51.0, 150.0, 132.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 9.9)"
16-12-2022 12:38:11.141430,"(2.9, 4.6, 4.126315789473685)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 14.34375)","(3.4, 4.6, 4.038636363636364)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 9.9)"
16-12-2022 12:38:12.475586,"(2.9, 4.6, 4.126315789473685)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 12.951219512195122)","(3.4, 4.6, 4.081818181818182)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.488888888888889)"
16-12-2022 12:38:13.864749,"(2.9, 4.6, 3.946153846153846)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.204166666666667)","(51.0, 150.0, 96.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:15.048341,"(2.9, 4.6, 4.033333333333333)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.204166666666667)","(51.0, 150.0, 96.0)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:16.365594,"(2.9, 4.6, 4.033333333333333)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.204166666666667)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:17.514902,"(2.9, 4.6, 4.033333333333333)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.081818181818182)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:18.586048,"(2.9, 4.6, 3.8692307692307693)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.081818181818182)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:19.805714,"(2.9, 4.6, 3.8692307692307693)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.6, 4.115384615384615)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:21.032422,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.233333333333333)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:22.235936,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.233333333333333)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 21.323529411764707)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:23.391976,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.115384615384615)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:24.527895,"(2.9, 4.6, 3.8692307692307693)","(4.6, 99999, 99990)","(17.0, 46.0, 34.270270270270274)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.115384615384615)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:25.657877,"(2.9, 4.6, 4.00625)","(4.6, 99999, 99990)","(17.0, 46.0, 31.766666666666666)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.233333333333333)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:26.718320,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 25.0)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.233333333333333)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:27.818204,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 33.27272727272727)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.233333333333333)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:29.005857,"(2.9, 4.6, 4.0)","(4.6, 99999, 99990)","(17.0, 46.0, 33.27272727272727)","(8.0, 15.0, 13.147058823529411)","(3.4, 4.5, 4.115384615384615)","(51.0, 150.0, 134.57142857142856)","(20.0, 50.0, 22.916666666666668)","(7.5, 13.0, 7.608695652173913)"
16-12-2022 12:38:30.245562,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 7.608695652173913)"
16-12-2022 12:38:31.358707,"(2.8, 4.6, 4.00625)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 7.608695652173913)"
16-12-2022 12:38:32.452514,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 7.608695652173913)"
16-12-2022 12:38:33.558676,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 7.608695652173913)"
16-12-2022 12:38:34.663688,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 7.608695652173913)"
16-12-2022 12:38:35.739821,"(2.8, 4.6, 3.8692307692307693)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 8.23076923076923)"
16-12-2022 12:38:36.769208,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 13.147058823529411)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 9.352941176470589)"
16-12-2022 12:38:37.866802,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 12.72972972972973)","(3.2, 4.5, 4.233333333333333)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 9.352941176470589)"
16-12-2022 12:38:39.043165,"(2.8, 4.6, 4.0)","(4.4, 99999, 99990)","(15.0, 46.0, 33.27272727272727)","(7.5, 15.0, 12.347058823529412)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 13.0, 11.233333333333334)"
16-12-2022 12:38:40.078810,"(2.8, 4.5, 3.96875)","(4.4, 99999, 99990)","(15.0, 46.0, 24.63157894736842)","(7.5, 14.5, 12.347058823529412)","(3.2, 4.5, 4.115384615384615)","(41.0, 150.0, 134.57142857142856)","(18.0, 50.0, 22.916666666666668)","(7.0, 12.5, 8.613636363636363)"
