,Joan Jet,Big Time Pacman,Chi Lin,Uncle Albert,Redeem A Rapper,Mow Cow
14-12-2022 12:18:29.234709,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:30.201449,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:31.110173,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:32.047008,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:32.927122,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:33.932933,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:35.011234,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:36.029956,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:37.013321,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:38.002201,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:39.031206,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:40.009309,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:41.064549,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:42.050171,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:43.024998,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:43.992984,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 12.075)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:44.939407,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 14.5, 9.385714285714286)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:45.840448,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.5, 9.385714285714286)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:46.758919,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:47.734541,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:48.680727,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:49.692261,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:50.651696,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:51.702890,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:52.618080,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 61.333333333333336)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:53.645693,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:54.574784,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:55.508114,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:56.502176,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:57.506111,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:58.502055,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:18:59.511883,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:00.438635,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:01.468449,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:02.405734,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:03.437612,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:04.453587,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:05.473896,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:06.446740,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:07.428615,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:08.338991,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:09.318648,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:10.393749,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:11.419408,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:12.475480,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:13.530908,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:14.605971,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:15.479668,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:16.425195,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:17.419769,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:18.452405,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:19.569665,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:20.577930,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:21.580082,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:22.582867,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:23.490239,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:24.467094,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:25.459473,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:26.470528,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:27.456175,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:28.345415,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:29.299253,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:30.335994,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:31.336895,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:32.373208,"(21.0, 250.0, 108.125)","(1.65, 1.82, 1.7650000000000001)","(18.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.2, 15.0, 12.45)","(3.8, 6.4, 4.125)"
14-12-2022 12:19:33.305052,"(26.0, 250.0, 108.125)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:34.304321,"(26.0, 250.0, 108.125)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:35.376382,"(26.0, 250.0, 108.125)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:36.520712,"(26.0, 250.0, 108.125)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 92.8125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:37.604747,"(26.0, 250.0, 108.125)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:38.761406,"(26.0, 250.0, 61.666666666666664)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.125)"
14-12-2022 12:19:39.795890,"(26.0, 280.0, 66.66666666666666)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 34.285714285714285)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.745454545454545)"
14-12-2022 12:19:40.833224,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.745454545454545)"
14-12-2022 12:19:41.958968,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.745454545454545)"
14-12-2022 12:19:43.079056,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.745454545454545)"
14-12-2022 12:19:44.185717,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 4.745454545454545)"
14-12-2022 12:19:45.258826,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:46.402041,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:47.479636,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:48.459816,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:49.515845,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:50.758355,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:51.907242,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 12.45)","(3.9, 6.4, 5.329411764705883)"
14-12-2022 12:19:53.072591,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 6.771428571428571)","(3.9, 6.4, 5.800000000000001)"
14-12-2022 12:19:54.254515,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 14.0, 10.02)","(3.9, 6.2, 5.1066666666666665)"
14-12-2022 12:19:55.488748,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 5.1066666666666665)"
14-12-2022 12:19:56.709518,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 5.1066666666666665)"
14-12-2022 12:19:57.906247,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 4.4)"
14-12-2022 12:19:59.152203,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 4.4)"
14-12-2022 12:20:00.245721,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 4.4)"
14-12-2022 12:20:01.328523,"(26.0, 280.0, 66.66666666666666)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 127.72727272727272)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 4.4)"
14-12-2022 12:20:02.466495,"(26.0, 280.0, 66.66666666666666)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.125)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.6, 4.416666666666667)"
14-12-2022 12:20:03.570650,"(26.0, 290.0, 68.33333333333334)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.4375)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:04.681666,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:05.850093,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:06.951488,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:08.040059,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:09.178222,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:10.215927,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 13.5, 10.02)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:11.310167,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.5, 10.620000000000001)","(3.9, 6.4, 4.416666666666667)"
14-12-2022 12:20:12.378306,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:13.628309,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.5, 10.620000000000001)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:14.705732,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.5, 8.2)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:15.794254,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 8.2)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:16.902106,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 15.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:18.108705,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:19.352785,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:20.539904,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 40.3125)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:21.626856,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:22.736886,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:23.799655,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
14-12-2022 12:20:25.061228,"(26.0, 260.0, 142.0)","(1.6, 1.82, 1.7650000000000001)","(20.0, 220.0, 93.75)","(15.0, 85.0, 55.41666666666667)","(4.4, 14.0, 10.32)","(3.9, 6.4, 5.21)"
