,Wandering Star,Know Gloating,Impressive Sonic,Mysterious Lady,Goldstar Justice,Barbaras Angel,Mine Hunter,Feeling Fancy
15-12-2022 14:34:23.104877,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.807692307692308)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 100.0)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:24.246431,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 100.0)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:25.419084,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 100.0)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:26.687635,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.590909090909092)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:27.932079,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:29.057971,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:30.197664,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:31.327749,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(18.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:32.386446,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.807692307692308)","(19.0, 85.0, 45.61538461538461)","(7.5, 13.0, 10.9)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:33.539721,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.807692307692308)","(19.0, 85.0, 74.33333333333333)","(7.5, 13.0, 10.975)","(21.0, 180.0, 122.85714285714286)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:34:34.694183,"(2.7, 4.3, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.211111111111112)"
15-12-2022 14:34:35.980191,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.211111111111112)"
15-12-2022 14:34:37.182181,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.211111111111112)"
15-12-2022 14:34:38.273856,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.211111111111112)"
15-12-2022 14:34:39.415645,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.255555555555556)"
15-12-2022 14:34:40.565642,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.45)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.255555555555556)"
15-12-2022 14:34:41.647473,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 11.2)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.255555555555556)"
15-12-2022 14:34:42.782314,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 69.19999999999999)","(7.5, 13.0, 10.975)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 11.2)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 16.3)"
15-12-2022 14:34:43.970412,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 16.3)"
15-12-2022 14:34:45.234899,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 16.3)"
15-12-2022 14:34:46.479762,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:47.667397,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:48.919530,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:50.054595,"(2.7, 4.4, 3.6387500000000004)","(5.0, 8.0, 6.807692307692308)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:51.223951,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:52.348471,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:53.401520,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.466666666666667)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:54.470954,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.466666666666667)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:55.595725,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.466666666666667)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:56.755574,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:57.886539,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.914285714285715)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:34:59.024087,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.636363636363637)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 15.266666666666666)"
15-12-2022 14:35:00.185211,"(2.7, 4.3, 3.644)","(5.0, 8.0, 6.928571428571429)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 11.05)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.225)","(3.5, 7.8, 6.571428571428571)","(8.5, 18.5, 17.142857142857142)"
15-12-2022 14:35:01.367827,"(2.7, 4.2, 3.584)","(5.0, 8.0, 6.928571428571429)","(19.0, 75.0, 65.41666666666667)","(7.5, 13.0, 8.65)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.225)","(3.5, 7.8, 6.93)","(8.5, 18.5, 17.142857142857142)"
15-12-2022 14:35:02.486342,"(2.7, 4.2, 3.584)","(5.0, 8.0, 6.125)","(19.0, 75.0, 66.71428571428572)","(7.5, 13.0, 8.65)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.93)","(8.5, 18.5, 17.142857142857142)"
15-12-2022 14:35:03.498716,"(2.7, 4.2, 3.584)","(5.0, 8.0, 6.125)","(19.0, 75.0, 66.71428571428572)","(7.5, 13.5, 9.3)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.93)","(8.5, 18.5, 17.142857142857142)"
15-12-2022 14:35:04.666031,"(2.7, 4.2, 3.584)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.866666666666667)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.225)","(3.5, 7.8, 6.93)","(8.5, 18.0, 16.044444444444444)"
15-12-2022 14:35:05.782099,"(2.7, 4.2, 3.584)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 14.0, 9.866666666666667)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.225)","(3.5, 7.8, 6.93)","(8.5, 18.0, 16.433333333333334)"
15-12-2022 14:35:06.823400,"(2.7, 4.3, 4.136)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.7)","(21.0, 180.0, 113.75)","(8.0, 15.0, 12.225)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.433333333333334)"
15-12-2022 14:35:08.001541,"(2.7, 4.3, 4.136)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.7)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.433333333333334)"
15-12-2022 14:35:09.199571,"(2.7, 4.3, 4.136)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.7)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.433333333333334)"
15-12-2022 14:35:10.469684,"(2.7, 4.3, 4.136)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.7)","(21.0, 180.0, 113.75)","(8.0, 15.0, 13.766666666666666)","(3.5, 7.8, 6.93)","(8.5, 18.5, 16.433333333333334)"
15-12-2022 14:35:11.571076,"(2.7, 4.3, 4.136)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 9.7)","(21.0, 180.0, 113.75)","(8.0, 15.0, 11.2)","(3.5, 7.8, 7.09)","(8.5, 18.5, 15.785714285714286)"
15-12-2022 14:35:12.721795,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 11.757142857142856)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 8.0, 6.45)","(8.5, 18.5, 15.785714285714286)"
15-12-2022 14:35:14.037882,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.566666666666666)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.2, 7.09)","(8.5, 18.5, 15.785714285714286)"
15-12-2022 14:35:15.227296,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 8.0, 6.93)","(8.5, 18.5, 15.785714285714286)"
15-12-2022 14:35:16.237475,"(2.7, 4.3, 3.191578947368421)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:17.343092,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:18.435339,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:19.506491,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:20.594773,"(2.7, 4.3, 3.4276923076923076)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:21.842164,"(2.7, 4.3, 4.0685714285714285)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:22.973848,"(2.7, 4.3, 4.0685714285714285)","(5.0, 8.0, 6.125)","(19.0, 65.0, 61.535714285714285)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:24.101626,"(2.7, 4.3, 3.49)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:25.216324,"(2.7, 4.3, 3.49)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 11.814285714285713)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:26.324666,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 11.814285714285713)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:27.460045,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:28.593733,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:29.749389,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:30.802501,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:31.792159,"(2.7, 4.2, 3.4400000000000004)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:32.908303,"(2.7, 4.3, 3.49)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:34.017804,"(2.7, 4.3, 3.49)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 9.833333333333334)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 15.557142857142857)"
15-12-2022 14:35:35.027941,"(2.7, 4.3, 3.49)","(5.0, 8.0, 6.125)","(19.0, 65.0, 57.0)","(7.5, 13.5, 11.87142857142857)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:36.007826,"(2.7, 4.3, 4.0685714285714285)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:37.033931,"(2.7, 4.3, 4.0685714285714285)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:38.062775,"(2.7, 4.3, 4.0685714285714285)","(5.0, 8.0, 6.125)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:39.071330,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:40.054446,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 113.75)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:41.066991,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 9.3)","(3.5, 7.8, 6.93)","(8.5, 18.5, 11.633333333333333)"
15-12-2022 14:35:42.150075,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.333333333333332)","(3.5, 7.8, 5.625)","(9.0, 18.5, 11.633333333333333)"
15-12-2022 14:35:43.158902,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.333333333333332)","(3.5, 7.8, 5.625)","(9.0, 18.5, 11.633333333333333)"
15-12-2022 14:35:44.216957,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.818181818181818)","(3.5, 7.8, 5.625)","(9.0, 18.5, 11.633333333333333)"
15-12-2022 14:35:45.385820,"(2.7, 4.3, 4.0685714285714285)","(5.0, 7.8, 6.05)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 12.075)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.818181818181818)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.925)"
15-12-2022 14:35:46.514713,"(2.7, 4.3, 4.033333333333333)","(5.0, 7.8, 5.728571428571429)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 11.928571428571429)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.075)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:47.703507,"(2.7, 4.3, 4.033333333333333)","(5.0, 7.8, 5.728571428571429)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 11.928571428571429)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.075)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:48.785744,"(2.7, 4.3, 4.033333333333333)","(5.0, 7.8, 5.728571428571429)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 11.928571428571429)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.075)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:49.891365,"(2.7, 4.3, 4.033333333333333)","(5.0, 7.8, 5.728571428571429)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 11.928571428571429)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.075)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:51.165742,"(2.7, 4.3, 4.033333333333333)","(5.0, 8.0, 5.785714285714286)","(19.0, 65.0, 58.14285714285714)","(7.5, 13.5, 11.928571428571429)","(21.0, 180.0, 66.42857142857143)","(8.0, 15.0, 12.075)","(3.5, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:52.408764,"(2.7, 4.3, 4.033333333333333)","(5.0, 8.0, 5.785714285714286)","(19.0, 65.0, 48.833333333333336)","(7.5, 13.5, 11.928571428571429)","(20.0, 180.0, 66.42857142857143)","(8.5, 15.0, 12.075)","(3.6, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:53.534757,"(2.7, 4.3, 4.033333333333333)","(5.0, 8.0, 5.785714285714286)","(19.0, 65.0, 48.833333333333336)","(7.5, 13.5, 11.928571428571429)","(20.0, 180.0, 66.42857142857143)","(8.5, 15.0, 12.075)","(3.6, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:54.594386,"(2.7, 4.3, 3.3666666666666667)","(5.0, 7.8, 5.728571428571429)","(19.0, 55.0, 42.16666666666667)","(7.5, 13.5, 11.928571428571429)","(20.0, 180.0, 66.42857142857143)","(8.5, 15.0, 12.075)","(3.6, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:55.686978,"(2.7, 4.3, 3.3666666666666667)","(5.0, 7.8, 5.728571428571429)","(19.0, 55.0, 42.16666666666667)","(7.5, 13.5, 11.928571428571429)","(20.0, 180.0, 66.42857142857143)","(8.5, 15.0, 12.075)","(3.6, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
15-12-2022 14:35:56.752615,"(2.7, 4.3, 3.3666666666666667)","(5.0, 7.8, 5.728571428571429)","(19.0, 55.0, 42.16666666666667)","(7.5, 13.5, 11.928571428571429)","(20.0, 180.0, 66.42857142857143)","(8.5, 15.0, 12.075)","(3.6, 7.8, 5.625)","(9.0, 18.5, 15.614285714285714)"
