,Kempton Bale,Call The Fairies,Hokkaido Miss,Micks Kimmy,Iverson,Joffas Liberty,Impress Scarlett,Who Knows Chloe
342,"[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 47, 524285), 21.0, 170.0]"
343,"[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 48, 726715), 21.0, 170.0]"
344,"[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 49, 873267), 21.0, 170.0]"
345,"[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 51, 4875), 21.0, 170.0]"
346,"[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 52, 137920), 21.0, 170.0]"
347,"[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 53, 277907), 21.0, 170.0]"
348,"[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 54, 418005), 21.0, 170.0]"
349,"[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 55, 559738), 21.0, 170.0]"
350,"[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 56, 695070), 21.0, 170.0]"
351,"[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 57, 830511), 21.0, 170.0]"
352,"[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 11, 58, 961639), 21.0, 170.0]"
353,"[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 0, 99059), 21.0, 170.0]"
354,"[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 1, 228545), 21.0, 170.0]"
355,"[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 2, 360043), 21.0, 170.0]"
356,"[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 3, 492929), 21.0, 170.0]"
357,"[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 4, 630417), 21.0, 170.0]"
358,"[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 5, 799821), 21.0, 170.0]"
359,"[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 6, 944121), 21.0, 170.0]"
360,"[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 8, 85830), 21.0, 170.0]"
361,"[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 9, 214560), 21.0, 170.0]"
362,"[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 10, 351415), 21.0, 170.0]"
363,"[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 11, 482501), 21.0, 170.0]"
364,"[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 12, 634661), 21.0, 170.0]"
365,"[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 13, 765472), 21.0, 170.0]"
366,"[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 14, 903535), 21.0, 170.0]"
367,"[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 16, 37115), 21.0, 170.0]"
368,"[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 17, 177568), 21.0, 170.0]"
369,"[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 18, 318373), 21.0, 170.0]"
370,"[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 19, 461570), 21.0, 170.0]"
371,"[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 20, 607237), 21.0, 170.0]"
372,"[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 21, 753869), 21.0, 170.0]"
373,"[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 22, 901571), 21.0, 170.0]"
374,"[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 24, 83910), 21.0, 170.0]"
375,"[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 25, 263414), 21.0, 170.0]"
376,"[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 26, 414407), 21.0, 170.0]"
377,"[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 27, 566206), 21.0, 170.0]"
378,"[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 28, 723622), 21.0, 170.0]"
379,"[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 29, 886529), 21.0, 170.0]"
380,"[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 31, 83664), 21.0, 170.0]"
381,"[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 2.8, 4.3]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 16, 12, 32, 232404), 21.0, 170.0]"
