,Up There Billy,Aston Carlos,Curls Victory,Woodside Zulu,Dash Home,Just Buffy,Denzell Bale
10-01-2023 12:03:14.480691,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:15.577847,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:16.677492,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:17.699538,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:18.674582,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:19.603567,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:20.526926,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:21.532470,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:22.601461,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:23.645749,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:24.699301,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:25.737567,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:26.721211,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:27.635560,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.2)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:28.650994,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.3176923076923077)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:29.757352,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 2.3176923076923077)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:30.881501,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:32.019429,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:33.053320,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:34.166448,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:35.137425,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:36.107730,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.816)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:37.116639,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.776190476190476)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:38.220233,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.809090909090909)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:39.260678,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.809090909090909)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:40.402401,"(3.7, 5.9, 4.92)","(7.0, 16.5, 11.318181818181818)","(1.65, 2.5, 1.809090909090909)","(8.0, 17.0, 11.98181818181818)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 55.0, 38.541666666666664)"
10-01-2023 12:03:41.573129,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.8)","(1.65, 2.5, 1.809090909090909)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:42.745429,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:43.903439,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:44.930359,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:45.943184,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:46.947174,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:47.900159,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:48.875687,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.1799999999999997)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:49.873532,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:50.875181,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:52.011001,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:53.133542,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:54.233189,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:55.337897,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:56.457487,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:57.533444,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:58.531720,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:03:59.519847,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:00.591812,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:01.581113,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:02.640652,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:03.687114,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:04.756870,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:05.875925,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:06.979555,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:08.091171,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:09.146386,"(3.7, 5.9, 4.92)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 26.636363636363637)"
10-01-2023 12:04:10.223466,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 55.0, 25.272727272727273)"
10-01-2023 12:04:11.267072,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:12.265368,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:13.319531,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:14.377540,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:15.381767,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:16.428485,"(3.7, 6.2, 5.171428571428572)","(7.0, 16.5, 10.92)","(1.65, 2.5, 2.0428571428571427)","(8.0, 17.0, 11.6)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:17.528138,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:18.619409,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:19.687717,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:20.802416,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:21.828210,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:22.834418,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 11.133333333333333)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:23.928685,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 14.542857142857143)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:24.995226,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.72)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:26.013448,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.72)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:27.018472,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.56)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:28.096386,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.4)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:29.138010,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.4)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 25.272727272727273)"
10-01-2023 12:04:30.184549,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 17.0, 13.56)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:31.230554,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:32.273142,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:33.293321,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:34.279463,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:35.307182,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:36.403372,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:37.482189,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:38.631609,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:39.704729,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:40.712040,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:41.730642,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:42.676639,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:43.587554,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:44.613058,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:45.583287,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:46.533996,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 27.333333333333336)","(20.0, 55.0, 28.454545454545453)","(17.0, 50.0, 24.545454545454547)"
10-01-2023 12:04:47.503891,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.422222222222224)","(18.0, 48.0, 30.77777777777778)","(20.0, 55.0, 34.16666666666667)","(17.0, 50.0, 32.25)"
10-01-2023 12:04:48.477622,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 10.433333333333334)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 15.933333333333334)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 50.0, 32.25)"
10-01-2023 12:04:49.561599,"(3.7, 6.2, 4.633333333333334)","(7.0, 16.5, 12.115384615384615)","(1.65, 2.5, 1.8130434782608695)","(8.0, 20.0, 17.288888888888888)","(18.0, 48.0, 32.25)","(20.0, 55.0, 36.25)","(17.0, 50.0, 29.25)"
