,Lady Miki,Mon Soleil,Best Back Bruce,Kia Ora Beauty,Caledonian Terra,Morvah,Sunshine Warrior,Hameldaeme,Well Said Harps,Lenard Ess
11-01-2023 19:52:26.478486,"(2.7, 3.7, 3.533333333333333)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:27.980518,"(2.7, 3.7, 3.533333333333333)","(6.5, 10.5, 9.333333333333334)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:29.570640,"(2.7, 3.7, 3.56)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:31.009510,"(2.7, 3.7, 3.56)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 31.2)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:32.392468,"(2.7, 3.7, 3.56)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:33.739150,"(2.7, 3.7, 3.56)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:35.292155,"(2.7, 3.7, 3.5541666666666667)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(19.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:36.689540,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:38.008787,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.153125)","(7.0, 11.0, 10.28)","(19.0, 28.0, 25.666666666666668)"
11-01-2023 19:52:39.317330,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.625)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1897260273972603)","(7.0, 11.0, 10.28)","(19.0, 28.0, 24.2)"
11-01-2023 19:52:40.783598,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.4)","(17.0, 23.0, 21.9)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1897260273972603)","(7.0, 11.0, 10.28)","(19.0, 29.0, 24.2)"
11-01-2023 19:52:42.845510,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.9)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1897260273972603)","(7.0, 11.0, 10.28)","(19.0, 29.0, 24.2)"
11-01-2023 19:52:44.871931,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.9)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1902597402597404)","(7.0, 11.0, 10.28)","(19.0, 29.0, 24.2)"
11-01-2023 19:52:46.531800,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.9)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 170.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1902597402597404)","(7.0, 11.0, 10.28)","(19.0, 29.0, 24.2)"
11-01-2023 19:52:48.349257,"(2.6, 3.7, 3.5833333333333335)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.333333333333332)","(13.0, 20.0, 18.214285714285715)","(101.0, 190.0, 181.11111111111111)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.666666666666664)","(2.9, 3.2, 3.1625)","(7.0, 11.0, 10.28)","(19.0, 29.0, 24.2)"
11-01-2023 19:52:50.249442,"(2.6, 3.7, 3.5611111111111113)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.5)","(13.0, 20.0, 20.65)","(101.0, 190.0, 220.0)","(21.0, 34.0, 32.25)","(26.0, 60.0, 54.0)","(2.9, 3.2, 3.3800000000000003)","(7.0, 11.0, 9.971428571428572)","(19.0, 29.0, 23.0)"
11-01-2023 19:52:51.685616,"(2.6, 3.7, 3.4833333333333334)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 20.5)","(101.0, 230.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 70.0, 61.83333333333333)","(2.9, 3.45, 3.4111111111111114)","(7.0, 11.0, 9.971428571428572)","(19.0, 29.0, 22.75)"
11-01-2023 19:52:52.996188,"(2.6, 3.65, 3.4833333333333334)","(6.5, 9.8, 9.22857142857143)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 65.0, 58.2)","(2.9, 3.45, 3.4111111111111114)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 24.5)"
11-01-2023 19:52:54.311514,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.8, 9.22857142857143)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 65.0, 60.714285714285715)","(2.9, 3.45, 3.4111111111111114)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:52:55.616267,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.8, 9.22857142857143)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 65.0, 62.27272727272727)","(2.9, 3.45, 3.4111111111111114)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:52:56.978931,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.8, 9.22857142857143)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 65.0, 60.0)","(2.9, 3.45, 3.4111111111111114)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:52:58.317250,"(2.6, 3.65, 3.47)","(6.5, 9.8, 9.22857142857143)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 65.0, 64.28571428571429)","(2.9, 3.45, 3.375)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:52:59.663295,"(2.6, 3.65, 3.47)","(6.5, 9.8, 9.22857142857143)","(17.0, 24.0, 20.75)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 56.81818181818182)","(2.9, 3.45, 3.375)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:53:01.008178,"(2.6, 3.65, 3.47)","(6.5, 9.4, 9.2)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 61.666666666666664)","(2.9, 3.45, 3.3375)","(7.0, 11.0, 9.971428571428572)","(19.0, 28.0, 21.142857142857142)"
11-01-2023 19:53:02.395838,"(2.6, 3.65, 3.47)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.4, 3.3833333333333333)","(7.0, 11.0, 10.28)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:03.867955,"(2.6, 3.65, 3.47)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.45, 3.266666666666667)","(7.0, 11.0, 10.28)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:05.258130,"(2.6, 3.65, 3.47)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.28)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:06.596794,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.2)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:08.034511,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.085714285714285)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:09.350312,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.58823529411765)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.695238095238095)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:10.851807,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.75)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.58823529411765)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.695238095238095)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:12.181678,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.58823529411765)","(2.9, 3.45, 3.2555555555555555)","(7.0, 11.0, 10.733333333333334)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:13.313078,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.45, 3.68125)","(7.0, 11.0, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:14.569876,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.114285714285714)","(17.0, 24.0, 20.75)","(13.0, 21.0, 19.833333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 65.0)","(2.9, 3.75, 3.7041666666666666)","(7.0, 11.0, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:15.912985,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.114285714285714)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.833333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 68.33333333333333)","(2.9, 3.75, 3.1516483516483516)","(7.0, 11.0, 10.040000000000001)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:17.203446,"(2.6, 3.65, 3.5214285714285714)","(6.5, 9.4, 9.114285714285714)","(17.0, 23.0, 19.785714285714285)","(13.0, 21.0, 19.833333333333332)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 75.0, 83.0)","(2.9, 3.2, 3.138888888888889)","(7.0, 11.0, 10.375)","(19.0, 28.0, 24.5)"
11-01-2023 19:53:18.545542,"(2.6, 3.65, 3.56)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 110.0, 92.22222222222223)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.375)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:19.740309,"(2.6, 3.65, 3.6058823529411765)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 100.0, 85.41666666666666)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.642857142857142)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:20.949154,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 100.0, 84.0909090909091)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.642857142857142)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:22.099692,"(2.6, 3.75, 3.6346153846153846)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 95.0, 84.44444444444444)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.642857142857142)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:23.218501,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 84.44444444444444)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.642857142857142)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:24.368549,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 85.0)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:25.479413,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 85.0)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:26.573502,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:27.676226,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:29.239236,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:30.559409,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.15, 3.13)","(7.0, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:31.786353,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.15, 3.072222222222222)","(7.0, 11.5, 10.3)","(19.0, 27.0, 20.714285714285715)"
11-01-2023 19:53:33.042643,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 76.66666666666667)","(2.9, 3.2, 3.0749999999999997)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:34.268485,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.75)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.0749999999999997)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:35.484409,"(2.6, 3.75, 3.6357142857142857)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.0749999999999997)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:36.778537,"(2.6, 3.75, 3.623684210526316)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.0749999999999997)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:37.934043,"(2.6, 3.75, 3.623684210526316)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:39.260984,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:40.591019,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.071428571428573)","(13.0, 21.0, 20.65)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:41.911792,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.25)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.172727272727273)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:43.149659,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 24.0, 21.25)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:44.322052,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 24.0, 20.75)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:45.489848,"(2.6, 3.75, 3.5500000000000003)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.0, 11.5, 10.3)","(19.0, 28.0, 20.714285714285715)"
11-01-2023 19:53:46.590810,"(2.6, 3.75, 3.5500000000000003)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.75)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.0, 11.5, 10.3)","(19.0, 28.0, 24.5)"
11-01-2023 19:53:47.708388,"(2.6, 3.75, 3.6)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.0, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:48.843803,"(2.6, 3.75, 3.5500000000000003)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:50.111805,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.3)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:51.259011,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.3)","(13.0, 21.0, 20.61111111111111)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:52.360746,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.416666666666668)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:53.523795,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.2)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.0)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 25.92857142857143)"
11-01-2023 19:53:54.777613,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.2)","(17.0, 23.0, 20.0)","(13.0, 21.0, 20.0)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:56.158240,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.4, 9.24)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.0)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:57.317989,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.6, 9.24)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
11-01-2023 19:53:58.519517,"(2.6, 3.7, 3.516666666666667)","(6.5, 9.6, 9.24)","(17.0, 23.0, 21.5)","(13.0, 21.0, 20.5)","(101.0, 220.0, 204.44444444444446)","(21.0, 34.0, 32.25)","(26.0, 90.0, 73.33333333333333)","(2.9, 3.2, 3.157142857142857)","(7.5, 11.5, 10.3)","(19.0, 27.0, 24.5)"
