,Go Goose Go,Agent Eleven,Mine Master,Aston Scepter,Finniss Blossom,Argent Street
14-12-2022 13:51:11.527921,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:12.476787,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 10.076923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:13.438184,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 26.535714285714285)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:14.496687,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:15.618092,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:16.673293,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:17.687905,"(3.0, 4.8, 3.6733333333333333)","(2.2, 2.82, 2.65)","(5.0, 9.0, 7.8)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:18.615140,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:19.589633,"(3.0, 4.7, 4.356)","(2.2, 2.82, 2.65)","(5.0, 9.0, 8.022222222222222)","(13.0, 29.0, 24.6875)","(5.5, 11.5, 9.1875)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:20.613813,"(3.0, 4.3, 3.5666666666666664)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.800000000000001)","(13.0, 32.0, 27.857142857142858)","(5.5, 11.0, 9.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:21.737493,"(3.0, 4.3, 3.3441379310344828)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.276923076923077)","(13.0, 32.0, 26.42857142857143)","(5.5, 11.0, 9.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:22.939125,"(3.0, 4.3, 3.3441379310344828)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 30.0, 25.714285714285715)","(5.5, 11.0, 9.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:23.976212,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 25.714285714285715)","(5.5, 11.0, 9.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:25.069556,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.166666666666664)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:26.187193,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.276923076923077)","(13.0, 29.0, 27.166666666666664)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:27.090881,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.276923076923077)","(13.0, 29.0, 27.166666666666664)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:28.105730,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.276923076923077)","(13.0, 29.0, 27.166666666666664)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:29.209724,"(3.0, 4.2, 3.316551724137931)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 26.375)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:30.289634,"(3.0, 4.1, 3.477777777777778)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.384615384615387)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:31.358584,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.384615384615387)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:32.404927,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.384615384615387)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:33.446543,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.384615384615387)","(5.5, 11.0, 9.76923076923077)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:34.613631,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.276923076923077)","(13.0, 29.0, 27.46153846153846)","(5.5, 11.0, 10.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:35.634621,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.0, 8.8, 7.514285714285714)","(13.0, 29.0, 27.46153846153846)","(5.5, 11.0, 12.0625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:36.627424,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 27.46153846153846)","(6.0, 14.5, 12.0625)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:37.647035,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 27.46153846153846)","(6.0, 14.5, 13.0)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:38.602337,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 27.46153846153846)","(6.0, 14.5, 13.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:39.617098,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 27.46153846153846)","(6.0, 15.0, 13.833333333333334)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:40.618758,"(3.0, 4.1, 3.3246153846153845)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 27.46153846153846)","(6.0, 16.5, 13.666666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:41.710292,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 27.46153846153846)","(6.0, 16.0, 13.333333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:42.643463,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 27.46153846153846)","(6.0, 16.0, 13.333333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:43.681390,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 27.46153846153846)","(6.0, 16.0, 13.333333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:44.632594,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 27.46153846153846)","(6.0, 16.0, 13.333333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:45.715087,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 11.555555555555555)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:46.834616,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 11.555555555555555)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:47.801900,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 11.555555555555555)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:48.706706,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 11.555555555555555)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:49.742015,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:50.729305,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:51.806279,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.385714285714286)","(14.0, 29.0, 26.142857142857142)","(6.0, 16.0, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:53.029472,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 26.142857142857142)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:54.173582,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 26.142857142857142)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:55.268253,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 26.142857142857142)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:56.394046,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 26.142857142857142)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:57.515778,"(3.0, 4.0, 3.293846153846154)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.385714285714286)","(14.0, 29.0, 27.416666666666664)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:51:58.871353,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 27.416666666666664)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:00.133635,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 29.0, 27.416666666666664)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:01.240971,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.276923076923077)","(14.0, 29.0, 29.916666666666668)","(6.0, 15.5, 8.93)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:02.348217,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.0)","(6.0, 15.5, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:03.465779,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.0)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:04.560789,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.0)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:05.587138,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.0)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:06.664145,"(3.0, 4.0, 3.49)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.276923076923077)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:07.693999,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.7)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:08.699029,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.911111111111111)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:09.853023,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.911111111111111)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:11.016794,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.7)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:12.205112,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.7)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:13.323303,"(3.0, 4.0, 3.7333333333333334)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.7)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:14.356565,"(3.0, 4.0, 3.5238095238095237)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.911111111111111)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:15.449933,"(3.0, 4.0, 3.5238095238095237)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.911111111111111)","(14.0, 32.0, 30.333333333333336)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:16.570770,"(3.0, 4.0, 3.5238095238095237)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.9)","(14.0, 32.0, 31.09090909090909)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:17.592649,"(3.0, 4.0, 3.5238095238095237)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 31.09090909090909)","(6.0, 15.0, 8.879999999999999)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:18.574981,"(3.0, 4.0, 3.5238095238095237)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 28.666666666666668)","(6.0, 15.0, 9.583333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:19.730430,"(3.0, 4.0, 3.3333333333333335)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.5, 9.583333333333332)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:20.822952,"(3.0, 4.0, 3.3333333333333335)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.5, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:21.872359,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:23.037668,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:24.112975,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 9.5)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:25.224856,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.8)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:26.263630,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:27.375463,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:28.411852,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 28.666666666666668)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:29.424603,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 30.363636363636363)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:30.474213,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 8.022222222222222)","(14.0, 32.0, 30.363636363636363)","(6.0, 16.0, 8.633333333333333)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:31.539265,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 9.0, 7.514285714285714)","(14.0, 32.0, 30.363636363636363)","(6.0, 16.0, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:32.630232,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.363636363636363)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:33.715487,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.363636363636363)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:34.749315,"(3.0, 3.95, 3.3392857142857144)","(2.2, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.363636363636363)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:35.973171,"(3.0, 3.95, 3.3392857142857144)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.276923076923077)","(14.0, 32.0, 30.0)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:37.088593,"(3.0, 3.95, 3.3392857142857144)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.444444444444443)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:38.158860,"(3.0, 3.95, 3.3392857142857144)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 30.444444444444443)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:39.120143,"(3.0, 3.95, 3.3392857142857144)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 31.142857142857142)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:40.091990,"(3.0, 3.95, 3.3392857142857144)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.415384615384616)","(14.0, 32.0, 31.333333333333332)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:41.064999,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 31.333333333333332)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:42.165931,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 31.333333333333332)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:43.423439,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 32.0, 32.666666666666664)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 58.529411764705884)"
14-12-2022 13:52:44.760621,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.276923076923077)","(14.0, 36.0, 32.4)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 28.75)"
14-12-2022 13:52:45.951155,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 34.0, 33.111111111111114)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 28.75)"
14-12-2022 13:52:47.051631,"(3.0, 3.95, 3.5277777777777777)","(2.15, 2.82, 2.65)","(5.5, 8.8, 7.514285714285714)","(14.0, 34.0, 32.625)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:48.077602,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.514285714285714)","(14.0, 42.0, 32.625)","(6.0, 15.5, 9.416666666666666)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:49.170042,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.276923076923077)","(14.0, 42.0, 33.9)","(6.0, 15.5, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:50.304420,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 50.0, 33.9)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:51.467295,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 33.9)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:52.619905,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 33.9)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:53.820748,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:54.875833,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:55.940971,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:56.971855,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:58.119688,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:52:59.200955,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 40.0, 36.75)","(6.0, 15.0, 8.818181818181818)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:00.466610,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.7)","(14.0, 40.0, 38.4)","(6.0, 15.0, 9.25)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:01.875718,"(3.0, 3.95, 3.71)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 46.0, 35.625)","(6.0, 14.5, 9.25)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:03.117237,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 35.625)","(6.0, 14.5, 9.25)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:04.272668,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.6422222222222222)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 35.625)","(6.0, 14.5, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
14-12-2022 13:53:05.263543,"(3.0, 3.95, 3.55)","(2.15, 2.82, 2.61)","(5.5, 8.8, 7.911111111111111)","(14.0, 50.0, 35.625)","(6.0, 14.0, 9.028571428571428)","(18.0, 75.0, 29.166666666666664)"
