,Lightning Jack,Bankx Turbo,Amicus Brief,Pirate Rick,Hes A Fine Man,Payster,Sheltowees Bali,Hiding The Brick
15-12-2022 12:35:23.016662,"(21.0, 50.0, 44.285714285714285)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 99.33333333333333)","(41.0, 150.0, 127.5)","(17.0, 28.0, 25.384615384615387)","(13.0, 19.5, 19.0)"
15-12-2022 12:35:24.316294,"(21.0, 50.0, 44.285714285714285)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 28.0, 22.666666666666668)","(13.0, 19.5, 19.0)"
15-12-2022 12:35:25.654542,"(21.0, 50.0, 40.0)","(31.0, 75.0, 67.28571428571428)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.0)","(13.0, 19.5, 19.291666666666668)"
15-12-2022 12:35:26.909639,"(21.0, 50.0, 40.0)","(31.0, 75.0, 67.28571428571428)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.666666666666668)","(13.0, 19.5, 19.291666666666668)"
15-12-2022 12:35:28.143410,"(21.0, 50.0, 40.0)","(31.0, 75.0, 67.28571428571428)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 27.0, 24.666666666666668)","(13.0, 19.5, 19.0)"
15-12-2022 12:35:29.324324,"(21.0, 50.0, 40.0)","(31.0, 75.0, 67.28571428571428)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 18.03846153846154)"
15-12-2022 12:35:30.521965,"(21.0, 50.0, 40.0)","(31.0, 75.0, 67.28571428571428)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 18.03846153846154)"
15-12-2022 12:35:31.690002,"(21.0, 50.0, 40.0)","(31.0, 75.0, 64.66666666666667)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 19.166666666666668)"
15-12-2022 12:35:32.973978,"(21.0, 50.0, 40.0)","(31.0, 75.0, 64.66666666666667)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 27.0, 23.6)","(13.0, 20.0, 19.166666666666668)"
15-12-2022 12:35:34.223688,"(21.0, 50.0, 40.0)","(31.0, 75.0, 64.66666666666667)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 29.0, 25.142857142857142)","(13.0, 20.0, 19.166666666666668)"
15-12-2022 12:35:35.470643,"(21.0, 50.0, 41.25)","(31.0, 75.0, 64.66666666666667)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 100.0)","(41.0, 150.0, 127.5)","(17.0, 29.0, 23.333333333333332)","(13.0, 20.0, 18.5)"
15-12-2022 12:35:36.655140,"(21.0, 50.0, 38.333333333333336)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.81818181818182)","(13.0, 19.5, 18.5)"
15-12-2022 12:35:37.861973,"(21.0, 50.0, 40.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.81818181818182)","(13.0, 19.5, 18.5)"
15-12-2022 12:35:39.050231,"(21.0, 50.0, 40.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.81818181818182)","(13.0, 19.5, 18.5)"
15-12-2022 12:35:40.201875,"(21.0, 50.0, 40.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 127.5)","(17.0, 28.0, 24.81818181818182)","(13.0, 19.5, 18.5)"
15-12-2022 12:35:41.460766,"(21.0, 50.0, 40.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 127.5)","(17.0, 28.0, 25.0)","(13.0, 19.5, 18.666666666666668)"
15-12-2022 12:35:42.676636,"(21.0, 50.0, 43.33333333333333)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 93.75)","(17.0, 28.0, 25.0)","(13.0, 19.0, 18.666666666666668)"
15-12-2022 12:35:43.840047,"(21.0, 60.0, 56.75)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 82.5)","(17.0, 28.0, 25.0)","(13.0, 19.0, 18.5)"
15-12-2022 12:35:45.065523,"(21.0, 60.0, 56.75)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 93.0)","(17.0, 28.0, 25.75)","(13.0, 19.0, 18.333333333333332)"
15-12-2022 12:35:46.314893,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 93.0)","(17.0, 28.0, 27.0)","(13.0, 19.0, 18.692307692307693)"
15-12-2022 12:35:47.643288,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2246875)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 78.75)","(17.0, 28.0, 27.0)","(13.0, 19.0, 20.5)"
15-12-2022 12:35:48.871761,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2234513274336283)","(41.0, 110.0, 86.66666666666667)","(41.0, 150.0, 123.0)","(17.0, 28.0, 27.0)","(13.0, 22.0, 20.5)"
15-12-2022 12:35:50.111566,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2234513274336283)","(41.0, 110.0, 86.66666666666667)","(41.0, 140.0, 123.0)","(17.0, 28.0, 27.0)","(13.0, 22.0, 20.5)"
15-12-2022 12:35:51.382722,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2234513274336283)","(41.0, 110.0, 86.66666666666667)","(41.0, 140.0, 123.0)","(17.0, 28.0, 27.0)","(13.0, 22.0, 20.5)"
15-12-2022 12:35:52.626501,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2234513274336283)","(41.0, 110.0, 86.66666666666667)","(41.0, 140.0, 123.0)","(17.0, 28.0, 27.0)","(13.0, 22.0, 21.0)"
15-12-2022 12:35:53.883714,"(21.0, 60.0, 52.0)","(31.0, 75.0, 60.5)","(19.0, 75.0, 42.75)","(1.09, 1.23, 1.2234513274336283)","(41.0, 110.0, 86.66666666666667)","(41.0, 140.0, 109.28571428571428)","(17.0, 28.0, 27.0)","(13.0, 22.0, 21.11111111111111)"
15-12-2022 12:35:55.127654,"(21.0, 55.0, 48.666666666666664)","(31.0, 70.0, 62.0)","(19.0, 75.0, 42.75)","(1.09, 1.24, 1.2222033898305085)","(41.0, 110.0, 87.5)","(41.0, 150.0, 109.28571428571428)","(17.0, 28.0, 25.0)","(13.0, 22.0, 19.75)"
15-12-2022 12:35:56.344579,"(21.0, 60.0, 52.0)","(31.0, 70.0, 62.0)","(19.0, 75.0, 51.6)","(1.09, 1.24, 1.2222033898305085)","(41.0, 110.0, 87.5)","(41.0, 150.0, 109.28571428571428)","(17.0, 27.0, 25.125)","(13.0, 21.0, 19.75)"
15-12-2022 12:35:57.572823,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 51.6)","(1.09, 1.24, 1.2222033898305085)","(41.0, 110.0, 83.33333333333334)","(41.0, 150.0, 109.28571428571428)","(17.0, 27.0, 25.125)","(13.0, 21.0, 19.75)"
15-12-2022 12:35:58.793553,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 51.6)","(1.09, 1.24, 1.2222033898305085)","(41.0, 110.0, 83.33333333333334)","(41.0, 150.0, 109.28571428571428)","(17.0, 27.0, 25.125)","(13.0, 21.0, 19.75)"
15-12-2022 12:36:00.009196,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 51.6)","(1.09, 1.24, 1.2222033898305085)","(41.0, 110.0, 77.0)","(41.0, 150.0, 109.28571428571428)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 19.75)"
15-12-2022 12:36:01.271769,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 51.6)","(1.09, 1.24, 1.2259090909090908)","(41.0, 110.0, 136.25)","(41.0, 150.0, 114.375)","(17.0, 27.0, 25.0)","(13.0, 21.0, 19.75)"
15-12-2022 12:36:02.502935,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 51.6)","(1.09, 1.23, 1.21015503875969)","(41.0, 160.0, 136.25)","(41.0, 150.0, 114.375)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 20.444444444444443)"
15-12-2022 12:36:04.022900,"(21.0, 60.0, 58.8)","(31.0, 70.0, 62.0)","(19.0, 75.0, 51.6)","(1.09, 1.22, 1.21015503875969)","(41.0, 160.0, 136.25)","(41.0, 150.0, 114.375)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 20.444444444444443)"
15-12-2022 12:36:05.777392,"(21.0, 60.0, 58.8)","(31.0, 75.0, 60.5)","(19.0, 75.0, 58.285714285714285)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 136.25)","(41.0, 150.0, 114.375)","(17.0, 27.0, 24.666666666666668)","(13.0, 21.0, 20.444444444444443)"
15-12-2022 12:36:07.375015,"(21.0, 60.0, 54.666666666666664)","(31.0, 75.0, 60.5)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 143.42857142857144)","(41.0, 150.0, 114.375)","(17.0, 27.0, 25.166666666666668)","(13.0, 21.0, 21.333333333333332)"
15-12-2022 12:36:08.726988,"(21.0, 60.0, 54.666666666666664)","(31.0, 75.0, 60.5)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 104.0)","(41.0, 150.0, 114.375)","(17.0, 26.0, 25.166666666666668)","(13.0, 22.0, 21.333333333333332)"
15-12-2022 12:36:10.199747,"(21.0, 60.0, 54.666666666666664)","(31.0, 75.0, 60.5)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 104.0)","(41.0, 150.0, 114.375)","(17.0, 26.0, 25.0)","(13.0, 22.0, 21.333333333333332)"
15-12-2022 12:36:11.759422,"(21.0, 60.0, 54.666666666666664)","(31.0, 75.0, 60.5)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 137.2)","(41.0, 150.0, 114.375)","(17.0, 29.0, 26.25)","(13.0, 22.0, 21.5)"
15-12-2022 12:36:13.311980,"(21.0, 60.0, 49.0)","(31.0, 75.0, 72.0)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 28.0, 21.90909090909091)","(13.0, 22.0, 19.428571428571427)"
15-12-2022 12:36:15.278538,"(21.0, 55.0, 49.0)","(31.0, 75.0, 72.0)","(19.0, 75.0, 64.36363636363636)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 26.0, 21.90909090909091)","(13.0, 21.0, 19.69047619047619)"
15-12-2022 12:36:16.912196,"(21.0, 55.0, 49.0)","(31.0, 75.0, 72.0)","(19.0, 75.0, 62.0)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 26.0, 21.846153846153847)","(13.0, 20.0, 19.75)"
15-12-2022 12:36:18.526666,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.0)","(19.0, 75.0, 62.0)","(1.09, 1.22, 1.2069072164948453)","(41.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 26.0, 21.09090909090909)","(13.0, 20.0, 19.653846153846153)"
15-12-2022 12:36:19.974309,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.0)","(20.0, 75.0, 62.0)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 26.0, 20.15)","(14.0, 20.0, 19.653846153846153)"
15-12-2022 12:36:21.336728,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.0)","(20.0, 75.0, 62.0)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 147.85714285714286)","(41.0, 150.0, 125.625)","(17.0, 26.0, 21.333333333333332)","(14.0, 20.0, 19.653846153846153)"
15-12-2022 12:36:22.707207,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.0)","(20.0, 75.0, 62.0)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 147.85714285714286)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.653846153846153)"
15-12-2022 12:36:24.042857,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.27272727272727)","(20.0, 75.0, 63.3)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:25.342605,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 72.27272727272727)","(20.0, 75.0, 63.3)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:26.540152,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 63.3)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:27.755312,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 63.3)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:28.999569,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:30.299607,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 23.77777777777778)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:31.673675,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.083333333333332)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:33.035871,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.2069072164948453)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:34.297051,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:35.574737,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:36.691737,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:37.824330,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:38.984260,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:40.222861,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:41.391635,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:42.502218,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.863636363636363)"
15-12-2022 12:36:43.651319,"(21.0, 55.0, 48.714285714285715)","(31.0, 75.0, 68.33333333333333)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.208294930875576)","(31.0, 160.0, 149.375)","(41.0, 150.0, 128.33333333333334)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.75)"
15-12-2022 12:36:44.797119,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.666666666666664)","(20.0, 75.0, 47.25)","(1.08, 1.22, 1.2195652173913043)","(31.0, 160.0, 112.5)","(41.0, 150.0, 93.75)","(17.0, 25.0, 24.153846153846153)","(14.0, 20.0, 19.75)"
15-12-2022 12:36:46.026857,"(21.0, 60.0, 56.0)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 23.666666666666668)","(14.0, 20.0, 19.9)"
15-12-2022 12:36:47.307058,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 23.333333333333332)","(14.0, 22.0, 19.9)"
15-12-2022 12:36:48.474715,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.571428571428573)","(14.0, 22.0, 20.2)"
15-12-2022 12:36:49.629021,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.571428571428573)","(14.0, 22.0, 20.5)"
15-12-2022 12:36:50.757904,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.571428571428573)","(14.0, 22.0, 20.5)"
15-12-2022 12:36:51.809311,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.571428571428573)","(14.0, 22.0, 21.0)"
15-12-2022 12:36:52.834025,"(21.0, 60.0, 56.0)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.08, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 23.6)","(14.0, 22.0, 21.0)"
15-12-2022 12:36:53.947723,"(21.0, 60.0, 56.0)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2166666666666666)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 22.666666666666668)","(14.0, 22.0, 21.0)"
15-12-2022 12:36:55.118644,"(21.0, 60.0, 56.0)","(31.0, 75.0, 63.66666666666667)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 22.0)","(14.0, 22.0, 20.857142857142858)"
15-12-2022 12:36:56.243021,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 23.5)","(14.0, 22.0, 20.0)"
15-12-2022 12:36:57.345557,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.0)","(14.0, 21.0, 20.0)"
15-12-2022 12:36:58.411418,"(21.0, 60.0, 54.666666666666664)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 23.5)","(14.0, 21.0, 20.0)"
15-12-2022 12:36:59.485893,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 26.0, 24.0)","(14.0, 21.0, 21.384615384615387)"
15-12-2022 12:37:00.610125,"(21.0, 60.0, 55.333333333333336)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 24.0)","(14.0, 22.0, 20.5)"
15-12-2022 12:37:01.778088,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 22.333333333333332)","(14.0, 22.0, 20.5)"
15-12-2022 12:37:02.911004,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.22, 1.2145161290322581)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 22.333333333333332)","(14.0, 22.0, 20.75)"
15-12-2022 12:37:04.003452,"(21.0, 60.0, 56.0)","(31.0, 75.0, 58.333333333333336)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2048066298342541)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 27.0, 20.833333333333332)","(14.0, 22.0, 20.75)"
15-12-2022 12:37:05.141006,"(21.0, 60.0, 56.0)","(31.0, 75.0, 55.0)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2048066298342541)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 30.0, 20.833333333333332)","(14.0, 22.0, 20.5)"
15-12-2022 12:37:06.214889,"(21.0, 60.0, 56.0)","(31.0, 75.0, 58.333333333333336)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2048066298342541)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 30.0, 20.833333333333332)","(14.0, 22.0, 20.5)"
15-12-2022 12:37:07.253839,"(21.0, 60.0, 56.0)","(31.0, 75.0, 58.333333333333336)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2040506329113925)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 30.0, 20.833333333333332)","(14.0, 22.0, 20.25)"
15-12-2022 12:37:08.373741,"(21.0, 60.0, 56.0)","(31.0, 75.0, 58.333333333333336)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2040506329113925)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 30.0, 20.833333333333332)","(14.0, 22.0, 20.25)"
15-12-2022 12:37:09.485573,"(21.0, 60.0, 56.0)","(31.0, 75.0, 58.333333333333336)","(20.0, 75.0, 60.375)","(1.09, 1.21, 1.2040506329113925)","(31.0, 160.0, 142.5)","(41.0, 150.0, 78.75)","(17.0, 30.0, 20.833333333333332)","(14.0, 22.0, 20.5)"
