,Lightning Jack,Bankx Turbo,Amicus Brief,Pirate Rick,Hes A Fine Man,Payster,Sheltowees Bali,Hiding The Brick
15-12-2022 12:29:52.421280,"(18.0, 75.0, 61.857142857142854)","(21.0, 240.0, 201.09090909090907)","(15.0, 90.0, 62.57142857142857)","(1.14, 1.24, 1.249047619047619)","(41.0, 100.0, 60.0)","(41.0, 340.0, 62.57142857142857)","(16.0, 30.0, 24.0)","(13.0, 25.0, 19.0)"
15-12-2022 12:29:53.619268,"(18.0, 42.0, 38.285714285714285)","(21.0, 240.0, 201.09090909090907)","(15.0, 90.0, 62.57142857142857)","(1.14, 1.25, 1.2504166666666667)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.875)","(16.0, 30.0, 24.0)","(13.0, 25.0, 18.25)"
15-12-2022 12:29:55.151491,"(18.0, 42.0, 38.285714285714285)","(21.0, 240.0, 201.09090909090907)","(15.0, 90.0, 62.57142857142857)","(1.14, 1.26, 1.2504166666666667)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.875)","(16.0, 30.0, 24.0)","(13.0, 25.0, 19.375)"
15-12-2022 12:29:56.651812,"(18.0, 42.0, 38.75)","(21.0, 240.0, 180.0)","(15.0, 90.0, 79.63636363636363)","(1.14, 1.26, 1.2504166666666667)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.875)","(16.0, 30.0, 24.0)","(13.0, 25.0, 22.375)"
15-12-2022 12:29:57.899919,"(18.0, 42.0, 38.75)","(21.0, 240.0, 180.0)","(15.0, 85.0, 79.63636363636363)","(1.14, 1.26, 1.2514018691588784)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.875)","(16.0, 30.0, 24.0)","(13.0, 24.0, 22.25)"
15-12-2022 12:29:59.126248,"(18.0, 42.0, 38.75)","(21.0, 240.0, 187.5)","(15.0, 85.0, 79.63636363636363)","(1.14, 1.26, 1.2514018691588784)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.875)","(16.0, 30.0, 24.0)","(13.0, 24.0, 21.2)"
15-12-2022 12:30:00.301748,"(18.0, 42.0, 38.75)","(21.0, 240.0, 187.5)","(15.0, 85.0, 79.63636363636363)","(1.14, 1.26, 1.25)","(41.0, 65.0, 60.0)","(41.0, 65.0, 57.33333333333333)","(16.0, 30.0, 24.0)","(13.0, 24.0, 21.2)"
15-12-2022 12:30:01.529209,"(18.0, 42.0, 38.75)","(21.0, 240.0, 187.5)","(15.0, 80.0, 71.0)","(1.14, 1.26, 1.25)","(41.0, 65.0, 60.0)","(41.0, 60.0, 57.33333333333333)","(16.0, 30.0, 24.0)","(13.0, 24.0, 21.2)"
15-12-2022 12:30:02.684297,"(18.0, 42.0, 38.75)","(21.0, 240.0, 187.5)","(15.0, 80.0, 67.53846153846155)","(1.14, 1.24, 1.233002915451895)","(41.0, 65.0, 63.5)","(41.0, 60.0, 57.33333333333333)","(16.0, 30.0, 24.0)","(13.0, 24.0, 21.2)"
15-12-2022 12:30:03.968533,"(18.0, 42.0, 34.0)","(21.0, 240.0, 187.5)","(15.0, 80.0, 40.25)","(1.14, 1.24, 1.2381818181818183)","(41.0, 65.0, 63.5)","(41.0, 60.0, 57.33333333333333)","(16.0, 30.0, 24.0)","(13.0, 24.0, 19.666666666666668)"
15-12-2022 12:30:05.183982,"(18.0, 42.0, 34.0)","(21.0, 240.0, 187.5)","(15.0, 80.0, 40.25)","(1.14, 1.25, 1.2381818181818183)","(41.0, 65.0, 63.5)","(41.0, 60.0, 58.0)","(16.0, 30.0, 24.0)","(13.0, 24.0, 19.666666666666668)"
15-12-2022 12:30:06.456166,"(18.0, 42.0, 34.0)","(21.0, 240.0, 198.0)","(15.0, 80.0, 53.5)","(1.14, 1.25, 1.2353170731707317)","(41.0, 65.0, 63.5)","(41.0, 60.0, 56.666666666666664)","(16.0, 30.0, 24.0)","(13.0, 23.0, 20.25)"
15-12-2022 12:30:07.716664,"(18.0, 42.0, 34.0)","(21.0, 240.0, 198.0)","(15.0, 80.0, 55.8)","(1.14, 1.24, 1.2374444444444443)","(41.0, 65.0, 63.63636363636363)","(41.0, 60.0, 62.0)","(16.0, 30.0, 26.0)","(13.0, 23.0, 19.0)"
15-12-2022 12:30:08.880040,"(18.0, 42.0, 35.333333333333336)","(21.0, 240.0, 101.33333333333333)","(15.0, 75.0, 55.8)","(1.14, 1.25, 1.23234375)","(41.0, 65.0, 63.63636363636363)","(41.0, 65.0, 62.0)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:10.129179,"(18.0, 42.0, 35.333333333333336)","(21.0, 240.0, 198.0)","(15.0, 75.0, 55.8)","(1.14, 1.25, 1.23234375)","(41.0, 65.0, 63.63636363636363)","(41.0, 65.0, 62.0)","(16.0, 29.0, 25.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:11.403293,"(18.0, 42.0, 35.333333333333336)","(21.0, 240.0, 198.0)","(15.0, 75.0, 55.8)","(1.14, 1.25, 1.2351315789473685)","(41.0, 65.0, 63.63636363636363)","(41.0, 65.0, 62.0)","(16.0, 29.0, 25.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:12.664719,"(18.0, 42.0, 35.333333333333336)","(21.0, 240.0, 198.0)","(15.0, 75.0, 55.8)","(1.14, 1.25, 1.2350515463917526)","(41.0, 65.0, 63.63636363636363)","(41.0, 65.0, 62.0)","(16.0, 29.0, 25.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:13.906527,"(18.0, 42.0, 35.333333333333336)","(21.0, 240.0, 190.0)","(15.0, 75.0, 55.8)","(1.14, 1.24, 1.2350515463917526)","(41.0, 65.0, 63.63636363636363)","(41.0, 65.0, 62.0)","(16.0, 29.0, 25.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:15.198913,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 55.8)","(1.14, 1.24, 1.2350515463917526)","(41.0, 65.0, 60.0)","(41.0, 65.0, 62.0)","(16.0, 29.0, 24.5)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:16.444245,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 59.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 57.5)","(16.0, 29.0, 24.5)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:17.746564,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 43.666666666666664)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 60.0, 57.5)","(16.0, 29.0, 24.5)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:18.934235,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 43.666666666666664)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 60.0, 55.0)","(16.0, 29.0, 24.666666666666668)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:20.116304,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 43.666666666666664)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 60.0, 55.0)","(16.0, 28.0, 24.666666666666668)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:21.309491,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 75.0, 43.666666666666664)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 60.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 22.0, 20.25)"
15-12-2022 12:30:22.498641,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 23.0, 20.25)"
15-12-2022 12:30:23.762227,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 23.0, 21.0)"
15-12-2022 12:30:25.034539,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 99.33333333333333)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 23.0, 20.25)"
15-12-2022 12:30:26.254223,"(18.0, 42.0, 35.333333333333336)","(21.0, 230.0, 96.0)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 23.0, 19.0)"
15-12-2022 12:30:27.448859,"(18.0, 42.0, 35.333333333333336)","(21.0, 220.0, 96.0)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.2351515151515151)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:28.729616,"(18.0, 42.0, 35.333333333333336)","(21.0, 220.0, 96.0)","(15.0, 80.0, 41.0)","(1.14, 1.24, 1.232258064516129)","(41.0, 65.0, 60.0)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:30.069239,"(18.0, 42.0, 35.333333333333336)","(21.0, 220.0, 96.0)","(15.0, 80.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(41.0, 65.0, 63.125)","(16.0, 28.0, 24.666666666666668)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:31.282897,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 90.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 28.0, 24.333333333333332)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:32.427344,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:33.682582,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 85.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:34.844016,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 90.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:36.265414,"(18.0, 42.0, 40.82352941176471)","(21.0, 220.0, 96.0)","(15.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(41.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.333333333333332)"
15-12-2022 12:30:37.692708,"(18.0, 42.0, 40.82352941176471)","(21.0, 220.0, 96.0)","(15.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 61.666666666666664)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:39.010409,"(18.0, 42.0, 40.82352941176471)","(21.0, 220.0, 96.0)","(15.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 20.333333333333332)"
15-12-2022 12:30:40.298884,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 85.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 20.333333333333332)"
15-12-2022 12:30:41.586201,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 90.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:42.885984,"(18.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(15.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:44.278633,"(20.0, 42.0, 38.0)","(21.0, 220.0, 96.0)","(16.0, 85.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:45.739315,"(20.0, 42.0, 39.0)","(21.0, 220.0, 96.0)","(16.0, 90.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:47.104417,"(20.0, 42.0, 39.0)","(21.0, 220.0, 96.0)","(16.0, 90.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:48.235185,"(20.0, 42.0, 39.0)","(21.0, 220.0, 96.0)","(16.0, 90.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:49.366797,"(20.0, 42.0, 39.0)","(21.0, 220.0, 96.0)","(16.0, 90.0, 56.5)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:50.593448,"(20.0, 42.0, 39.0)","(21.0, 220.0, 96.0)","(16.0, 85.0, 40.4)","(1.14, 1.24, 1.2302564102564102)","(31.0, 65.0, 60.0)","(31.0, 65.0, 63.125)","(16.0, 27.0, 24.333333333333332)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:51.867563,"(20.0, 42.0, 41.130434782608695)","(21.0, 220.0, 96.0)","(16.0, 90.0, 56.5)","(1.14, 1.24, 1.2229824561403508)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.85714285714286)","(16.0, 27.0, 25.75)","(13.0, 22.0, 19.5)"
15-12-2022 12:30:53.219122,"(20.0, 60.0, 48.0)","(21.0, 220.0, 57.0)","(16.0, 85.0, 44.66666666666667)","(1.14, 1.24, 1.2229824561403508)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 27.0, 25.75)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:54.510554,"(20.0, 60.0, 48.0)","(21.0, 80.0, 57.0)","(16.0, 80.0, 44.66666666666667)","(1.14, 1.24, 1.2313905325443786)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 27.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:55.751593,"(20.0, 60.0, 48.0)","(21.0, 80.0, 72.66666666666666)","(16.0, 80.0, 54.5)","(1.14, 1.24, 1.2313905325443786)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:57.104399,"(20.0, 60.0, 48.0)","(21.0, 80.0, 59.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.24, 1.231825842696629)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 28.0, 27.25)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:58.356640,"(20.0, 60.0, 48.0)","(21.0, 80.0, 59.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.24, 1.2264968152866242)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:30:59.690193,"(20.0, 60.0, 48.0)","(21.0, 80.0, 59.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:00.924670,"(20.0, 60.0, 48.0)","(21.0, 80.0, 59.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:02.133234,"(20.0, 60.0, 48.0)","(21.0, 80.0, 66.0)","(16.0, 80.0, 45.33333333333333)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:03.295689,"(20.0, 60.0, 48.0)","(21.0, 80.0, 66.0)","(16.0, 80.0, 45.33333333333333)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 65.0, 62.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:04.543872,"(20.0, 60.0, 48.0)","(21.0, 80.0, 69.5)","(16.0, 80.0, 62.666666666666664)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 65.0, 133.75)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:05.959383,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 67.25)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 160.0, 133.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:07.190814,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 160.0, 133.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:08.491208,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 160.0, 133.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:09.686266,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 160.0, 110.0)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:10.887487,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.2294736842105263)","(31.0, 65.0, 60.0)","(31.0, 160.0, 110.0)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:12.137062,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.229490909090909)","(31.0, 65.0, 60.0)","(31.0, 160.0, 110.0)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:13.428254,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.229490909090909)","(31.0, 65.0, 60.0)","(31.0, 160.0, 110.0)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:14.888742,"(20.0, 60.0, 48.0)","(21.0, 80.0, 60.0)","(16.0, 80.0, 46.66666666666667)","(1.14, 1.23, 1.228653846153846)","(31.0, 65.0, 60.0)","(31.0, 160.0, 110.0)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:16.247572,"(20.0, 60.0, 45.5)","(21.0, 80.0, 51.666666666666664)","(16.0, 80.0, 44.25)","(1.14, 1.23, 1.228653846153846)","(31.0, 65.0, 60.0)","(31.0, 160.0, 78.75)","(16.0, 28.0, 26.285714285714285)","(13.0, 22.0, 21.153846153846153)"
15-12-2022 12:31:17.489143,"(20.0, 55.0, 46.5)","(21.0, 75.0, 51.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.228653846153846)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 26.285714285714285)","(13.0, 22.0, 21.153846153846153)"
15-12-2022 12:31:18.794455,"(20.0, 55.0, 46.5)","(21.0, 75.0, 51.666666666666664)","(16.0, 75.0, 50.4)","(1.14, 1.23, 1.2373076923076922)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 20.9)"
15-12-2022 12:31:20.196795,"(20.0, 55.0, 46.5)","(21.0, 75.0, 63.285714285714285)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2373076923076922)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:21.526281,"(20.0, 55.0, 46.5)","(21.0, 75.0, 63.285714285714285)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2373076923076922)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:22.827933,"(20.0, 55.0, 46.5)","(21.0, 75.0, 63.285714285714285)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2349999999999999)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:24.128209,"(20.0, 55.0, 46.5)","(21.0, 75.0, 54.5)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2349999999999999)","(31.0, 65.0, 60.0)","(31.0, 150.0, 78.75)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:25.544870,"(20.0, 55.0, 46.5)","(21.0, 75.0, 54.5)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2349999999999999)","(31.0, 65.0, 60.0)","(31.0, 150.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:26.842111,"(20.0, 55.0, 46.5)","(21.0, 75.0, 54.5)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.2357142857142858)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:27.972135,"(20.0, 55.0, 46.5)","(21.0, 75.0, 54.5)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.237741935483871)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:29.075584,"(20.0, 55.0, 46.5)","(21.0, 75.0, 65.44444444444444)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.237741935483871)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:30.347232,"(20.0, 55.0, 46.5)","(21.0, 75.0, 65.44444444444444)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.237741935483871)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:31.614963,"(20.0, 55.0, 46.5)","(26.0, 75.0, 65.44444444444444)","(16.0, 75.0, 49.2)","(1.14, 1.24, 1.237741935483871)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:32.925515,"(20.0, 55.0, 49.75)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.24, 1.2357142857142858)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:34.099408,"(20.0, 55.0, 49.75)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.24, 1.2357142857142858)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:35.399038,"(20.0, 55.0, 49.75)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.24, 1.224537037037037)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 25.6)","(13.0, 22.0, 19.5)"
15-12-2022 12:31:36.605779,"(20.0, 55.0, 49.75)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.2264985163204747)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 28.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:37.828067,"(20.0, 55.0, 43.666666666666664)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.2264985163204747)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:39.069983,"(20.0, 55.0, 43.666666666666664)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.2264985163204747)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:40.280209,"(20.0, 55.0, 43.666666666666664)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.2264985163204747)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:41.756955,"(20.0, 55.0, 43.666666666666664)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.224147582697201)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
15-12-2022 12:31:42.956782,"(20.0, 55.0, 43.666666666666664)","(26.0, 75.0, 47.666666666666664)","(16.0, 75.0, 44.25)","(1.14, 1.23, 1.2261627906976744)","(31.0, 65.0, 60.0)","(31.0, 140.0, 97.5)","(16.0, 29.0, 26.0)","(13.0, 22.0, 19.0)"
