,My Fathers Son,Galloping Speed,Midnight Rocker,Valor Bale,My Bonneville,Greysynd Shock,Zipping Crusader,Apache Shout
07-01-2023 19:45:09.594962,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:10.633803,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:11.617787,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:12.683113,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:13.824646,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:14.919622,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:16.074499,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:17.156696,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:18.232644,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:19.268473,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.14)","(3.7, 5.0, 4.391304347826087)","(5.5, 9.0, 5.96)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:20.406502,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.93)","(3.7, 5.0, 4.355263157894736)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:21.543890,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.93)","(3.7, 5.0, 4.355263157894736)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:22.816211,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.9160000000000004)","(3.7, 5.0, 4.885454545454546)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:24.023632,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.9160000000000004)","(3.7, 5.0, 4.2631578947368425)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:25.183953,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.9160000000000004)","(3.7, 5.0, 4.2631578947368425)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:26.337081,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 2.9160000000000004)","(3.7, 5.0, 4.2631578947368425)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:27.518094,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 5.0, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:28.642893,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:29.757239,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:30.811680,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:31.844342,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:32.910287,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:34.049268,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:35.271652,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:36.400005,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:37.521271,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.4, 7.25)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:38.611937,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:39.660365,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:40.746560,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:41.908538,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:43.030149,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:44.177465,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.2, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:45.291107,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:46.396740,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:47.494275,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:48.636760,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:49.727887,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:50.858704,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:51.962318,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:53.067403,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:54.231636,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:55.406406,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:56.525431,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:57.656827,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:58.738798,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:45:59.721003,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:00.734643,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:01.873157,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.41)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:02.991231,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.9, 4.223684210526316)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:04.138074,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:05.284971,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.223684210526316)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:06.357665,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.223684210526316)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:07.387332,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:08.409690,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.223684210526316)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:09.436821,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.223684210526316)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:10.511195,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:11.526901,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:12.597323,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:13.597020,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:14.639440,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:15.684460,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:16.766398,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:17.830469,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:18.933073,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.8, 7.45)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 26.0)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:19.985214,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.149999999999999)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 23.6)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:21.096730,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.16)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:22.100027,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.149999999999999)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:23.182291,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:24.283148,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:25.440521,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:26.577343,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:27.791326,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:28.904168,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:30.029480,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:31.024809,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:32.011391,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:33.026591,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:34.058751,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:35.105829,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:36.159114,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:37.202303,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:38.273935,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:39.382641,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:40.462594,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:41.562008,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
07-01-2023 19:46:42.669140,"(51.0, 500.0, 450.0)","(71.0, 580.0, 457.5)","(4.4, 9.6, 9.225)","(2.35, 3.7, 3.2644444444444445)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.311111111111112)","(13.0, 30.0, 19.666666666666668)","(12.0, 24.0, 23.858695652173914)"
