,Seaton Key,Big Ram,Showtime Holly,Pistols At Dawn,Eyes On Meg,Hidden Fury,Calibration
07-12-2022 20:32:46.658697,"(1.5, 1.73, 1.718)","(81.0, 260.0, 205.45454545454547)","(3.0, 3.55, 3.53695652173913)","(17.0, 25.0, 24.416666666666668)","(9.0, 16.0, 15.714285714285714)","(19.0, 42.0, 39.09090909090909)","(61.0, 280.0, 228.57142857142856)"
07-12-2022 20:32:47.715246,"(1.5, 1.72, 1.7185714285714286)","(81.0, 260.0, 218.33333333333334)","(3.0, 3.6, 3.5444444444444443)","(17.0, 25.0, 24.416666666666668)","(9.0, 16.0, 15.714285714285714)","(19.0, 42.0, 40.22222222222222)","(61.0, 280.0, 216.66666666666666)"
07-12-2022 20:32:48.672732,"(1.5, 1.72, 1.717142857142857)","(81.0, 260.0, 218.33333333333334)","(3.0, 3.6, 3.5741379310344827)","(17.0, 25.0, 24.22222222222222)","(9.0, 16.0, 15.714285714285714)","(19.0, 42.0, 40.22222222222222)","(61.0, 270.0, 230.0)"
07-12-2022 20:32:49.680420,"(1.5, 1.72, 1.7165714285714286)","(81.0, 260.0, 220.0)","(3.0, 3.6, 3.5545454545454547)","(17.0, 25.0, 24.95)","(9.0, 16.0, 15.85)","(19.0, 42.0, 40.22222222222222)","(61.0, 270.0, 230.0)"
07-12-2022 20:32:50.729526,"(1.5, 1.72, 1.7165714285714286)","(81.0, 260.0, 223.63636363636363)","(3.0, 3.6, 3.5545454545454547)","(17.0, 25.0, 24.96)","(9.0, 16.0, 15.85)","(19.0, 42.0, 40.22222222222222)","(61.0, 270.0, 252.22222222222223)"
07-12-2022 20:32:51.774586,"(1.5, 1.72, 1.716764705882353)","(81.0, 240.0, 232.5)","(3.0, 3.6, 3.553125)","(17.0, 25.0, 24.96)","(9.0, 16.0, 15.85)","(19.0, 42.0, 40.22222222222222)","(61.0, 270.0, 252.22222222222223)"
07-12-2022 20:32:52.841854,"(1.5, 1.73, 1.7261290322580645)","(81.0, 250.0, 235.0)","(3.0, 3.55, 3.518181818181818)","(17.0, 25.0, 24.96)","(9.0, 16.0, 15.85)","(19.0, 42.0, 40.333333333333336)","(61.0, 270.0, 252.22222222222223)"
07-12-2022 20:32:53.809090,"(1.5, 1.72, 1.719322033898305)","(81.0, 250.0, 240.0)","(3.0, 3.55, 3.507142857142857)","(17.0, 25.0, 24.96)","(9.0, 16.0, 15.85)","(19.0, 42.0, 40.333333333333336)","(61.0, 270.0, 230.0)"
07-12-2022 20:32:54.857307,"(1.5, 1.73, 1.7288732394366197)","(81.0, 250.0, 236.66666666666666)","(3.0, 3.55, 3.503846153846154)","(17.0, 25.0, 24.96)","(9.0, 16.0, 16.029411764705884)","(19.0, 42.0, 38.08695652173913)","(61.0, 270.0, 207.5)"
07-12-2022 20:32:55.843315,"(1.5, 1.74, 1.7355555555555555)","(81.0, 240.0, 206.66666666666666)","(3.0, 3.45, 3.4208333333333334)","(17.0, 26.0, 24.7027027027027)","(9.0, 16.5, 16.0)","(19.0, 44.0, 38.333333333333336)","(61.0, 260.0, 230.0)"
07-12-2022 20:32:56.831370,"(1.5, 1.74, 1.7379411764705883)","(81.0, 240.0, 204.44444444444446)","(3.0, 3.45, 3.4000000000000004)","(17.0, 26.0, 24.7027027027027)","(9.0, 16.5, 16.07894736842105)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 230.0)"
07-12-2022 20:32:57.836928,"(1.5, 1.74, 1.7393103448275862)","(81.0, 240.0, 210.9090909090909)","(3.0, 3.45, 3.4000000000000004)","(17.0, 26.0, 24.7027027027027)","(9.0, 16.5, 15.976190476190476)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 220.0)"
07-12-2022 20:32:58.874226,"(1.5, 1.75, 1.747142857142857)","(81.0, 240.0, 210.9090909090909)","(3.0, 3.4, 3.355)","(17.0, 26.0, 24.7027027027027)","(9.0, 16.5, 16.0)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 220.0)"
07-12-2022 20:32:59.872961,"(1.5, 1.76, 1.7557377049180327)","(91.0, 240.0, 210.9090909090909)","(3.0, 3.4, 3.373913043478261)","(17.0, 25.0, 24.875)","(9.0, 16.5, 15.973684210526315)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 220.0)"
07-12-2022 20:33:00.840797,"(1.5, 1.76, 1.756)","(91.0, 240.0, 210.9090909090909)","(3.0, 3.4, 3.373913043478261)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.065217391304348)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 235.71428571428572)"
07-12-2022 20:33:01.894773,"(1.5, 1.76, 1.755438596491228)","(91.0, 240.0, 210.9090909090909)","(3.0, 3.4, 3.376923076923077)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.065217391304348)","(19.0, 44.0, 38.333333333333336)","(61.0, 250.0, 238.8235294117647)"
07-12-2022 20:33:03.002473,"(1.5, 1.76, 1.7560655737704918)","(91.0, 240.0, 210.9090909090909)","(3.0, 3.4, 3.376923076923077)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.065217391304348)","(19.0, 44.0, 38.333333333333336)","(61.0, 260.0, 245.71428571428572)"
07-12-2022 20:33:04.082082,"(1.5, 1.76, 1.7560655737704918)","(91.0, 240.0, 216.0)","(3.0, 3.4, 3.357142857142857)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.153846153846153)","(19.0, 44.0, 38.8)","(61.0, 260.0, 233.0)"
07-12-2022 20:33:05.188292,"(1.5, 1.75, 1.7492105263157895)","(91.0, 240.0, 222.0)","(3.0, 3.4, 3.357142857142857)","(17.0, 25.0, 24.84)","(9.0, 16.5, 16.166666666666668)","(19.0, 42.0, 38.8)","(61.0, 260.0, 231.42857142857144)"
07-12-2022 20:33:06.178494,"(1.5, 1.75, 1.7492105263157895)","(91.0, 240.0, 222.0)","(3.0, 3.4, 3.357142857142857)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.208333333333332)","(19.0, 42.0, 39.333333333333336)","(61.0, 260.0, 231.42857142857144)"
07-12-2022 20:33:07.114452,"(1.5, 1.75, 1.7447619047619047)","(91.0, 240.0, 223.63636363636363)","(3.0, 3.4, 3.375)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.294117647058822)","(19.0, 42.0, 39.333333333333336)","(61.0, 260.0, 222.5)"
07-12-2022 20:33:08.060309,"(1.5, 1.75, 1.7443478260869565)","(91.0, 240.0, 222.0)","(3.0, 3.4, 3.3791666666666664)","(17.0, 25.0, 24.875)","(9.0, 16.5, 16.294117647058822)","(19.0, 42.0, 39.333333333333336)","(61.0, 260.0, 220.0)"
07-12-2022 20:33:09.029089,"(1.5, 1.75, 1.7443478260869565)","(91.0, 240.0, 223.63636363636363)","(3.0, 3.4, 3.3791666666666664)","(17.0, 25.0, 24.456521739130434)","(9.0, 16.5, 16.28125)","(19.0, 42.0, 38.8)","(61.0, 260.0, 220.0)"
07-12-2022 20:33:10.010057,"(1.5, 1.76, 1.749090909090909)","(91.0, 240.0, 223.63636363636363)","(3.0, 3.4, 3.3838709677419354)","(17.0, 25.0, 24.456521739130434)","(9.0, 16.5, 16.454545454545453)","(19.0, 42.0, 39.333333333333336)","(61.0, 260.0, 220.0)"
07-12-2022 20:33:11.063154,"(1.5, 1.74, 1.739423076923077)","(91.0, 240.0, 222.0)","(3.0, 3.45, 3.416)","(17.0, 24.0, 22.36)","(9.0, 16.5, 16.294117647058822)","(19.0, 42.0, 41.0)","(61.0, 260.0, 210.0)"
07-12-2022 20:33:12.037067,"(1.5, 1.75, 1.7466)","(91.0, 240.0, 227.69230769230768)","(3.0, 3.45, 3.416)","(17.0, 23.0, 22.36)","(9.0, 16.5, 16.454545454545453)","(19.0, 42.0, 40.0)","(61.0, 250.0, 203.33333333333334)"
07-12-2022 20:33:12.989166,"(1.5, 1.75, 1.744)","(91.0, 240.0, 225.0)","(3.0, 3.45, 3.425)","(17.0, 23.0, 22.22222222222222)","(9.0, 16.5, 16.454545454545453)","(19.0, 42.0, 38.285714285714285)","(61.0, 250.0, 210.0)"
07-12-2022 20:33:14.045698,"(1.5, 1.75, 1.7403448275862068)","(91.0, 240.0, 225.0)","(3.0, 3.5, 3.436111111111111)","(17.0, 23.0, 22.346153846153847)","(9.0, 16.5, 16.4)","(19.0, 44.0, 38.285714285714285)","(61.0, 250.0, 228.0)"
07-12-2022 20:33:15.022817,"(1.5, 1.75, 1.7437931034482759)","(91.0, 240.0, 220.0)","(3.0, 3.5, 3.4216216216216218)","(17.0, 23.0, 22.433333333333334)","(9.0, 16.5, 16.055555555555557)","(19.0, 44.0, 38.285714285714285)","(61.0, 240.0, 213.33333333333334)"
07-12-2022 20:33:16.062638,"(1.5, 1.75, 1.7442857142857142)","(91.0, 240.0, 220.0)","(3.0, 3.5, 3.4616666666666664)","(17.0, 23.0, 22.433333333333334)","(9.0, 16.5, 16.055555555555557)","(19.0, 44.0, 38.666666666666664)","(61.0, 240.0, 224.0)"
07-12-2022 20:33:17.189435,"(1.5, 1.75, 1.7438095238095237)","(91.0, 240.0, 220.0)","(3.0, 3.45, 3.431746031746032)","(17.0, 23.0, 22.433333333333334)","(9.0, 16.5, 15.868421052631579)","(19.0, 44.0, 38.35294117647059)","(61.0, 240.0, 231.66666666666669)"
07-12-2022 20:33:18.290475,"(1.5, 1.75, 1.743157894736842)","(91.0, 240.0, 226.66666666666666)","(3.0, 3.5, 3.458181818181818)","(17.0, 23.0, 22.433333333333334)","(9.0, 16.5, 15.928571428571429)","(19.0, 44.0, 38.35294117647059)","(61.0, 240.0, 218.0)"
07-12-2022 20:33:19.414781,"(1.5, 1.75, 1.7455555555555555)","(91.0, 240.0, 220.0)","(3.0, 3.5, 3.458181818181818)","(17.0, 23.0, 22.5)","(9.0, 16.5, 15.928571428571429)","(19.0, 44.0, 38.35294117647059)","(61.0, 250.0, 218.0)"
07-12-2022 20:33:20.526376,"(1.5, 1.75, 1.7455555555555555)","(91.0, 240.0, 226.66666666666666)","(3.0, 3.5, 3.455769230769231)","(17.0, 23.0, 23.307692307692307)","(9.0, 16.5, 15.928571428571429)","(19.0, 44.0, 40.30769230769231)","(61.0, 250.0, 218.0)"
07-12-2022 20:33:21.623734,"(1.5, 1.75, 1.744705882352941)","(91.0, 240.0, 220.0)","(3.0, 3.5, 3.455769230769231)","(17.0, 24.0, 23.307692307692307)","(9.0, 16.5, 15.909090909090908)","(19.0, 44.0, 39.42857142857143)","(61.0, 250.0, 225.0)"
07-12-2022 20:33:22.664257,"(1.5, 1.75, 1.743157894736842)","(91.0, 240.0, 220.0)","(3.0, 3.5, 3.4603448275862068)","(17.0, 24.0, 23.307692307692307)","(9.0, 16.5, 16.0)","(19.0, 44.0, 40.30769230769231)","(61.0, 240.0, 231.42857142857144)"
07-12-2022 20:33:23.747542,"(1.5, 1.75, 1.7438888888888888)","(91.0, 240.0, 226.66666666666666)","(3.0, 3.5, 3.4603448275862068)","(17.0, 24.0, 23.529411764705884)","(9.0, 16.5, 16.3125)","(19.0, 44.0, 40.5)","(61.0, 240.0, 225.0)"
07-12-2022 20:33:24.770510,"(1.5, 1.77, 1.7680701754385966)","(91.0, 240.0, 220.0)","(3.0, 3.45, 3.402439024390244)","(17.0, 24.0, 23.333333333333332)","(9.0, 16.5, 16.041666666666668)","(19.0, 44.0, 39.578947368421055)","(61.0, 240.0, 228.0)"
07-12-2022 20:33:25.796039,"(1.5, 1.76, 1.7565625)","(91.0, 240.0, 220.0)","(3.0, 3.4, 3.3615384615384616)","(17.0, 25.0, 24.242424242424242)","(9.0, 16.5, 16.041666666666668)","(19.0, 44.0, 40.142857142857146)","(61.0, 240.0, 231.42857142857144)"
07-12-2022 20:33:26.822785,"(1.5, 1.76, 1.7565625)","(91.0, 240.0, 226.66666666666666)","(3.0, 3.4, 3.3615384615384616)","(17.0, 25.0, 23.75)","(9.0, 16.5, 16.06)","(19.0, 44.0, 40.142857142857146)","(61.0, 240.0, 213.07692307692307)"
07-12-2022 20:33:27.849878,"(1.5, 1.76, 1.7566666666666666)","(101.0, 240.0, 222.5)","(2.9, 3.4, 3.3428571428571425)","(17.0, 25.0, 23.76923076923077)","(11.0, 16.5, 16.45)","(20.0, 44.0, 39.36363636363637)","(71.0, 250.0, 218.0)"
07-12-2022 20:33:28.884336,"(1.5, 1.76, 1.7578947368421052)","(101.0, 240.0, 226.66666666666666)","(2.9, 3.4, 3.344444444444444)","(17.0, 25.0, 23.916666666666668)","(11.0, 16.5, 16.45)","(20.0, 44.0, 40.22222222222222)","(71.0, 250.0, 218.0)"
07-12-2022 20:33:29.882905,"(1.5, 1.76, 1.7582222222222221)","(101.0, 240.0, 227.14285714285714)","(2.9, 3.4, 3.3509803921568624)","(17.0, 24.0, 23.666666666666668)","(11.0, 16.5, 16.45)","(20.0, 44.0, 39.36363636363637)","(71.0, 250.0, 206.36363636363637)"
07-12-2022 20:33:30.880050,"(1.5, 1.76, 1.7578048780487805)","(101.0, 240.0, 227.14285714285714)","(2.9, 3.4, 3.3509803921568624)","(17.0, 24.0, 23.666666666666668)","(11.0, 16.5, 16.45)","(20.0, 44.0, 39.36363636363637)","(71.0, 250.0, 206.36363636363637)"
07-12-2022 20:33:31.878326,"(1.5, 1.75, 1.7490123456790123)","(101.0, 240.0, 227.14285714285714)","(2.9, 3.4, 3.356896551724138)","(17.0, 24.0, 23.666666666666668)","(11.0, 16.5, 16.466666666666665)","(20.0, 44.0, 40.90909090909091)","(71.0, 250.0, 172.0)"
07-12-2022 20:33:32.851395,"(1.5, 1.76, 1.7563636363636363)","(101.0, 240.0, 210.0)","(2.9, 3.4, 3.366216216216216)","(17.0, 24.0, 23.666666666666668)","(11.0, 16.5, 16.3)","(20.0, 44.0, 41.04347826086956)","(71.0, 190.0, 169.23076923076923)"
07-12-2022 20:33:33.810780,"(1.5, 1.76, 1.7569811320754718)","(101.0, 240.0, 220.0)","(2.9, 3.4, 3.373684210526316)","(17.0, 24.0, 23.789473684210527)","(11.0, 16.5, 16.3)","(20.0, 44.0, 41.04347826086956)","(71.0, 190.0, 169.23076923076923)"
07-12-2022 20:33:34.749175,"(1.5, 1.76, 1.7531818181818182)","(101.0, 230.0, 205.0)","(2.9, 3.45, 3.401851851851852)","(17.0, 24.0, 23.789473684210527)","(11.0, 16.5, 16.22222222222222)","(20.0, 44.0, 40.30769230769231)","(71.0, 190.0, 169.23076923076923)"
07-12-2022 20:33:35.678102,"(1.5, 1.75, 1.7448275862068965)","(101.0, 230.0, 213.33333333333331)","(2.9, 3.45, 3.4369565217391305)","(17.0, 24.0, 23.789473684210527)","(11.0, 16.5, 16.125)","(20.0, 44.0, 40.30769230769231)","(71.0, 190.0, 169.23076923076923)"
07-12-2022 20:33:36.658835,"(1.5, 1.75, 1.7448275862068965)","(101.0, 230.0, 213.33333333333331)","(2.9, 3.45, 3.4392857142857145)","(17.0, 24.0, 23.88235294117647)","(11.0, 16.5, 16.289473684210527)","(20.0, 44.0, 40.333333333333336)","(71.0, 190.0, 170.0)"
07-12-2022 20:33:37.651693,"(1.5, 1.77, 1.757936507936508)","(101.0, 230.0, 218.46153846153845)","(2.9, 3.4, 3.375)","(17.0, 24.0, 23.391304347826086)","(11.0, 16.5, 16.285714285714285)","(20.0, 44.0, 40.333333333333336)","(71.0, 190.0, 171.53846153846155)"
07-12-2022 20:33:38.698714,"(1.5, 1.76, 1.7576744186046511)","(101.0, 230.0, 218.46153846153845)","(2.9, 3.4, 3.3692307692307693)","(17.0, 25.0, 24.176470588235293)","(11.0, 16.5, 16.285714285714285)","(20.0, 44.0, 40.333333333333336)","(71.0, 190.0, 175.0)"
07-12-2022 20:33:39.703426,"(1.5, 1.76, 1.7576744186046511)","(101.0, 230.0, 218.46153846153845)","(2.9, 3.4, 3.3777777777777778)","(17.0, 25.0, 24.076923076923077)","(11.0, 17.0, 16.15277777777778)","(20.0, 44.0, 40.333333333333336)","(71.0, 190.0, 175.0)"
07-12-2022 20:33:40.679953,"(1.5, 1.76, 1.755)","(101.0, 230.0, 218.46153846153845)","(2.9, 3.4, 3.3777777777777778)","(17.0, 25.0, 23.933333333333334)","(11.0, 17.0, 16.142857142857142)","(20.0, 44.0, 39.0)","(71.0, 190.0, 175.0)"
07-12-2022 20:33:41.605183,"(1.5, 1.77, 1.7589655172413794)","(101.0, 230.0, 211.25)","(2.9, 3.4, 3.3777777777777778)","(17.0, 25.0, 23.933333333333334)","(11.0, 17.0, 16.142857142857142)","(20.0, 42.0, 39.6)","(71.0, 190.0, 175.0)"
07-12-2022 20:33:42.567589,"(1.5, 1.75, 1.7485294117647059)","(101.0, 230.0, 218.46153846153845)","(2.9, 3.4, 3.375)","(17.0, 25.0, 23.933333333333334)","(11.0, 17.0, 16.142857142857142)","(20.0, 42.0, 39.76470588235294)","(71.0, 190.0, 175.0)"
07-12-2022 20:33:43.541357,"(1.5, 1.75, 1.7423809523809524)","(101.0, 220.0, 202.85714285714286)","(2.9, 3.45, 3.4210526315789473)","(17.0, 25.0, 23.80952380952381)","(11.0, 17.0, 16.166666666666668)","(20.0, 44.0, 41.0)","(71.0, 190.0, 168.8235294117647)"
07-12-2022 20:33:44.553057,"(1.5, 1.76, 1.7587857142857144)","(101.0, 220.0, 206.66666666666666)","(2.9, 3.35, 3.327142857142857)","(17.0, 25.0, 23.863636363636363)","(11.0, 17.0, 16.227272727272727)","(20.0, 44.0, 41.833333333333336)","(71.0, 190.0, 168.8235294117647)"
07-12-2022 20:33:45.537211,"(1.5, 1.76, 1.7556521739130435)","(101.0, 220.0, 202.85714285714286)","(2.9, 3.4, 3.3642857142857143)","(17.0, 25.0, 24.09375)","(11.0, 16.5, 16.227272727272727)","(20.0, 44.0, 41.833333333333336)","(71.0, 190.0, 168.8235294117647)"
07-12-2022 20:33:46.467639,"(1.5, 1.76, 1.75375)","(101.0, 220.0, 208.0)","(2.9, 3.45, 3.4263157894736844)","(17.0, 25.0, 24.09375)","(11.0, 16.5, 16.1)","(20.0, 44.0, 41.833333333333336)","(71.0, 190.0, 184.0)"
07-12-2022 20:33:47.483180,"(1.55, 1.75, 1.7475)","(101.0, 220.0, 202.85714285714286)","(2.9, 3.45, 3.4434782608695653)","(18.0, 25.0, 24.28)","(11.0, 16.5, 16.25)","(20.0, 44.0, 41.69230769230769)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:48.454622,"(1.55, 1.76, 1.7587704918032787)","(101.0, 220.0, 196.0)","(2.9, 3.45, 3.43030303030303)","(18.0, 25.0, 24.333333333333332)","(11.0, 16.5, 16.1)","(20.0, 44.0, 41.04347826086956)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:49.482046,"(1.55, 1.75, 1.7473333333333334)","(101.0, 220.0, 208.0)","(2.9, 3.45, 3.43030303030303)","(18.0, 25.0, 24.46153846153846)","(11.0, 16.5, 16.261904761904763)","(20.0, 44.0, 40.25)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:50.515096,"(1.55, 1.75, 1.7432)","(101.0, 210.0, 197.14285714285714)","(2.9, 3.45, 3.4385714285714286)","(18.0, 25.0, 24.52173913043478)","(11.0, 16.5, 16.115384615384617)","(20.0, 44.0, 41.1)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:51.589726,"(1.55, 1.75, 1.7433333333333334)","(101.0, 210.0, 201.0)","(2.9, 3.45, 3.4370967741935483)","(18.0, 25.0, 24.52173913043478)","(11.0, 16.5, 15.7)","(20.0, 42.0, 41.1)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:52.573627,"(1.55, 1.75, 1.7475925925925926)","(101.0, 220.0, 202.85714285714286)","(2.9, 3.45, 3.4404761904761907)","(18.0, 25.0, 24.52173913043478)","(11.0, 16.0, 15.7)","(20.0, 42.0, 40.689655172413794)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:53.494654,"(1.55, 1.76, 1.7504651162790699)","(101.0, 210.0, 201.0)","(2.9, 3.45, 3.4370967741935483)","(18.0, 25.0, 24.46153846153846)","(11.0, 16.0, 15.52)","(20.0, 44.0, 40.333333333333336)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:54.478315,"(1.55, 1.75, 1.7461904761904763)","(101.0, 210.0, 197.14285714285714)","(2.9, 3.45, 3.444736842105263)","(18.0, 25.0, 24.46153846153846)","(11.0, 16.0, 15.725)","(20.0, 42.0, 40.333333333333336)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:55.459626,"(1.55, 1.75, 1.7451515151515151)","(101.0, 210.0, 201.0)","(2.9, 3.5, 3.4755555555555557)","(18.0, 25.0, 24.46153846153846)","(11.0, 16.0, 15.533333333333333)","(20.0, 42.0, 41.2)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:56.486293,"(1.55, 1.75, 1.7453125)","(101.0, 210.0, 197.14285714285714)","(2.9, 3.5, 3.488372093023256)","(18.0, 25.0, 24.46153846153846)","(11.0, 16.0, 15.533333333333333)","(20.0, 42.0, 40.57142857142857)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:57.536659,"(1.55, 1.77, 1.7654293262879788)","(101.0, 210.0, 203.57142857142856)","(2.9, 3.5, 3.4857142857142858)","(18.0, 25.0, 24.263157894736842)","(11.0, 16.0, 15.5)","(20.0, 42.0, 40.57142857142857)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:58.571020,"(1.55, 1.77, 1.7660755813953488)","(101.0, 210.0, 203.57142857142856)","(2.9, 3.5, 3.469767441860465)","(18.0, 25.0, 24.238095238095237)","(11.0, 16.0, 15.36111111111111)","(20.0, 42.0, 41.333333333333336)","(81.0, 190.0, 184.0)"
07-12-2022 20:33:59.601131,"(1.55, 1.76, 1.759753086419753)","(101.0, 210.0, 203.57142857142856)","(2.9, 3.45, 3.4361111111111113)","(18.0, 25.0, 24.238095238095237)","(11.0, 16.0, 15.36111111111111)","(20.0, 42.0, 40.57142857142857)","(81.0, 190.0, 186.25)"
07-12-2022 20:34:00.618065,"(1.55, 1.76, 1.7599245283018867)","(101.0, 210.0, 203.57142857142856)","(2.9, 3.45, 3.4380952380952383)","(18.0, 25.0, 24.263157894736842)","(11.0, 16.0, 15.36111111111111)","(20.0, 42.0, 40.333333333333336)","(81.0, 190.0, 186.47058823529412)"
07-12-2022 20:34:01.553280,"(1.55, 1.76, 1.7595238095238095)","(101.0, 210.0, 205.0)","(2.9, 3.45, 3.4430232558139537)","(18.0, 25.0, 24.263157894736842)","(11.0, 16.0, 15.36111111111111)","(20.0, 42.0, 41.69230769230769)","(81.0, 190.0, 186.47058823529412)"
07-12-2022 20:34:02.522818,"(1.55, 1.76, 1.758871794871795)","(101.0, 210.0, 204.0)","(2.9, 3.45, 3.4333333333333336)","(18.0, 25.0, 24.3)","(11.0, 16.0, 15.465116279069768)","(20.0, 42.0, 41.69230769230769)","(81.0, 190.0, 186.47058823529412)"
07-12-2022 20:34:03.506702,"(1.55, 1.76, 1.7594535519125682)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.4313953488372095)","(18.0, 25.0, 24.3)","(11.0, 16.0, 15.487804878048781)","(20.0, 42.0, 41.69230769230769)","(81.0, 190.0, 186.47058823529412)"
07-12-2022 20:34:04.539497,"(1.55, 1.76, 1.7594897959183673)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.4202127659574466)","(18.0, 25.0, 24.3)","(11.0, 16.0, 15.487804878048781)","(20.0, 42.0, 41.42857142857143)","(81.0, 190.0, 219.0)"
07-12-2022 20:34:05.535578,"(1.55, 1.77, 1.7626519337016575)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.424074074074074)","(18.0, 25.0, 24.3)","(11.0, 16.0, 15.543478260869565)","(20.0, 42.0, 41.55555555555556)","(81.0, 240.0, 219.0)"
07-12-2022 20:34:06.527880,"(1.55, 1.77, 1.7640343347639484)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.426530612244898)","(18.0, 25.0, 24.066666666666666)","(11.0, 16.0, 15.543478260869565)","(20.0, 42.0, 41.55555555555556)","(81.0, 240.0, 227.6470588235294)"
07-12-2022 20:34:07.498509,"(1.55, 1.77, 1.7638495575221238)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.424074074074074)","(18.0, 25.0, 24.066666666666666)","(11.0, 16.0, 15.44186046511628)","(20.0, 42.0, 41.55555555555556)","(81.0, 240.0, 219.41176470588235)"
07-12-2022 20:34:08.453786,"(1.55, 1.77, 1.764337899543379)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.424074074074074)","(18.0, 25.0, 24.11111111111111)","(11.0, 16.0, 15.44186046511628)","(20.0, 42.0, 41.55555555555556)","(81.0, 230.0, 219.41176470588235)"
07-12-2022 20:34:09.466053,"(1.55, 1.77, 1.7642592592592592)","(101.0, 210.0, 202.5)","(2.9, 3.45, 3.424074074074074)","(18.0, 25.0, 24.025641025641026)","(11.0, 16.0, 15.555555555555555)","(20.0, 42.0, 41.46666666666667)","(81.0, 230.0, 219.41176470588235)"
07-12-2022 20:34:10.497199,"(1.55, 1.77, 1.7642857142857142)","(101.0, 210.0, 198.0)","(2.9, 3.45, 3.424074074074074)","(18.0, 25.0, 24.11627906976744)","(11.0, 16.0, 15.555555555555555)","(20.0, 42.0, 40.857142857142854)","(81.0, 230.0, 220.625)"
07-12-2022 20:34:11.571562,"(1.55, 1.76, 1.759644549763033)","(101.0, 200.0, 195.0)","(2.9, 3.45, 3.4336956521739133)","(18.0, 25.0, 24.11627906976744)","(11.0, 16.0, 15.555555555555555)","(20.0, 42.0, 40.857142857142854)","(81.0, 230.0, 220.625)"
07-12-2022 20:34:12.660012,"(1.55, 1.76, 1.7597601918465229)","(101.0, 200.0, 191.0)","(2.9, 3.45, 3.4)","(18.0, 25.0, 22.681818181818183)","(11.0, 16.0, 14.9375)","(20.0, 42.0, 41.2)","(81.0, 230.0, 216.36363636363637)"
07-12-2022 20:34:13.671226,"(1.55, 1.81, 1.801375)","(101.0, 210.0, 196.66666666666666)","(2.9, 3.4, 3.380952380952381)","(18.0, 23.0, 22.681818181818183)","(11.0, 15.0, 14.911764705882353)","(20.0, 42.0, 40.333333333333336)","(81.0, 230.0, 214.21052631578948)"
07-12-2022 20:34:14.690496,"(1.55, 1.81, 1.80484126984127)","(101.0, 200.0, 190.0)","(2.9, 3.35, 3.3397196261682245)","(18.0, 23.0, 22.75862068965517)","(11.0, 15.0, 14.617647058823529)","(20.0, 42.0, 40.333333333333336)","(81.0, 230.0, 213.33333333333331)"
07-12-2022 20:34:15.631420,"(1.55, 1.82, 1.8139175257731959)","(101.0, 200.0, 191.0)","(2.9, 3.35, 3.33494623655914)","(18.0, 24.0, 23.22222222222222)","(11.0, 15.0, 14.617647058823529)","(20.0, 42.0, 40.333333333333336)","(81.0, 230.0, 213.33333333333331)"
07-12-2022 20:34:16.595791,"(1.55, 1.82, 1.8139175257731959)","(101.0, 210.0, 198.0)","(2.9, 3.35, 3.33494623655914)","(18.0, 24.0, 23.22222222222222)","(11.0, 15.0, 14.529411764705882)","(20.0, 42.0, 41.2)","(81.0, 230.0, 213.33333333333331)"
07-12-2022 20:34:17.632648,"(1.55, 1.83, 1.8211061946902656)","(101.0, 200.0, 186.15384615384616)","(2.9, 3.35, 3.2816666666666667)","(18.0, 23.0, 23.02325581395349)","(11.0, 15.0, 14.405405405405405)","(20.0, 42.0, 39.54545454545455)","(81.0, 230.0, 208.57142857142858)"
07-12-2022 20:34:18.626312,"(1.55, 1.83, 1.8216571428571429)","(101.0, 200.0, 186.15384615384616)","(2.9, 3.3, 3.2816666666666667)","(18.0, 24.0, 23.02325581395349)","(11.0, 14.5, 14.394736842105264)","(20.0, 42.0, 40.10526315789474)","(81.0, 230.0, 208.57142857142858)"
