,Soopat,Jumping Power Two,Lavish Lady,So Extra,The Mitchell Snail,Empress Cleopatra,Jackal,Rust,Colonel Von Trapp
12-01-2023 12:14:14.241657,"(2.6, 2.94, 2.9233333333333333)","(2.15, 2.4, 2.2666666666666666)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.721739130434782)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:15.354850,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.4, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.721739130434782)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:16.496087,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.721739130434782)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:17.672850,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 9.226666666666667)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:18.754408,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.4, 9.226666666666667)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:19.836259,"(2.6, 2.94, 2.8866666666666667)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.4, 9.3)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:20.930357,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.4, 9.191304347826087)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:21.975701,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 11.0, 9.830769230769231)","(31.0, 180.0, 79.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:23.094428,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 10.5, 8.8)","(31.0, 180.0, 107.33333333333334)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:24.209934,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.0)","(31.0, 230.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:25.277084,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.0)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:26.369619,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.311111111111112)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:27.486731,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 8.8)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:28.687579,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 8.8)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:29.817497,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 8.8)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:30.949543,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.03076923076923)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:32.055543,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.03076923076923)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:33.179146,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.03076923076923)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:34.291060,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 9.03076923076923)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:35.449448,"(2.6, 2.94, 2.8955555555555557)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.8, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:36.557539,"(2.6, 2.94, 2.8866666666666667)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:37.685128,"(2.6, 2.94, 2.8866666666666667)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:38.823464,"(2.6, 2.94, 2.7844444444444445)","(2.15, 2.38, 2.3566666666666665)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:39.954118,"(2.6, 2.94, 2.7844444444444445)","(2.15, 2.38, 2.36)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:41.096428,"(2.6, 2.94, 2.706666666666667)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:42.169797,"(2.6, 2.94, 2.706666666666667)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:43.297045,"(2.6, 2.94, 2.7844444444444445)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:44.424652,"(2.6, 2.96, 2.783529411764706)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:45.548830,"(2.6, 2.92, 2.82)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:46.601191,"(2.6, 2.92, 2.82)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:47.662130,"(2.6, 2.92, 2.82)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:48.728454,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:49.805882,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 89.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:50.953662,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 220.0, 100.66666666666666)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:52.048230,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 210.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:53.145292,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:54.264509,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:55.374266,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.92)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:56.506404,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.38, 2.3644444444444446)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.984615384615385)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:57.614571,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.959999999999999)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:14:58.783791,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.857142857142856)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:14:59.901154,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.857142857142856)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:00.986974,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.857142857142856)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:02.096452,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.857142857142856)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:03.192421,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.857142857142856)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:04.297820,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.333333333333334)","(4.6, 9.2, 8.4)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:05.476408,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 14.0, 12.833333333333334)","(4.8, 9.2, 8.844444444444443)","(31.0, 200.0, 84.5)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:06.647087,"(2.6, 2.92, 2.7866666666666666)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.5, 12.833333333333334)","(4.8, 9.2, 8.461538461538462)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:07.772789,"(2.6, 2.92, 2.736666666666667)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.0, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:08.886467,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.0, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:10.001678,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.0, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:11.083572,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.0, 13.333333333333334)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:12.219758,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270967741935484)","(7.0, 15.0, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:13.345812,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270236220472441)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:14.479671,"(2.6, 2.92, 2.8000000000000003)","(2.15, 2.4, 2.270236220472441)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:15.650221,"(2.6, 2.9, 2.790909090909091)","(2.15, 2.4, 2.270236220472441)","(7.0, 16.0, 13.666666666666666)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:16.788198,"(2.6, 2.9, 2.8142857142857145)","(2.15, 2.4, 2.270236220472441)","(7.0, 16.0, 13.666666666666666)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:17.954742,"(2.6, 2.9, 2.8142857142857145)","(2.15, 2.4, 2.270236220472441)","(7.0, 16.0, 13.666666666666666)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:19.096252,"(2.6, 2.9, 2.8142857142857145)","(2.15, 2.4, 2.270236220472441)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:20.260786,"(2.6, 2.9, 2.8142857142857145)","(2.15, 2.4, 2.270236220472441)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:21.391504,"(2.6, 2.96, 2.7742857142857145)","(2.1, 2.4, 2.270236220472441)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.15)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:22.471463,"(2.6, 2.96, 2.8063636363636366)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:23.585987,"(2.6, 2.94, 2.8661538461538463)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:24.669809,"(2.6, 2.94, 2.891111111111111)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:25.701020,"(2.6, 2.94, 2.891111111111111)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:26.804341,"(2.6, 2.94, 2.891111111111111)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 123.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:27.972757,"(2.6, 2.94, 2.891111111111111)","(2.1, 2.38, 2.339166666666667)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:29.037122,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3483870967741933)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.674999999999999)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:30.162424,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3483870967741933)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:31.326508,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3483870967741933)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:32.479942,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3483870967741933)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:33.654272,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3483870967741933)","(7.0, 15.5, 13.5)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:34.866030,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.38, 2.3625)","(7.0, 15.5, 13.1)","(4.8, 9.2, 8.36)","(31.0, 200.0, 86.0)","(101.0, 220.0, 140.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:36.101059,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.68, 2.4050000000000002)","(7.0, 15.5, 13.1)","(4.8, 9.2, 8.36)","(31.0, 200.0, 110.0)","(101.0, 220.0, 130.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 216.0)"
12-01-2023 12:15:37.224142,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.68, 2.4699999999999998)","(7.0, 15.5, 13.1)","(4.8, 9.2, 8.36)","(31.0, 200.0, 110.0)","(101.0, 220.0, 130.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:15:38.356197,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.64, 2.488)","(7.0, 15.5, 13.1)","(4.8, 9.2, 8.36)","(31.0, 200.0, 110.0)","(101.0, 220.0, 130.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:15:39.447380,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.6, 2.5244444444444447)","(7.0, 15.5, 12.928571428571429)","(4.8, 9.2, 8.36)","(31.0, 200.0, 110.0)","(101.0, 220.0, 130.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
12-01-2023 12:15:40.529564,"(2.6, 2.94, 2.915652173913043)","(2.1, 2.6, 2.373333333333333)","(7.0, 15.5, 12.772727272727273)","(4.8, 9.2, 8.36)","(31.0, 200.0, 110.0)","(101.0, 220.0, 130.0)","(81.0, 200.0, 120.0)","(101.0, 220.0, 140.0)","(101.0, 220.0, 215.78947368421052)"
