,Clan Mcmillan,Chilly Bin,Keira Spolly,Nixon Bale,Just Admit It,Gai Water Star,Balmoral,Locked And Ready
09-01-2023 15:07:51.397987,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:52.378284,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:53.464287,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:54.558436,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:55.699942,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:56.858875,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:58.016284,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:07:59.168869,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:00.268985,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:01.301509,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:02.277624,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:03.294509,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:04.411357,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:05.544296,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:06.609635,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:07.717325,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.727272727272727)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:08.761567,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 48.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:09.833047,"(26.0, 250.0, 112.76923076923077)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:10.998989,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:12.100310,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:13.211733,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:14.400567,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:15.504104,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:16.572657,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:17.552667,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:18.548254,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:19.586611,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:20.693350,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:21.828139,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:22.972108,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.18181818181818)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:24.062621,"(26.0, 250.0, 102.0)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.545454545454547)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:25.163932,"(26.0, 250.0, 102.0)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.545454545454547)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:26.280990,"(26.0, 250.0, 102.0)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.219999999999999)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 31.0)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:27.379322,"(26.0, 250.0, 126.66666666666667)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 31.0)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:28.467917,"(26.0, 250.0, 126.66666666666667)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:29.577068,"(26.0, 250.0, 126.66666666666667)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:30.747076,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:31.847671,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:32.886328,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:33.936166,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:35.103791,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:36.291510,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:37.461140,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:38.619491,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:39.709215,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:40.746604,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:41.750317,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 27.875)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:42.778905,"(26.0, 250.0, 90.71428571428572)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:43.878592,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:44.956376,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:46.093265,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:47.125617,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:48.181156,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:49.277404,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:50.334831,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:51.467640,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:52.508532,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:53.567452,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:54.621094,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:55.792636,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:56.943274,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:58.062656,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:08:59.210099,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:00.435986,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:01.513636,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 34.0625)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:02.545214,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:03.512609,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:04.605906,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:05.782100,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:06.906967,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:07.980601,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:09.058583,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:10.122213,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:11.226964,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:12.346587,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:13.467359,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:14.652271,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:16.135732,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:17.581334,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:18.775768,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
09-01-2023 15:09:20.144150,"(26.0, 250.0, 122.57142857142857)","(7.0, 14.0, 11.866666666666667)","(7.0, 12.5, 10.057142857142857)","(6.0, 10.0, 8.028571428571428)","(17.0, 46.0, 24.909090909090907)","(3.9, 5.8, 4.336363636363636)","(18.0, 60.0, 36.94444444444444)","(2.3, 3.15, 2.33625)"
