,Clan Mcmillan,Chilly Bin,Keira Spolly,Nixon Bale,Just Admit It,Gai Water Star,Balmoral,Locked And Ready
09-01-2023 15:16:05.624371,"(26.0, 230.0, 60.8)","(7.0, 12.0, 9.84)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 4.762499999999999)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.8440000000000003)"
09-01-2023 15:16:06.723873,"(26.0, 230.0, 60.8)","(7.0, 12.0, 9.84)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 4.762499999999999)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.8440000000000003)"
09-01-2023 15:16:07.867458,"(26.0, 230.0, 60.8)","(7.0, 12.0, 9.84)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 4.762499999999999)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.8440000000000003)"
09-01-2023 15:16:09.110700,"(26.0, 230.0, 60.8)","(7.0, 12.0, 9.84)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 4.762499999999999)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.8440000000000003)"
09-01-2023 15:16:10.347901,"(26.0, 230.0, 60.8)","(7.0, 12.0, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 4.92)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.8440000000000003)"
09-01-2023 15:16:11.512951,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.9, 5.311111111111111)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.963809523809524)"
09-01-2023 15:16:12.716212,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.311111111111111)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.963809523809524)"
09-01-2023 15:16:13.881473,"(26.0, 230.0, 62.888888888888886)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.311111111111111)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:15.017163,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.311111111111111)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:16.051985,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.7)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.311111111111111)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:17.175866,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 12.0, 9.2)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.30625)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:18.311248,"(26.0, 230.0, 60.8)","(7.0, 12.5, 10.040000000000001)","(7.0, 11.0, 9.2)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.125)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:19.456041,"(26.0, 230.0, 62.6)","(7.0, 12.5, 10.040000000000001)","(7.0, 11.0, 9.2)","(6.0, 9.6, 8.1)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.125)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:20.677128,"(26.0, 230.0, 62.6)","(7.0, 12.5, 10.040000000000001)","(7.0, 11.0, 9.2)","(6.0, 9.6, 7.6)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.22)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:21.837008,"(26.0, 230.0, 62.6)","(7.0, 12.5, 9.571428571428571)","(7.0, 11.0, 9.2)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.175)","(18.0, 55.0, 35.0)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:22.892353,"(26.0, 230.0, 62.6)","(7.0, 12.5, 9.571428571428571)","(7.0, 11.0, 9.7)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.314285714285714)","(18.0, 55.0, 35.27777777777778)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:23.956071,"(26.0, 230.0, 62.6)","(7.0, 12.5, 9.571428571428571)","(7.0, 12.0, 9.7)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.125)","(18.0, 55.0, 25.833333333333332)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:25.033156,"(26.0, 230.0, 62.6)","(7.0, 12.5, 9.571428571428571)","(7.0, 12.0, 9.7)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.22)","(18.0, 55.0, 25.833333333333332)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:26.214368,"(26.0, 230.0, 62.6)","(7.0, 12.5, 9.571428571428571)","(7.0, 12.0, 9.7)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.175)","(18.0, 55.0, 25.0)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:27.556387,"(26.0, 210.0, 71.66666666666667)","(7.0, 12.5, 9.083333333333334)","(7.0, 12.0, 9.7)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.314285714285714)","(18.0, 50.0, 25.0)","(2.3, 3.0, 2.9074999999999998)"
09-01-2023 15:16:28.980334,"(26.0, 210.0, 71.66666666666667)","(7.0, 12.5, 9.083333333333334)","(7.0, 12.0, 10.984615384615385)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.125)","(18.0, 50.0, 25.0)","(2.3, 3.0, 2.852)"
09-01-2023 15:16:30.262977,"(26.0, 210.0, 71.66666666666667)","(7.0, 12.5, 10.94)","(7.0, 12.0, 10.425)","(6.0, 8.6, 7.0)","(17.0, 42.0, 21.11111111111111)","(3.9, 5.5, 5.285714285714286)","(18.0, 50.0, 38.269230769230774)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:31.409293,"(26.0, 210.0, 73.33333333333333)","(7.0, 12.5, 10.94)","(7.0, 12.0, 10.575)","(6.0, 8.6, 7.0)","(17.0, 42.0, 22.083333333333332)","(3.9, 5.5, 5.36)","(18.0, 50.0, 35.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:32.521548,"(26.0, 210.0, 62.4)","(7.0, 12.5, 11.155172413793103)","(7.0, 12.0, 10.575)","(6.0, 8.6, 7.533333333333333)","(17.0, 40.0, 22.083333333333332)","(3.9, 5.5, 5.175)","(18.0, 50.0, 25.833333333333332)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:33.722773,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.136363636363637)","(7.0, 12.0, 10.725)","(6.0, 9.4, 7.16)","(17.0, 40.0, 22.083333333333332)","(3.9, 5.5, 5.175)","(18.0, 50.0, 39.642857142857146)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:34.781909,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.4, 6.975)","(17.0, 40.0, 22.083333333333332)","(3.9, 5.5, 5.175)","(18.0, 50.0, 33.125)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:35.850712,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 6.975)","(17.0, 40.0, 20.88888888888889)","(3.9, 5.5, 5.175)","(18.0, 50.0, 29.166666666666668)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:37.018687,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 6.975)","(17.0, 40.0, 20.88888888888889)","(3.9, 5.5, 5.125)","(18.0, 50.0, 29.166666666666668)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:38.081735,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 6.975)","(17.0, 40.0, 20.88888888888889)","(3.9, 5.5, 5.22)","(18.0, 50.0, 29.166666666666668)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:39.160216,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 6.975)","(17.0, 40.0, 20.88888888888889)","(3.9, 5.5, 5.22)","(18.0, 50.0, 29.166666666666668)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:40.211460,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 6.975)","(17.0, 40.0, 23.875)","(3.9, 5.5, 5.285714285714286)","(18.0, 50.0, 60.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:41.317455,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 6.975)","(17.0, 40.0, 23.875)","(3.9, 5.5, 5.285714285714286)","(18.0, 65.0, 60.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:42.419486,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 8.511111111111111)","(17.0, 55.0, 24.583333333333332)","(3.9, 5.5, 5.175)","(18.0, 65.0, 60.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:43.587322,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 8.511111111111111)","(17.0, 55.0, 24.583333333333332)","(3.9, 5.5, 5.175)","(18.0, 65.0, 60.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:44.768327,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 7.325)","(17.0, 55.0, 24.583333333333332)","(3.9, 5.5, 4.5)","(18.0, 65.0, 46.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:46.115098,"(26.0, 210.0, 62.4)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.044444444444444)","(6.0, 9.6, 7.325)","(17.0, 55.0, 24.583333333333332)","(3.9, 5.5, 4.5625)","(18.0, 65.0, 46.0)","(2.3, 3.0, 2.926)"
09-01-2023 15:16:47.625657,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 11.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 36.75)","(3.9, 5.5, 4.5625)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:48.915817,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 36.75)","(3.9, 5.5, 4.5625)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:50.253580,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 36.75)","(3.9, 5.5, 4.5625)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:51.632655,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 46.125)","(3.9, 5.5, 4.5625)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:53.075158,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 51.5)","(3.9, 5.5, 4.75)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:54.441191,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 51.5)","(3.9, 5.5, 4.75)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:55.758773,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 51.5)","(3.9, 5.5, 4.75)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:56.935136,"(26.0, 210.0, 64.2)","(7.0, 12.5, 9.262500000000001)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 51.5)","(3.9, 5.5, 4.75)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:58.115631,"(26.0, 210.0, 66.0)","(7.0, 12.5, 10.272727272727273)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 51.22222222222222)","(3.9, 5.5, 4.557142857142857)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:16:59.351515,"(26.0, 210.0, 66.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.216666666666667)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:00.507020,"(26.0, 210.0, 66.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.216666666666667)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:01.747271,"(26.0, 210.0, 66.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.216666666666667)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:03.075327,"(26.0, 210.0, 66.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.325)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.216666666666667)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:04.419857,"(26.0, 210.0, 120.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.26)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:05.775098,"(26.0, 210.0, 120.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.3, 4.533333333333333)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:07.030737,"(26.0, 210.0, 120.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.257142857142858)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.2, 4.20952380952381)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:08.265706,"(26.0, 210.0, 120.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 11.0, 9.114285714285716)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.1, 4.20952380952381)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:09.411887,"(26.0, 210.0, 120.0)","(7.0, 12.5, 9.612499999999999)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.1, 4.20952380952381)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:10.550350,"(26.0, 210.0, 120.0)","(7.0, 12.5, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.1, 4.20952380952381)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:11.827258,"(26.0, 210.0, 120.0)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.1, 4.20952380952381)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:13.111328,"(26.0, 210.0, 120.0)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.1, 4.3076923076923075)","(18.0, 65.0, 46.0)","(2.3, 3.3, 3.1959999999999997)"
09-01-2023 15:17:14.391275,"(26.0, 210.0, 120.0)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 5.0, 4.163636363636364)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.3, 2.6164)"
09-01-2023 15:17:15.582015,"(26.0, 210.0, 120.0)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.9, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.25, 3.016)"
09-01-2023 15:17:16.841205,"(26.0, 210.0, 120.0)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 8.266666666666666)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:18.035116,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:19.305964,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:20.593900,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:21.852591,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:23.160667,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:24.408085,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:25.612699,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 50.285714285714285)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:26.845405,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:27.996842,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:29.184076,"(26.0, 210.0, 72.22222222222223)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:30.436367,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:31.765024,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:33.042286,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 55.0, 40.66666666666667)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:34.307805,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 50.0, 36.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:35.656875,"(26.0, 210.0, 70.5)","(7.0, 12.0, 10.133333333333333)","(7.0, 12.0, 9.600000000000001)","(6.0, 9.6, 7.6)","(17.0, 50.0, 36.0)","(3.9, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:36.951735,"(26.0, 210.0, 70.5)","(6.5, 12.0, 10.133333333333333)","(7.0, 12.0, 9.114285714285716)","(5.5, 9.6, 7.6)","(17.0, 50.0, 36.0)","(4.0, 4.8, 4.4)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:38.277134,"(26.0, 210.0, 70.5)","(6.5, 12.0, 10.133333333333333)","(7.0, 11.0, 9.114285714285716)","(5.5, 9.6, 7.6)","(17.0, 50.0, 36.0)","(4.0, 4.8, 4.660869565217391)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 3.016)"
09-01-2023 15:17:39.628167,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.0, 10.133333333333333)","(7.0, 11.0, 9.114285714285716)","(5.5, 9.6, 7.6)","(17.0, 50.0, 36.0)","(4.0, 4.8, 4.708571428571428)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 2.8333333333333335)"
09-01-2023 15:17:40.943932,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.0, 10.133333333333333)","(7.0, 11.0, 9.114285714285716)","(5.5, 9.6, 7.6)","(17.0, 50.0, 36.0)","(4.0, 4.8, 4.708571428571428)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 2.71)"
09-01-2023 15:17:42.236735,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.0, 10.85)","(7.0, 11.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 36.0)","(4.0, 4.8, 4.5)","(18.0, 65.0, 52.33333333333333)","(2.3, 3.1, 2.396)"
09-01-2023 15:17:43.499136,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 10.85)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 35.27272727272727)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.415)"
09-01-2023 15:17:44.846096,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 12.155555555555555)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 35.81818181818182)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.6525000000000003)"
09-01-2023 15:17:46.161591,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 12.155555555555555)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 38.0)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.4299999999999997)"
09-01-2023 15:17:47.561897,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 11.875)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 38.0)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.4299999999999997)"
09-01-2023 15:17:49.002903,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 12.142857142857142)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 38.0)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.4299999999999997)"
09-01-2023 15:17:50.417708,"(26.0, 210.0, 67.91666666666667)","(6.5, 12.5, 12.142857142857142)","(7.0, 12.0, 9.600000000000001)","(5.5, 9.6, 7.6)","(17.0, 50.0, 38.0)","(4.0, 4.8, 4.778723404255319)","(18.0, 65.0, 52.33333333333333)","(2.3, 2.7, 2.4299999999999997)"
