,Lions Tooth,Taspinaro,Coronation Veronic,Saxon Mist,Labby Rock,Techno Awards,Another Prediction,Baheera,Punk Princess
07-12-2022 20:40:16.462247,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.5, 18.6)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.08)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.806097560975609)"
07-12-2022 20:40:17.835849,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.0, 18.612903225806452)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.8062499999999995)"
07-12-2022 20:40:19.212770,"(4.2, 5.0, 4.840909090909091)","(15.0, 19.0, 18.542857142857144)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.783720930232558)"
07-12-2022 20:40:20.474204,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.542857142857144)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.788461538461538)"
07-12-2022 20:40:21.786632,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.788888888888889)"
07-12-2022 20:40:23.260545,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.796)"
07-12-2022 20:40:24.666031,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.748484848484849)"
07-12-2022 20:40:26.089739,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.0, 9.866666666666667)","(5.0, 8.4, 8.24)","(6.5, 8.8, 8.75294117647059)","(61.0, 100.0, 98.33333333333333)","(51.0, 80.0, 73.33333333333333)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.9, 4.7625)"
07-12-2022 20:40:27.460140,"(4.2, 5.0, 4.85625)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.0, 9.818181818181818)","(5.0, 8.4, 8.285714285714286)","(6.5, 8.8, 8.564705882352941)","(61.0, 100.0, 94.0)","(51.0, 80.0, 66.66666666666667)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.75)"
07-12-2022 20:40:28.975336,"(4.2, 5.1, 5.073076923076923)","(15.0, 19.0, 18.583333333333332)","(6.5, 11.0, 10.033333333333333)","(5.0, 8.4, 8.156756756756756)","(6.5, 8.8, 8.564705882352941)","(61.0, 100.0, 94.0)","(51.0, 80.0, 72.14285714285714)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.766666666666667)"
07-12-2022 20:40:30.356042,"(4.2, 5.1, 5.0740740740740735)","(15.0, 19.0, 18.583333333333332)","(6.5, 10.5, 9.9)","(5.0, 8.2, 8.17037037037037)","(6.5, 8.8, 8.564705882352941)","(61.0, 100.0, 94.0)","(51.0, 75.0, 65.76923076923077)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.766666666666667)"
07-12-2022 20:40:31.832029,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.2, 7.933333333333334)","(6.5, 8.8, 8.564705882352941)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(5.0, 4.8, 4.726966292134832)"
07-12-2022 20:40:33.233616,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 7.866666666666666)","(6.5, 8.8, 8.68)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.9, 4.726966292134832)"
07-12-2022 20:40:34.519353,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 7.866666666666666)","(6.5, 8.8, 8.75)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.9, 4.726966292134832)"
07-12-2022 20:40:35.879999,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.157575757575758)","(6.5, 8.8, 8.75)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.9, 4.785454545454545)"
07-12-2022 20:40:37.224463,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.157575757575758)","(6.5, 8.8, 8.742857142857144)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.8, 4.778947368421052)"
07-12-2022 20:40:38.669997,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.157575757575758)","(6.5, 8.8, 8.733333333333334)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.8, 4.778947368421052)"
07-12-2022 20:40:40.222382,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.157575757575758)","(6.5, 8.8, 8.72)","(61.0, 100.0, 94.0)","(51.0, 75.0, 70.78947368421052)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.8, 4.763076923076923)"
07-12-2022 20:40:41.669822,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.26923076923077)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.124137931034483)","(6.5, 8.8, 8.600000000000001)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.8, 4.726530612244898)"
07-12-2022 20:40:43.282705,"(4.2, 5.1, 5.0807692307692305)","(15.0, 19.0, 18.53846153846154)","(6.5, 10.5, 9.940000000000001)","(5.0, 8.4, 8.15)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(4.8, 6.6, 6.370588235294117)","(4.6, 4.8, 4.706896551724138)"
07-12-2022 20:40:45.015036,"(4.2, 5.1, 4.957142857142857)","(15.0, 19.0, 18.88888888888889)","(7.0, 10.5, 9.940000000000001)","(5.5, 8.4, 8.209523809523809)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 75.0, 67.72727272727272)","(5.0, 6.6, 6.370588235294117)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:46.666774,"(4.2, 5.4, 5.0)","(15.0, 19.0, 18.64)","(7.0, 10.5, 9.940000000000001)","(5.5, 8.4, 8.209523809523809)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 75.0, 63.57142857142857)","(5.0, 6.6, 6.370588235294117)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:48.326496,"(4.2, 5.4, 4.9714285714285715)","(15.0, 19.0, 18.64)","(7.0, 10.5, 9.940000000000001)","(5.5, 8.4, 8.226086956521739)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 75.0, 63.57142857142857)","(5.0, 6.6, 6.370588235294117)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:49.947882,"(4.2, 5.4, 4.9714285714285715)","(15.0, 19.0, 18.64)","(7.0, 10.5, 9.940000000000001)","(5.5, 8.4, 8.226086956521739)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 75.0, 60.0)","(5.0, 6.6, 6.370588235294117)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:51.508608,"(4.2, 5.4, 5.1000000000000005)","(15.0, 19.0, 18.64)","(7.0, 10.5, 9.940000000000001)","(5.5, 8.4, 8.226086956521739)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 70.0, 60.0)","(5.0, 6.6, 6.370588235294117)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:52.911224,"(4.2, 5.4, 5.1000000000000005)","(15.0, 19.0, 18.54237288135593)","(7.0, 10.5, 9.877777777777778)","(5.5, 8.4, 8.229787234042554)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 94.0)","(51.0, 70.0, 60.0)","(5.0, 6.6, 6.300000000000001)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:54.279303,"(4.2, 5.4, 5.1000000000000005)","(15.0, 19.0, 18.289473684210527)","(7.0, 10.5, 9.877777777777778)","(5.5, 8.4, 8.229787234042554)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 91.66666666666666)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.300000000000001)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:55.655408,"(4.2, 5.4, 5.16)","(15.0, 19.0, 18.115384615384617)","(7.0, 10.5, 10.040000000000001)","(5.5, 8.4, 8.222222222222223)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 95.58823529411765)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.300000000000001)","(4.6, 4.9, 4.715116279069767)"
07-12-2022 20:40:56.962683,"(4.2, 5.4, 5.16)","(15.0, 18.5, 18.115384615384617)","(7.0, 11.0, 10.040000000000001)","(5.5, 8.4, 8.222222222222223)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 98.33333333333333)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.300000000000001)","(4.6, 4.9, 4.71)"
07-12-2022 20:40:58.258884,"(4.2, 5.4, 5.237837837837838)","(15.0, 18.5, 17.847826086956523)","(7.0, 11.0, 10.033333333333333)","(5.5, 8.4, 7.9714285714285715)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 98.33333333333333)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.300000000000001)","(4.6, 4.9, 4.836666666666667)"
07-12-2022 20:40:59.499810,"(4.2, 5.3, 5.270370370370371)","(15.0, 18.5, 17.796296296296298)","(7.0, 10.5, 10.033333333333333)","(5.5, 8.4, 7.9)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 98.33333333333333)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.289655172413793)","(4.6, 4.9, 4.838372093023255)"
07-12-2022 20:41:00.864641,"(4.2, 5.4, 5.2125)","(15.0, 18.5, 17.796296296296298)","(7.0, 10.5, 10.033333333333333)","(5.5, 8.4, 8.0)","(6.5, 8.8, 8.577777777777778)","(61.0, 100.0, 98.33333333333333)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.289655172413793)","(4.6, 4.9, 4.819696969696969)"
07-12-2022 20:41:02.241386,"(4.2, 5.4, 5.2125)","(15.0, 18.5, 17.796296296296298)","(7.0, 10.5, 9.9)","(5.5, 8.4, 8.0)","(6.5, 8.8, 8.5)","(61.0, 100.0, 98.33333333333333)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.227027027027027)","(4.6, 4.9, 4.819696969696969)"
07-12-2022 20:41:03.609274,"(4.2, 5.4, 5.16)","(15.0, 18.5, 17.31578947368421)","(7.0, 10.5, 9.9)","(5.5, 8.4, 8.0)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.227027027027027)","(4.6, 4.9, 4.675)"
07-12-2022 20:41:04.946708,"(4.2, 5.4, 5.181818181818182)","(15.0, 18.5, 17.272727272727273)","(7.0, 10.5, 9.9)","(5.5, 8.4, 8.0)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 60.0)","(5.0, 6.4, 6.254545454545455)","(4.6, 4.7, 4.675)"
07-12-2022 20:41:06.284444,"(4.2, 5.4, 5.181818181818182)","(15.0, 18.5, 17.666666666666668)","(7.0, 10.5, 9.812727272727274)","(5.5, 8.4, 8.051282051282051)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.27027027027027)","(4.6, 4.7, 4.6923076923076925)"
07-12-2022 20:41:07.583434,"(4.2, 5.1, 5.038888888888889)","(15.0, 18.0, 17.62162162162162)","(7.0, 10.5, 9.812727272727274)","(5.5, 8.4, 7.6223350253807105)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.1875)","(4.6, 4.7, 4.6923076923076925)"
07-12-2022 20:41:08.866962,"(4.2, 5.1, 5.03125)","(15.0, 18.0, 17.64516129032258)","(7.0, 10.5, 9.812727272727274)","(5.5, 7.8, 7.61283422459893)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.1571428571428575)","(4.6, 4.7, 4.6875)"
07-12-2022 20:41:10.228395,"(4.2, 5.1, 5.052631578947368)","(15.0, 18.0, 17.576923076923077)","(7.0, 10.5, 9.831818181818182)","(5.5, 7.8, 7.617518248175182)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.1571428571428575)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:11.546755,"(4.2, 5.1, 5.052631578947368)","(15.0, 18.0, 17.555555555555557)","(7.0, 10.5, 9.831818181818182)","(5.5, 7.8, 7.625174825174825)","(6.5, 8.8, 8.5)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.216216216216217)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:12.828371,"(4.2, 5.1, 5.070967741935483)","(15.0, 18.0, 17.55128205128205)","(7.0, 10.5, 9.831818181818182)","(5.5, 7.8, 7.636601307189542)","(6.5, 8.8, 8.533333333333333)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.216216216216217)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:14.045986,"(4.2, 5.1, 5.070967741935483)","(15.0, 18.0, 17.55128205128205)","(7.0, 10.5, 9.846153846153847)","(5.5, 7.8, 7.64375)","(6.5, 8.6, 8.62)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.216216216216217)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:15.317125,"(4.2, 5.1, 5.070967741935483)","(15.0, 18.0, 17.55128205128205)","(7.0, 10.0, 9.846153846153847)","(5.5, 7.8, 7.641481481481481)","(6.5, 9.0, 8.68)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.25)","(5.0, 6.4, 6.307692307692308)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:16.598283,"(4.2, 5.1, 5.070967741935483)","(15.0, 18.0, 17.55128205128205)","(7.0, 10.0, 9.894736842105264)","(5.5, 7.8, 7.640298507462687)","(6.5, 8.8, 8.60677966101695)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.347826086956522)","(4.6, 4.7, 4.666666666666667)"
07-12-2022 20:41:17.903509,"(4.2, 5.1, 5.067857142857143)","(15.0, 18.0, 17.55128205128205)","(7.5, 10.0, 9.894736842105264)","(5.5, 7.8, 7.640298507462687)","(6.5, 9.0, 8.477142857142857)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.353846153846154)","(4.4, 4.7, 4.666666666666667)"
07-12-2022 20:41:19.181953,"(4.2, 5.1, 5.067857142857143)","(15.0, 18.0, 17.32075471698113)","(7.5, 10.0, 9.894736842105264)","(5.5, 7.8, 7.640298507462687)","(6.5, 9.0, 8.498630136986302)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.353846153846154)","(4.4, 4.7, 4.666666666666667)"
07-12-2022 20:41:20.459285,"(4.2, 5.1, 5.067857142857143)","(15.0, 18.0, 17.32075471698113)","(7.5, 10.0, 9.894736842105264)","(5.5, 7.8, 7.647142857142857)","(6.5, 9.0, 8.5425)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.367567567567568)","(4.4, 4.7, 4.666666666666667)"
07-12-2022 20:41:21.685283,"(4.2, 5.1, 5.067857142857143)","(15.0, 17.5, 17.272727272727273)","(7.5, 10.0, 9.894736842105264)","(5.5, 7.8, 7.635384615384615)","(6.5, 9.0, 8.536708860759495)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.367567567567568)","(4.4, 4.7, 4.642857142857142)"
07-12-2022 20:41:23.020587,"(4.2, 5.1, 5.05)","(15.0, 17.5, 17.35)","(7.5, 10.0, 9.915)","(5.5, 7.8, 7.621666666666666)","(6.5, 9.0, 8.535)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.367567567567568)","(4.4, 4.7, 4.642857142857142)"
07-12-2022 20:41:24.237333,"(4.2, 5.1, 5.05)","(15.0, 17.5, 17.35)","(7.5, 10.5, 9.915)","(5.5, 7.8, 7.621666666666666)","(6.5, 9.0, 8.624615384615383)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.367567567567568)","(4.4, 4.7, 4.642857142857142)"
07-12-2022 20:41:25.495618,"(4.2, 5.1, 5.05)","(15.0, 17.5, 17.175)","(7.5, 10.5, 10.033333333333333)","(5.5, 7.8, 7.635384615384615)","(6.5, 9.0, 8.624615384615383)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.367567567567568)","(4.4, 4.7, 4.642857142857142)"
07-12-2022 20:41:26.708606,"(4.2, 5.1, 5.067857142857143)","(15.0, 17.5, 17.175)","(7.5, 10.5, 10.01875)","(5.5, 7.8, 7.647142857142857)","(6.5, 9.0, 8.61875)","(61.0, 100.0, 96.25)","(51.0, 70.0, 67.14285714285714)","(5.0, 6.4, 6.34)","(4.4, 4.7, 4.642857142857142)"
07-12-2022 20:41:28.045971,"(4.2, 5.1, 5.067857142857143)","(15.0, 17.5, 17.145833333333332)","(7.5, 10.5, 10.088235294117647)","(5.5, 7.8, 7.640298507462687)","(6.5, 9.0, 8.612698412698412)","(61.0, 100.0, 96.25)","(51.0, 70.0, 65.0)","(5.0, 6.4, 6.3090909090909095)","(4.4, 4.7, 4.6380952380952385)"
07-12-2022 20:41:29.363136,"(4.2, 5.2, 5.105555555555556)","(15.0, 17.5, 17.302325581395348)","(7.5, 11.0, 10.894308943089431)","(5.5, 7.8, 7.6213114754098354)","(6.5, 9.0, 8.606451612903225)","(61.0, 100.0, 96.25)","(51.0, 70.0, 65.0)","(5.0, 6.4, 6.3090909090909095)","(4.4, 4.7, 4.597674418604651)"
07-12-2022 20:41:30.727269,"(4.2, 5.2, 5.090322580645162)","(15.0, 17.5, 17.302325581395348)","(7.5, 11.5, 11.41891891891892)","(5.5, 7.8, 7.6359375)","(6.5, 9.0, 8.536708860759495)","(61.0, 100.0, 96.25)","(51.0, 70.0, 65.0)","(5.0, 6.4, 6.3578947368421055)","(4.4, 4.7, 4.583333333333333)"
07-12-2022 20:41:32.052993,"(4.2, 5.2, 5.0875)","(15.0, 17.5, 17.23076923076923)","(7.5, 11.5, 11.444444444444445)","(5.5, 7.8, 7.630357142857142)","(6.5, 9.0, 8.536708860759495)","(61.0, 100.0, 96.25)","(51.0, 70.0, 65.0)","(5.0, 6.4, 6.36842105263158)","(4.4, 4.6, 4.55)"
07-12-2022 20:41:33.269268,"(4.2, 5.2, 5.0875)","(15.0, 17.5, 17.23076923076923)","(7.5, 11.5, 11.444444444444445)","(5.5, 7.8, 7.630357142857142)","(6.5, 9.0, 8.536708860759495)","(61.0, 100.0, 96.25)","(51.0, 70.0, 65.0)","(5.0, 6.4, 6.304347826086957)","(4.4, 4.6, 4.336893203883495)"
07-12-2022 20:41:34.462082,"(4.2, 5.2, 5.11219512195122)","(15.0, 17.0, 16.916666666666668)","(7.5, 11.5, 11.142857142857142)","(5.5, 7.8, 7.630357142857142)","(6.5, 9.0, 8.506849315068493)","(61.0, 100.0, 96.25)","(51.0, 70.0, 66.0)","(5.0, 6.4, 6.32)","(4.4, 4.5, 4.394736842105264)"
07-12-2022 20:41:36.019409,"(4.2, 5.2, 5.124324324324324)","(15.0, 17.5, 17.4375)","(7.5, 11.5, 11.1)","(5.5, 7.8, 7.906666666666666)","(6.5, 9.0, 8.622857142857143)","(61.0, 100.0, 96.25)","(51.0, 70.0, 78.57142857142857)","(5.0, 6.4, 6.32)","(4.4, 4.4, 4.355555555555556)"
07-12-2022 20:41:37.261135,"(4.2, 5.2, 5.058333333333334)","(15.0, 17.5, 17.25)","(7.5, 11.5, 11.214285714285714)","(5.5, 8.0, 7.866666666666666)","(6.5, 9.0, 8.712)","(61.0, 100.0, 96.25)","(51.0, 85.0, 75.0)","(5.0, 6.4, 6.32)","(4.4, 4.4, 4.3)"
07-12-2022 20:41:38.577397,"(4.2, 5.2, 5.0425)","(15.0, 17.5, 17.4)","(7.5, 11.5, 11.214285714285714)","(5.5, 8.0, 7.9)","(6.5, 9.0, 8.712)","(61.0, 100.0, 96.25)","(51.0, 85.0, 77.5)","(5.0, 6.4, 6.32)","(4.4, 4.4, 4.255421686746988)"
07-12-2022 20:41:39.838707,"(4.2, 5.2, 5.014705882352941)","(15.0, 17.5, 17.043478260869566)","(7.5, 11.5, 10.024000000000001)","(5.5, 8.0, 7.654545454545454)","(6.5, 9.0, 8.523076923076923)","(61.0, 100.0, 97.77777777777777)","(51.0, 85.0, 68.94736842105263)","(5.0, 6.4, 6.51304347826087)","(4.4, 4.4, 4.4)"
07-12-2022 20:41:41.081334,"(4.2, 5.5, 5.42)","(15.0, 18.0, 17.043478260869566)","(7.5, 10.5, 9.73913043478261)","(5.5, 8.2, 7.771428571428571)","(6.5, 8.8, 8.421052631578947)","(61.0, 120.0, 97.77777777777777)","(51.0, 90.0, 72.22222222222223)","(5.0, 7.0, 6.589743589743589)","(4.4, 4.5, 4.491860465116279)"
07-12-2022 20:41:42.434102,"(4.2, 5.4, 5.341463414634147)","(15.0, 18.0, 17.727272727272727)","(7.5, 10.0, 9.682352941176472)","(5.5, 8.2, 7.527272727272727)","(6.5, 8.8, 8.626086956521739)","(61.0, 120.0, 101.81818181818181)","(51.0, 90.0, 83.0)","(5.0, 7.0, 6.742857142857143)","(4.4, 4.5, 4.5593220338983045)"
07-12-2022 20:41:43.828113,"(4.2, 5.4, 5.253211009174312)","(15.0, 18.0, 17.727272727272727)","(7.5, 9.8, 9.335714285714287)","(5.5, 7.8, 7.418181818181818)","(6.5, 8.8, 8.533333333333333)","(61.0, 120.0, 106.66666666666667)","(51.0, 85.0, 83.0)","(5.0, 6.8, 6.742857142857143)","(4.4, 4.6, 4.48936170212766)"
07-12-2022 20:41:45.251750,"(4.2, 5.4, 5.251785714285715)","(15.0, 18.0, 18.152173913043477)","(7.5, 9.8, 9.283870967741937)","(5.5, 7.8, 7.5)","(6.5, 8.8, 8.533333333333333)","(61.0, 120.0, 106.66666666666667)","(51.0, 85.0, 83.0)","(5.0, 6.8, 6.742857142857143)","(4.4, 4.6, 4.48936170212766)"
07-12-2022 20:41:46.526507,"(4.2, 5.4, 5.2556521739130435)","(15.0, 18.5, 17.763157894736842)","(7.5, 9.8, 9.492307692307692)","(5.5, 7.8, 7.515)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 106.66666666666667)","(51.0, 85.0, 79.56521739130434)","(5.0, 6.8, 6.6571428571428575)","(4.4, 4.6, 4.428571428571429)"
07-12-2022 20:41:47.755879,"(4.2, 5.4, 5.2556521739130435)","(15.0, 18.0, 17.59090909090909)","(7.5, 9.8, 9.524137931034483)","(5.5, 7.8, 7.515)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 106.66666666666667)","(51.0, 90.0, 81.42857142857143)","(5.0, 7.0, 6.630769230769231)","(4.4, 4.6, 4.426666666666667)"
07-12-2022 20:41:49.209874,"(4.2, 5.4, 5.2556521739130435)","(15.0, 18.0, 17.833333333333332)","(7.5, 9.8, 9.524137931034483)","(5.5, 7.8, 7.5625)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 106.66666666666667)","(51.0, 90.0, 83.33333333333333)","(5.0, 7.0, 6.567213114754098)","(4.4, 4.6, 4.442105263157895)"
07-12-2022 20:41:50.570252,"(4.2, 5.4, 5.310752688172043)","(15.0, 18.0, 17.333333333333332)","(7.5, 9.8, 9.460606060606061)","(5.5, 7.8, 7.513513513513513)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 106.66666666666667)","(51.0, 90.0, 83.61111111111111)","(5.0, 7.0, 6.539534883720931)","(4.4, 4.5, 4.4363636363636365)"
07-12-2022 20:41:51.834504,"(4.2, 5.4, 5.310752688172043)","(15.0, 18.0, 17.272727272727273)","(7.5, 9.8, 9.562962962962963)","(5.5, 7.6, 7.517948717948718)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.539534883720931)","(4.4, 4.5, 4.43953488372093)"
07-12-2022 20:41:53.196144,"(4.2, 5.4, 5.310752688172043)","(15.0, 18.0, 17.5)","(7.5, 9.8, 9.457142857142857)","(5.5, 7.6, 7.463829787234042)","(6.5, 8.8, 8.492307692307692)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.530434782608696)","(4.4, 4.5, 4.464516129032258)"
07-12-2022 20:41:54.395697,"(4.2, 5.4, 5.310752688172043)","(15.0, 18.0, 17.571428571428573)","(7.5, 9.8, 9.222222222222221)","(5.5, 7.6, 7.048351648351648)","(6.5, 8.8, 8.23493670886076)","(61.0, 120.0, 110.0)","(51.0, 85.0, 83.07692307692308)","(5.0, 7.0, 6.657142857142857)","(4.4, 4.5, 4.454545454545455)"
