,Dayseas Rikki,Booming Boo Boo,Spring Demon,Vixon Lad,Jameson Bay,Identity Thief,Jamie Tartt,Katara Love
10-01-2023 16:48:34.618679,"(11.0, 21.0, 19.666666666666664)","(5.0, 6.2, 6.008)","(18.0, 36.0, 28.0)","(1.75, 2.24, 2.2368)","(4.2, 9.4, 8.9)","(31.0, 48.0, 45.66666666666667)","(8.5, 15.5, 13.75)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:35.817295,"(11.0, 21.0, 19.666666666666664)","(5.0, 6.2, 6.008)","(18.0, 36.0, 28.0)","(1.75, 2.24, 2.2357142857142858)","(4.2, 9.4, 8.17142857142857)","(31.0, 48.0, 40.36363636363636)","(8.5, 14.5, 13.75)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:37.013477,"(11.0, 21.0, 19.666666666666664)","(5.0, 6.2, 5.24)","(18.0, 36.0, 28.0)","(1.75, 2.24, 2.2423529411764704)","(4.2, 9.2, 8.290909090909091)","(31.0, 48.0, 44.0)","(8.5, 14.5, 12.222222222222221)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:38.293378,"(11.0, 21.0, 19.666666666666664)","(5.0, 6.2, 5.24)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.2423529411764704)","(4.2, 9.2, 8.290909090909091)","(31.0, 46.0, 44.0)","(8.5, 14.0, 12.916666666666668)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:39.618084,"(11.0, 20.0, 16.18181818181818)","(5.0, 6.2, 5.24)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.2378947368421054)","(4.2, 9.2, 8.742857142857144)","(31.0, 46.0, 40.0)","(8.5, 13.5, 11.666666666666666)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:40.938766,"(11.0, 19.5, 16.61111111111111)","(5.0, 6.2, 5.742857142857143)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.2378947368421054)","(4.2, 9.0, 8.742857142857144)","(31.0, 46.0, 40.0)","(8.5, 13.0, 11.666666666666666)","(61.0, 400.0, 192.0)"
10-01-2023 16:48:42.255900,"(11.0, 19.0, 18.0)","(5.0, 6.2, 5.555555555555555)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.19)","(4.2, 9.0, 7.938461538461539)","(31.0, 46.0, 40.0)","(8.5, 13.0, 12.083333333333334)","(61.0, 400.0, 214.28571428571428)"
10-01-2023 16:48:43.635828,"(11.0, 18.0, 17.166666666666668)","(5.0, 6.0, 5.525)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.1933333333333334)","(4.2, 8.8, 8.16)","(31.0, 46.0, 40.0)","(8.5, 12.5, 12.083333333333334)","(61.0, 400.0, 205.0)"
10-01-2023 16:48:44.933849,"(11.0, 17.5, 16.333333333333332)","(5.0, 5.7, 5.225)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.1933333333333334)","(4.2, 8.8, 7.446153846153846)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.294117647058824)","(61.0, 400.0, 265.0)"
10-01-2023 16:48:46.237348,"(11.0, 17.0, 16.333333333333332)","(5.0, 5.6, 5.18)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.1933333333333334)","(4.2, 8.8, 8.4)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.294117647058824)","(61.0, 390.0, 265.0)"
10-01-2023 16:48:47.483769,"(11.0, 17.0, 13.869565217391305)","(5.0, 5.6, 5.09)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.1933333333333334)","(4.2, 8.6, 8.4)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 265.0)"
10-01-2023 16:48:48.777331,"(11.0, 17.0, 13.869565217391305)","(5.0, 5.6, 5.09)","(18.0, 36.0, 28.0)","(1.75, 2.26, 2.2022222222222223)","(4.2, 8.6, 8.4)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 265.0)"
10-01-2023 16:48:50.038866,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.6, 5.09)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2022222222222223)","(4.2, 8.6, 7.76)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 348.3333333333333)"
10-01-2023 16:48:51.277904,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.6, 5.166666666666667)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2022222222222223)","(4.2, 8.6, 7.92)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:48:52.426985,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.133333333333334)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.4, 7.92)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:48:53.576673,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.4, 7.411764705882353)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:48:54.820920,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.4, 7.411764705882353)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:48:56.083050,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.26)","(4.2, 8.4, 7.381818181818182)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.116279069767442)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:48:57.377014,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.26)","(4.2, 8.4, 7.381818181818182)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 214.28571428571428)"
10-01-2023 16:48:58.698289,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.26)","(4.2, 8.4, 7.381818181818182)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 400.0, 306.66666666666663)"
10-01-2023 16:48:59.957750,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.4, 7.463157894736842)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:01.225714,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.463157894736842)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:02.423450,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:03.650046,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:04.863730,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:06.136313,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:07.360344,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 348.3333333333333)"
10-01-2023 16:49:08.593210,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:09.789303,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.26)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:11.119923,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:12.348059,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2675)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.113636363636363)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:13.706183,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2133333333333334)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:15.208791,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2133333333333334)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 40.0)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:16.605621,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2133333333333334)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:18.022659,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2133333333333334)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:19.226989,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:20.411126,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.064516129032258)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:21.645006,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:22.921045,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 348.3333333333333)"
10-01-2023 16:49:24.220918,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:25.493667,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.2, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(8.5, 12.5, 10.11111111111111)","(61.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:26.730349,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:27.921915,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.4)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:29.167132,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:30.417080,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:31.703597,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.335135135135135)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:32.985140,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.4)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:34.153420,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.419512195121952)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:35.282201,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.3578947368421055)","(31.0, 46.0, 39.333333333333336)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:36.419654,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.3578947368421055)","(31.0, 46.0, 42.0)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:37.667411,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.3578947368421055)","(31.0, 44.0, 42.0)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:38.918645,"(11.0, 16.5, 15.916666666666668)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.2244444444444444)","(4.4, 8.2, 7.335135135135135)","(31.0, 44.0, 38.44444444444444)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:40.214604,"(11.0, 16.5, 14.75)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.202857142857143)","(4.4, 8.2, 7.335135135135135)","(31.0, 44.0, 38.44444444444444)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 354.2857142857143)"
10-01-2023 16:49:41.462298,"(11.0, 16.5, 14.75)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 26.769230769230766)","(1.75, 2.26, 2.2466666666666666)","(4.4, 8.2, 7.5)","(31.0, 44.0, 38.44444444444444)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:42.764527,"(11.0, 16.5, 13.673076923076923)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 28.0)","(1.75, 2.28, 2.273333333333333)","(4.4, 7.8, 7.569230769230769)","(31.0, 44.0, 41.368421052631575)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:43.954438,"(11.0, 16.5, 13.673076923076923)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2709090909090905)","(4.4, 7.8, 7.29375)","(31.0, 44.0, 41.368421052631575)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:45.391982,"(11.0, 16.5, 13.673076923076923)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.29375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:46.662468,"(11.0, 16.5, 13.673076923076923)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.29375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:47.973081,"(11.0, 16.5, 13.673076923076923)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.35)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:49.268098,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:50.619076,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:51.830788,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 306.66666666666663)"
10-01-2023 16:49:53.093952,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:49:54.242134,"(11.0, 16.5, 13.583333333333334)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:49:55.591203,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:49:56.959278,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:49:58.250708,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:49:59.532516,"(11.0, 16.5, 13.583333333333334)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:00.957959,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:02.283294,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:03.633386,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:04.963849,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:06.244095,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2763636363636364)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:07.511861,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.28, 2.2666666666666666)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:08.701706,"(11.0, 16.5, 13.583333333333334)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:09.804282,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:11.066792,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.375)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:12.243664,"(11.0, 16.5, 13.648148148148149)","(5.0, 5.4, 5.0588235294117645)","(18.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.414285714285715)","(31.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(71.0, 390.0, 260.0)"
10-01-2023 16:50:13.396976,"(11.0, 16.5, 13.648148148148149)","(4.6, 5.4, 5.0588235294117645)","(19.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.414285714285715)","(41.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(81.0, 390.0, 260.0)"
10-01-2023 16:50:14.639781,"(11.0, 16.5, 13.648148148148149)","(4.6, 5.4, 5.0588235294117645)","(19.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.6)","(41.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(81.0, 390.0, 260.0)"
10-01-2023 16:50:15.899300,"(11.0, 16.5, 13.648148148148149)","(4.6, 5.4, 5.0588235294117645)","(19.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.6)","(41.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(81.0, 390.0, 260.0)"
10-01-2023 16:50:17.189430,"(11.0, 16.5, 13.648148148148149)","(4.6, 5.4, 5.0588235294117645)","(19.0, 36.0, 25.6)","(1.75, 2.36, 2.2725)","(4.4, 7.8, 7.275)","(41.0, 44.0, 41.77777777777778)","(9.0, 12.5, 10.11111111111111)","(81.0, 390.0, 260.0)"
