,Kingsbrae Demon,Marinus,Double Charming,Dasha Tullamore,Kingsbrae Noel,Expert Tease,Blazing Bonus,Fly Tom
12-01-2023 11:37:46.086451,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:47.233225,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:48.345153,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:49.458551,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:50.598226,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:51.758092,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.559999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:52.907157,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:54.021099,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:55.168250,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:56.362662,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:57.530465,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:58.643536,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:37:59.712334,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:00.732710,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:02.026410,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:03.354021,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:04.549696,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:05.706350,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:06.963446,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:08.329377,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:09.627413,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:10.816389,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:11.940541,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.84)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:13.120711,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:14.479449,"(3.6, 3.95, 3.75)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:15.721818,"(3.6, 3.9, 3.6857142857142855)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:16.938614,"(3.6, 3.9, 3.6857142857142855)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:18.161247,"(3.6, 3.9, 3.6857142857142855)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:19.447941,"(3.6, 3.9, 3.6857142857142855)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:20.766820,"(3.6, 3.9, 3.6857142857142855)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:21.971557,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:23.305972,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:24.480844,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:25.740056,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:27.148186,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:28.468134,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:29.701313,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:30.920656,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:32.072184,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:33.188191,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:34.351269,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.757894736842106)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:35.634030,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.992307692307692)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:36.927246,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:38.179352,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:39.373750,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:40.630740,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.333333333333333)"
12-01-2023 11:38:41.970183,"(3.6, 3.9, 3.669230769230769)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:43.298870,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:44.479313,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.629999999999999)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:45.786592,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.992307692307692)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:47.089122,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.992307692307692)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:48.300006,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.992307692307692)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:49.490107,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:50.715036,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:51.841954,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:52.943094,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.633333333333333)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:54.026830,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:55.162411,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:56.645245,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:58.003967,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:38:59.767431,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:01.253890,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:02.839129,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:04.098644,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:05.351681,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:06.509061,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:07.748916,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:09.155252,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:10.482555,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:11.790863,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 12.523076923076921)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:13.177548,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.966666666666667)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:14.500949,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.7)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:15.782863,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.98)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:17.081868,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.98)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:18.394065,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.98)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:19.800909,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.966666666666667)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:21.037888,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.966666666666667)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:22.244766,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 11.966666666666667)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:23.512812,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.75)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:24.819448,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.84)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:26.128647,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 8.84)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
12-01-2023 11:39:27.424085,"(3.6, 3.85, 3.6785714285714284)","(2.15, 2.48, 2.4066666666666667)","(6.0, 15.0, 9.992307692307692)","(61.0, 550.0, 468.33333333333337)","(18.0, 50.0, 28.3)","(51.0, 440.0, 250.0)","(61.0, 520.0, 443.33333333333337)","(3.3, 5.0, 4.3999999999999995)"
