,Kingsbrae Demon,Marinus,Double Charming,Dasha Tullamore,Kingsbrae Noel,Expert Tease,Blazing Bonus,Fly Tom
12-01-2023 11:56:34.597697,"(3.6, 4.1, 4.065079365079365)","(2.1, 2.62, 2.5607407407407408)","(6.5, 17.5, 16.21212121212121)","(71.0, 230.0, 142.5)","(20.0, 36.0, 30.0)","(61.0, 290.0, 222.5)","(61.0, 210.0, 180.0)","(3.3, 4.2, 4.089473684210526)"
12-01-2023 11:56:35.774135,"(3.6, 4.1, 4.085416666666666)","(2.1, 2.62, 2.547741935483871)","(6.5, 17.5, 16.21212121212121)","(71.0, 230.0, 142.5)","(20.0, 36.0, 30.0)","(61.0, 290.0, 222.5)","(61.0, 210.0, 180.0)","(3.3, 4.2, 4.05)"
12-01-2023 11:56:36.978526,"(3.6, 4.1, 4.077358490566038)","(2.1, 2.62, 2.5515384615384615)","(6.5, 17.5, 16.03448275862069)","(71.0, 230.0, 137.69230769230768)","(20.0, 36.0, 30.0)","(61.0, 290.0, 222.5)","(61.0, 210.0, 180.0)","(3.3, 4.2, 4.081818181818182)"
12-01-2023 11:56:38.128532,"(3.6, 4.1, 4.077358490566038)","(2.1, 2.6, 2.5393333333333334)","(6.5, 17.5, 16.192307692307693)","(71.0, 230.0, 137.69230769230768)","(20.0, 36.0, 30.0)","(61.0, 290.0, 222.5)","(61.0, 210.0, 180.0)","(3.3, 4.2, 4.066666666666666)"
12-01-2023 11:56:39.294582,"(3.6, 4.1, 4.077358490566038)","(2.1, 2.6, 2.542222222222222)","(6.5, 17.5, 16.192307692307693)","(71.0, 230.0, 146.92307692307693)","(20.0, 36.0, 30.0)","(61.0, 290.0, 222.5)","(61.0, 210.0, 180.0)","(3.3, 4.2, 4.185714285714286)"
12-01-2023 11:56:40.387531,"(3.6, 4.1, 4.076470588235294)","(2.1, 2.6, 2.5393333333333334)","(6.5, 17.5, 16.192307692307693)","(71.0, 230.0, 146.92307692307693)","(20.0, 36.0, 30.0)","(61.0, 290.0, 211.25)","(61.0, 210.0, 175.0)","(3.3, 4.3, 4.167241379310345)"
12-01-2023 11:56:41.512382,"(3.6, 4.1, 4.076470588235294)","(2.1, 2.6, 2.5393333333333334)","(6.5, 17.5, 15.9)","(71.0, 230.0, 146.92307692307693)","(20.0, 36.0, 29.77777777777778)","(61.0, 290.0, 202.5)","(61.0, 210.0, 175.71428571428572)","(3.3, 4.3, 4.1326086956521735)"
12-01-2023 11:56:42.537492,"(3.6, 4.1, 4.076470588235294)","(2.1, 2.6, 2.5393333333333334)","(6.5, 17.5, 16.22)","(71.0, 230.0, 146.92307692307693)","(20.0, 36.0, 29.77777777777778)","(61.0, 290.0, 193.75)","(61.0, 210.0, 175.0)","(3.3, 4.3, 4.183333333333334)"
12-01-2023 11:56:43.632678,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.521025641025641)","(7.5, 17.5, 15.95)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 175.0)","(3.3, 4.3, 4.125)"
12-01-2023 11:56:44.723656,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.521025641025641)","(7.5, 17.0, 16.3)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 175.0)","(3.3, 4.3, 4.125)"
12-01-2023 11:56:45.824304,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.521025641025641)","(7.5, 17.0, 15.56)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 175.0)","(3.3, 4.3, 4.06)"
12-01-2023 11:56:46.867314,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.521025641025641)","(7.5, 17.0, 15.56)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.1, 4.02)"
12-01-2023 11:56:47.934272,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.521025641025641)","(7.5, 17.0, 15.592592592592592)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.1, 4.038461538461538)"
12-01-2023 11:56:49.027156,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.528)","(7.5, 17.0, 15.272727272727273)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.1, 3.9666666666666663)"
12-01-2023 11:56:50.097016,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5733333333333333)","(7.5, 17.0, 15.592592592592592)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 29.77777777777778)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.1, 4.02)"
12-01-2023 11:56:51.144364,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.54)","(7.5, 17.0, 15.272727272727273)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 30.555555555555557)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.1, 3.9545454545454546)"
12-01-2023 11:56:52.177245,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.52974358974359)","(7.5, 17.0, 15.272727272727273)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.2, 3.9428571428571426)"
12-01-2023 11:56:53.307202,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.537714285714286)","(7.5, 17.0, 15.615384615384615)","(71.0, 230.0, 176.15384615384616)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.2, 4.0)"
12-01-2023 11:56:54.417025,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.537714285714286)","(7.5, 17.0, 15.285714285714286)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 202.5)","(71.0, 210.0, 140.0)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:56:55.451614,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.521818181818182)","(7.5, 17.0, 15.941176470588236)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 211.25)","(71.0, 210.0, 140.0)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:56:56.498201,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.538823529411765)","(7.5, 17.0, 16.217391304347828)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 140.0)","(3.3, 4.2, 4.038461538461538)"
12-01-2023 11:56:57.583019,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5446153846153847)","(7.5, 17.0, 16.272727272727273)","(71.0, 230.0, 147.5)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:56:58.658013,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.56)","(7.5, 17.0, 16.272727272727273)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:56:59.745170,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.56)","(7.5, 17.0, 16.272727272727273)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 4.038461538461538)"
12-01-2023 11:57:00.829899,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5353846153846153)","(7.5, 17.0, 15.909090909090908)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.9428571428571426)"
12-01-2023 11:57:01.889266,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.52974358974359)","(7.5, 17.0, 15.909090909090908)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 4.0)"
12-01-2023 11:57:02.908094,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.5232558139534884)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:57:04.012204,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.5232558139534884)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.966666666666667)"
12-01-2023 11:57:05.075990,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.5232558139534884)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 215.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.9947368421052634)"
12-01-2023 11:57:06.177830,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.62, 2.5232558139534884)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.925)"
12-01-2023 11:57:07.233906,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5552)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.923076923076923)"
12-01-2023 11:57:08.337895,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.552)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.98)"
12-01-2023 11:57:09.407786,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5552)","(7.5, 17.0, 16.454545454545453)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.936363636363636)"
12-01-2023 11:57:10.495212,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.579)","(7.5, 17.0, 16.333333333333332)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:11.517943,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5552)","(7.5, 17.0, 16.272727272727273)","(71.0, 230.0, 151.25)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.936363636363636)"
12-01-2023 11:57:12.627909,"(3.5, 4.1, 4.076470588235294)","(2.15, 2.6, 2.5591666666666666)","(7.5, 17.0, 16.5)","(71.0, 230.0, 148.1818181818182)","(20.0, 36.0, 31.258064516129032)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:13.727824,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.545)","(7.5, 17.0, 16.142857142857142)","(71.0, 230.0, 147.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 150.0)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:14.987851,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.545)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.014285714285714)"
12-01-2023 11:57:16.025533,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5371428571428574)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.005263157894737)"
12-01-2023 11:57:17.077677,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5371428571428574)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.005263157894737)"
12-01-2023 11:57:18.040471,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.54)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.053846153846154)"
12-01-2023 11:57:19.187373,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.536)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 210.0)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.053846153846154)"
12-01-2023 11:57:20.352428,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.536)","(7.5, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.053846153846154)"
12-01-2023 11:57:21.381696,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5515384615384615)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:22.470424,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5515384615384615)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:23.586417,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5733333333333333)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:24.740191,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.536)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 183.68421052631578)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:25.898420,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5542857142857143)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 165.83333333333334)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:27.037298,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.54)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 165.83333333333334)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:28.094579,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.54)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 165.83333333333334)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:29.154302,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.528888888888889)","(8.0, 17.0, 16.181818181818183)","(71.0, 230.0, 165.83333333333334)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:30.303615,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.181818181818183)","(81.0, 230.0, 165.83333333333334)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:31.644690,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.181818181818183)","(81.0, 230.0, 171.66666666666666)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:33.098646,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.181818181818183)","(81.0, 230.0, 167.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 150.0)","(3.3, 4.1, 4.0249999999999995)"
12-01-2023 11:57:34.410613,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.205882352941178)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.98)"
12-01-2023 11:57:35.758335,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.205882352941178)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.1, 3.9352941176470586)"
12-01-2023 11:57:36.903815,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.205882352941178)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.946875)"
12-01-2023 11:57:38.050215,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.205882352941178)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.70731707317073)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.946875)"
12-01-2023 11:57:39.087302,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.205882352941178)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 234.44444444444446)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.925)"
12-01-2023 11:57:40.203240,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 234.44444444444446)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.9555555555555557)"
12-01-2023 11:57:41.315501,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 234.44444444444446)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.9555555555555557)"
12-01-2023 11:57:42.391930,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.0, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 210.0)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.925)"
12-01-2023 11:57:43.426880,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 206.66666666666666)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.925)"
12-01-2023 11:57:44.494113,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5552)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 206.66666666666666)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.9555555555555557)"
12-01-2023 11:57:45.604040,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 206.66666666666666)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.925)"
12-01-2023 11:57:46.592150,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5420689655172413)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 206.66666666666666)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.9555555555555557)"
12-01-2023 11:57:47.591987,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.6, 2.5733333333333333)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 234.44444444444446)","(71.0, 210.0, 157.5)","(3.3, 4.2, 3.9206896551724135)"
12-01-2023 11:57:48.535053,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.58, 2.568)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 223.33333333333334)","(71.0, 210.0, 148.75)","(3.3, 4.2, 3.9290322580645163)"
12-01-2023 11:57:49.521337,"(3.5, 4.1, 4.063934426229508)","(2.15, 2.58, 2.496)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 215.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.2, 4.109677419354838)"
12-01-2023 11:57:50.543071,"(3.5, 4.2, 4.184210526315789)","(2.15, 2.56, 2.486666666666667)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 215.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.2, 4.118518518518519)"
12-01-2023 11:57:51.535545,"(3.5, 4.4, 4.228571428571429)","(2.15, 2.54, 2.48)","(8.5, 17.0, 16.5)","(81.0, 220.0, 167.5)","(20.0, 36.0, 30.842105263157894)","(71.0, 290.0, 215.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.2, 4.092682926829268)"
12-01-2023 11:57:52.563952,"(3.5, 4.3, 4.2749999999999995)","(2.15, 2.54, 2.48)","(8.5, 17.0, 16.5)","(81.0, 220.0, 172.0)","(20.0, 36.0, 32.5)","(71.0, 290.0, 218.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.2, 4.094545454545455)"
12-01-2023 11:57:53.534944,"(3.5, 4.4, 4.238095238095238)","(2.15, 2.52, 2.4718518518518517)","(8.5, 17.0, 16.571428571428573)","(81.0, 220.0, 172.0)","(20.0, 36.0, 42.5)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.2, 4.08125)"
12-01-2023 11:57:54.503960,"(3.5, 4.3, 4.262162162162162)","(2.15, 2.5, 2.4883333333333333)","(8.5, 17.0, 16.571428571428573)","(81.0, 220.0, 172.0)","(20.0, 44.0, 42.5)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.08125)"
12-01-2023 11:57:55.496689,"(3.5, 4.3, 4.257894736842105)","(2.15, 2.5, 2.4807407407407407)","(8.5, 17.0, 16.571428571428573)","(81.0, 220.0, 172.0)","(20.0, 44.0, 39.3125)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.08125)"
12-01-2023 11:57:56.509975,"(3.5, 4.3, 4.257894736842105)","(2.15, 2.5, 2.4829508196721313)","(8.5, 17.0, 16.571428571428573)","(81.0, 220.0, 172.0)","(20.0, 44.0, 39.3125)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.022222222222222)"
12-01-2023 11:57:57.520666,"(3.5, 4.3, 4.257894736842105)","(2.15, 2.52, 2.4827586206896552)","(8.5, 17.0, 16.5)","(81.0, 220.0, 172.0)","(20.0, 44.0, 37.25)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.0)"
12-01-2023 11:57:58.844205,"(3.5, 4.3, 4.257894736842105)","(2.15, 2.52, 2.4827586206896552)","(8.5, 17.0, 16.52)","(81.0, 220.0, 172.0)","(20.0, 44.0, 38.75)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.0)"
12-01-2023 11:57:59.975971,"(3.5, 4.3, 4.223809523809524)","(2.15, 2.52, 2.4827586206896552)","(8.5, 17.0, 16.52)","(81.0, 220.0, 172.0)","(20.0, 44.0, 38.75)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 4.0)"
12-01-2023 11:58:01.156562,"(3.5, 4.3, 4.204)","(2.15, 2.52, 2.4914285714285715)","(8.5, 17.0, 16.52)","(81.0, 220.0, 193.0769230769231)","(20.0, 44.0, 38.75)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 3.9705882352941173)"
12-01-2023 11:58:02.517552,"(3.5, 4.3, 4.199999999999999)","(2.15, 2.52, 2.506666666666667)","(8.5, 17.0, 16.52)","(81.0, 220.0, 170.0)","(20.0, 44.0, 38.75)","(71.0, 290.0, 210.0)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 3.985135135135135)"
12-01-2023 11:58:03.655603,"(3.5, 4.3, 4.216129032258064)","(2.15, 2.52, 2.506666666666667)","(8.5, 17.0, 16.52)","(81.0, 220.0, 170.0)","(20.0, 44.0, 38.75)","(71.0, 290.0, 206.66666666666666)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.1, 3.946774193548387)"
12-01-2023 11:58:04.796443,"(3.5, 4.3, 4.216129032258064)","(2.15, 2.52, 2.4968421052631578)","(8.5, 17.0, 16.52)","(81.0, 220.0, 170.0)","(20.0, 44.0, 38.75)","(71.0, 290.0, 201.11111111111111)","(71.0, 210.0, 147.77777777777777)","(3.3, 4.0, 3.9484375)"
