,Emerley Bruce,Allinga Chloe,Allinga Lily,Loving The Cash,Paramount State,Correlate,Dark Compass,Queen Of Scotch
16-12-2022 12:30:40.527033,"(3.9, 9.2, 8.0)","(15.0, 48.0, 36.026315789473685)","(41.0, 400.0, 355.7142857142857)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 294.5)","(8.0, 16.5, 12.5)","(1.6, 1.92, 1.805)"
16-12-2022 12:30:41.593258,"(3.9, 9.2, 8.0)","(15.0, 48.0, 36.026315789473685)","(41.0, 400.0, 355.7142857142857)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 294.5)","(8.0, 16.5, 12.5)","(1.6, 1.92, 1.7837037037037038)"
16-12-2022 12:30:42.682857,"(3.9, 9.2, 7.793103448275861)","(15.0, 48.0, 36.026315789473685)","(41.0, 400.0, 355.7142857142857)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 295.0)","(8.0, 16.5, 12.5)","(1.6, 1.92, 1.7837037037037038)"
16-12-2022 12:30:43.798164,"(3.9, 9.2, 7.733333333333333)","(15.0, 48.0, 36.58108108108108)","(41.0, 400.0, 357.1428571428571)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 295.0)","(8.0, 16.5, 12.5)","(1.6, 1.92, 1.8121875)"
16-12-2022 12:30:44.830132,"(3.9, 9.2, 7.733333333333333)","(15.0, 48.0, 36.58108108108108)","(41.0, 400.0, 357.1428571428571)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 278.3333333333333)","(8.0, 16.5, 11.863636363636363)","(1.6, 1.92, 1.8121875)"
16-12-2022 12:30:45.816287,"(3.9, 9.2, 7.733333333333333)","(15.0, 44.0, 38.3)","(41.0, 400.0, 362.5)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 11.863636363636363)","(1.6, 1.92, 1.8121875)"
16-12-2022 12:30:46.850466,"(3.9, 9.2, 8.026666666666667)","(15.0, 44.0, 37.564516129032256)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 11.863636363636363)","(1.6, 1.92, 1.7922222222222222)"
16-12-2022 12:30:47.896873,"(3.9, 9.2, 7.792)","(15.0, 44.0, 37.564516129032256)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 11.863636363636363)","(1.6, 1.92, 1.7922222222222222)"
16-12-2022 12:30:48.964820,"(3.9, 9.2, 7.792)","(15.0, 44.0, 37.564516129032256)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 11.863636363636363)","(1.6, 1.92, 1.805)"
16-12-2022 12:30:50.072433,"(3.9, 9.2, 7.6761904761904765)","(15.0, 42.0, 33.16666666666667)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 8.724)","(1.6, 1.92, 1.8308695652173912)"
16-12-2022 12:30:51.112496,"(3.9, 9.2, 7.866666666666666)","(15.0, 40.0, 34.46774193548387)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 8.724)","(1.6, 1.91, 1.8308695652173912)"
16-12-2022 12:30:52.111029,"(3.9, 9.2, 7.866666666666666)","(15.0, 40.0, 34.46774193548387)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 8.724)","(1.6, 1.91, 1.808888888888889)"
16-12-2022 12:30:53.090737,"(3.9, 9.2, 7.515789473684211)","(15.0, 38.0, 30.094594594594597)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 16.5, 8.724)","(1.6, 1.91, 1.808888888888889)"
16-12-2022 12:30:54.022959,"(3.9, 9.2, 7.515789473684211)","(15.0, 38.0, 30.094594594594597)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 15.5, 10.175)","(1.6, 1.91, 1.808888888888889)"
16-12-2022 12:30:55.007343,"(3.9, 9.2, 8.0)","(15.0, 38.0, 30.094594594594597)","(41.0, 400.0, 351.6666666666667)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 320.0, 289.375)","(8.0, 15.0, 9.225)","(1.6, 1.91, 1.8369565217391304)"
16-12-2022 12:30:56.029696,"(3.9, 9.2, 8.0)","(15.0, 36.0, 33.72222222222222)","(41.0, 400.0, 353.3333333333333)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 15.0, 8.950000000000001)","(1.6, 1.91, 1.8157142857142858)"
16-12-2022 12:30:57.065163,"(3.9, 9.2, 8.0)","(15.0, 36.0, 33.07142857142857)","(41.0, 400.0, 353.3333333333333)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 15.0, 8.950000000000001)","(1.6, 1.91, 1.8157142857142858)"
16-12-2022 12:30:58.116621,"(3.9, 9.2, 8.0)","(15.0, 36.0, 33.07142857142857)","(41.0, 400.0, 353.3333333333333)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 15.0, 8.644444444444444)","(1.6, 1.91, 1.7978688524590165)"
16-12-2022 12:30:59.139732,"(3.9, 9.2, 7.684210526315789)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 15.0, 9.8)","(1.6, 1.91, 1.8088709677419355)"
16-12-2022 12:31:00.184667,"(3.9, 9.2, 8.08695652173913)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.91, 1.8088709677419355)"
16-12-2022 12:31:01.236395,"(3.9, 9.2, 8.08695652173913)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 320.0, 289.375)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.91, 1.8088709677419355)"
16-12-2022 12:31:02.276561,"(3.9, 9.2, 8.08695652173913)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 310.0, 187.5)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.91, 1.8088709677419355)"
16-12-2022 12:31:03.332254,"(3.9, 9.2, 8.08695652173913)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 300.0, 195.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.91, 1.7698360655737706)"
16-12-2022 12:31:04.385972,"(3.9, 9.2, 7.777777777777778)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 300.0, 195.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.91, 1.790967741935484)"
16-12-2022 12:31:05.407127,"(3.9, 9.2, 8.226086956521739)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 300.0, 195.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.790967741935484)"
16-12-2022 12:31:06.429072,"(3.9, 9.2, 8.226086956521739)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 300.0, 231.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.790967741935484)"
16-12-2022 12:31:07.459167,"(3.9, 9.2, 8.226086956521739)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 290.0, 180.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.790967741935484)"
16-12-2022 12:31:08.509859,"(3.9, 9.2, 8.226086956521739)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 280.0, 180.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.8559322033898304)"
16-12-2022 12:31:09.543769,"(3.9, 9.2, 7.955555555555556)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 280.0, 180.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.8559322033898304)"
16-12-2022 12:31:10.524485,"(3.9, 9.2, 7.955555555555556)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 280.0, 175.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.758857142857143)"
16-12-2022 12:31:11.498304,"(3.9, 9.2, 8.666666666666666)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 280.0, 170.3846153846154)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.758857142857143)"
16-12-2022 12:31:12.464540,"(3.9, 9.2, 8.666666666666666)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 270.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.758857142857143)"
16-12-2022 12:31:13.441027,"(3.9, 9.2, 8.666666666666666)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7353333333333334)"
16-12-2022 12:31:14.436577,"(3.9, 9.2, 8.285714285714285)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.8149090909090908)"
16-12-2022 12:31:15.440864,"(3.9, 9.2, 7.955555555555556)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7737142857142856)"
16-12-2022 12:31:16.502550,"(3.9, 9.2, 8.285714285714285)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 346.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7737142857142856)"
16-12-2022 12:31:17.517930,"(3.9, 9.2, 8.285714285714285)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 310.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7737142857142856)"
16-12-2022 12:31:18.572044,"(3.9, 9.2, 8.285714285714285)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7737142857142856)"
16-12-2022 12:31:19.577631,"(3.9, 9.2, 8.285714285714285)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 190.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7526666666666666)"
16-12-2022 12:31:20.551384,"(3.9, 9.0, 8.28)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 260.0, 151.0)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.7811428571428571)"
16-12-2022 12:31:21.549448,"(3.9, 9.0, 8.25)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 250.0, 156.53846153846155)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.9, 1.798695652173913)"
16-12-2022 12:31:22.556277,"(3.9, 9.0, 8.25)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 240.0, 156.53846153846155)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.89, 1.79)"
16-12-2022 12:31:23.582155,"(3.9, 9.0, 8.166666666666666)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 240.0, 156.53846153846155)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.89, 1.79)"
16-12-2022 12:31:24.661963,"(3.9, 9.0, 8.166666666666666)","(15.0, 36.0, 29.557142857142857)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 240.0, 156.53846153846155)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.89, 1.7672727272727273)"
16-12-2022 12:31:25.719018,"(3.9, 9.0, 7.703703703703703)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 240.0, 181.66666666666666)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.89, 1.7782608695652173)"
16-12-2022 12:31:26.768550,"(3.9, 9.0, 8.1)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 139.375)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.88, 1.7782608695652173)"
16-12-2022 12:31:27.780932,"(3.9, 9.0, 8.1)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 139.375)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.88, 1.785294117647059)"
16-12-2022 12:31:28.758811,"(3.9, 9.0, 8.1)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 142.5)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7693548387096774)"
16-12-2022 12:31:29.799298,"(3.9, 9.0, 8.0)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 142.5)","(8.0, 14.0, 8.68)","(1.6, 1.87, 1.7313333333333334)"
16-12-2022 12:31:30.829850,"(3.9, 9.0, 7.571428571428572)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 142.5)","(8.0, 14.0, 8.68)","(1.6, 1.87, 1.7313333333333334)"
16-12-2022 12:31:31.896539,"(3.9, 9.0, 7.571428571428572)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7441935483870967)"
16-12-2022 12:31:33.023393,"(3.9, 9.0, 7.90625)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7441935483870967)"
16-12-2022 12:31:34.026195,"(3.9, 9.0, 7.90625)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7441935483870967)"
16-12-2022 12:31:35.038301,"(3.9, 9.0, 7.90625)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7441935483870967)"
16-12-2022 12:31:36.026027,"(3.9, 9.0, 7.90625)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.68)","(1.6, 1.87, 1.8194594594594595)"
16-12-2022 12:31:36.981000,"(3.9, 9.0, 7.703703703703703)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.68)","(1.6, 1.87, 1.8194594594594595)"
16-12-2022 12:31:37.980273,"(3.9, 9.0, 7.703703703703703)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.780810810810811)"
16-12-2022 12:31:38.951684,"(3.9, 9.0, 8.052631578947368)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.780810810810811)"
16-12-2022 12:31:39.960869,"(3.9, 9.0, 7.875)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 156.36363636363637)","(8.0, 14.0, 8.643478260869566)","(1.6, 1.87, 1.7768)"
16-12-2022 12:31:40.968288,"(3.9, 9.0, 7.833333333333333)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.86, 1.7768)"
16-12-2022 12:31:42.055151,"(3.9, 9.0, 7.764705882352941)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.86, 1.7703448275862068)"
16-12-2022 12:31:43.073565,"(3.9, 9.0, 7.666666666666667)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.86, 1.764)"
16-12-2022 12:31:44.114969,"(3.9, 9.0, 7.571428571428572)","(15.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.86, 1.7689473684210526)"
16-12-2022 12:31:45.154706,"(3.9, 9.0, 7.571428571428572)","(16.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.85, 1.7650000000000001)"
16-12-2022 12:31:46.210467,"(3.9, 9.0, 7.571428571428572)","(16.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.379310344827587)","(1.6, 1.85, 1.7650000000000001)"
16-12-2022 12:31:47.370431,"(3.9, 9.0, 7.571428571428572)","(16.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.25)","(1.6, 1.85, 1.7769565217391305)"
16-12-2022 12:31:48.473907,"(3.9, 9.0, 7.392857142857143)","(16.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.443636363636363)","(31.0, 230.0, 179.375)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.85, 1.7689473684210526)"
16-12-2022 12:31:49.625347,"(3.9, 9.0, 7.448275862068965)","(16.0, 36.0, 29.73611111111111)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 181.25)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.85, 1.7650000000000001)"
16-12-2022 12:31:50.711881,"(3.9, 9.0, 7.448275862068965)","(16.0, 36.0, 17.666666666666668)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.588235294117647)","(31.0, 230.0, 181.25)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.85, 1.7650000000000001)"
16-12-2022 12:31:51.785807,"(3.9, 9.0, 7.448275862068965)","(16.0, 34.0, 25.0)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.2, 7.041666666666667)","(31.0, 230.0, 197.5)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.85, 1.7707692307692309)"
16-12-2022 12:31:52.848048,"(3.9, 8.8, 7.733333333333333)","(16.0, 34.0, 25.833333333333336)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 6.85)","(31.0, 230.0, 182.0)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.7742857142857142)"
16-12-2022 12:31:53.905303,"(3.9, 8.8, 7.6000000000000005)","(16.0, 34.0, 25.833333333333336)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 6.85)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.7742857142857142)"
16-12-2022 12:31:54.887157,"(3.9, 8.8, 7.6000000000000005)","(16.0, 34.0, 25.833333333333336)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 6.85)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.776)"
16-12-2022 12:31:55.989828,"(3.9, 8.6, 7.573333333333333)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 7.483673469387755)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.776)"
16-12-2022 12:31:57.033481,"(3.9, 8.6, 7.573333333333333)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 7.483673469387755)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.7707692307692309)"
16-12-2022 12:31:58.119699,"(3.9, 8.6, 7.573333333333333)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 7.483673469387755)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.7707692307692309)"
16-12-2022 12:31:59.182842,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 8.0, 7.483673469387755)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.776)"
16-12-2022 12:32:00.219950,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 7.8, 7.177777777777778)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.776)"
16-12-2022 12:32:01.239794,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 7.8, 7.177777777777778)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.333333333333334)","(1.6, 1.84, 1.776)"
16-12-2022 12:32:02.260494,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 7.8, 7.177777777777778)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.776)"
16-12-2022 12:32:03.235669,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 7.8, 7.177777777777778)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.776)"
16-12-2022 12:32:04.281229,"(3.9, 8.6, 7.454545454545455)","(16.0, 34.0, 27.5)","(41.0, 400.0, 348.0)","(81.0, 580.0, 509.2857142857142)","(5.5, 7.8, 7.177777777777778)","(31.0, 230.0, 203.33333333333334)","(8.0, 14.0, 11.466666666666667)","(1.6, 1.84, 1.776)"
