,Cedars Wish,Ghostly Squall,Timetogetup,Aims Jubilee,Emberly,Shenandoah Cat,Slewing,Windsors Play,All Caps,Charitable Any
15-12-2022 13:29:02.085491,"(17.0, 32.0, 26.6)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 8.4, 8.15)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.9174285714285713)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:03.438145,"(17.0, 32.0, 26.6)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 8.4, 9.107692307692307)","(26.0, 48.0, 39.2)","(12.0, 27.0, 23.333333333333332)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:04.737862,"(17.0, 32.0, 25.25)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:06.011443,"(17.0, 32.0, 26.6)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:07.286091,"(17.0, 32.0, 27.5)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:08.620505,"(17.0, 32.0, 27.5)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:09.933824,"(17.0, 32.0, 27.5)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 1.93)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:11.248662,"(17.0, 32.0, 27.5)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.04, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:12.568550,"(17.0, 32.0, 27.5)","(17.0, 24.0, 21.7)","(19.0, 220.0, 155.0)","(14.0, 18.5, 14.9)","(4.8, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(11.0, 14.5, 12.785714285714286)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:13.887176,"(18.0, 32.0, 27.5)","(14.0, 24.0, 21.7)","(15.0, 220.0, 155.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.785714285714286)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:15.187934,"(18.0, 32.0, 27.5)","(14.0, 24.0, 21.7)","(15.0, 220.0, 155.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.785714285714286)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:16.454237,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 155.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.157142857142858)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:17.725354,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 155.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.96)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:19.072653,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.309090909090909)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:20.417886,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.309090909090909)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:21.740467,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.466666666666667)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:23.016032,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 220.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 10.0, 9.466666666666667)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:24.335208,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.7)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 10.0, 9.466666666666667)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:25.654518,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 10.0, 9.466666666666667)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0375)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:27.004030,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 10.0, 9.0)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0553846153846154)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:28.331881,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 10.0, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0553846153846154)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:29.620669,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0553846153846154)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:30.864270,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.0553846153846154)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:32.110762,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:33.388760,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:34.678569,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:36.010163,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.166666666666664)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 23.857142857142858)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:37.357265,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.42857142857143)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.9)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:38.683675,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.42857142857143)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.9)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:39.974568,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.42857142857143)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.9)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:41.311913,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.42857142857143)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.9)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:42.628887,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.42857142857143)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.9)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.722222222222221)","(1.6, 2.08, 2.066666666666667)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:43.998280,"(18.0, 32.0, 26.6)","(14.0, 24.0, 21.666666666666668)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 13.0)","(1.6, 2.08, 2.0571153846153845)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:45.305515,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.0)","(1.6, 2.06, 2.0571153846153845)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:46.633477,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.0)","(1.6, 2.06, 2.0571153846153845)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:47.906538,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.0)","(1.6, 2.06, 2.0571153846153845)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:49.195560,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 220.0, 122.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.0)","(1.6, 2.06, 2.0522222222222224)","(41.0, 690.0, 331.1111111111111)"
15-12-2022 13:29:50.485284,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 220.0, 107.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.5)","(1.6, 2.06, 2.0522222222222224)","(41.0, 690.0, 674.6666666666666)"
15-12-2022 13:29:51.798549,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 190.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.5)","(1.6, 2.06, 2.0522222222222224)","(41.0, 990.0, 560.8)"
15-12-2022 13:29:53.100091,"(18.0, 32.0, 26.6)","(14.0, 24.0, 22.25)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.5)","(1.6, 2.06, 2.0522222222222224)","(41.0, 690.0, 560.8)"
15-12-2022 13:29:54.426010,"(18.0, 32.0, 26.6)","(14.0, 24.0, 19.0)","(15.0, 210.0, 117.5)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.666666666666666)","(1.6, 2.06, 2.0522222222222224)","(41.0, 690.0, 560.8)"
15-12-2022 13:29:55.656764,"(18.0, 32.0, 26.6)","(14.0, 24.0, 19.0)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 13.666666666666666)","(1.6, 2.06, 2.0522222222222224)","(41.0, 690.0, 560.8)"
15-12-2022 13:29:56.931738,"(18.0, 32.0, 26.6)","(14.0, 24.0, 19.0)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 13.666666666666666)","(1.6, 2.06, 2.04)","(41.0, 690.0, 560.8)"
15-12-2022 13:29:58.259611,"(18.0, 32.0, 26.6)","(14.0, 24.0, 19.0)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.5, 12.928571428571429)","(1.6, 2.06, 2.04)","(41.0, 690.0, 560.8)"
15-12-2022 13:29:59.644600,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.77777777777778)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 12.928571428571429)","(1.6, 2.06, 1.932)","(41.0, 690.0, 560.8)"
15-12-2022 13:30:00.957866,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.77777777777778)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.36)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 12.928571428571429)","(1.6, 1.98, 1.932)","(41.0, 690.0, 560.8)"
15-12-2022 13:30:02.294003,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.77777777777778)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 8.36)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 14.0, 13.0)","(1.6, 1.98, 1.93875)","(41.0, 690.0, 560.8)"
15-12-2022 13:30:03.575175,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.9439130434782608)","(41.0, 690.0, 560.8)"
15-12-2022 13:30:04.809722,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 22.6)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.9439130434782608)","(41.0, 690.0, 367.42857142857144)"
15-12-2022 13:30:06.114097,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.934705882352941)","(41.0, 610.0, 304.57142857142856)"
15-12-2022 13:30:07.390766,"(18.0, 32.0, 27.2)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.934705882352941)","(41.0, 500.0, 304.57142857142856)"
15-12-2022 13:30:08.833155,"(18.0, 32.0, 28.0)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.934705882352941)","(41.0, 500.0, 304.57142857142856)"
15-12-2022 13:30:10.255717,"(18.0, 32.0, 28.0)","(14.0, 24.0, 21.88888888888889)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 13.285714285714285)","(1.6, 1.97, 1.934705882352941)","(41.0, 500.0, 270.2857142857143)"
15-12-2022 13:30:11.617320,"(18.0, 32.0, 28.25)","(14.0, 24.0, 22.416666666666664)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 12.857142857142858)","(1.6, 1.97, 1.934705882352941)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:12.963682,"(18.0, 32.0, 28.25)","(14.0, 24.0, 22.416666666666664)","(15.0, 210.0, 77.85714285714286)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.75)","(1.6, 1.97, 1.9922222222222221)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:14.283287,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.416666666666664)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.75)","(1.6, 2.02, 1.9833333333333334)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:15.659331,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.857142857142858)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:17.118005,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.857142857142858)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:18.617155,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.857142857142858)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:20.050711,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 13.411764705882353)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:21.435396,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 14.0, 13.411764705882353)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:22.804652,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.200000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 14.0, 13.411764705882353)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:24.122297,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.8)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 14.0, 12.75)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:25.513135,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.583333333333336)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.5, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:26.862463,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.583333333333336)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:28.245438,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.583333333333336)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:29.663061,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.583333333333336)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:31.077885,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.11111111111111)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.440000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
15-12-2022 13:30:32.406758,"(18.0, 32.0, 27.714285714285715)","(15.0, 24.0, 22.11111111111111)","(15.0, 210.0, 99.0)","(11.0, 18.5, 14.9)","(5.5, 9.8, 9.600000000000001)","(26.0, 48.0, 40.666666666666664)","(12.0, 27.0, 24.25)","(10.0, 13.0, 12.5)","(1.6, 2.0, 1.9839285714285715)","(41.0, 440.0, 270.2857142857143)"
