,Carlos Jewel,Diamond Alex,Iced Mocha,Go Hazel,Sefton Heights,Zipping Chassis,Opawa Solomon,Diamond Neena
15-12-2022 14:46:29.818624,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:30.877790,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:31.992122,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:33.202048,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:34.405292,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:35.632572,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:36.885634,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:38.123566,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:39.323197,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:40.514968,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:41.694258,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:42.915868,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:44.040959,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:45.073424,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:46.219925,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:47.392670,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:48.618526,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:49.834818,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:51.058798,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:52.272288,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:53.506379,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:55.090001,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:56.381431,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:57.655914,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:46:58.877122,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:47:00.103209,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:47:01.614575,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:47:03.675069,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.42857142857143)"
15-12-2022 14:47:05.266293,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:06.681120,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:07.887479,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:09.080721,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:10.347550,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:11.698481,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:13.154665,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:14.451310,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:15.770184,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:17.001159,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:18.201684,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:19.399830,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:20.553403,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:21.676189,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:22.926896,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:24.392425,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:25.670170,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:26.919094,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:28.231694,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:29.514007,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:30.888630,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:32.205792,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:33.597368,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:34.824107,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:36.134982,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:37.305453,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:38.437189,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:39.529630,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:40.623962,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:41.725386,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:42.740481,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:43.808820,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:44.882156,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:45.980642,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:47.071943,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:48.209860,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:49.299422,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:50.423111,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:51.545704,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:52.656407,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:53.796296,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:54.816056,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:55.812377,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:56.824726,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:57.814742,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:58.827014,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:47:59.844124,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:48:00.863777,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:48:01.907272,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:48:03.027213,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
15-12-2022 14:48:04.066136,"(1.8, 2.9, 2.091111111111111)","(5.0, 8.4, 7.090909090909092)","(26.0, 290.0, 128.15384615384613)","(7.0, 7.4, 6.473846153846154)","(9.0, 19.5, 18.490909090909092)","(7.5, 14.5, 13.66842105263158)","(31.0, 330.0, 144.76923076923077)","(8.5, 18.0, 16.8)"
