,Gulf Of Tomini,Hombre Grande,Buff In Disguise,Jahbath,Savant De Lune,Port Of Jeddah,Amy Ekcels,La Marsa
206,"[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 575866), 15.0, 27.0]"
207,"[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 36, 707092), 15.0, 27.0]"
208,"[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 834490), 15.0, 27.0]"
209,"[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 967430), 15.0, 27.0]"
210,"[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 111107), 15.0, 27.0]"
211,"[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 247014), 15.0, 27.0]"
212,"[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 419817), 15.0, 27.0]"
213,"[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 553338), 15.0, 27.0]"
214,"[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 3.2, 3.9]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 44, 688497), 15.0, 27.0]"
215,"[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 821280), 15.0, 27.0]"
216,"[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 965700), 15.0, 27.0]"
217,"[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 98290), 15.0, 27.0]"
218,"[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 232121), 15.0, 27.0]"
219,"[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 361163), 15.0, 27.0]"
220,"[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 492208), 15.0, 27.0]"
221,"[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 622493), 15.0, 27.0]"
222,"[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 53, 755037), 15.0, 27.0]"
223,"[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 880000), 15.0, 27.0]"
224,"[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 16251), 15.0, 27.0]"
225,"[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 143476), 15.0, 27.0]"
226,"[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 270623), 15.0, 27.0]"
227,"[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 397338), 15.0, 27.0]"
228,"[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 523276), 15.0, 27.0]"
229,"[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 655636), 15.0, 27.0]"
230,"[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 2, 789033), 15.0, 27.0]"
231,"[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 928726), 15.0, 27.0]"
232,"[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 59877), 15.0, 27.0]"
233,"[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 193659), 15.0, 27.0]"
234,"[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 322457), 15.0, 27.0]"
235,"[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 462424), 15.0, 27.0]"
236,"[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 591667), 15.0, 27.0]"
237,"[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 10, 721268), 15.0, 27.0]"
238,"[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 852569), 15.0, 27.0]"
239,"[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 989575), 15.0, 27.0]"
240,"[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 3.2, 3.85]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 129789), 15.0, 27.0]"
241,"[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 3.2, 3.8]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 276181), 15.0, 27.0]"
242,"[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 3.2, 3.8]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 507639), 15.0, 27.0]"
243,"[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 3.2, 3.8]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 706983), 15.0, 27.0]"
244,"[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 3.2, 3.8]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 18, 853037), 15.0, 27.0]"
245,"[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 3.2, 3.8]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 4.6, 6.2]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 8.5, 12.0]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 3, 20, 2217), 15.0, 27.0]"
