,Springfield Spirit,Khulan Kid,Sure Thing Captain,Our Boy Roy,Blue Shard,Borderline,Braeview Fella,Redbank Molly,Shez All Style
10-01-2023 14:57:13.146377,"(71.0, 190.0, 130.0)","(8.0, 12.0, 11.153846153846153)","(1.3, 1.58, 1.5550000000000002)","(51.0, 150.0, 90.0)","(21.0, 55.0, 31.88888888888889)","(8.5, 18.0, 15.5)","(31.0, 100.0, 85.71428571428572)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.0, 9.8)"
10-01-2023 14:57:14.418384,"(71.0, 190.0, 164.28571428571428)","(8.0, 12.0, 10.61111111111111)","(1.3, 1.58, 1.5663636363636364)","(51.0, 140.0, 86.66666666666667)","(21.0, 55.0, 31.88888888888889)","(8.5, 18.0, 15.5)","(31.0, 100.0, 85.71428571428572)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.0, 9.866666666666667)"
10-01-2023 14:57:15.618493,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.61111111111111)","(1.3, 1.58, 1.5663636363636364)","(51.0, 130.0, 86.66666666666667)","(21.0, 55.0, 31.88888888888889)","(8.5, 18.0, 15.5)","(31.0, 100.0, 85.71428571428572)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.0, 9.866666666666667)"
10-01-2023 14:57:16.830672,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.583333333333334)","(1.3, 1.58, 1.5225)","(51.0, 130.0, 112.5)","(21.0, 55.0, 31.88888888888889)","(8.5, 18.0, 16.428571428571427)","(31.0, 100.0, 85.71428571428572)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.0, 9.3)"
10-01-2023 14:57:18.076346,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.5225)","(51.0, 130.0, 112.5)","(21.0, 55.0, 31.6)","(8.5, 20.0, 16.857142857142858)","(31.0, 100.0, 87.5)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:19.333820,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.5225)","(51.0, 130.0, 112.5)","(21.0, 55.0, 36.0)","(8.5, 20.0, 16.5)","(31.0, 95.0, 87.5)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:20.564406,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4742857142857142)","(51.0, 130.0, 112.5)","(21.0, 50.0, 35.333333333333336)","(8.5, 20.0, 17.3)","(31.0, 95.0, 83.33333333333334)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:21.710247,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4738461538461538)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.6)","(31.0, 90.0, 79.16666666666666)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:22.792704,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4738461538461538)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.6)","(31.0, 85.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:23.960778,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4738461538461538)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.6)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:25.152826,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4738461538461538)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.6)","(31.0, 95.0, 85.35714285714286)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:26.374799,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4738461538461538)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.9)","(31.0, 95.0, 85.35714285714286)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:27.633659,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4637499999999999)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 18.2)","(31.0, 95.0, 85.35714285714286)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:28.915137,"(71.0, 190.0, 172.0)","(8.0, 11.5, 10.625)","(1.3, 1.56, 1.4637499999999999)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 18.2)","(31.0, 95.0, 65.0)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:30.274246,"(71.0, 190.0, 136.66666666666666)","(8.0, 11.0, 10.4)","(1.3, 1.48, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 16.25)","(31.0, 95.0, 65.0)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:31.548355,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 10.821428571428571)","(1.3, 1.49, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 20.0)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:32.713063,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 10.78125)","(1.3, 1.49, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.083333333333332)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:33.903820,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.1875)"
10-01-2023 14:57:35.041000,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:36.343331,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4213658536585365)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 16.0)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:37.623256,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 16.357142857142858)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:38.890808,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 16.357142857142858)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:40.211990,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:41.329420,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.75)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:42.468419,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.954545454545453)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:43.671982,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4137914691943128)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.142857142857142)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:44.894936,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.49, 1.4736363636363636)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:46.148286,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4736363636363636)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:47.451352,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 17.9)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:48.764062,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 102.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 20.0, 20.25)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:50.085777,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:51.407489,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:52.723463,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:54.056996,"(71.0, 190.0, 173.63636363636363)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 16.357142857142858)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:55.426482,"(71.0, 190.0, 172.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 16.714285714285715)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:56.744759,"(71.0, 180.0, 113.33333333333333)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4753333333333334)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.272727272727273)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:58.060224,"(71.0, 180.0, 110.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4644444444444444)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.25)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:57:59.344508,"(71.0, 170.0, 110.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4644444444444444)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 17.428571428571427)","(31.0, 95.0, 84.61538461538461)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:00.599253,"(71.0, 160.0, 110.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4644444444444444)","(51.0, 130.0, 78.0)","(21.0, 48.0, 35.333333333333336)","(8.5, 21.0, 18.5)","(31.0, 95.0, 65.0)","(31.0, 70.0, 51.333333333333336)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:01.890671,"(71.0, 150.0, 107.14285714285714)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4644444444444444)","(51.0, 130.0, 78.0)","(21.0, 48.0, 40.8)","(8.5, 21.0, 17.785714285714285)","(31.0, 95.0, 66.66666666666667)","(31.0, 70.0, 62.0)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:03.122281,"(71.0, 150.0, 112.5)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 82.0)","(21.0, 48.0, 44.0)","(8.5, 21.0, 18.142857142857142)","(31.0, 90.0, 66.66666666666667)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:04.418659,"(71.0, 130.0, 110.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 82.0)","(21.0, 48.0, 44.0)","(8.5, 21.0, 18.77777777777778)","(31.0, 90.0, 66.66666666666667)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:05.681372,"(71.0, 130.0, 100.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 82.0)","(21.0, 48.0, 44.0)","(8.5, 21.0, 20.5)","(31.0, 90.0, 66.66666666666667)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:06.856050,"(71.0, 130.0, 103.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 82.0)","(21.0, 48.0, 45.55555555555556)","(8.5, 21.0, 20.333333333333332)","(31.0, 90.0, 66.66666666666667)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:08.106631,"(71.0, 130.0, 145.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 82.0)","(21.0, 50.0, 45.55555555555556)","(8.5, 21.0, 20.125)","(31.0, 90.0, 66.66666666666667)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:09.391642,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 90.0)","(21.0, 50.0, 45.55555555555556)","(8.5, 21.0, 20.5)","(31.0, 90.0, 80.0)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:10.715554,"(71.0, 160.0, 125.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 103.33333333333334)","(21.0, 50.0, 45.55555555555556)","(8.5, 21.0, 19.5)","(31.0, 90.0, 83.0)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:12.065054,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4652631578947368)","(51.0, 130.0, 103.33333333333334)","(21.0, 50.0, 45.55555555555556)","(8.5, 21.0, 20.166666666666668)","(31.0, 90.0, 78.0)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:13.446953,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4613333333333334)","(51.0, 130.0, 103.33333333333334)","(21.0, 50.0, 45.55555555555556)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 63.77777777777778)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:14.798365,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.48, 1.4505263157894737)","(51.0, 130.0, 82.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:16.111047,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:17.379409,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:18.626842,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:20.005643,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:21.325371,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:22.692828,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 20.125)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:24.015519,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 82.0)","(21.0, 50.0, 46.0)","(8.5, 21.0, 19.5)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:25.349316,"(71.0, 160.0, 150.625)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:26.690830,"(71.0, 160.0, 125.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:28.068476,"(71.0, 160.0, 125.0)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:29.477278,"(71.0, 160.0, 125.0)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4491304347826086)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:30.932431,"(71.0, 160.0, 125.0)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:32.348722,"(71.0, 160.0, 125.0)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 77.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:33.724318,"(71.0, 160.0, 125.0)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 90.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 20.125)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:35.114519,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 90.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.5)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.3)"
10-01-2023 14:58:36.492475,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 90.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.107142857142858)"
10-01-2023 14:58:37.846853,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4446153846153846)","(51.0, 130.0, 90.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.15)"
10-01-2023 14:58:39.222594,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4377777777777778)","(51.0, 130.0, 95.0)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.15)"
10-01-2023 14:58:40.684806,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4377777777777778)","(51.0, 120.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 78.0)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.15)"
10-01-2023 14:58:42.094195,"(71.0, 160.0, 143.75)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4457142857142857)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 90.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.107142857142858)"
10-01-2023 14:58:43.515350,"(71.0, 160.0, 148.33333333333331)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4466666666666665)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.1)"
10-01-2023 14:58:45.270024,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4466666666666665)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.1)"
10-01-2023 14:58:46.972623,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4466666666666665)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.1)"
10-01-2023 14:58:48.553377,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 10.0)","(1.3, 1.46, 1.4466666666666665)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.1)"
10-01-2023 14:58:50.147695,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.46, 1.4489473684210525)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 20.125)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.107142857142858)"
10-01-2023 14:58:51.592555,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 9.957142857142857)","(1.3, 1.47, 1.4489473684210525)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 20.125)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.107142857142858)"
10-01-2023 14:58:53.114583,"(71.0, 160.0, 152.22222222222223)","(8.0, 12.0, 10.0)","(1.3, 1.47, 1.4489473684210525)","(51.0, 140.0, 87.5)","(21.0, 50.0, 42.666666666666664)","(8.5, 21.0, 19.25)","(31.0, 95.0, 86.25)","(31.0, 70.0, 58.8)","(7.5, 10.5, 9.15)"
