,Real Cute,Good Grab,Tecoma Street,Yakutsk,Spirit Of Luck,Baba Vanga,Hedonie,Heros Trinket,Lively Lass,Say Goodbye,Angels Voice
12-01-2023 14:32:51.107449,"(21.0, 36.0, 34.2)","(5.5, 8.2, 8.079569892473117)","(20.0, 24.0, 23.5)","(4.2, 5.3, 5.270769230769231)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.35, 2.5, 2.4909677419354836)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 128.1818181818182)","(20.0, 29.0, 27.8)"
12-01-2023 14:32:52.763956,"(21.0, 36.0, 34.2)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.3, 5.363492063492064)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.5, 2.469154929577465)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 27.307692307692307)"
12-01-2023 14:32:54.433749,"(21.0, 36.0, 34.2)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.363492063492064)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.48, 2.4737704918032786)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 27.166666666666668)"
12-01-2023 14:32:56.049588,"(21.0, 36.0, 34.2)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.363492063492064)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.48, 2.472262773722628)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.5)"
12-01-2023 14:32:57.684539,"(21.0, 36.0, 34.714285714285715)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.3625)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.48, 2.458203592814371)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.5)"
12-01-2023 14:32:59.252435,"(21.0, 36.0, 34.714285714285715)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.371428571428572)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.46, 2.4555844155844158)","(5.5, 7.8, 7.635294117647058)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.5)"
12-01-2023 14:33:00.869905,"(21.0, 36.0, 34.714285714285715)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.371428571428572)","(61.0, 160.0, 155.55555555555554)","(91.0, 200.0, 190.0)","(2.3, 2.46, 2.4566)","(5.5, 7.8, 7.628571428571428)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.555555555555557)"
12-01-2023 14:33:02.416873,"(21.0, 36.0, 34.714285714285715)","(5.5, 8.2, 8.076923076923077)","(20.0, 24.0, 23.5)","(4.2, 5.4, 5.376923076923077)","(61.0, 160.0, 155.55555555555554)","(101.0, 200.0, 190.0)","(2.3, 2.46, 2.451168831168831)","(5.5, 7.8, 7.628571428571428)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.555555555555557)"
12-01-2023 14:33:03.960694,"(21.0, 34.0, 33.333333333333336)","(5.5, 8.2, 8.056410256410256)","(19.0, 24.0, 23.75)","(4.2, 5.4, 5.376923076923077)","(61.0, 160.0, 164.44444444444446)","(101.0, 200.0, 190.0)","(2.3, 2.46, 2.451168831168831)","(5.5, 7.8, 7.6292682926829265)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.625)"
12-01-2023 14:33:05.459391,"(21.0, 34.0, 33.38461538461539)","(5.5, 8.2, 8.056410256410256)","(19.0, 24.0, 23.75)","(4.2, 5.4, 5.376923076923077)","(61.0, 170.0, 164.44444444444446)","(101.0, 200.0, 190.0)","(2.3, 2.46, 2.451168831168831)","(5.5, 7.8, 7.6292682926829265)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.625)"
12-01-2023 14:33:06.959412,"(21.0, 34.0, 33.38461538461539)","(5.5, 8.2, 8.078260869565216)","(19.0, 24.0, 23.75)","(4.2, 5.4, 5.453333333333333)","(61.0, 170.0, 164.44444444444446)","(101.0, 200.0, 190.0)","(2.3, 2.46, 2.4491489361702126)","(5.5, 7.8, 7.6292682926829265)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:08.523088,"(21.0, 34.0, 33.111111111111114)","(5.5, 8.2, 8.078260869565216)","(19.0, 24.0, 23.75)","(4.2, 5.5, 5.454545454545455)","(61.0, 170.0, 164.44444444444446)","(101.0, 200.0, 190.0)","(2.3, 2.46, 2.4305555555555554)","(5.5, 7.8, 7.713636363636363)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:10.091102,"(21.0, 34.0, 33.38461538461539)","(5.5, 8.2, 8.078260869565216)","(19.0, 24.0, 23.75)","(4.2, 5.5, 5.470212765957447)","(61.0, 170.0, 164.44444444444446)","(101.0, 200.0, 163.57142857142856)","(2.2, 2.44, 2.4305555555555554)","(5.5, 7.8, 7.738888888888889)","(31.0, 55.0, 52.0)","(61.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:11.633039,"(21.0, 34.0, 33.38461538461539)","(6.0, 8.2, 8.078260869565216)","(18.0, 24.0, 23.75)","(4.4, 5.5, 5.4868421052631575)","(71.0, 170.0, 164.44444444444446)","(101.0, 170.0, 140.0)","(2.2, 2.44, 2.433333333333333)","(6.0, 7.8, 7.738888888888889)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(21.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:13.205308,"(21.0, 34.0, 33.111111111111114)","(6.0, 8.2, 8.078260869565216)","(18.0, 24.0, 23.75)","(4.4, 5.5, 5.491803278688525)","(71.0, 170.0, 164.44444444444446)","(101.0, 160.0, 144.0)","(2.2, 2.46, 2.4328813559322033)","(6.0, 7.8, 7.738888888888889)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(21.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:14.723759,"(21.0, 34.0, 33.111111111111114)","(6.0, 8.2, 8.078260869565216)","(18.0, 24.0, 23.75)","(4.4, 5.5, 5.491803278688525)","(71.0, 170.0, 164.44444444444446)","(101.0, 150.0, 122.5)","(2.2, 2.46, 2.4470967741935485)","(6.0, 7.8, 7.743589743589744)","(31.0, 55.0, 52.0)","(71.0, 130.0, 128.1818181818182)","(21.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:16.232730,"(21.0, 34.0, 33.38461538461539)","(6.0, 8.2, 8.179166666666665)","(18.0, 24.0, 23.75)","(4.4, 5.5, 5.491803278688525)","(71.0, 170.0, 168.57142857142858)","(101.0, 150.0, 106.66666666666667)","(2.2, 2.46, 2.4294409937888197)","(6.0, 7.8, 7.829213483146067)","(31.0, 55.0, 52.0)","(71.0, 130.0, 128.1818181818182)","(21.0, 29.0, 28.4)"
12-01-2023 14:33:17.809374,"(21.0, 34.0, 33.111111111111114)","(6.0, 8.2, 8.179166666666665)","(18.0, 24.0, 23.75)","(4.4, 5.5, 5.490196078431373)","(71.0, 180.0, 172.0)","(91.0, 130.0, 115.71428571428572)","(2.2, 2.44, 2.42671875)","(6.0, 8.0, 7.818918918918919)","(41.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.571428571428573)"
12-01-2023 14:33:19.256607,"(21.0, 34.0, 33.111111111111114)","(6.0, 8.2, 8.179166666666665)","(18.0, 24.0, 23.81818181818182)","(4.4, 5.5, 5.552439024390243)","(71.0, 180.0, 166.66666666666666)","(91.0, 130.0, 115.71428571428572)","(2.2, 2.44, 2.429375)","(6.0, 8.0, 7.818918918918919)","(41.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.571428571428573)"
12-01-2023 14:33:20.839160,"(21.0, 34.0, 32.4)","(6.0, 8.2, 8.180582524271845)","(18.0, 24.0, 23.714285714285715)","(4.4, 5.6, 5.560919540229885)","(71.0, 170.0, 166.66666666666666)","(101.0, 130.0, 117.0)","(2.2, 2.44, 2.429375)","(6.0, 8.0, 7.813888888888889)","(41.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.454545454545453)"
12-01-2023 14:33:22.356246,"(21.0, 34.0, 32.4)","(6.0, 8.2, 8.180582524271845)","(18.0, 24.0, 23.714285714285715)","(4.4, 5.6, 5.558139534883721)","(71.0, 170.0, 166.66666666666666)","(101.0, 120.0, 117.0)","(2.2, 2.44, 2.429375)","(6.0, 8.0, 7.813888888888889)","(41.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.571428571428573)"
12-01-2023 14:33:23.924983,"(21.0, 34.0, 32.666666666666664)","(6.0, 8.2, 8.180582524271845)","(18.0, 24.0, 23.714285714285715)","(4.4, 5.6, 5.566037735849056)","(71.0, 170.0, 167.0)","(91.0, 120.0, 117.0)","(2.2, 2.44, 2.4348148148148145)","(6.0, 8.0, 7.813888888888889)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.571428571428573)"
12-01-2023 14:33:25.399180,"(21.0, 34.0, 32.666666666666664)","(6.0, 8.2, 8.159656652360514)","(18.0, 24.0, 23.714285714285715)","(4.4, 5.6, 5.530769230769231)","(71.0, 170.0, 167.0)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.4391666666666665)","(6.0, 8.0, 7.737777777777778)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.5)"
12-01-2023 14:33:26.906337,"(21.0, 34.0, 32.5)","(6.0, 8.2, 8.159656652360514)","(18.0, 24.0, 24.625)","(4.4, 5.6, 5.461538461538462)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.451111111111111)","(6.0, 7.8, 7.777142857142857)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.5)"
12-01-2023 14:33:28.408598,"(21.0, 34.0, 32.5)","(6.0, 8.2, 8.159656652360514)","(18.0, 25.0, 24.6)","(4.4, 5.5, 5.427586206896552)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.46, 2.4526086956521738)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 128.1818181818182)","(20.0, 29.0, 28.4)"
12-01-2023 14:33:29.851088,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.159656652360514)","(18.0, 25.0, 24.6)","(4.4, 5.5, 5.427586206896552)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.48, 2.4564485981308413)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.4)"
12-01-2023 14:33:31.351899,"(21.0, 34.0, 32.5)","(6.0, 8.2, 8.179166666666665)","(18.0, 25.0, 24.77777777777778)","(4.4, 5.5, 5.463414634146342)","(71.0, 170.0, 167.69230769230768)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.48, 2.4342592592592593)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.833333333333332)"
12-01-2023 14:33:32.810226,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.179166666666665)","(18.0, 25.0, 24.77777777777778)","(4.4, 5.5, 5.544736842105263)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.4342592592592593)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.846153846153847)"
12-01-2023 14:33:34.308798,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.180582524271845)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.559493670886075)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.4341284403669725)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.785714285714285)"
12-01-2023 14:33:35.786334,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.180582524271845)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.559493670886075)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.433191489361702)","(6.0, 7.8, 7.767567567567568)","(31.0, 55.0, 52.0)","(71.0, 130.0, 128.1818181818182)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:37.241087,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.166816143497757)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.555339805825242)","(71.0, 170.0, 166.66666666666666)","(91.0, 120.0, 117.72727272727273)","(2.2, 2.44, 2.45248)","(6.0, 7.8, 7.651612903225806)","(31.0, 55.0, 52.0)","(71.0, 130.0, 128.1818181818182)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:38.787189,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.048484848484849)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.523076923076923)","(71.0, 170.0, 162.5)","(91.0, 120.0, 117.91666666666667)","(2.2, 2.46, 2.4543119266055045)","(6.0, 7.8, 7.629629629629629)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:40.298179,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.048484848484849)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.514285714285714)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 110.0)","(2.2, 2.46, 2.455)","(6.0, 7.8, 7.629629629629629)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:41.924923,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 8.048484848484849)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.514285714285714)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.46, 2.4566233766233765)","(6.0, 7.8, 7.682051282051281)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:43.596543,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.2, 7.9375)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.493877551020408)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.46, 2.4848101265822784)","(6.0, 7.8, 7.610526315789473)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.8)"
12-01-2023 14:33:45.118043,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.891891891891892)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.524390243902439)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.4779999999999998)","(6.0, 7.8, 7.705405405405405)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.857142857142858)"
12-01-2023 14:33:46.587274,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.891891891891892)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.6, 5.466666666666667)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.48, 2.488)","(6.0, 7.8, 7.6748299319727895)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.857142857142858)"
12-01-2023 14:33:48.105415,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.934426229508197)","(18.0, 25.0, 23.666666666666668)","(4.4, 5.5, 5.489189189189189)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.4872727272727273)","(6.0, 7.8, 7.590566037735849)","(31.0, 55.0, 52.0)","(71.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:49.602438,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.934426229508197)","(18.0, 25.0, 24.0)","(4.4, 5.5, 5.556962025316455)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.476078431372549)","(6.0, 7.6, 7.590566037735849)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:51.015882,"(21.0, 34.0, 31.666666666666668)","(6.0, 8.0, 7.934426229508197)","(18.0, 25.0, 24.0)","(4.4, 5.6, 5.571052631578947)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.48, 2.4945263157894737)","(6.0, 7.6, 7.590566037735849)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:52.518648,"(21.0, 32.0, 29.105263157894736)","(6.0, 8.0, 7.934426229508197)","(18.0, 25.0, 24.0)","(4.4, 5.6, 5.571052631578947)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.4916666666666667)","(6.0, 7.6, 7.590566037735849)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:53.994692,"(21.0, 32.0, 29.5)","(6.0, 8.0, 7.926984126984127)","(18.0, 25.0, 24.0)","(4.4, 5.6, 5.571052631578947)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.490625)","(6.0, 7.6, 7.590566037735849)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:55.539508,"(21.0, 32.0, 28.923076923076923)","(6.0, 8.0, 7.926984126984127)","(18.0, 25.0, 24.0)","(4.4, 5.6, 5.56231884057971)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.4892857142857143)","(6.0, 7.6, 7.59047619047619)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:57.203591,"(21.0, 32.0, 33.285714285714285)","(6.0, 8.0, 7.9206896551724135)","(18.0, 25.0, 23.8)","(4.4, 5.6, 5.516666666666667)","(71.0, 170.0, 162.5)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.4890909090909092)","(6.0, 7.6, 7.587179487179487)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.75)"
12-01-2023 14:33:58.746878,"(21.0, 34.0, 33.285714285714285)","(6.0, 8.0, 7.779545454545454)","(18.0, 25.0, 24.77777777777778)","(4.4, 5.6, 5.381818181818182)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 110.0)","(2.2, 2.5, 2.488)","(6.0, 7.6, 7.611363636363636)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.857142857142858)"
12-01-2023 14:34:00.106391,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.779545454545454)","(18.0, 25.0, 24.77777777777778)","(4.4, 5.4, 5.406666666666667)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 118.33333333333334)","(2.2, 2.5, 2.495177304964539)","(6.0, 7.8, 7.614925373134328)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.857142857142858)"
12-01-2023 14:34:01.490310,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.779545454545454)","(18.0, 25.0, 24.846153846153847)","(4.4, 5.5, 5.406666666666667)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 118.33333333333334)","(2.2, 2.5, 2.4954285714285716)","(6.0, 7.8, 7.614925373134328)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:02.893967,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.781818181818181)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.5, 5.406666666666667)","(71.0, 170.0, 162.5)","(91.0, 120.0, 117.14285714285714)","(2.2, 2.5, 2.496470588235294)","(6.0, 7.8, 7.618181818181818)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:04.279924,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.791489361702127)","(18.0, 25.0, 23.941176470588236)","(4.4, 5.5, 5.406666666666667)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.496470588235294)","(6.0, 7.8, 7.687640449438202)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:05.914196,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.791489361702127)","(18.0, 25.0, 24.517857142857142)","(4.4, 5.5, 5.489430894308943)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.494098360655738)","(6.0, 7.8, 7.69873417721519)","(31.0, 55.0, 52.0)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:07.439927,"(21.0, 34.0, 33.5)","(6.0, 7.8, 7.791489361702127)","(18.0, 25.0, 23.77358490566038)","(4.4, 5.5, 5.492436974789916)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.4938983050847456)","(6.0, 7.8, 7.69873417721519)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:09.121332,"(21.0, 34.0, 33.5)","(6.0, 8.0, 7.866666666666666)","(18.0, 24.0, 23.77358490566038)","(4.4, 5.5, 5.492436974789916)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.4941935483870967)","(6.0, 7.8, 7.702439024390244)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:11.165219,"(21.0, 34.0, 33.2)","(6.0, 8.0, 7.866666666666666)","(18.0, 24.0, 23.77358490566038)","(4.4, 5.5, 5.492436974789916)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.492)","(6.0, 7.8, 7.702439024390244)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:13.166787,"(21.0, 36.0, 32.333333333333336)","(6.0, 8.0, 7.922580645161291)","(18.0, 24.0, 23.77358490566038)","(4.4, 5.5, 5.551388888888889)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.5, 2.444444444444444)","(6.0, 7.8, 7.702439024390244)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.857142857142858)"
12-01-2023 14:34:15.054458,"(21.0, 34.0, 32.333333333333336)","(6.0, 8.0, 7.933333333333334)","(18.0, 24.0, 23.593220338983052)","(4.4, 5.6, 5.517647058823529)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.2, 2.46, 2.444193548387097)","(6.0, 7.8, 7.702439024390244)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:16.849967,"(21.0, 34.0, 32.333333333333336)","(6.0, 8.0, 8.07391304347826)","(18.0, 24.0, 23.636363636363637)","(4.4, 5.6, 5.380769230769231)","(71.0, 170.0, 165.71428571428572)","(91.0, 120.0, 116.42857142857143)","(2.15, 2.46, 2.444193548387097)","(6.0, 7.8, 7.718309859154929)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:18.562896,"(21.0, 34.0, 32.333333333333336)","(6.0, 8.2, 8.087179487179487)","(18.0, 24.0, 23.636363636363637)","(4.4, 5.4, 5.416666666666667)","(71.0, 170.0, 191.42857142857144)","(91.0, 120.0, 116.42857142857143)","(2.15, 2.46, 2.4487064676616916)","(6.0, 7.8, 7.696428571428571)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:20.131738,"(21.0, 34.0, 33.375)","(6.0, 8.2, 8.087179487179487)","(18.0, 24.0, 23.358974358974358)","(4.4, 5.5, 5.38235294117647)","(71.0, 200.0, 170.0)","(91.0, 120.0, 116.42857142857143)","(2.15, 2.46, 2.4487064676616916)","(6.0, 7.8, 7.696428571428571)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:21.701352,"(21.0, 34.0, 33.375)","(6.0, 8.2, 8.087179487179487)","(18.0, 25.0, 23.358974358974358)","(4.4, 5.5, 5.339285714285714)","(71.0, 190.0, 170.0)","(91.0, 120.0, 116.42857142857143)","(2.15, 2.46, 2.4487064676616916)","(6.0, 7.8, 7.696428571428571)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:23.272150,"(21.0, 34.0, 31.076923076923077)","(6.0, 8.2, 8.058064516129033)","(18.0, 25.0, 23.358974358974358)","(4.4, 5.4, 5.325581395348837)","(71.0, 190.0, 183.33333333333334)","(91.0, 120.0, 116.42857142857143)","(2.15, 2.46, 2.4487064676616916)","(6.0, 7.8, 7.6968749999999995)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.8)"
12-01-2023 14:34:25.198011,"(21.0, 32.0, 31.076923076923077)","(6.0, 8.2, 8.058064516129033)","(18.0, 25.0, 23.358974358974358)","(4.4, 5.4, 5.325581395348837)","(71.0, 190.0, 204.44444444444446)","(91.0, 120.0, 117.72727272727273)","(2.15, 2.46, 2.4491145833333334)","(6.0, 7.8, 7.6968749999999995)","(31.0, 55.0, 50.333333333333336)","(71.0, 130.0, 127.14285714285714)","(20.0, 29.0, 28.857142857142858)"
