,Real Cute,Good Grab,Tecoma Street,Yakutsk,Spirit Of Luck,Baba Vanga,Hedonie,Heros Trinket,Lively Lass,Say Goodbye,Angels Voice
12-01-2023 14:25:01.676432,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.3428571428571425)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1798245614035086)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:03.045484,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.3428571428571425)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.1798245614035086)","(4.4, 7.0, 6.663157894736842)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:04.462500,"(15.0, 21.0, 20.375)","(4.6, 8.2, 8.015384615384615)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.25, 3.0698863636363636)","(4.4, 7.0, 6.91578947368421)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:05.834757,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.015384615384615)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.0795918367346937)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:07.218121,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.0772277227722773)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:08.791049,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:10.470067,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:11.982767,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:13.597422,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.54)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:15.246883,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:16.966739,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:18.435704,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:19.826103,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:21.298662,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:22.739997,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:24.162565,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:25.649587,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:27.012572,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:28.528796,"(15.0, 20.0, 19.785714285714285)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:30.054234,"(15.0, 22.0, 21.125)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:31.667020,"(15.0, 22.0, 20.6)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:33.230917,"(15.0, 22.0, 20.6)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 107.5)","(101.0, 180.0, 140.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 88.75)","(20.0, 25.0, 24.625)"
12-01-2023 14:25:34.752713,"(15.0, 22.0, 20.6)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 36.0)","(4.0, 4.6, 4.5)","(51.0, 140.0, 123.75)","(101.0, 180.0, 160.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 91.42857142857143)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:36.239247,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:37.663278,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.15, 3.076470588235294)","(4.4, 7.0, 6.9222222222222225)","(26.0, 60.0, 57.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:38.959595,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.15, 3.0692307692307694)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:40.412615,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.023076923076923)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:41.856931,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.023076923076923)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:43.357456,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.023076923076923)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:44.817154,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0206896551724136)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 100.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:46.272362,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0206896551724136)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:47.655768,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 31.333333333333332)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0206896551724136)","(4.4, 7.0, 6.991304347826087)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:49.039199,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 8.04516129032258)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.024)","(4.4, 7.0, 6.907692307692308)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:50.531077,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.024)","(4.4, 7.0, 6.8)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:51.904686,"(15.0, 22.0, 20.970588235294116)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.024)","(4.4, 7.0, 6.8)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:53.240820,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0703896103896104)","(4.4, 7.0, 6.914285714285715)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:54.730705,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0703896103896104)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:56.200524,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0703896103896104)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:57.652024,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0703896103896104)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:25:59.168796,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.0703896103896104)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:00.649521,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 2.9963636363636366)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:02.061474,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:03.496737,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:04.917625,"(15.0, 21.0, 20.375)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 34.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 125.0)","(101.0, 180.0, 160.0)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.929411764705883)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 104.0)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:06.353252,"(15.0, 21.0, 19.804347826086957)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 31.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 140.0, 100.0)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.953846153846154)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 93.75)","(20.0, 25.0, 24.7)"
12-01-2023 14:26:07.705415,"(15.0, 21.0, 19.804347826086957)","(4.6, 8.2, 7.514285714285714)","(21.0, 38.0, 33.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.953846153846154)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 99.0)","(20.0, 25.0, 24.625)"
12-01-2023 14:26:09.228924,"(15.0, 21.0, 20.5)","(4.6, 8.2, 7.514285714285714)","(21.0, 36.0, 33.0)","(4.0, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.953846153846154)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 99.0)","(20.0, 25.0, 24.625)"
12-01-2023 14:26:10.630392,"(15.0, 21.0, 20.5)","(4.6, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.0, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.953846153846154)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 99.0)","(20.0, 25.0, 24.625)"
12-01-2023 14:26:12.045508,"(15.0, 21.0, 20.5)","(4.6, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.0, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.07)","(4.4, 7.0, 6.945454545454545)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 99.0)","(20.0, 25.0, 24.625)"
12-01-2023 14:26:13.419974,"(15.0, 21.0, 20.5)","(4.6, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.0, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.072)","(4.4, 7.0, 6.945454545454545)","(26.0, 60.0, 53.333333333333336)","(51.0, 120.0, 99.0)","(20.0, 25.0, 24.625)"
12-01-2023 14:26:14.895179,"(16.0, 21.0, 20.5)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.2, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0708333333333333)","(4.6, 7.0, 6.953846153846154)","(31.0, 60.0, 53.333333333333336)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.625)"
12-01-2023 14:26:16.347676,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.2, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0716216216216217)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 53.333333333333336)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.625)"
12-01-2023 14:26:17.800334,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 30.75)","(4.2, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0708333333333333)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 49.714285714285715)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.625)"
12-01-2023 14:26:19.235878,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 130.0, 107.5)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0625)","(4.6, 7.0, 6.953846153846154)","(31.0, 60.0, 51.0)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.625)"
12-01-2023 14:26:20.593546,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 130.0, 80.0)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0625)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 51.0)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.625)"
12-01-2023 14:26:21.920895,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 120.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:23.312379,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.953846153846154)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:24.700895,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.953846153846154)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:26.115016,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:27.488220,"(16.0, 21.0, 19.928571428571427)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:28.917256,"(16.0, 21.0, 19.653846153846153)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.953846153846154)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:30.464145,"(16.0, 21.0, 19.653846153846153)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
12-01-2023 14:26:31.793750,"(16.0, 21.0, 19.653846153846153)","(4.8, 8.2, 7.514285714285714)","(21.0, 36.0, 31.0)","(4.2, 4.6, 4.568085106382979)","(51.0, 110.0, 78.88888888888889)","(101.0, 180.0, 166.66666666666666)","(2.9, 3.1, 3.0543478260869565)","(4.6, 7.0, 6.945454545454545)","(31.0, 60.0, 45.77777777777778)","(61.0, 120.0, 99.0)","(21.0, 25.0, 24.333333333333332)"
