,Writing Unexpected,Insider Trader,Devil Racer,Summer In Siam,Hide Your Heart,Enduring Night,No Impediment,Super Vino,Star Mission,Tip Top Timing,Westgrove
08-01-2023 15:32:50.873467,"(41.0, 75.0, 66.25)","(31.0, 50.0, 43.6)","(10.0, 13.0, 12.714285714285714)","(3.7, 4.4, 4.318333333333333)","(9.0, 13.0, 12.554545454545455)","(31.0, 50.0, 48.22222222222222)","(12.0, 14.0, 14.11111111111111)","(11.0, 16.0, 14.5)","(3.6, 3.8, 3.7902173913043478)","(7.5, 9.2, 8.839024390243903)","(15.0, 25.0, 23.53846153846154)"
08-01-2023 15:32:52.007078,"(41.0, 75.0, 66.25)","(31.0, 50.0, 43.6)","(10.0, 13.0, 12.714285714285714)","(3.7, 4.4, 4.294623655913979)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.22222222222222)","(12.0, 15.0, 14.11111111111111)","(11.0, 15.5, 14.5)","(3.6, 3.8, 3.7905759162303663)","(7.5, 9.2, 8.839024390243903)","(15.0, 24.0, 22.82608695652174)"
08-01-2023 15:32:53.125845,"(41.0, 75.0, 66.25)","(31.0, 50.0, 44.666666666666664)","(10.0, 13.0, 12.714285714285714)","(3.7, 4.4, 4.297916666666667)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.0)","(12.0, 15.0, 14.0)","(11.0, 15.5, 14.5)","(3.6, 3.8, 3.7905759162303663)","(7.5, 9.2, 8.839024390243903)","(15.0, 23.0, 22.82608695652174)"
08-01-2023 15:32:54.253509,"(41.0, 75.0, 66.25)","(31.0, 50.0, 43.04347826086956)","(10.0, 13.0, 12.76923076923077)","(3.7, 4.4, 4.297916666666667)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.0)","(12.0, 14.5, 14.0)","(11.0, 15.5, 14.5)","(3.6, 3.8, 3.7905759162303663)","(7.5, 9.2, 8.839024390243903)","(15.0, 23.0, 22.333333333333332)"
08-01-2023 15:32:55.359120,"(41.0, 75.0, 66.25)","(31.0, 50.0, 43.6)","(10.0, 13.0, 12.76923076923077)","(3.7, 4.4, 4.297916666666667)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.0)","(12.0, 14.5, 14.0)","(11.0, 15.5, 14.5)","(3.6, 3.8, 3.764)","(7.5, 9.2, 8.967058823529412)","(15.0, 25.0, 23.555555555555557)"
08-01-2023 15:32:56.462397,"(41.0, 75.0, 66.25)","(31.0, 46.0, 44.57142857142857)","(10.0, 13.0, 12.76923076923077)","(3.7, 4.4, 4.297916666666667)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.0)","(12.0, 15.0, 14.25)","(11.0, 15.5, 14.5)","(3.6, 3.8, 3.7900552486187844)","(7.5, 9.2, 8.843243243243244)","(15.0, 24.0, 23.555555555555557)"
08-01-2023 15:32:57.599216,"(41.0, 75.0, 66.25)","(31.0, 46.0, 44.57142857142857)","(10.0, 13.0, 12.76923076923077)","(3.7, 4.4, 4.279012345679012)","(9.0, 13.0, 12.3875)","(31.0, 50.0, 48.0)","(12.0, 14.0, 13.75)","(11.0, 15.5, 15.333333333333334)","(3.6, 3.8, 3.764)","(7.5, 9.2, 8.843243243243244)","(15.0, 24.0, 22.677419354838708)"
08-01-2023 15:32:58.748096,"(41.0, 75.0, 66.25)","(31.0, 46.0, 43.69230769230769)","(10.0, 13.0, 12.625)","(3.7, 4.4, 4.287356321839081)","(9.0, 13.0, 12.664383561643836)","(31.0, 50.0, 48.0)","(12.0, 14.0, 13.75)","(11.0, 15.5, 15.333333333333334)","(3.6, 3.8, 3.764)","(7.5, 9.2, 8.843243243243244)","(15.0, 25.0, 23.6)"
08-01-2023 15:32:59.858327,"(41.0, 75.0, 66.25)","(31.0, 44.0, 42.666666666666664)","(10.0, 13.0, 12.8)","(3.7, 4.4, 4.314035087719298)","(9.0, 13.0, 12.639705882352942)","(31.0, 50.0, 68.33333333333333)","(12.0, 15.0, 14.25)","(11.0, 15.5, 15.166666666666666)","(3.6, 3.8, 3.790721649484536)","(7.5, 9.2, 8.843243243243244)","(15.0, 24.0, 23.22222222222222)"
08-01-2023 15:33:00.984656,"(41.0, 75.0, 65.73529411764706)","(31.0, 46.0, 42.666666666666664)","(10.0, 13.0, 12.78125)","(3.7, 4.4, 4.322916666666667)","(9.0, 13.0, 12.639705882352942)","(31.0, 70.0, 65.0)","(12.0, 14.5, 14.25)","(11.0, 15.5, 15.166666666666666)","(3.6, 3.8, 3.831730769230769)","(7.5, 9.2, 8.664864864864864)","(15.0, 25.0, 22.6)"
08-01-2023 15:33:02.108384,"(41.0, 75.0, 64.5)","(31.0, 46.0, 42.666666666666664)","(10.0, 13.0, 12.708333333333334)","(3.7, 4.3, 4.278333333333333)","(9.0, 13.0, 12.639705882352942)","(31.0, 70.0, 60.25)","(12.0, 14.5, 14.41304347826087)","(11.0, 15.5, 14.91304347826087)","(3.6, 3.85, 3.8375)","(7.5, 9.2, 8.664864864864864)","(15.0, 25.0, 22.77777777777778)"
08-01-2023 15:33:03.246354,"(41.0, 75.0, 61.875)","(31.0, 46.0, 42.666666666666664)","(10.0, 13.0, 12.708333333333334)","(3.7, 4.3, 4.2542857142857144)","(9.0, 13.0, 12.266666666666667)","(31.0, 65.0, 58.214285714285715)","(12.0, 16.5, 15.1)","(11.0, 15.0, 14.872340425531915)","(3.6, 3.85, 3.836231884057971)","(7.5, 9.2, 8.664864864864864)","(15.0, 23.0, 22.77777777777778)"
08-01-2023 15:33:04.351470,"(41.0, 70.0, 65.0)","(31.0, 46.0, 42.666666666666664)","(10.0, 13.0, 12.75)","(3.7, 4.3, 4.23469387755102)","(9.0, 12.5, 12.266666666666667)","(31.0, 65.0, 57.5625)","(12.0, 16.0, 15.1)","(11.0, 15.0, 14.8125)","(3.6, 3.85, 3.8356481481481484)","(7.5, 9.2, 8.664864864864864)","(15.0, 23.0, 22.185185185185183)"
08-01-2023 15:33:05.499476,"(41.0, 65.0, 63.125)","(31.0, 44.0, 43.2)","(10.0, 13.0, 12.722222222222221)","(3.7, 4.3, 4.23469387755102)","(9.0, 12.5, 12.15)","(31.0, 65.0, 52.72727272727273)","(12.0, 16.0, 15.5)","(11.0, 15.0, 14.277777777777779)","(3.6, 3.85, 3.834070796460177)","(7.5, 9.2, 8.664864864864864)","(15.0, 25.0, 22.53333333333333)"
08-01-2023 15:33:06.603097,"(41.0, 65.0, 63.333333333333336)","(31.0, 44.0, 43.2)","(10.0, 13.0, 12.722222222222221)","(3.7, 4.3, 4.23469387755102)","(9.0, 12.5, 12.0)","(31.0, 65.0, 55.357142857142854)","(12.0, 16.0, 15.227272727272727)","(11.0, 14.5, 14.214285714285714)","(3.6, 3.85, 3.834070796460177)","(7.5, 9.2, 8.664864864864864)","(15.0, 25.0, 22.666666666666668)"
08-01-2023 15:33:07.719528,"(41.0, 65.0, 63.333333333333336)","(31.0, 46.0, 43.69230769230769)","(10.0, 13.0, 12.722222222222221)","(3.7, 4.3, 4.23469387755102)","(9.0, 12.5, 12.0)","(31.0, 65.0, 55.357142857142854)","(12.0, 15.5, 13.714285714285714)","(11.0, 14.5, 14.214285714285714)","(3.6, 3.85, 3.834070796460177)","(7.5, 9.2, 8.664864864864864)","(15.0, 24.0, 22.666666666666668)"
08-01-2023 15:33:08.851393,"(41.0, 65.0, 63.125)","(31.0, 46.0, 43.69230769230769)","(10.0, 13.0, 12.722222222222221)","(3.7, 4.3, 4.322916666666667)","(9.0, 12.5, 12.0)","(31.0, 65.0, 55.357142857142854)","(12.0, 15.5, 13.75)","(11.0, 14.5, 14.214285714285714)","(3.6, 3.85, 3.8892857142857142)","(7.5, 9.2, 8.66)","(15.0, 24.0, 22.666666666666668)"
08-01-2023 15:33:09.999945,"(41.0, 65.0, 63.125)","(31.0, 46.0, 43.69230769230769)","(10.0, 13.5, 13.083333333333334)","(3.7, 4.4, 4.322916666666667)","(9.0, 12.5, 11.804347826086957)","(31.0, 65.0, 54.07142857142857)","(12.0, 14.5, 14.071428571428571)","(11.0, 14.5, 14.75)","(3.6, 3.9, 3.8892857142857142)","(7.5, 9.2, 8.66)","(15.0, 24.0, 23.823529411764707)"
08-01-2023 15:33:11.156938,"(41.0, 65.0, 63.125)","(31.0, 46.0, 43.69230769230769)","(10.0, 13.5, 13.2)","(3.7, 4.5, 4.358333333333333)","(9.0, 12.0, 12.647887323943662)","(31.0, 65.0, 54.07142857142857)","(12.0, 14.5, 13.9)","(11.0, 15.0, 14.192307692307692)","(3.6, 3.9, 3.888888888888889)","(7.5, 9.2, 8.66)","(15.0, 24.0, 23.285714285714285)"
08-01-2023 15:33:12.293178,"(51.0, 65.0, 63.125)","(31.0, 44.0, 43.2)","(10.0, 13.5, 13.2)","(3.6, 4.4, 4.358333333333333)","(10.0, 13.0, 12.647887323943662)","(41.0, 65.0, 54.07142857142857)","(12.0, 14.5, 13.9)","(11.0, 14.5, 14.192307692307692)","(3.5, 3.9, 3.888888888888889)","(7.5, 9.2, 8.66)","(16.0, 25.0, 23.285714285714285)"
08-01-2023 15:33:13.423935,"(51.0, 65.0, 63.125)","(31.0, 44.0, 43.2)","(10.0, 13.5, 13.2)","(3.6, 4.4, 4.358333333333333)","(10.0, 13.0, 12.647887323943662)","(41.0, 65.0, 54.07142857142857)","(12.0, 14.5, 13.5)","(11.0, 14.5, 14.192307692307692)","(3.5, 3.9, 3.888888888888889)","(7.5, 9.2, 8.66)","(16.0, 25.0, 23.714285714285715)"
08-01-2023 15:33:14.594325,"(51.0, 65.0, 63.125)","(31.0, 44.0, 43.2)","(10.0, 13.5, 13.2)","(3.6, 4.4, 4.313207547169811)","(10.0, 13.0, 12.645833333333334)","(41.0, 65.0, 54.07142857142857)","(12.0, 14.0, 13.5)","(11.0, 14.5, 14.8)","(3.5, 3.9, 3.755222171323866)","(7.5, 9.2, 8.66)","(16.0, 24.0, 26.692307692307693)"
08-01-2023 15:33:15.722695,"(51.0, 65.0, 63.333333333333336)","(31.0, 46.0, 43.69230769230769)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.341818181818182)","(10.0, 13.0, 12.503968253968255)","(41.0, 65.0, 62.244897959183675)","(11.0, 14.0, 13.5)","(12.0, 15.0, 14.8)","(3.4, 3.8, 3.7546296296296298)","(7.5, 9.2, 8.514285714285714)","(16.0, 29.0, 25.333333333333332)"
08-01-2023 15:33:16.844677,"(51.0, 65.0, 64.33333333333333)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.3945454545454545)","(10.0, 13.0, 12.038461538461538)","(41.0, 65.0, 62.244897959183675)","(11.0, 14.0, 13.6)","(12.0, 15.0, 14.85)","(3.4, 3.8, 3.7546296296296298)","(7.5, 9.2, 8.57391304347826)","(16.0, 29.0, 26.77777777777778)"
08-01-2023 15:33:17.967940,"(51.0, 65.0, 63.333333333333336)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.3945454545454545)","(10.0, 13.0, 12.038461538461538)","(41.0, 65.0, 62.244897959183675)","(11.0, 14.5, 13.857142857142858)","(12.0, 15.0, 14.3)","(3.4, 3.8, 3.752884615384615)","(7.5, 9.2, 8.57391304347826)","(16.0, 29.0, 27.529411764705884)"
08-01-2023 15:33:19.110264,"(51.0, 65.0, 63.333333333333336)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.3945454545454545)","(10.0, 13.0, 11.697916666666666)","(41.0, 65.0, 62.244897959183675)","(11.0, 14.5, 14.0)","(12.0, 14.5, 13.488888888888889)","(3.4, 3.8, 3.752779120347994)","(7.5, 9.2, 8.57391304347826)","(16.0, 28.0, 27.157894736842106)"
08-01-2023 15:33:20.250118,"(51.0, 65.0, 63.333333333333336)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.4)","(10.0, 13.0, 11.697916666666666)","(41.0, 65.0, 62.244897959183675)","(11.0, 16.0, 13.555555555555555)","(12.0, 13.5, 13.488888888888889)","(3.4, 3.8, 3.752779120347994)","(7.5, 9.2, 8.57391304347826)","(16.0, 28.0, 26.5)"
08-01-2023 15:33:21.377012,"(51.0, 65.0, 64.0)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.444444444444445)","(3.6, 4.5, 4.420547945205479)","(10.0, 13.0, 11.697916666666666)","(41.0, 65.0, 62.244897959183675)","(11.0, 15.5, 14.5)","(12.0, 13.5, 14.241379310344827)","(3.4, 3.8, 3.735121107266436)","(7.5, 9.2, 8.57391304347826)","(17.0, 28.0, 25.857142857142858)"
08-01-2023 15:33:22.501107,"(51.0, 65.0, 64.0)","(31.0, 44.0, 41.28)","(10.0, 14.0, 13.166666666666666)","(3.6, 4.5, 4.420547945205479)","(10.0, 13.0, 11.697916666666666)","(41.0, 65.0, 62.244897959183675)","(11.0, 15.5, 14.5)","(12.0, 14.5, 13.962264150943396)","(3.4, 3.75, 3.7387434554973824)","(7.5, 9.2, 8.531147540983607)","(17.0, 28.0, 25.5)"
08-01-2023 15:33:23.630763,"(51.0, 65.0, 62.5)","(31.0, 44.0, 41.6)","(10.0, 14.0, 13.72972972972973)","(3.6, 4.5, 4.396428571428571)","(10.0, 13.0, 12.23076923076923)","(41.0, 65.0, 62.244897959183675)","(11.0, 15.5, 14.0)","(12.0, 14.0, 13.962264150943396)","(3.4, 3.75, 3.742224231464738)","(7.5, 9.2, 8.531147540983607)","(17.0, 28.0, 27.25)"
08-01-2023 15:33:24.751955,"(51.0, 65.0, 62.5)","(31.0, 44.0, 41.6)","(10.0, 14.0, 13.782608695652174)","(3.7, 4.5, 4.3549999999999995)","(10.0, 12.5, 12.23076923076923)","(41.0, 65.0, 62.40384615384615)","(11.0, 15.5, 14.944444444444445)","(12.0, 14.0, 13.944444444444445)","(3.4, 3.75, 3.7506552419354837)","(7.5, 9.2, 8.962790697674418)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:25.873153,"(51.0, 65.0, 63.75)","(31.0, 44.0, 41.6)","(10.0, 14.0, 13.794520547945206)","(3.7, 4.5, 4.3549999999999995)","(10.0, 12.5, 12.23076923076923)","(41.0, 65.0, 62.40384615384615)","(11.0, 15.5, 14.346153846153847)","(12.0, 14.5, 13.944444444444445)","(3.4, 3.8, 3.7549678012879486)","(7.5, 9.0, 8.966666666666667)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:27.017893,"(51.0, 65.0, 63.75)","(31.0, 40.0, 39.5)","(10.0, 14.0, 13.794520547945206)","(3.7, 4.5, 4.3549999999999995)","(10.0, 12.5, 12.23076923076923)","(41.0, 65.0, 62.40384615384615)","(11.0, 15.5, 14.3)","(12.0, 14.5, 13.944444444444445)","(3.4, 3.8, 3.756948109058927)","(7.5, 9.0, 8.974468085106382)","(17.0, 28.0, 27.2)"
08-01-2023 15:33:28.140965,"(51.0, 65.0, 63.75)","(31.0, 40.0, 39.27272727272727)","(11.0, 14.0, 13.794520547945206)","(3.7, 4.5, 4.3549999999999995)","(10.0, 12.5, 12.23076923076923)","(41.0, 65.0, 62.40384615384615)","(12.0, 15.5, 14.833333333333334)","(11.0, 14.5, 13.944444444444445)","(3.4, 3.8, 3.7573970037453184)","(7.5, 9.0, 8.708641975308643)","(17.0, 28.0, 26.2)"
08-01-2023 15:33:29.260786,"(51.0, 65.0, 63.125)","(31.0, 40.0, 38.857142857142854)","(11.0, 14.0, 13.920634920634921)","(3.7, 4.5, 4.373913043478261)","(10.0, 12.5, 12.257575757575758)","(41.0, 65.0, 62.40384615384615)","(12.0, 15.5, 14.833333333333334)","(11.0, 14.5, 13.833333333333334)","(3.4, 3.8, 3.75764452938366)","(7.5, 8.8, 8.708641975308643)","(17.0, 27.0, 26.555555555555557)"
08-01-2023 15:33:30.389227,"(51.0, 65.0, 60.0)","(31.0, 44.0, 37.6)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.373913043478261)","(10.0, 12.5, 12.257575757575758)","(41.0, 65.0, 62.40384615384615)","(12.0, 15.5, 14.833333333333334)","(11.0, 14.5, 13.833333333333334)","(3.4, 3.8, 3.7575837320574164)","(7.5, 8.8, 8.709756097560977)","(17.0, 27.0, 27.4)"
08-01-2023 15:33:31.532004,"(51.0, 65.0, 63.125)","(31.0, 40.0, 38.0)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.373913043478261)","(10.0, 12.5, 12.257575757575758)","(41.0, 65.0, 62.40384615384615)","(12.0, 15.5, 14.833333333333334)","(11.0, 14.5, 13.833333333333334)","(3.4, 3.8, 3.7575837320574164)","(7.5, 8.8, 8.709756097560977)","(17.0, 28.0, 27.4)"
08-01-2023 15:33:32.657318,"(51.0, 65.0, 63.125)","(31.0, 40.0, 38.0)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.386274509803921)","(10.0, 12.5, 12.257575757575758)","(41.0, 65.0, 62.40384615384615)","(12.0, 15.5, 14.833333333333334)","(11.0, 14.5, 13.833333333333334)","(3.4, 3.8, 3.7552498738011106)","(7.5, 8.8, 8.668376068376068)","(17.0, 28.0, 27.4)"
08-01-2023 15:33:33.787688,"(51.0, 65.0, 63.125)","(31.0, 40.0, 38.0)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.397777777777778)","(10.0, 12.5, 11.916666666666666)","(41.0, 65.0, 62.40384615384615)","(11.0, 15.5, 14.833333333333334)","(12.0, 14.5, 14.333333333333334)","(3.4, 3.8, 3.755247225025227)","(7.5, 8.8, 8.668376068376068)","(17.0, 28.0, 27.4)"
08-01-2023 15:33:34.913988,"(51.0, 65.0, 63.125)","(31.0, 40.0, 38.0)","(11.0, 14.0, 13.75)","(3.7, 4.5, 4.397777777777778)","(10.0, 12.0, 11.916666666666666)","(41.0, 65.0, 62.40384615384615)","(11.0, 15.5, 14.833333333333334)","(12.0, 14.5, 14.3)","(3.4, 3.8, 3.755020283975659)","(7.5, 8.8, 8.668376068376068)","(17.0, 28.0, 26.6)"
08-01-2023 15:33:36.048651,"(51.0, 65.0, 63.125)","(31.0, 38.0, 37.0)","(11.0, 14.0, 13.727272727272727)","(3.7, 4.5, 4.397777777777778)","(10.0, 12.0, 12.078947368421053)","(41.0, 65.0, 62.45283018867924)","(11.0, 15.5, 14.9)","(12.0, 14.5, 14.38888888888889)","(3.4, 3.8, 3.7551567239635997)","(7.5, 8.8, 8.673770491803278)","(17.0, 27.0, 26.5)"
08-01-2023 15:33:37.200244,"(51.0, 65.0, 63.333333333333336)","(31.0, 38.0, 37.6)","(11.0, 14.0, 13.863636363636363)","(3.7, 4.5, 4.468965517241379)","(10.0, 12.5, 12.152173913043478)","(41.0, 65.0, 60.26315789473684)","(11.0, 15.5, 15.25)","(12.0, 14.5, 14.416666666666666)","(3.4, 3.8, 3.7394404332129962)","(7.5, 8.8, 8.761290322580646)","(17.0, 27.0, 26.9375)"
08-01-2023 15:33:38.335116,"(51.0, 65.0, 60.0)","(31.0, 38.0, 37.63636363636363)","(11.0, 14.0, 13.76923076923077)","(3.7, 4.6, 4.542424242424242)","(10.0, 12.5, 12.253846153846155)","(41.0, 65.0, 62.69230769230769)","(11.0, 15.5, 15.25)","(12.0, 14.5, 14.416666666666666)","(3.4, 3.75, 3.7364774624373958)","(7.5, 8.8, 8.765217391304349)","(17.0, 29.0, 27.3125)"
08-01-2023 15:33:39.455997,"(51.0, 65.0, 60.0)","(31.0, 38.0, 37.63636363636363)","(11.0, 14.0, 13.76923076923077)","(3.7, 4.6, 4.542424242424242)","(10.0, 12.5, 12.253846153846155)","(41.0, 65.0, 66.81818181818181)","(11.0, 15.5, 15.25)","(12.0, 14.5, 14.416666666666666)","(3.4, 3.75, 3.72975)","(7.5, 8.8, 8.765217391304349)","(17.0, 29.0, 26.454545454545453)"
08-01-2023 15:33:40.625212,"(51.0, 65.0, 57.0)","(31.0, 44.0, 41.42857142857143)","(11.0, 14.0, 13.791666666666666)","(3.7, 4.8, 4.43265306122449)","(10.0, 12.5, 12.253846153846155)","(41.0, 75.0, 65.0)","(11.0, 15.5, 15.125)","(12.0, 14.5, 14.416666666666666)","(3.4, 3.75, 3.7347169811320757)","(7.5, 8.8, 8.421052631578947)","(17.0, 27.0, 26.454545454545453)"
08-01-2023 15:33:41.753932,"(51.0, 65.0, 57.0)","(31.0, 44.0, 41.333333333333336)","(11.0, 14.0, 13.84375)","(3.7, 4.8, 4.458536585365853)","(10.0, 12.5, 12.253846153846155)","(41.0, 65.0, 61.666666666666664)","(11.0, 15.5, 14.6)","(12.0, 14.5, 14.416666666666666)","(3.4, 3.75, 3.7292838874680307)","(7.5, 8.8, 8.421052631578947)","(17.0, 27.0, 26.454545454545453)"
08-01-2023 15:33:42.887574,"(51.0, 55.0, 52.333333333333336)","(31.0, 44.0, 40.666666666666664)","(11.0, 14.0, 13.642857142857142)","(3.7, 4.8, 4.458536585365853)","(10.0, 12.5, 11.795454545454545)","(41.0, 65.0, 61.666666666666664)","(11.0, 15.5, 15.2)","(12.0, 14.5, 14.40909090909091)","(3.4, 3.75, 3.7348076923076925)","(7.5, 8.8, 8.084297520661156)","(17.0, 27.0, 26.454545454545453)"
08-01-2023 15:33:44.032628,"(41.0, 55.0, 52.333333333333336)","(31.0, 44.0, 41.0)","(11.0, 14.0, 13.61111111111111)","(3.7, 4.7, 4.477272727272727)","(10.0, 12.5, 11.795454545454545)","(41.0, 65.0, 61.666666666666664)","(12.0, 15.5, 15.2)","(12.0, 14.5, 14.40909090909091)","(3.4, 3.75, 3.755076679005817)","(7.5, 8.6, 8.084297520661156)","(18.0, 27.0, 26.25)"
08-01-2023 15:33:45.149482,"(41.0, 55.0, 52.333333333333336)","(31.0, 46.0, 41.0)","(11.0, 14.0, 13.61111111111111)","(3.7, 4.6, 4.3307692307692305)","(10.0, 12.5, 11.795454545454545)","(41.0, 65.0, 61.666666666666664)","(12.0, 15.5, 15.224489795918368)","(12.0, 14.5, 13.794117647058824)","(3.4, 3.8, 3.7561531449407473)","(7.5, 8.6, 8.084297520661156)","(18.0, 27.0, 26.25)"
08-01-2023 15:33:46.307427,"(41.0, 55.0, 52.333333333333336)","(31.0, 44.0, 41.0)","(11.0, 14.0, 13.61111111111111)","(3.7, 4.5, 4.3307692307692305)","(10.0, 12.5, 12.296052631578947)","(41.0, 65.0, 61.666666666666664)","(12.0, 15.5, 15.224489795918368)","(12.0, 14.0, 13.794117647058824)","(3.4, 3.8, 3.7550887573964498)","(7.5, 8.6, 8.084297520661156)","(18.0, 27.0, 26.36842105263158)"
08-01-2023 15:33:47.425552,"(41.0, 55.0, 52.333333333333336)","(31.0, 46.0, 41.0)","(11.0, 14.0, 13.5625)","(3.7, 4.5, 4.3307692307692305)","(10.0, 12.5, 12.30625)","(41.0, 65.0, 61.666666666666664)","(12.0, 15.5, 14.857142857142858)","(12.0, 14.0, 13.774193548387096)","(3.4, 3.8, 3.756266578249337)","(7.5, 8.6, 8.084297520661156)","(18.0, 27.0, 26.65714285714286)"
08-01-2023 15:33:48.554406,"(41.0, 55.0, 52.333333333333336)","(31.0, 44.0, 40.666666666666664)","(11.0, 14.0, 13.571428571428571)","(3.7, 4.5, 4.305882352941176)","(10.0, 12.5, 12.30625)","(41.0, 65.0, 62.391304347826086)","(12.0, 15.5, 14.705882352941176)","(12.0, 14.0, 13.774193548387096)","(3.4, 3.8, 3.7588069956277326)","(7.5, 8.6, 8.084297520661156)","(18.0, 27.0, 27.333333333333332)"
08-01-2023 15:33:49.706276,"(51.0, 55.0, 52.333333333333336)","(31.0, 42.0, 41.27272727272727)","(11.0, 14.0, 13.571428571428571)","(3.7, 4.5, 4.305882352941176)","(10.0, 12.5, 12.212962962962964)","(41.0, 65.0, 62.391304347826086)","(12.0, 15.5, 14.705882352941176)","(12.0, 14.0, 13.774193548387096)","(3.4, 3.8, 3.7588069956277326)","(7.5, 8.6, 8.084297520661156)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:50.832607,"(51.0, 55.0, 52.333333333333336)","(31.0, 42.0, 41.27272727272727)","(11.0, 14.0, 13.571428571428571)","(3.7, 4.5, 4.305882352941176)","(10.0, 12.5, 12.212962962962964)","(41.0, 65.0, 62.391304347826086)","(12.0, 15.5, 14.705882352941176)","(12.0, 14.0, 13.774193548387096)","(3.4, 3.8, 3.75914990266061)","(7.5, 8.6, 8.060355029585798)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:51.952496,"(51.0, 55.0, 52.333333333333336)","(31.0, 44.0, 42.5)","(11.0, 14.0, 13.85)","(3.7, 4.5, 4.328571428571428)","(10.0, 12.5, 12.325581395348838)","(41.0, 65.0, 62.391304347826086)","(12.0, 15.5, 14.65625)","(12.0, 14.0, 13.972222222222221)","(3.4, 3.8, 3.75914990266061)","(7.5, 8.6, 8.060355029585798)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:53.078763,"(51.0, 55.0, 52.333333333333336)","(31.0, 44.0, 42.5)","(11.0, 14.0, 13.76)","(3.7, 4.5, 4.328571428571428)","(10.0, 12.5, 12.402597402597403)","(41.0, 65.0, 62.14285714285714)","(12.0, 15.5, 14.65625)","(12.0, 14.0, 13.972222222222221)","(3.4, 3.8, 3.75914990266061)","(7.5, 8.6, 8.075862068965517)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:54.202971,"(51.0, 55.0, 52.333333333333336)","(31.0, 44.0, 42.90909090909091)","(11.0, 14.0, 13.791666666666666)","(3.7, 4.5, 4.286111111111111)","(10.0, 12.5, 12.405063291139241)","(41.0, 65.0, 62.5)","(12.0, 15.5, 14.6)","(12.0, 14.0, 13.958333333333334)","(3.4, 3.8, 3.759282018111255)","(7.5, 8.6, 8.148780487804878)","(17.0, 28.0, 27.333333333333332)"
08-01-2023 15:33:55.340729,"(51.0, 55.0, 52.333333333333336)","(31.0, 44.0, 41.857142857142854)","(11.0, 14.0, 13.772727272727273)","(3.7, 4.3, 4.286111111111111)","(10.0, 12.5, 12.38888888888889)","(41.0, 65.0, 62.5)","(12.0, 15.5, 14.65625)","(12.0, 14.0, 14.6)","(3.4, 3.8, 3.760251322751323)","(7.5, 8.2, 8.151724137931033)","(17.0, 28.0, 28.575757575757574)"
08-01-2023 15:33:56.448675,"(51.0, 55.0, 52.142857142857146)","(31.0, 46.0, 42.666666666666664)","(11.0, 14.0, 13.791666666666666)","(3.7, 4.5, 4.316666666666666)","(10.0, 12.5, 12.376344086021506)","(41.0, 65.0, 62.6)","(12.0, 15.5, 14.32)","(12.0, 15.5, 14.6)","(3.4, 3.8, 3.754778028592927)","(7.5, 8.2, 8.212213740458015)","(17.0, 29.0, 28.678571428571427)"
08-01-2023 15:33:57.569502,"(51.0, 55.0, 51.0)","(31.0, 46.0, 43.14285714285714)","(11.0, 14.0, 13.736842105263158)","(3.7, 4.5, 4.336363636363636)","(10.0, 12.5, 12.376344086021506)","(41.0, 65.0, 62.6)","(12.0, 16.0, 14.296296296296296)","(12.0, 15.5, 15.44578313253012)","(3.4, 3.8, 3.753446940356313)","(7.5, 8.6, 8.212213740458015)","(17.0, 30.0, 28.766666666666666)"
08-01-2023 15:33:58.740130,"(51.0, 55.0, 50.875)","(31.0, 44.0, 41.857142857142854)","(11.0, 14.0, 13.736842105263158)","(3.7, 4.5, 4.290845070422535)","(10.0, 13.0, 12.589108910891088)","(41.0, 65.0, 61.470588235294116)","(12.0, 16.0, 14.296296296296296)","(12.0, 15.5, 15.433823529411764)","(3.4, 3.8, 3.753446940356313)","(7.5, 8.6, 8.192513368983956)","(17.0, 30.0, 29.11904761904762)"
