,Lucky Jim,Agent Starling,Madrigal Nz,Certainlycallitin,As She Says,Mullum Doc,Dont Fear For Me,Jakki Mun,Major Rumble
05-01-2023 12:34:12.377581,"(4.8, 7.8, 7.075)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:13.518143,"(4.8, 7.8, 7.075)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:14.648866,"(4.8, 7.8, 7.075)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:15.863343,"(4.8, 7.8, 7.075)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:17.164302,"(4.8, 7.8, 7.075)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:18.443133,"(4.8, 7.8, 6.4)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:19.670383,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:20.947014,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:22.261872,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:23.556321,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:24.873309,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:26.249193,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:27.532277,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:28.835603,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:30.044294,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:31.236981,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:32.442392,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:33.699226,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:34.991001,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:36.257211,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:37.581366,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:38.939718,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:40.332417,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:41.669141,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:42.941361,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:44.200820,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:45.353836,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:46.570205,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:47.760335,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:49.019986,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:50.278499,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:51.604868,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 108.57142857142857)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:52.914170,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:54.317028,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:55.709324,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:57.070964,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:58.430006,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:34:59.742819,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:01.009974,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 110.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:02.201859,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 105.0)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:03.367640,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:04.566643,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:05.797793,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:07.073996,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:08.370759,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:09.683181,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:11.218396,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:12.722757,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:14.210354,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:15.636442,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:17.074581,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:18.433844,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:19.742317,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:20.998427,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:22.607856,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:24.225335,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:25.560654,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:26.903871,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:28.230780,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:29.535737,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:30.784667,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:32.134692,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:33.560212,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:34.975073,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:36.455390,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:38.107247,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:39.560210,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:41.006459,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:42.288644,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:43.751700,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:45.112657,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:46.560509,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:48.069168,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:49.447860,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:50.838913,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:52.219501,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:53.639483,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
05-01-2023 12:35:55.035027,"(4.8, 7.8, 6.68)","(61.0, 130.0, 111.25)","(1.65, 99999, 99990)","(51.0, 210.0, 160.76923076923077)","(11.0, 23.0, 20.444444444444443)","(12.0, 28.0, 24.666666666666668)","(31.0, 130.0, 83.33333333333333)","(4.8, 8.4, 7.542857142857143)","(14.0, 28.0, 21.0)"
