,Natural Action,Avianna,My Names Stacey,Maximum Brooke,Thybulle Bale,Malo Magic
10-01-2023 16:03:37.121150,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:38.322720,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:39.462363,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:40.717965,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:41.757287,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:42.897777,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.049999999999999)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:44.005196,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:45.196374,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 7.975)","(2.2, 2.8, 2.2110000000000003)"
10-01-2023 16:03:46.340515,"(18.0, 55.0, 36.25)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.2833333333333337)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.0)","(2.2, 2.8, 2.42)"
10-01-2023 16:03:47.444497,"(18.0, 55.0, 46.46153846153847)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.7625)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.0)","(2.2, 2.8, 2.42)"
10-01-2023 16:03:48.445888,"(18.0, 55.0, 46.46153846153847)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.7625)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.0)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:49.626431,"(18.0, 55.0, 46.46153846153847)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.7625)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.0)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:50.751811,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.7625)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.0)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:51.808032,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:52.913102,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:53.993620,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:55.177883,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:56.260265,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:57.298023,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.275)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:58.476618,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.33125)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.133333333333333)","(2.2, 2.8, 2.431875)"
10-01-2023 16:03:59.467511,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.693103448275862)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.133333333333333)","(2.2, 2.8, 2.431875)"
10-01-2023 16:04:00.450935,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.4270833333333335)","(6.5, 11.5, 10.0)","(6.0, 11.5, 10.133333333333333)","(2.2, 2.8, 2.431875)"
10-01-2023 16:04:01.513646,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.4270833333333335)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.575)","(2.2, 2.8, 2.431875)"
10-01-2023 16:04:02.512616,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.4270833333333335)","(6.5, 11.5, 10.0)","(6.0, 11.5, 8.575)","(2.2, 2.8, 2.431875)"
10-01-2023 16:04:03.545509,"(18.0, 55.0, 27.625)","(7.0, 15.0, 9.225)","(3.2, 5.2, 3.6076923076923078)","(6.5, 11.5, 10.428571428571429)","(6.0, 11.5, 10.542857142857143)","(2.2, 2.8, 2.737142857142857)"
10-01-2023 16:04:04.576150,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.533333333333333)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 10.542857142857143)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:05.676035,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.8625)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:06.819498,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.481249999999999)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:07.778909,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.566666666666666)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:08.814189,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.566666666666666)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:09.921942,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.9375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:11.010730,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.9375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:11.989301,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.9375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:12.961112,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.9375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.5)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:13.994437,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 3.9375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 10.727272727272727)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:15.078985,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.885714285714285)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 10.3)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:16.162992,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.885714285714285)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:17.309780,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:18.366482,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:19.362085,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:20.519442,"(18.0, 50.0, 26.375)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:21.452352,"(18.0, 50.0, 34.25)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:22.340874,"(18.0, 46.0, 42.14285714285714)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:23.302591,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:24.296140,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:25.216882,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:26.234702,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:27.133508,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:28.131340,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:29.140482,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:30.067373,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:31.024778,"(18.0, 46.0, 32.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:32.043185,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 10.3)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:32.964351,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.885714285714285)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:33.936933,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:34.848684,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:35.745266,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:36.717380,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:37.659370,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:38.603845,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:39.560774,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 5.1, 4.375)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 8.9)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:40.438943,"(18.0, 48.0, 33.75)","(7.0, 14.5, 11.45)","(3.2, 4.8, 4.225)","(6.5, 11.0, 10.428571428571429)","(6.0, 9.4, 8.9)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:41.369233,"(18.0, 48.0, 33.75)","(7.0, 14.5, 9.1625)","(3.2, 4.8, 4.225)","(6.5, 11.0, 10.428571428571429)","(6.0, 9.4, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:42.397477,"(18.0, 48.0, 44.83333333333333)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.695454545454545)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:43.467516,"(18.0, 48.0, 44.5)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:44.464591,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:45.486926,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:46.359347,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:47.288889,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:48.252337,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:49.178891,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:50.144563,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.428571428571429)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:51.116249,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:52.005049,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:52.961262,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:53.866701,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:54.826287,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:55.885165,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:56.817301,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.642857142857142)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:57.809346,"(18.0, 48.0, 44.888888888888886)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:58.816419,"(18.0, 48.0, 45.2)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:04:59.802766,"(18.0, 48.0, 45.2)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:05:00.693628,"(18.0, 48.0, 45.2)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:05:01.554163,"(18.0, 48.0, 45.2)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 9.7)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:05:02.483610,"(18.0, 48.0, 45.2)","(7.0, 14.0, 11.2)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 10.333333333333332)","(6.0, 11.0, 8.833333333333334)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:05:03.539219,"(18.0, 46.0, 42.88)","(7.0, 14.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 11.0, 9.5)","(6.0, 11.0, 8.833333333333334)","(2.2, 2.78, 2.737142857142857)"
10-01-2023 16:05:04.570545,"(18.0, 44.0, 42.95652173913044)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 10.0, 9.333333333333334)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:05.492736,"(18.0, 44.0, 42.95652173913044)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 9.8, 9.333333333333334)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:06.425847,"(18.0, 44.0, 40.714285714285715)","(7.0, 14.0, 9.333333333333334)","(3.2, 4.8, 4.359999999999999)","(6.5, 10.5, 8.59090909090909)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:07.368421,"(18.0, 44.0, 40.714285714285715)","(7.0, 14.0, 8.654545454545454)","(3.2, 4.8, 4.359999999999999)","(6.5, 10.5, 7.394736842105263)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:08.364746,"(18.0, 44.0, 30.857142857142858)","(7.0, 13.5, 8.631818181818183)","(3.2, 4.8, 4.359999999999999)","(6.5, 10.0, 9.333333333333334)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:09.358666,"(18.0, 42.0, 39.0)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 9.8, 8.272727272727273)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:10.442512,"(18.0, 42.0, 39.0)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 9.8, 8.272727272727273)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:11.459473,"(18.0, 42.0, 39.0)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 9.8, 9.166666666666666)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:12.482897,"(18.0, 42.0, 25.333333333333332)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.359999999999999)","(6.5, 9.6, 9.166666666666666)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:13.485806,"(18.0, 40.0, 34.0)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 9.0)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:14.497740,"(18.0, 38.0, 35.714285714285715)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 9.0)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:15.542805,"(18.0, 38.0, 35.473684210526315)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:16.455441,"(18.0, 38.0, 26.75)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:17.387612,"(18.0, 38.0, 33.90909090909091)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:18.399744,"(18.0, 38.0, 33.90909090909091)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:19.365203,"(18.0, 38.0, 33.90909090909091)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:20.429013,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.666666666666666)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:21.466254,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.0)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:22.409715,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.4, 8.0)","(6.0, 11.0, 8.833333333333334)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:23.474650,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.555555555555555)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:24.492843,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 9.933333333333334)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.5)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:25.465455,"(18.0, 38.0, 35.631578947368425)","(7.0, 13.0, 10.7)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.909090909090908)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:26.383344,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.909090909090908)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:27.296763,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.909090909090908)","(2.25, 2.78, 2.737142857142857)"
10-01-2023 16:05:28.308529,"(18.0, 38.0, 35.631578947368425)","(7.0, 12.0, 10.2)","(3.2, 4.8, 4.525)","(6.5, 9.0, 8.666666666666666)","(6.0, 11.0, 9.909090909090908)","(2.25, 2.78, 2.737142857142857)"
